Policy,Windows,WAPE,BiasPct,ZeroForecastSoldUnitPct,AvgCoverage
self_calibrating_recency_brake,26,1.3869491171750035,-0.5455344293627409,0.9505953237779926,0.0594221904752579
fixed__hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p25,26,1.3869491171750035,-0.5455344293627409,0.9505953237779926,0.0594221904752579
fixed__hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p1,26,1.3869491171750035,-0.5455344293627409,0.9505953237779926,0.0594221904752579
fixed__hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p0,26,1.3869491171750035,-0.5455344293627409,0.9505953237779926,0.0594221904752579
fixed__hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x0p85,26,1.3869491171750035,-0.5455344293627409,0.9505953237779926,0.0594221904752579
