Offer,SKU,Division,Department,Class,KeyCategoryView,SizeGroup,GoLiveDate,OfferCount,Item,Color
30070-BN3,30070-BN3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BN3
30070-BP2,30070-BP2-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP2,30070-BP2-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP2,30070-BP2-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP2,30070-BP2-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP2,30070-BP2-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP2,30070-BP2-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP2
30070-BP3,30070-BP3-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP3,30070-BP3-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP3,30070-BP3-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP3,30070-BP3-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP3,30070-BP3-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP3,30070-BP3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP3
30070-BP4,30070-BP4-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-BP4,30070-BP4-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-BP4,30070-BP4-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-BP4,30070-BP4-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-BP4,30070-BP4-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-BP4,30070-BP4-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,BP4
30070-CI1,30070-CI1-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CI1,30070-CI1-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CI1,30070-CI1-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CI1,30070-CI1-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CI1,30070-CI1-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CI1,30070-CI1-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CI1
30070-CT9,30070-CT9-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CT9,30070-CT9-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CT9,30070-CT9-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CT9,30070-CT9-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CT9,30070-CT9-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CT9,30070-CT9-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CT9
30070-CU0,30070-CU0-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-CU0,30070-CU0-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-CU0,30070-CU0-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-CU0,30070-CU0-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-CU0,30070-CU0-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-CU0,30070-CU0-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,CU0
30070-DH1,30070-DH1-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH1,30070-DH1-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH1,30070-DH1-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH1,30070-DH1-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH1,30070-DH1-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH1,30070-DH1-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH1
30070-DH2,30070-DH2-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH2,30070-DH2-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH2,30070-DH2-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH2,30070-DH2-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH2,30070-DH2-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH2,30070-DH2-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH2
30070-DH3,30070-DH3-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DH3,30070-DH3-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DH3,30070-DH3-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DH3,30070-DH3-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DH3,30070-DH3-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DH3,30070-DH3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DH3
30070-DX7,30070-DX7-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-DX7,30070-DX7-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-DX7,30070-DX7-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-DX7,30070-DX7-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-DX7,30070-DX7-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-DX7,30070-DX7-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,DX7
30070-EL2,30070-EL2-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL2,30070-EL2-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL2,30070-EL2-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL2,30070-EL2-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL2,30070-EL2-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL2,30070-EL2-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL2
30070-EL3,30070-EL3-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL3,30070-EL3-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL3,30070-EL3-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL3,30070-EL3-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL3,30070-EL3-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL3,30070-EL3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL3
30070-EL4,30070-EL4-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL4,30070-EL4-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL4,30070-EL4-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL4,30070-EL4-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL4,30070-EL4-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL4,30070-EL4-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL4
30070-EL5,30070-EL5-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL5,30070-EL5-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL5,30070-EL5-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL5,30070-EL5-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL5,30070-EL5-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL5,30070-EL5-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL5
30070-EL6,30070-EL6-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL6,30070-EL6-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL6,30070-EL6-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL6,30070-EL6-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL6,30070-EL6-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL6,30070-EL6-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL6
30070-EL7,30070-EL7-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-EL7,30070-EL7-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-EL7,30070-EL7-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-EL7,30070-EL7-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-EL7,30070-EL7-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-EL7,30070-EL7-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,EL7
30070-FS2,30070-FS2-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS2,30070-FS2-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS2,30070-FS2-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS2,30070-FS2-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS2,30070-FS2-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS2,30070-FS2-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS2
30070-FS3,30070-FS3-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-FS3,30070-FS3-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-FS3,30070-FS3-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-FS3,30070-FS3-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-FS3,30070-FS3-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-FS3,30070-FS3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,FS3
30070-GK6,30070-GK6-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK6,30070-GK6-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK6,30070-GK6-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK6,30070-GK6-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK6,30070-GK6-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK6,30070-GK6-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK6
30070-GK9,30070-GK9-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GK9,30070-GK9-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GK9,30070-GK9-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GK9,30070-GK9-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GK9,30070-GK9-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GK9,30070-GK9-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GK9
30070-GM5,30070-GM5-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GM5,30070-GM5-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GM5,30070-GM5-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GM5,30070-GM5-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GM5,30070-GM5-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GM5,30070-GM5-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GM5
30070-GN1,30070-GN1-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GN1,30070-GN1-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GN1,30070-GN1-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GN1,30070-GN1-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GN1,30070-GN1-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GN1,30070-GN1-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,1/16/2024,1,30070,GN1
30070-GP1,30070-GP1-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GP1,30070-GP1-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GP1,30070-GP1-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GP1,30070-GP1-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GP1,30070-GP1-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GP1,30070-GP1-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GP1
30070-GY3,30070-GY3-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-GY3,30070-GY3-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-GY3,30070-GY3-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-GY3,30070-GY3-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-GY3,30070-GY3-XS,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-GY3,30070-GY3-XXL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,GY3
30070-H74,30070-H74-L,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,H74
30070-H74,30070-H74-M,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,H74
30070-H74,30070-H74-S,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,H74
30070-H74,30070-H74-XL,Adult Sleep,S AU sleepwear,S AU LJ top,Sleep,Adult,,1,30070,H74
