SKU,FD1ToFD14Units,ML14DayForecastUnits,Recent14DayUnits,SelectedByMLThreshold,RecentFallbackWeight
82912-2RO-110,685,684.9670565869217,264.9568831670177,True,0.0
82912-2RO-120,685,684.9670565869217,242.0443284129242,True,0.0
84460-5ZO-120,685,684.9670565869217,263.4943796720755,True,0.0
84460-6GS-110,685,684.9670565869217,288.6006896685823,True,0.0
84505-5ZU-120,685,684.9670565869217,221.08177831875352,True,0.0
84428-1WC-120,665,665.3350333732212,198.41297414715032,True,0.0
82912-2RO-100,664,664.026230372365,187.20044735259393,True,0.0
84505-5ZU-110,646,646.1350596431175,167.94415133585574,True,0.0
84460-5ZO-100,629,629.330736854008,208.1629974467646,True,0.0
84428-1WC-130,619,618.977468810593,195.7317177397564,True,0.0
84505-5ZU-130,618,617.757978029233,126.99405347747583,True,0.0
84460-5ZO-110,603,602.8644665563617,254.7193587024227,True,0.0
80681-6GV-130,596,595.9094482146911,153.5628669689247,True,0.0
84460-65Z-110,572,571.9469933616639,193.29421191485284,True,0.0
84130-461-120,554,553.5844353962502,89.21271319147053,True,0.0
82912-2RO-90,544,543.5667831412852,119.43778542027476,True,0.0
84460-5ZU-120,544,543.5667831412852,233.5130580257617,True,0.0
84505-5ZU-100,544,543.5667831412852,115.2940255179387,True,0.0
84505-6H6-120,544,543.5667831412852,177.69417463547,True,0.0
84434-65Z-120,542,542.4925781568469,137.2315779420708,True,0.0
84505-5ZX-130,541,541.2422572484577,130.16281104985046,True,0.0
65642-5LG-110,539,538.7627875061484,278.850666368968,True,0.0
43205-5HC-120,530,530.2359601920683,199.87547764209245,True,0.0
84460-65Z-120,530,530.2359601920683,197.19422123469855,True,0.0
84460-6GS-120,530,530.2359601920683,252.28185287751916,True,0.0
84130-461-110,529,529.1874382950945,87.26270853154769,True,0.0
84428-1WC-110,529,529.1874382950945,136.98782735958045,True,0.0
84434-66I-120,523,523.4345181342923,114.07527260548693,True,0.0
58660-4SK-S,519,518.9415008559153,192.31920958489138,True,0.0
58660-4PQ-S,498,498.479262973338,197.19422123469855,True,0.0
84460-61J-110,496,495.6890390936322,181.83793453780606,True,0.0
84505-5ZX-120,496,495.6890390936322,199.6317270596021,True,0.0
84505-6H6-110,496,495.6890390936322,160.63163386114505,True,0.0
84620-6GV-120,496,495.6890390936322,163.55664085102933,True,0.0
82912-2RO-130,494,493.5818243030651,110.17526328564121,True,0.0
84433-68I-120,484,483.50292158312766,191.58795783742036,True,0.0
84460-5ZO-90,484,483.50292158312766,160.63163386114505,True,0.0
84460-61J-120,482,482.41290730421434,203.0442352144671,True,0.0
45346-5HB-120,480,480.17890450475505,269.5881442343345,True,0.0
84662-1NV-110,480,480.17890450475505,139.18158260199365,True,0.0
84433-68I-140,473,472.7976994110847,146.73785065919472,True,0.0
84460-6GS-100,473,472.5557824780638,205.96924220435136,True,0.0
84662-1NV-120,466,466.36937474995364,109.93151270315086,True,0.0
80681-6GV-100,465,464.9177466921974,138.69408143701295,True,0.0
84505-5ZX-110,464,464.0100556218525,170.62540774324967,True,0.0
84428-1WC-140,462,461.6283668461532,154.78161988137646,True,0.0
84433-68I-130,459,459.42764857450845,175.01291822807607,True,0.0
84434-66I-130,455,455.48380291062125,87.01895794905732,True,0.0
58660-4SK-M,453,453.4914709895287,179.8879298778832,True,0.0
84428-6GQ-120,451,450.8394595180716,92.13772018135482,True,0.0
84460-5ZO-130,450,449.99581446091645,140.15658493195508,True,0.0
84460-6GW-110,448,448.0775098320156,167.2128995883847,True,0.0
84505-5ZU-90,448,448.0775098320156,81.90019571675984,True,0.0
84460-5ZU-110,442,441.84632444229345,223.76303472614742,True,0.0
84505-6H6-100,442,441.84632444229345,109.2002609556798,True,0.0
84082-6DC-120,441,441.05145227703036,137.96282968954188,True,0.0
84434-66I-90,440,440.1853904300112,87.99396027901875,True,0.0
84460-61J-100,440,439.9038826453849,131.6253145447926,True,0.0
84434-65Z-110,438,438.0273012366359,100.18148940353659,True,0.0
84608-6CN-120,432,431.6456157363393,189.88170375998786,True,0.0
81338-5NF-120,423,423.4918266525253,81.41269455177914,True,0.0
43205-5HC-110,422,422.1822040134433,174.03791589811465,True,0.0
84448-61J-120,422,422.48839406033824,214.2567620090235,True,0.0
84460-6GS-90,422,421.75593812169535,123.09404415763011,True,0.0
43205-GK3-120,419,419.0369973259456,133.3315686222251,True,0.0
84130-461-130,418,418.0600090572392,53.86887873036883,True,0.0
45346-5HB-130,410,410.4139143829586,159.90038211367397,True,0.0
84620-6GV-130,409,409.06181909098103,134.06282036969617,True,0.0
84460-65Z-100,408,408.29558037469775,147.9566035716465,True,0.0
84460-6GW-120,408,408.29558037469775,178.66917696543143,True,0.0
84460-6GW-130,405,404.7911959618206,111.15026561560263,True,0.0
84428-1WC-150,401,401.4362600142665,119.68153600276511,True,0.0
84460-6GW-90,396,395.63512940885954,117.73153134284226,True,0.0
84662-1NV-100,394,394.3449185958848,99.20648707357516,True,0.0
84434-65Z-100,391,390.89955307083017,72.15017241714557,True,0.0
84082-6AN-120,385,385.24198351391476,160.14413269616432,True,0.0
58663-4SZ-S,381,380.98225309436214,104.32524930587266,True,0.0
84505-5ZX-100,380,379.6365779747026,130.16281104985046,True,0.0
82778-5HR-120,378,377.70664189212016,136.25657561210937,True,0.0
45346-5HR-120,377,376.5133230094975,158.19412803624147,True,0.0
60363-5NF-120,377,376.71271252695186,93.3564730938066,True,0.0
82912-2RO-85,377,376.5432481595293,56.7938857202531,True,0.0
43205-5HC-100,374,374.48335248324406,138.20658027203223,True,0.0
84428-6GQ-130,373,372.8772401216804,82.87519804672127,True,0.0
84434-66I-100,372,372.3640545967502,88.23771086150911,True,0.0
82778-5HO-120,371,371.2260027847663,106.76275513077621,True,0.0
84428-1WC-100,369,369.3369618324249,99.20648707357516,True,0.0
45346-5HB-110,368,368.48600365049356,210.60050327166817,True,0.0
84434-6AT-120,368,368.0964225261878,77.0251840669527,True,0.0
84090-5KM-120,367,367.1104961906357,204.99423987438996,True,0.0
84628-6GV-130,366,366.17885282263813,93.11272251131625,True,0.0
84460-5ZU-90,365,365.48585921187,136.74407677709007,True,0.0
84460-6GW-100,365,365.48585921187,140.6440860969358,True,0.0
84428-6AQ-130,363,363.08876190215693,146.00659891172364,True,0.0
60363-5NF-110,354,353.87078395908577,93.60022367629696,True,0.0
67377-015-120,353,353.09962749741555,148.93160590160795,True,0.0
84082-6DC-140,352,352.41990361268876,99.69398823855587,True,0.0
84434-65Z-130,352,351.5634691882659,103.59399755840158,True,0.0
58663-011-XL,350,350.39853303089524,98.4752353261041,True,0.0
65642-5LG-120,350,349.91832700616277,241.5568272479435,True,0.0
81718-68I-110,350,349.91832700616277,201.09423055454425,True,0.0
84082-6GS-120,349,349.44726500198533,119.92528658525549,True,0.0
84090-5KM-130,349,349.44726500198533,203.0442352144671,True,0.0
84460-61J-90,349,349.37366330760005,106.76275513077621,True,0.0
84433-68I-110,347,346.8311199611535,157.46287628877042,True,0.0
84460-5ZU-130,346,345.62721821971536,126.0190511475144,True,0.0
84433-66J-120,345,345.20727473016876,178.66917696543143,True,0.0
84628-6GV-120,343,342.5286699581592,117.24403017786155,True,0.0
84460-60K-120,340,340.13851801495184,102.13149406345944,True,0.0
84505-5ZU-140,340,340.448426605294,65.08140552492523,True,0.0
84460-5ZU-100,337,337.3827455316597,176.47542172301823,True,0.0
84434-65Z-140,331,331.4332743162496,69.22516542726129,True,0.0
84434-66I-140,331,331.4332743162496,59.23139154515667,True,0.0
58660-4PQ-M,330,329.9114556923038,125.53154998253368,True,0.0
84505-5ZX-90,330,330.113759956743,93.11272251131625,True,0.0
84433-66J-130,328,327.76965750542024,146.73785065919472,True,0.0
82717-5XY-70,325,325.3869854833968,97.74398357863302,True,0.0
45346-SR4-120,323,322.8561803944503,128.70030755490833,True,0.0
84620-6GV-110,323,323.24182633891473,132.35656629226366,True,0.0
81700-5ZA-120,322,321.5539174596254,124.55654765257226,True,0.0
84306-66I-70,322,321.5539174596254,106.2752539657955,True,0.0
84428-1WC-90,322,322.0105382980155,71.41892066967449,True,0.0
84428-6AQ-120,322,321.5539174596254,139.18158260199365,True,0.0
84608-6CN-130,322,322.3105474229074,165.50664551095218,True,0.0
43205-5HC-130,321,320.93445507855546,121.87529124517833,True,0.0
84434-66I-110,320,319.5497307005953,89.4564637739609,True,0.0
84428-1WC-85,318,318.1390237180872,65.32515610741558,True,0.0
43205-5HC-90,316,315.8686803984668,97.98773416112338,True,0.0
84434-6AT-130,316,316.04165494398916,57.281386885233815,True,0.0
45346-5HB-100,313,312.6643899158172,146.98160124168507,True,0.0
65642-5LG-100,313,313.026531711139,198.16922356465994,True,0.0
81718-68I-90,313,313.026531711139,128.2128063899276,True,0.0
84448-61J-110,313,313.4694896222856,159.41288094869327,True,0.0
84460-5ZO-85,312,312.29500763109905,80.68144280430806,True,0.0
84460-61J-130,312,312.29500763109905,118.70653367280369,True,0.0
58665-4TG-XS,311,311.3049122171496,86.77520736656696,True,0.0
58663-4TA-L,308,308.3314836139297,81.90019571675984,True,0.0
84428-6GE-110,308,307.95387794214116,77.75643581442378,True,0.0
84450-6DU-120,307,306.72336827932907,60.937645622589166,True,0.0
82453-3EC-110,306,305.85047302234403,35.34383446110172,True,0.0
84434-66I-85,306,305.78179902838355,60.206393875118096,True,0.0
84505-6H6-130,306,306.414159374751,71.41892066967449,True,0.0
81718-68I-100,304,303.72487448203447,167.456650170875,True,0.0
58661-4PX-L,302,301.8436615636126,122.85029357513976,True,0.0
82778-5HO-100,302,302.37514562769,80.92519338679841,True,0.0
82778-5HO-130,302,301.5171074687793,78.48768756189484,True,0.0
84460-65Z-90,302,301.86312874945054,98.96273649108481,True,0.0
84433-68I-150,301,301.47108035841075,119.92528658525549,True,0.0
43205-SR4-120,300,299.6492572415518,123.82529590510117,True,0.0
58663-4SZ-M,299,299.48841878711613,88.72521202648983,True,0.0
82615-5DR-120,299,299.39559076662914,111.63776678058335,True,0.0
82719-65Z-120,299,299.39559076662914,81.90019571675984,True,0.0
58662-4O4-S,297,296.67188977932904,204.75048929189958,True,0.0
81338-6AN-130,296,296.0742827354406,64.5939043599445,True,0.0
81644-1SA-120,296,296.1891759877832,157.46287628877042,True,0.0
81700-5ZA-110,295,294.722924991591,115.53777610042906,True,0.0
81766-1QH-120,295,294.87178068737023,104.0814987233823,True,0.0
65642-5LG-90,294,294.0655574952555,115.78152668291943,True,0.0
80441-A91-120,294,294.33973900056,105.78775280081479,True,0.0
84460-64A-110,294,294.0655574952555,100.91274115100767,True,0.0
67848-5ZE-120,293,292.9174922220795,77.51268523193342,True,0.0
82717-5XY-75,293,293.44656732283227,90.67521668641268,True,0.0
84306-66I-75,293,293.34965520498935,83.8502003766827,True,0.0
84606-6GR-130,293,292.9174922220795,73.61267591208772,True,0.0
50754-4SN-S,292,292.1980766302847,92.13772018135482,True,0.0
58660-4SK-XS,292,291.84188073107333,87.50645911403804,True,0.0
84082-6DC-130,292,291.56318650892723,133.3315686222251,True,0.0
81766-1QH-110,291,290.5477878755901,93.3564730938066,True,0.0
82453-3EC-120,291,290.91523272821814,40.462596693399206,True,0.0
80617-65Z-75,288,287.86057498284435,157.70662687126077,True,0.0
84450-6DU-100,288,288.03957385085266,38.02509086849564,True,0.0
84460-6GS-130,288,287.9064539086803,98.4752353261041,True,0.0
67848-5ZA-120,287,287.2655784076018,60.69389504009881,True,0.0
84606-6GR-120,287,287.453633839228,59.962643292627746,True,0.0
84306-1WC-70,286,286.2073297063673,68.98141484477094,True,0.0
58660-4PQ-XS,285,284.576937604204,95.79397891871018,True,0.0
84433-66J-140,285,285.4211501676065,121.38779008019762,True,0.0
80441-6WL-120,283,283.2156538161696,115.53777610042906,True,0.0
82719-65Z-110,282,281.7548930296503,95.0627271712391,True,0.0
80617-6EA-75,281,281.0979563601659,117.97528192533262,True,0.0
84505-61O-120,281,281.01543103496147,86.77520736656696,True,0.0
84428-6GQ-110,280,279.6742396360129,68.0064125148095,True,0.0
84460-65Z-130,280,279.7036734498654,97.01273183116194,True,0.0
84620-6GV-90,279,279.3924804103114,87.99396027901875,True,0.0
84329-5MZ-130,278,278.2571867810542,50.70012115799419,True,0.0
84428-6GE-100,278,277.58007671663586,69.46891600975165,True,0.0
84434-6AT-140,278,277.7192729359335,53.13762698289775,True,0.0
58665-4TD-XS,277,277.2869822378243,103.83774814089193,True,0.0
43205-015-120,276,275.5474268690222,97.98773416112338,True,0.0
82778-5HO-110,276,276.3502542391065,85.80020503660555,True,0.0
82778-5HR-130,275,274.58124690423,105.78775280081479,True,0.0
84130-461-100,275,275.14985496965085,45.5813589256967,True,0.0
84450-6DU-110,275,274.6590113052105,52.89387640040739,True,0.0
81644-1SA-90,274,274.14865515334213,134.06282036969617,True,0.0
84433-66J-110,274,274.1093185154678,138.69408143701295,True,0.0
84434-65K-130,273,273.4656041659585,78.48768756189484,True,0.0
58661-4PQ-M,272,271.6030188078852,75.56268057201056,True,0.0
81644-1SA-100,272,271.83900586461095,137.47532852456115,True,0.0
84460-64A-120,272,271.9320310850371,115.05027493544836,True,0.0
84505-5ZU-85,272,271.75400631139877,36.80633795604386,True,0.0
84082-6DC-110,271,271.4203259655217,101.88774348096908,True,0.0
45346-015-130,269,269.0451246285256,115.78152668291943,True,0.0
84505-5ZY-120,269,268.5609692794137,55.087631642820604,True,0.0
81644-1SA-130,268,268.4393193965685,102.61899522844016,True,0.0
84620-6GV-100,268,267.91707507065087,106.2752539657955,True,0.0
82717-6DC-75,267,266.8313043498844,111.63776678058335,True,0.0
45346-015-120,266,266.23416803184784,137.47532852456115,True,0.0
58663-4T4-M,266,266.3910889226034,90.43146610392233,True,0.0
80441-5HR-120,262,262.4527373829276,117.73153134284226,True,0.0
84552-6AT-75,262,262.39336136430836,137.7190791070515,True,0.0
67501-SR4-120,261,261.32882088316484,67.76266193231916,True,0.0
81338-5UD-120,261,261.1034811827431,52.40637523542668,True,0.0
82718-5XA-120,261,260.87548365195624,51.187622322974896,True,0.0
84460-64A-100,261,261.43149617829033,89.4564637739609,True,0.0
52309-4SR-M,260,260.2925689297513,71.90642183465522,True,0.0
84608-6CN-140,259,259.1612082672123,118.21903250782299,True,0.0
84662-1NV-90,259,258.57917206981466,51.918874070445966,True,0.0
45346-5HR-130,258,257.54489547710835,119.43778542027476,True,0.0
80617-65Z-85,258,257.91111023868234,142.10658959187793,True,0.0
84448-61J-130,258,257.77396612046243,129.43155930237938,True,0.0
84596-5KT-70,258,258.35685738873724,58.012638632704885,True,0.0
67848-5ZE-130,256,256.4222434752723,67.27516076733845,True,0.0
58663-011-L,255,255.43371521550938,102.61899522844016,True,0.0
81338-6AN-120,255,255.0888710215254,69.46891600975165,True,0.0
82778-5HO-140,255,255.0808873693258,62.64389970002166,True,0.0
45346-5HB-90,254,253.74264031172453,94.33147542376803,True,0.0
84428-6GE-90,253,252.5829557872127,68.98141484477094,True,0.0
84204-5OV-M,252,252.07716119983337,80.68144280430806,True,0.0
84448-6HA-120,252,251.70722777267483,93.11272251131625,True,0.0
82788-5XH-120,251,250.58798430673195,108.95651037318942,True,0.0
84306-66I-60,251,250.84819440241722,61.66889737006024,True,0.0
50763-4SJ-S,250,249.5602098146204,117.97528192533262,True,0.0
58665-4TD-S,250,250.28399636460043,105.54400221832442,True,0.0
67377-SR4-120,250,249.96453668882492,136.012825029619,True,0.0
82897-1SA-120,250,249.8931716180138,66.54390901986737,True,0.0
82897-1SA-130,250,249.80298145518023,66.78765960235773,True,0.0
84434-65Z-90,250,250.17854430480168,61.66889737006024,True,0.0
84434-66I-150,249,249.01465647246022,44.11885543075456,True,0.0
58660-4NA-S,248,247.86864376309103,188.66295084753605,True,0.0
80441-6WL-140,246,246.46978710812655,83.11894862921163,True,0.0
82717-6DC-70,246,246.37272022281866,101.88774348096908,True,0.0
43205-GK3-100,245,244.6430804536462,83.11894862921163,True,0.0
84082-6GS-110,245,244.94780775179044,100.6689905685173,True,0.0
84306-65Z-75,245,245.38901117731518,60.937645622589166,True,0.0
84460-60K-110,245,244.94780775179044,75.07517940702985,True,0.0
82778-5HR-110,244,243.81219928633377,103.59399755840158,True,0.0
43205-GK3-130,243,242.66657671708882,95.30647775372945,True,0.0
58660-4NA-M,243,242.9139655125044,147.71285298915615,True,0.0
81644-1SA-110,243,242.98236757523262,160.38788327865467,True,0.0
82719-65Z-100,243,243.32428943464092,72.15017241714557,True,0.0
