SKU,DirectPickLookbackUnits,DirectPickDemandDays,DailyBaseUnits,WeeklyBaseUnits,ValidReservationUnits,ReservationPhysicalTotal,ReservationSalesAllocatedPhysicalTotal,InboundTotalUnits,InboundNext14Units,InboundNext30Units,HasDirectPickHistory,HasValidReservation,HasInbound,Future14DayPromoDays,FutureWeeklyPromoWeeks,HasFuturePromo,FD1ToFD14Units,First13WeekUnits
40152-PV5-NB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TN6-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TN6-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40899-TU9-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,0,0,False,0,0.0
41355-015-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-015-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-015-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-45H-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-45H-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-A91-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-A91-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-GK3-100,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
41378-GK3-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-GK3-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-GK3-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
41378-GK3-160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-GK3-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-JB9-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-JB9-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41378-M23-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41423-SR4-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
41423-SR4-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,0,0,False,0,0.0
41423-SR4-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0,False,0,0.0
41423-SR4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
41516-19H-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41904-GN1-60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41904-HR1-80,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
41904-NF1-70,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
42026-FV7-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-60,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,0,2.5
42026-FV7-70,14.0,12.0,0.25,1.75,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,5,23.66875
42026-FV7-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-80_85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42026-FV7-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42067-75Z-100,13.0,12.0,0.23214285714285715,1.625,0.0,0.0,0.0,9132.0,3037.0,3037.0,True,False,True,0,0,False,3,21.125
42067-75Z-110,13.0,10.0,0.23214285714285715,1.625,1.0,1.0,0.0,10837.0,3560.0,3560.0,True,True,True,0,0,False,4,21.125
42067-75Z-120,13.0,10.0,0.23214285714285715,1.625,0.0,0.0,0.0,12632.0,4232.0,4232.0,True,False,True,0,0,False,3,21.125
42067-75Z-130,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,10263.0,3463.0,3463.0,True,False,True,0,0,False,0,1.625
42067-75Z-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7473.0,2513.0,2513.0,False,True,True,0,0,False,1,1.0
42067-75Z-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,1615.0,1615.0,False,False,True,0,0,False,0,0.0
42067-75Z-160,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,3444.0,1263.0,1263.0,True,False,True,0,0,False,1,3.25
42067-75Z-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,397.0,397.0,False,False,True,0,0,False,0,0.0
42067-75Z-80,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,2008.0,645.0,645.0,True,False,True,0,0,False,0,1.625
42067-75Z-85,7.0,7.0,0.125,0.875,0.0,0.0,0.0,4509.0,1487.0,1487.0,True,False,True,0,0,False,2,11.375
42067-75Z-90,7.0,7.0,0.125,0.875,2.0,2.0,0.0,8353.0,2788.0,2788.0,True,True,True,0,0,False,3,12.5
42068-75Z-L,5.0,3.0,0.08928571428571429,0.625,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,3,9.5
42068-75Z-M,1.0,1.0,0.017857142857142856,0.125,3.0,2.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,3,4.5
42068-75Z-S,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,4.0
42068-75Z-XL,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,False,True,False,2,1,True,2,2.0
42068-75Z-XS,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,False,True,False,2,1,True,2,2.0
42068-75Z-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,1.0
42318-75Z-50,12.0,11.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,23.0
42318-75Z-60,13.0,11.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,24.5
42318-75Z-70,9.0,7.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,18.5
42318-75Z-75,7.0,7.0,0.125,0.875,0.0,0.0,0.0,2300.0,0.0,0.0,True,False,True,2,1,True,3,15.5
42318-75Z-80,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,1500.0,0.0,0.0,True,False,True,2,1,True,2,6.5
42318-75Z-85,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,500.0,0.0,0.0,True,False,True,2,1,True,2,12.5
42318-75Z-90,4.0,4.0,0.07142857142857142,0.5,0.0,0.0,0.0,300.0,0.0,0.0,True,False,True,2,1,True,2,11.0
42318-75Z-NB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,5.0
42835-NV2-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,False,False,True,0,0,False,0,0.0
42835-PV5-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,0,0,False,0,0.0
42835-PV5-XXS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-011-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-011-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-011-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,False,True,True,0,0,False,1,1.0
43197-011-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-011-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-011-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,False,False,True,0,0,False,0,0.0
43197-015-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
43197-AM7-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
43197-PV5-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
43205-011-100,237.0,43.0,4.232142857142857,29.624999999999996,9.0,5.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,99,525.5
43205-011-110,262.0,46.0,4.678571428571429,32.75,23.0,12.0,11.0,0.0,0.0,0.0,True,True,False,2,1,True,104,563.0
43205-011-120,346.0,48.0,6.178571428571429,43.25,13.0,9.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,122,689.0
43205-011-130,254.0,45.0,4.535714285714286,31.75,18.0,12.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,102,551.0
43205-011-140,149.0,45.0,2.6607142857142856,18.625,4.0,3.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,80,393.5
43205-011-150,114.0,41.0,2.0357142857142856,14.25,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,73,341.0
43205-011-85,83.0,36.0,1.4821428571428572,10.375,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,66,294.5
43205-011-90,165.0,42.0,2.9464285714285716,20.625,12.0,6.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,84,417.5
43205-015-100,112.0,28.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,73,340.0
43205-015-110,265.0,45.0,4.732142857142857,33.125,28.0,15.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,105,569.5
43205-015-120,400.0,47.0,7.142857142857143,50.0,11.0,6.0,5.0,0.0,0.0,0.0,True,True,False,2,1,True,134,772.0
43205-015-130,316.0,45.0,5.642857142857143,39.5,27.0,14.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,116,646.0
43205-015-140,212.0,43.0,3.7857142857142856,26.5,17.0,9.0,8.0,0.0,0.0,0.0,True,True,False,2,1,True,94,490.0
43205-015-150,173.0,39.0,3.0892857142857144,21.625,5.0,3.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,86,431.5
43205-015-85,85.0,34.0,1.5178571428571428,10.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,67,299.5
43205-015-90,167.0,43.0,2.982142857142857,20.875,12.0,6.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,85,422.5
43205-5HC-100,598.0,48.0,10.678571428571429,74.75,36.0,19.0,17.0,0.0,0.0,0.0,True,True,False,2,1,True,235,1274.0
43205-5HC-110,716.0,47.0,12.785714285714286,89.5,35.0,21.0,14.0,0.0,0.0,0.0,True,True,False,2,1,True,260,1451.0
43205-5HC-120,835.0,48.0,14.910714285714286,104.375,43.0,24.0,19.0,0.0,0.0,0.0,True,True,False,2,1,True,285,1629.5
43205-5HC-130,508.0,47.0,9.071428571428571,63.5,30.0,16.0,14.0,0.0,0.0,0.0,True,True,False,2,1,True,215,1139.0
43205-5HC-140,257.0,45.0,4.589285714285714,32.125,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,162,762.5
43205-5HC-150,147.0,41.0,2.625,18.375,5.0,3.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,139,597.5
43205-5HC-85,210.0,45.0,3.75,26.25,7.0,4.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,152,692.0
43205-5HC-90,413.0,48.0,7.375,51.625,38.0,20.0,18.0,0.0,0.0,0.0,True,True,False,2,1,True,195,996.5
43205-5HV-100,196.0,37.0,3.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,84,443.0
43205-5HV-110,270.0,46.0,4.821428571428571,33.75,13.0,7.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,100,554.0
43205-5HV-120,278.0,43.0,4.964285714285714,34.75,21.0,11.0,10.0,0.0,0.0,0.0,True,True,False,2,1,True,102,566.0
43205-5HV-130,193.0,44.0,3.4464285714285716,24.125,25.0,13.0,12.0,0.0,0.0,0.0,True,True,False,2,1,True,84,438.5
43205-5HV-140,111.0,42.0,1.9821428571428572,13.875,8.0,4.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,66,315.5
43205-5HV-150,77.0,35.0,1.375,9.625,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,59,264.5
43205-5HV-85,45.0,19.0,0.8035714285714286,5.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,52,216.5
43205-5HV-90,153.0,37.0,2.732142857142857,19.125,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,75,378.5
43205-GK3-100,363.0,48.0,6.482142857142857,45.375,8.0,4.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,150,801.5
43205-GK3-110,427.0,47.0,7.625,53.375,20.0,10.0,10.0,0.0,0.0,0.0,True,True,False,2,1,True,164,897.5
43205-GK3-120,548.0,47.0,9.785714285714286,68.5,52.0,28.0,24.0,0.0,0.0,0.0,True,True,False,2,1,True,190,1079.0
43205-GK3-130,406.0,46.0,7.25,50.75,18.0,10.0,8.0,0.0,0.0,0.0,True,True,False,2,1,True,160,866.0
43205-GK3-140,243.0,44.0,4.339285714285714,30.375,13.0,7.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,125,621.5
43205-GK3-150,153.0,43.0,2.732142857142857,19.125,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,106,486.5
43205-GK3-85,149.0,42.0,2.6607142857142856,18.625,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,105,480.5
43205-GK3-90,244.0,48.0,4.357142857142857,30.499999999999996,18.0,9.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,125,623.0
43205-KA4-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
43205-SR4-100,336.0,48.0,6.0,42.0,28.0,14.0,14.0,0.0,0.0,0.0,True,True,False,2,1,True,131,712.0
43205-SR4-110,347.0,47.0,6.196428571428571,43.375,17.0,9.0,8.0,0.0,0.0,0.0,True,True,False,2,1,True,133,728.5
43205-SR4-120,491.0,46.0,8.767857142857142,61.375,19.0,12.0,7.0,0.0,0.0,0.0,True,True,False,2,1,True,164,944.5
43205-SR4-130,352.0,44.0,6.285714285714286,44.0,13.0,8.0,5.0,0.0,0.0,0.0,True,True,False,2,1,True,134,736.0
43205-SR4-140,187.0,46.0,3.3392857142857144,23.375,16.0,8.0,8.0,0.0,0.0,0.0,True,True,False,2,1,True,99,488.5
43205-SR4-150,179.0,42.0,3.1964285714285716,22.375,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,97,476.5
43205-SR4-85,126.0,42.0,2.25,15.75,12.0,6.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,86,397.0
43205-SR4-90,217.0,46.0,3.875,27.125,12.0,6.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,105,533.5
44089-NR9-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44223-CW2-100,17.0,14.0,0.30357142857142855,2.125,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,8,37.5
44223-CW2-110,21.0,18.0,0.375,2.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,8,43.5
44223-CW2-120,29.0,21.0,0.5178571428571429,3.6250000000000004,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,10,55.5
44223-CW2-130,38.0,26.0,0.6785714285714286,4.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,11,69.0
44223-CW2-140,19.0,13.0,0.3392857142857143,2.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,40.5
44223-CW2-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,3,12.0
44223-CW2-85,13.0,11.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,31.5
44223-CW2-90,24.0,17.0,0.42857142857142855,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,9,48.0
44403-2BX-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
44403-2BX-M,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,5.5
44403-2BX-S,22.0,13.0,0.39285714285714285,2.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,37.0
44403-2BX-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
44403-2BX-XS,9.0,7.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,17.5
44403-2BX-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
44403-2CF-L,52.0,29.0,0.9285714285714286,6.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,18,101.0
44403-2CF-M,65.0,34.0,1.1607142857142858,8.125,5.0,3.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,20,120.5
44403-2CF-S,45.0,24.0,0.8035714285714286,5.625,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,16,90.5
44403-2CF-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,7,23.0
44403-2CF-XS,10.0,9.0,0.17857142857142858,1.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,9,38.0
44403-2CF-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,7,23.0
44403-2CH-L,50.0,28.0,0.8928571428571429,6.25,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,15,89.0
44403-2CH-M,53.0,25.0,0.9464285714285714,6.625,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,16,93.5
44403-2CH-S,37.0,26.0,0.6607142857142857,4.625,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,14,69.5
44403-2CH-XL,9.0,8.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,27.5
44403-2CH-XS,11.0,11.0,0.19642857142857142,1.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,30.5
44403-2CH-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,4,14.0
44403-75Z-L,6.0,6.0,0.10714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,11.0
44403-75Z-M,10.0,10.0,0.17857142857142858,1.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,17.0
44403-75Z-S,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,9.5
44403-75Z-XL,3.0,2.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,6.5
44403-75Z-XS,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,3.5
44403-75Z-XXL,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,5.0
44403-Q84-XS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44403-QX6-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,8,27.0
44403-QX6-M,119.0,40.0,2.125,14.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,33,205.5
44403-QX6-S,102.0,37.0,1.8214285714285714,12.75,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,29,180.0
44403-QX6-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,8,27.0
44403-QX6-XS,20.0,16.0,0.35714285714285715,2.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,12,57.0
44403-QX6-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,8,27.0
44403-XS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,2.0
44403-XS9-XXL,11.0,9.0,0.19642857142857142,1.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,18.5
44403-XU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44403-XU1-XS,7.0,7.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,11.76875
44403-XU1-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
44408-50M-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44441-128-100/110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-128-120/130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-128-140/150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-128-80/90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-3UU-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,3,11.0
44441-3UU-100/110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,False,False,True,2,1,True,3,11.0
44441-3UU-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,3,11.0
44441-3UU-120/130,101.0,32.0,1.8035714285714286,12.625,0.0,0.0,0.0,986.0,0.0,0.0,True,False,True,2,1,True,27,169.80625
44441-3UU-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,3,11.0
