SKU,DirectPickLookbackUnits,DirectPickDemandDays,DailyBaseUnits,WeeklyBaseUnits,ValidReservationUnits,ReservationPhysicalTotal,ReservationSalesAllocatedPhysicalTotal,InboundTotalUnits,InboundNext14Units,InboundNext30Units,HasDirectPickHistory,HasValidReservation,HasInbound,Future14DayPromoDays,FutureWeeklyPromoWeeks,HasFuturePromo,FD1ToFD14Units,First13WeekUnits
33218-TB4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0,False,0,0.0
33218-TB4-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,0,0,False,0,0.0
33218-TD4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
33218-TD4-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,False,False,True,0,0,False,0,0.0
33218-TT2-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,False,False,True,0,0,False,0,0.0
3333,13.0,8.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,3,21.125
36086-011-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-011-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-011-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-011-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-015-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-015-120,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
36086-015-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
36086-015-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-45H-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-A91-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-A91-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
36086-A91-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-KZ0-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36086-KZ6-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36754-05T-150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36754-A91-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36754-GK3-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36754-M23-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
36754-M23-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
37028-3QB-100,75.0,35.0,1.3392857142857142,9.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,21,129.5
37028-3QB-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,5,17.0
37028-3QB-85,14.0,12.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,8,38.0
37028-3QB-90,39.0,26.0,0.6964285714285714,4.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,13,75.5
37028-4KZ-100,100.0,41.0,1.7857142857142858,12.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,36,202.0
37028-4KZ-110,164.0,43.0,2.9285714285714284,20.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,50,298.0
37028-4KZ-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,15,52.0
37028-4KZ-130,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,15,53.5
37028-4KZ-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,15,52.0
37028-4KZ-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,15,52.0
37028-4KZ-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,15,52.0
37028-4KZ-85,39.0,28.0,0.6964285714285714,4.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,23,110.5
37028-4KZ-90,80.0,40.0,1.4285714285714286,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,32,172.0
37028-4LF-100,8.0,8.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,13.075
37028-4LF-110,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,8.171875
37028-4LF-120,12.0,9.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,19.6125
37028-4LF-130,14.0,10.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,22.88125
37028-4LF-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-4LF-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-4LF-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-4LF-85,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,3.26875
37028-4LF-90,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,1,3.26875
37028-4ND-100,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,7.0
37028-4ND-110,6.0,5.0,0.10714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,13.0
37028-4ND-120,13.0,9.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,23.5
37028-4ND-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
37028-4ND-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
37028-4ND-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
37028-4ND-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
37028-4ND-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
37028-4ND-90,3.0,3.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,8.5
37028-69U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-80_85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-69U-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
37028-6NU-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NU-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NV-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NW-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0,673.0,673.0,False,False,True,0,0,False,0,0.0
37028-6NW-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0,743.0,743.0,False,False,True,0,0,False,0,0.0
37028-6NW-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,826.0,826.0,False,False,True,0,0,False,0,0.0
37028-6NW-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,693.0,693.0,False,False,True,0,0,False,0,0.0
37028-6NW-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,405.0,405.0,False,False,True,0,0,False,0,0.0
37028-6NW-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,239.0,239.0,False,False,True,0,0,False,0,0.0
37028-6NW-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,319.0,319.0,False,False,True,0,0,False,0,0.0
37028-6NW-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,602.0,602.0,False,False,True,0,0,False,0,0.0
37028-6NX-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NX-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6NZ-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,428.0,428.0,False,False,True,0,0,False,0,0.0
37028-6NZ-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,415.0,415.0,False,False,True,0,0,False,0,0.0
37028-6NZ-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,453.0,453.0,False,False,True,0,0,False,0,0.0
37028-6NZ-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,336.0,336.0,False,False,True,0,0,False,0,0.0
37028-6NZ-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,227.0,227.0,False,False,True,0,0,False,0,0.0
37028-6NZ-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,137.0,137.0,False,False,True,0,0,False,0,0.0
37028-6NZ-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,202.0,202.0,False,False,True,0,0,False,0,0.0
37028-6NZ-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,402.0,402.0,False,False,True,0,0,False,0,0.0
37028-6O6-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,353.0,353.0,False,False,True,0,0,False,0,0.0
37028-6O6-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,402.0,402.0,False,False,True,0,0,False,0,0.0
37028-6O6-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,511.0,511.0,False,False,True,0,0,False,0,0.0
37028-6O6-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,432.0,432.0,False,False,True,0,0,False,0,0.0
37028-6O6-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,281.0,281.0,False,False,True,0,0,False,0,0.0
37028-6O6-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,156.0,156.0,False,False,True,0,0,False,0,0.0
37028-6O6-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,170.0,170.0,False,False,True,0,0,False,0,0.0
37028-6O6-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,295.0,295.0,False,False,True,0,0,False,0,0.0
37028-6OA-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-6OA-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,False,False,True,0,0,False,0,0.0
37028-BS8-110,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,30,30.0
37028-NA4-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
37028-NA4-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
37028-TA8-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
37741-HE2-M,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
39973-48Q-100,5.0,4.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,20.5
39973-48Q-110,34.0,21.0,0.6071428571428571,4.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,11,64.0
39973-48Q-120,54.0,30.0,0.9642857142857143,6.75,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,15,94.0
39973-48Q-130,55.0,23.0,0.9821428571428571,6.875,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,15,95.5
39973-48Q-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,4,13.0
39973-48Q-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,4,13.0
39973-48Q-60,3.0,3.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,17.5
39973-48Q-85,8.0,7.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,25.0
39973-48Q-90,4.0,4.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,19.0
39973-AH1-100,16.0,12.0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,32.0
39973-AH1-110,22.0,15.0,0.39285714285714285,2.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,41.0
39973-AH1-120,79.0,33.0,1.4107142857142858,9.875,3.0,2.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,21,131.5731534090909
39973-AH1-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,8.0
39973-AH1-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,8.0
39973-AH1-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,8.0
39973-AH1-60,5.0,3.0,0.08928571428571429,0.625,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,3,15.5
39973-AH1-85,9.0,8.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,21.5
39973-AH1-90,14.0,10.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,29.0
40152-011-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-011-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-05T-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-41T-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A79-10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
40152-A79-5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
40152-A91-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-A91-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-LA0-10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
40152-LA0-12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
40152-M23-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-NV2-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,False,False,True,0,0,False,0,0.0
40152-PV5-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,False,False,True,0,0,False,0,0.0
