Candidate,Windows,ForecastUnits,SoldUnits,AbsErrorUnits,ZeroForecastSoldUnits,OvergeneratedZeroDemandUnits,MissedHighVolumeUnitsSoldGE10,AvgForecastedSKUs,AvgSoldUnitForecastCoveragePct,WAPE,BiasUnitsForecastMinusActual,BiasPctForecastMinusActual,ZeroForecastSoldUnitPct
hybrid_ml_cold_start_calibrated_min_5p0_units_recent_w0p05,26,624884.0312912421,6174617.0,5972896.9451930905,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673307583600879,-5549732.968708758,-0.8987979284721236,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_5p0_units_recent_w0p05_cap_recent_x0p85,26,624884.0312912421,6174617.0,5972896.9451930905,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673307583600879,-5549732.968708758,-0.8987979284721236,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_5p0_units_recent_w0p05_cap_recent_x1p0,26,624884.0312912421,6174617.0,5972896.9451930905,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673307583600879,-5549732.968708758,-0.8987979284721236,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_5p0_units_recent_w0p05_cap_recent_x1p1,26,624884.0312912421,6174617.0,5972896.9451930905,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673307583600879,-5549732.968708758,-0.8987979284721236,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_5p0_units_recent_w0p05_cap_recent_x1p25,26,624884.0312912421,6174617.0,5972896.9451930905,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673307583600879,-5549732.968708758,-0.8987979284721236,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_1p0_units_recent_w0p05,26,624892.2791684164,6174617.0,5972905.1930702645,174830.0,49608.99359489142,82941.0,16471.884615384617,0.9657049476310396,0.9673320941315493,-5549724.720831583,-0.8987965927006619,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_1p0_units_recent_w0p05_cap_recent_x0p85,26,624892.2791684164,6174617.0,5972905.1930702645,174830.0,49608.99359489142,82941.0,16471.884615384617,0.9657049476310396,0.9673320941315493,-5549724.720831583,-0.8987965927006619,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_1p0_units_recent_w0p05_cap_recent_x1p0,26,624892.2791684164,6174617.0,5972905.1930702645,174830.0,49608.99359489142,82941.0,16471.884615384617,0.9657049476310396,0.9673320941315493,-5549724.720831583,-0.8987965927006619,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_1p0_units_recent_w0p05_cap_recent_x1p1,26,624892.2791684164,6174617.0,5972905.1930702645,174830.0,49608.99359489142,82941.0,16471.884615384617,0.9657049476310396,0.9673320941315493,-5549724.720831583,-0.8987965927006619,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_1p0_units_recent_w0p05_cap_recent_x1p25,26,624892.2791684164,6174617.0,5972905.1930702645,174830.0,49608.99359489142,82941.0,16471.884615384617,0.9657049476310396,0.9673320941315493,-5549724.720831583,-0.8987965927006619,0.028314306782104864
