LocProfile,CurrentZoneId,CurrentCategoryCode,Location,AisleId,Item,Color,Size_,SKU,PhysicalQty,ForecastStartDate,ForecastModifiedDateTime,CurrentCategoryName,ForecastCategoryName,HasForecast,ExactZoneMatch,CategoryMatch,OutOfExactZone,OutOfCategory,NoForecast,OldProductGroupCode,OldSizeGroupCode,OldVelocity,OldSlotTier,OldPutawayIndicator,NewProductGroupCode,NewSizeGroupCode,NewVelocity,NewSlotTier,NewPutawayIndicator,HasOldForecast,HasNewForecast,HasBothForecasts,SlotTierChanged,ProductGroupChanged,SizeGroupChanged,OldExactMatch,NewExactMatch,WouldLoseExactMatch,WouldGainExactMatch,OldVelocityFromZone,NewVelocityFromForecast,VelocityZoneMatchAfter
Picking,AAPLC,AAP,11-001A,11,83643,4WW,L,83643-4WW-L,33.0,2026-06-02,2026-06-01 21:15:25.000,Adult Apparel,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-002A,11,80039,1BE,L,80039-1BE-L,5.0,2026-06-02,2026-06-01 21:12:21.000,Adult Apparel,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,2.0,ASL,L,C,ASLLC,2.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-002Z,11,84296,4Y4,80,84296-4Y4-80,2.0,2026-06-02,2026-06-01 21:16:26.000,Adult Apparel,Kids Unisex Sleep,True,False,False,True,True,False,KUS,X,C,KUSXC,0.0,KUS,X,C,KUSXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-004A,11,83828,3UU,XL,83828-3UU-XL,19.0,2026-06-02,2026-06-01 21:15:40.000,Adult Apparel,Adult Apparel,True,True,True,False,False,False,AAP,L,C,AAPLC,0.0,AAP,L,C,AAPLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,AAPLC,AAP,11-004Z,11,81339,38F,85,81339-38F-85,42.0,2026-06-02,2026-06-01 21:12:47.000,Adult Apparel,Kids Unisex Sleep,True,False,False,True,True,False,KUS,X,C,KUSXC,0.0,KUS,X,C,KUSXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-006A,11,84017,5FH,XL,84017-5FH-XL,12.0,2026-06-02,2026-06-01 21:15:53.000,Adult Apparel,Adult Apparel,True,True,True,False,False,False,AAP,L,C,AAPLC,0.0,AAP,L,C,AAPLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,AAPLC,AAP,11-007A,11,83258,2ET,130,83258-2ET-130,39.0,2026-06-02,2026-06-01 21:14:51.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,M,C,KNIMC,0.0,KNI,M,C,KNIMC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-008A,11,83376,3KO,120,83376-3KO-120,2.0,2026-06-02,2026-06-01 21:14:59.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,M,C,KNIMC,0.0,KNI,M,C,KNIMC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-008Z,11,83259,CM4,120,83259-CM4-120,67.0,2026-06-02,2026-06-01 21:14:52.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,M,C,KNIMC,0.0,KNI,M,C,KNIMC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPLC,AAP,11-009Z,11,83620,5BF,S,83620-5BF-S,11.0,2026-06-02,2026-06-01 21:15:17.000,Adult Apparel,Adult Sleep,True,False,False,True,True,False,ASL,S,A,ASLSA,0.0,ASL,S,A,ASLSA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking,AAPLC,AAP,11-011A,11,84017,5FH,L,84017-5FH-L,18.0,2026-06-02,2026-06-01 21:15:53.000,Adult Apparel,Adult Apparel,True,True,True,False,False,False,AAP,L,C,AAPLC,0.0,AAP,L,C,AAPLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,AAPLC,AAP,11-011Z,11,83325,3NX,100,83325-3NX-100,31.0,2026-06-02,2026-06-01 21:14:55.000,Adult Apparel,Girls,True,False,False,True,True,False,GIR,S,C,GIRSC,0.0,GIR,S,C,GIRSC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,AAPMA,AAP,24-059Y,24,82836,5MW,M,82836-5MW-M,11.0,2026-06-02,2026-06-01 21:14:31.000,Adult Apparel,Adult Apparel,True,True,True,False,False,False,AAP,M,A,AAPMA,0.0,AAP,M,A,AAPMA,0.0,True,True,True,False,False,False,True,True,False,False,A,A,True
Picking,AAPMAA,AAP,21-107C,21,67683,48B,120,67683-48B-120,3.0,2026-06-02,2026-06-01 21:12:12.000,Adult Apparel,Boys,True,False,False,True,True,False,BOY,M,C,BOYMC,0.0,BOY,M,C,BOYMC,0.0,True,True,True,False,False,False,False,False,False,False,AA,C,False
Picking,AAPMC,AAP,10-032X,10,82788,5ZN,120,82788-5ZN-120,22.0,2026-06-02,2026-06-01 21:14:26.000,Adult Apparel,Boys,True,False,False,True,True,False,BOY,M,A,BOYMA,0.0,BOY,M,A,BOYMA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking,AAPMC,AAP,10-033C,10,82406,5AG,110,82406-5AG-110,18.0,2026-06-02,2026-06-01 21:13:35.000,Adult Apparel,Girls,True,False,False,True,True,False,GIR,S,C,GIRSC,0.0,GIR,S,C,GIRSC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,AAPn/aC,AAP,33-128D,33,83624,4ZX,75,83624-4ZX-75,82.0,2026-06-02,2026-06-01 21:15:19.000,Adult Apparel,Baby Sleepwear,True,False,False,True,True,False,BSL,I,C,BSLIC,0.0,BSL,I,C,BSLIC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,AAPn/aC,AAP,33-129D,33,82603,6HJ,90,82603-6HJ-90,1.0,2026-06-02,2026-06-01 21:13:55.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,X,A,KNIXA,0.0,KNI,X,A,KNIXA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking A,AAPSA,AAP,24-061Y,24,82837,5OA,S,82837-5OA-S,91.0,2026-06-02,2026-06-01 21:14:31.000,Adult Apparel,Adult Apparel,True,False,True,True,False,False,AAP,S,AA,AAPSAA,0.0,AAP,S,A,AAPSA,0.0,True,True,True,True,False,False,False,True,False,True,A,A,True
Picking A,AAPSA,AAP,24-062Y,24,82836,5MW,S,82836-5MW-S,40.0,2026-06-02,2026-06-01 21:14:31.000,Adult Apparel,Adult Apparel,True,True,True,False,False,False,AAP,S,A,AAPSA,0.0,AAP,S,A,AAPSA,0.0,True,True,True,False,False,False,True,True,False,False,A,A,True
Picking,AAPSC,AAP,10-034X,10,83637,4XT,M,83637-4XT-M,26.0,2026-06-02,2026-06-01 21:15:22.000,Adult Apparel,Adult Sleep,True,False,False,True,True,False,ASL,M,C,ASLMC,0.0,ASL,M,C,ASLMC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPSC,AAP,10-035C,10,84087,5LZ,75,84087-5LZ-75,66.0,2026-06-02,2026-06-01 21:16:00.000,Adult Apparel,Baby Sleepwear,True,False,False,True,True,False,BSL,I,A,BSLIA,0.0,BSL,I,A,BSLIA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking,AAPSC,AAP,10-035X,10,83207,SR4,85,83207-SR4-85,37.0,2026-06-02,2026-06-01 21:14:48.000,Adult Apparel,Boys,True,False,False,True,True,False,BOY,X,C,BOYXC,0.0,BOY,X,C,BOYXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPXC,AAP,10-020C,10,81941,3KK,110,81941-3KK-110,24.0,2026-06-02,2026-06-01 21:13:09.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,S,A,KNISA,0.0,KNI,S,AA,KNISAA,0.0,True,True,True,True,False,False,False,False,False,False,C,AA,False
Picking,AAPXC,AAP,10-021C,10,81941,3LP,110,81941-3LP-110,24.0,2026-06-02,2026-06-01 21:13:09.000,Adult Apparel,Kids Unisex,True,False,False,True,True,False,KNI,S,B,KNISB,0.0,KNI,S,A,KNISA,0.0,True,True,True,True,False,False,False,False,False,False,C,A,False
Picking,AAPXC,AAP,10-021X,10,84618,1VS,120,84618-1VS-120,50.0,2026-06-02,2026-06-01 21:16:59.000,Adult Apparel,Collab Apparel/Accessories,True,False,False,True,True,False,COL,M,A,COLMA,0.0,COL,M,A,COLMA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking,AAPXC,AAP,10-022C,10,84181,5OA,90,84181-5OA-90,98.0,2026-06-02,2026-06-01 21:16:14.000,Adult Apparel,Girls,True,False,False,True,True,False,GIR,X,B,GIRXB,0.0,GIR,X,B,GIRXB,0.0,True,True,True,False,False,False,False,False,False,False,C,B,False
Picking,AAPXC,AAP,10-022X,10,84366,5RC,70,84366-5RC-70,8.0,2026-06-02,2026-06-01 21:16:35.000,Adult Apparel,Baby Apparel,True,False,False,True,True,False,BAP,I,C,BAPIC,0.0,BAP,I,C,BAPIC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,AAPXC,AAP,10-023C,10,84128,5H5,100,84128-5H5-100,59.0,2026-06-02,2026-06-01 21:16:09.000,Adult Apparel,Girls,True,False,False,True,True,False,GIR,S,C,GIRSC,0.0,GIR,S,C,GIRSC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCIC,ACC,29-118A,29,50754,4SS,M,50754-4SS-M,138.0,2026-06-02,2026-06-01 21:11:37.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,M,AA,KUNMAA,0.0,KUN,M,AA,KUNMAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking A,ACCIC,ACC,29-119Z,29,50754,4SN,M,50754-4SN-M,125.0,2026-06-02,2026-06-01 21:11:37.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,M,AA,KUNMAA,0.0,KUN,M,AA,KUNMAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking,ACCLC,ACC,09-074W,9,80504,3CW,3Y/5Y,80504-3CW-3Y/5Y,68.0,2026-05-12,2026-05-12 22:07:18.000,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,L,C,ACCLC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking,ACCLC,ACC,09-075D,9,80504,3CW,10/12,80504-3CW-10/12,98.0,2026-02-24,2026-04-08 19:30:14.857,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,L,C,ACCLC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking,ACCLC,ACC,09-075W,9,64336,GK3,3Y/5Y,64336-GK3-3Y/5Y,65.0,2026-04-14,2026-04-13 20:06:41.000,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,L,C,ACCLC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking,ACCLC,ACC,09-076D,9,64336,5TY,3Y/5Y,64336-5TY-3Y/5Y,67.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-076W,9,81505,5TX,3Y/5Y,81505-5TX-3Y/5Y,46.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-077D,9,64336,5TY,10/12,64336-5TY-10/12,101.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-077W,9,66736,3ZN,90,66736-3ZN-90,1.0,2026-06-02,2026-06-01 21:11:58.000,Accessories,Kids Unisex,True,False,False,True,True,False,KNI,X,C,KNIXC,0.0,KNI,X,C,KNIXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,ACCLC,ACC,09-078D,9,84296,4XT,90,84296-4XT-90,36.0,2026-06-02,2026-06-01 21:16:26.000,Accessories,Kids Unisex Sleep,True,False,False,True,True,False,KUS,X,C,KUSXC,2.0,KUS,X,C,KUSXC,2.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking,ACCLC,ACC,09-078W,9,64336,5TZ,10/12,64336-5TZ-10/12,29.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-079D,9,81504,5TW,3Y/5Y,81504-5TW-3Y/5Y,12.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-079W,9,64336,5TZ,3Y/5Y,64336-5TZ-3Y/5Y,53.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCLC,ACC,09-080D,9,81505,5TX,10/12,81505-5TX-10/12,109.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,L,C,ACCLC,0.0,ACC,L,C,ACCLC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking,ACCMA,ACC,16-060D,16,83681,3LC,85,83681-3LC-85,1.0,2026-06-02,2026-06-01 21:15:31.000,Accessories,Girls,True,False,False,True,True,False,GIR,X,C,GIRXC,0.0,GIR,X,C,GIRXC,0.0,True,True,True,False,False,False,False,False,False,False,A,C,False
Picking A,ACCMC,ACC,31-108Z,31,81504,5TW,1Y/3Y,81504-5TW-1Y/3Y,28.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,M,C,ACCMC,0.0,ACC,M,C,ACCMC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCMC,ACC,31-109A,31,64336,5TY,1Y/3Y,64336-5TY-1Y/3Y,9.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,M,C,ACCMC,0.0,ACC,M,C,ACCMC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCMC,ACC,31-109Z,31,80046,75Z,L,80046-75Z-L,19.0,2026-06-02,2026-06-01 21:12:25.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,2.0,ASL,L,C,ASLLC,2.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-110A,31,60603,3DY,XL,60603-3DY-XL,3.0,2026-06-02,2026-06-01 21:11:52.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-111A,31,81505,5TX,1Y/3Y,81505-5TX-1Y/3Y,70.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,M,C,ACCMC,0.0,ACC,M,C,ACCMC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCMC,ACC,31-111Z,31,81505,5TX,12/1Y,81505-5TX-12/1Y,51.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,M,C,ACCMC,0.0,ACC,M,C,ACCMC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCMC,ACC,31-112A,31,81163,75Z,M,81163-75Z-M,89.0,2026-06-02,2026-06-01 21:12:39.000,Accessories,Accessories,True,True,True,False,False,False,ACC,M,C,ACCMC,2.0,ACC,M,C,ACCMC,2.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCMC,ACC,31-112Z,31,80046,4ZA,XXL,80046-4ZA-XXL,27.0,2026-06-02,2026-06-01 21:12:27.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,2.0,ASL,L,C,ASLLC,2.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-113A,31,60325,2CH,XXL,60325-2CH-XXL,57.0,2026-06-02,2026-06-01 21:11:51.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-113Z,31,80504,3CW,1Y/3Y,80504-3CW-1Y/3Y,68.0,2026-05-27,2026-05-28 17:40:38.000,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,M,C,ACCMC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking A,ACCMC,ACC,31-114Z,31,44403,75Z,XXL,44403-75Z-XXL,20.0,2026-06-02,2026-06-01 21:11:28.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-115A,31,60325,VJ7,XL,60325-VJ7-XL,33.0,2026-06-02,2026-06-01 21:11:51.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-115Z,31,60325,2HC,L,60325-2HC-L,17.0,2026-06-02,2026-06-01 21:11:50.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-116A,31,80039,2FK,XL,80039-2FK-XL,4.0,2026-06-02,2026-06-01 21:12:22.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-116Z,31,80046,3ZD,XXS,80046-3ZD-XXS,4.0,2026-06-02,2026-06-01 21:12:27.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,X,C,ASLXC,0.0,ASL,X,C,ASLXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCMC,ACC,31-117A,31,84276,5XY,85,84276-5XY-85,70.0,2026-06-02,2026-06-01 21:16:20.000,Accessories,Baby Apparel,True,False,False,True,True,False,BAP,X,C,BAPXC,0.0,BAP,X,C,BAPXC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCOAA,ACC,33-104C,33,82777,5HB,110,82777-5HB-110,34.0,2026-06-02,2026-06-01 21:14:24.000,Accessories,Girls,True,False,False,True,True,False,GIR,S,AA,GIRSAA,0.0,GIR,S,AA,GIRSAA,0.0,True,True,True,False,False,False,False,False,False,False,AA,AA,True
Picking A,ACCOAA,ACC,33-105C,33,80039,52K,L,80039-52K-L,41.0,2026-06-02,2026-06-01 21:12:21.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,A,ASLLA,0.0,ASL,L,A,ASLLA,0.0,True,True,True,False,False,False,False,False,False,False,AA,A,False
Picking A,ACCOB,ACC,31-121W,31,80046,3ZD,XL,80046-3ZD-XL,40.0,2026-06-02,2026-06-01 21:12:26.000,Accessories,Adult Sleep,True,False,False,True,True,False,ASL,L,C,ASLLC,0.0,ASL,L,C,ASLLC,0.0,True,True,True,False,False,False,False,False,False,False,B,C,False
Picking A,ACCOC,ACC,29-109Z,29,81842,2BE,OS,81842-2BE-OS,5.0,2026-06-02,2026-06-01 21:13:06.000,Accessories,Accessories,True,True,True,False,False,False,ACC,O,C,ACCOC,0.0,ACC,O,C,ACCOC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCOC,ACC,29-113Z,29,67515,4SO,M,67515-4SO-M,60.0,2026-06-02,2026-06-01 21:12:09.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,M,AA,KUNMAA,0.0,KUN,M,A,KUNMA,0.0,True,True,True,True,False,False,False,False,False,False,C,A,False
Picking A,ACCSA,ACC,37-041Y,37,83673,3XM,85,83673-3XM-85,118.0,2026-06-02,2026-06-01 21:15:30.000,Accessories,Girls,True,False,False,True,True,False,GIR,X,C,GIRXC,0.0,GIR,X,C,GIRXC,0.0,True,True,True,False,False,False,False,False,False,False,A,C,False
Picking A,ACCSC,ACC,29-092Z,29,64336,GK3,5/7,64336-GK3-5/7,49.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-093A,29,80504,3CW,7/9,80504-3CW-7/9,113.0,2026-02-24,2026-04-08 19:30:14.857,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,S,C,ACCSC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking A,ACCSC,ACC,29-093Z,29,64336,5TY,5/7,64336-5TY-5/7,29.0,2026-06-02,2026-06-01 21:11:53.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-094A,29,81505,5TX,7/9,81505-5TX-7/9,76.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-094Z,29,80504,3CW,5/7,80504-3CW-5/7,136.0,2026-02-24,2026-04-08 19:30:14.857,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,S,C,ACCSC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking A,ACCSC,ACC,29-095A,29,50764,011,XS,50764-011-XS,35.0,2026-06-02,2026-06-01 21:11:38.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,X,AA,KUNXAA,0.0,KUN,X,AA,KUNXAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking A,ACCSC,ACC,29-096A,29,58662,4SM,XS,58662-4SM-XS,64.0,2026-06-02,2026-06-01 21:11:45.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,X,AA,KUNXAA,0.0,KUN,X,AA,KUNXAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking A,ACCSC,ACC,29-096Z,29,58663,011,XS,58663-011-XS,72.0,2026-06-02,2026-06-01 21:11:45.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,X,A,KUNXA,0.0,KUN,X,A,KUNXA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking A,ACCSC,ACC,29-097A,29,81429,1VH,S,81429-1VH-S,51.0,2026-06-02,2026-06-01 21:12:54.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-097Z,29,81505,5TX,5/7,81505-5TX-5/7,67.0,2026-06-02,2026-06-01 21:12:57.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-098A,29,67515,4SH,XS,67515-4SH-XS,65.0,2026-06-02,2026-06-01 21:12:09.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,X,A,KUNXA,0.0,KUN,X,A,KUNXA,0.0,True,True,True,False,False,False,False,False,False,False,C,A,False
Picking A,ACCSC,ACC,29-098Z,29,81429,1VG,S,81429-1VG-S,48.0,2026-06-02,2026-06-01 21:12:54.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-099A,29,81429,22L,S,81429-22L-S,173.0,2026-06-02,2026-06-01 21:12:54.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-099Z,29,81429,IVJ,S,81429-IVJ-S,93.0,2026-06-02,2026-06-01 21:12:54.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,0.0,ACC,S,C,ACCSC,0.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-100A,29,81163,75Z,S,81163-75Z-S,104.0,2026-06-02,2026-06-01 21:12:39.000,Accessories,Accessories,True,True,True,False,False,False,ACC,S,C,ACCSC,2.0,ACC,S,C,ACCSC,2.0,True,True,True,False,False,False,True,True,False,False,C,C,True
Picking A,ACCSC,ACC,29-100Z,29,64336,GK3,7/9,64336-GK3-7/9,125.0,2026-05-19,2026-05-18 20:06:28.000,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,S,C,ACCSC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking A,ACCSC,ACC,29-101A,29,83094,42K,50,83094-42K-50,1.0,2026-06-02,2026-06-01 21:14:41.000,Accessories,Baby Apparel,True,False,False,True,True,False,BAP,I,C,BAPIC,0.0,BAP,I,C,BAPIC,0.0,True,True,True,False,False,False,False,False,False,False,C,C,True
Picking A,ACCSC,ACC,29-101Z,29,64336,5TZ,5/7,64336-5TZ-5/7,49.0,2026-05-12,2026-05-12 22:06:26.000,Accessories,Accessories,True,True,True,False,False,False,,,,,,ACC,S,C,ACCSC,0.0,False,True,False,False,False,False,False,True,False,True,C,C,True
Picking A,ACCSC,ACC,29-102A,29,67515,4SO,S,67515-4SO-S,70.0,2026-06-02,2026-06-01 21:12:09.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,S,AA,KUNSAA,0.0,KUN,S,AA,KUNSAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking A,ACCSC,ACC,29-102Z,29,58660,001,S,58660-001-S,57.0,2026-06-02,2026-06-01 21:11:43.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,S,A,KUNSA,0.0,KUN,S,AA,KUNSAA,0.0,True,True,True,True,False,False,False,False,False,False,C,AA,False
Picking A,ACCSC,ACC,29-103Z,29,67515,4SO,S,67515-4SO-S,12.0,2026-06-02,2026-06-01 21:12:09.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,S,AA,KUNSAA,0.0,KUN,S,AA,KUNSAA,0.0,True,True,True,False,False,False,False,False,False,False,C,AA,False
Picking A,ACCSC,ACC,29-105Z,29,52309,001,S,52309-001-S,105.0,2026-06-02,2026-06-01 21:11:39.000,Accessories,Kids Unders,True,False,False,True,True,False,KUN,S,A,KUNSA,0.0,KUN,S,AA,KUNSAA,0.0,True,True,True,True,False,False,False,False,False,False,C,AA,False
