SKU,LoadMaxQty,InFwdDemandCSV
81315-2MO-85,49.0,False
81315-2MO-90,34.0,False
81315-2MW-50,63.0,False
81315-2MW-60,60.0,False
81315-2MW-70,55.0,False
81315-2MW-75,55.0,False
81315-2MW-80,50.0,False
81315-2MW-85,45.0,False
81315-2MW-90,46.0,False
81315-2NA-50,60.0,False
81315-2NA-60,60.0,False
81315-2NA-70,55.0,False
81315-2NA-75,59.0,False
81315-2NA-80,50.0,False
81315-2NA-85,48.0,False
81315-2NA-90,40.0,False
81315-2ND-50,60.0,False
81315-2ND-60,60.0,False
81315-2ND-70,55.0,False
81315-2ND-75,56.0,False
81315-2ND-80,50.0,False
81315-2ND-85,49.0,False
81315-2ND-90,40.0,False
81315-2NL-50,48.0,False
81315-2NL-60,60.0,False
81315-2NL-70,55.0,False
81315-2NL-75,57.0,False
81315-2NL-80,51.0,False
81315-2NL-85,49.0,False
81315-2NL-90,33.0,False
81316-1CH-130,24.0,False
81316-1CH-150,20.0,False
81316-1CH-160,19.0,False
81316-1CO-160,18.0,False
81316-1CP-100,33.0,False
81316-1CP-110,34.0,False
81316-1CP-120,27.0,False
81316-1CP-130,25.0,False
81316-1CP-140,21.0,False
81316-1CP-150,19.0,False
81316-1CP-160,21.0,False
81316-1CP-85,38.0,False
81316-1CP-90,36.0,False
81316-1DA-140,21.0,False
81316-1DA-150,18.0,False
81316-1DA-160,20.0,False
81316-1DE-140,21.0,False
81316-1DE-150,18.0,False
81316-1DE-160,18.0,False
81316-1EP-140,21.0,False
81316-1EP-150,18.0,False
81316-1EP-160,18.0,False
81316-1GS-120,27.0,False
81316-1GS-140,21.0,False
81316-1GS-150,19.0,False
81316-2MD-100,36.0,False
81316-2MD-110,30.0,False
81316-2MD-120,31.0,False
81316-2MD-130,24.0,False
81316-2MD-150,18.0,False
81316-2MD-160,18.0,False
81316-2MO-140,45.0,False
81316-2MO-150,40.0,False
81316-2MO-85,80.0,False
81316-2MO-90,80.0,False
81316-2MW-100,36.0,False
81316-2MW-110,30.0,False
81316-2MW-120,27.0,False
81316-2MW-130,24.0,False
81316-2MW-140,21.0,False
81316-2MW-150,18.0,False
81316-2MW-160,18.0,False
81316-2MW-85,40.0,False
81316-2MW-90,38.0,False
81316-2NA-150,40.0,False
81316-2NA-160,39.0,False
81316-2ND-100,37.0,False
81316-2ND-110,30.0,False
81316-2ND-120,27.0,False
81316-2ND-130,24.0,False
81316-2ND-140,21.0,False
81316-2ND-150,20.0,False
81316-2ND-160,18.0,False
81316-2ND-85,36.0,False
81316-2ND-90,38.0,False
81316-2NL-160,31.0,False
81318-1CH-130,36.0,False
81318-1CH-140,30.0,False
81318-1CH-150,25.0,False
81318-1CH-160,27.0,False
81318-1CH-85,37.0,False
81318-1DA-100,48.0,False
81318-1DA-110,45.0,False
81318-1DA-120,40.0,False
81318-1DA-130,36.0,False
81318-1DA-140,30.0,False
81318-1DA-150,27.0,False
81318-1DA-160,27.0,False
81318-1DA-85,48.0,False
81318-1DA-90,48.0,False
81318-1EP-150,31.0,False
81318-1EP-160,27.0,False
81318-1GS-140,30.0,False
81318-2MO-160,51.0,False
81318-2MW-100,48.0,False
81318-2MW-110,46.0,False
81318-2MW-120,36.0,False
81318-2MW-130,36.0,False
81318-2MW-140,30.0,False
81318-2MW-150,27.0,False
81318-2MW-160,30.0,False
81318-2MW-85,43.0,False
81318-2MW-90,49.0,False
81318-2ND-160,27.0,False
81338-1OJ-100,38.0,False
81338-1OJ-110,33.0,False
81338-1OJ-120,27.0,False
81338-1OJ-130,24.0,False
81338-1OJ-140,21.0,False
81338-1OJ-150,18.0,False
81338-1OJ-160,21.0,False
81338-1OJ-85,36.0,False
81338-1OJ-90,36.0,False
81338-1WC-100,90.0,False
81338-1WC-110,75.0,False
81338-1WC-120,70.0,False
81338-1WC-130,60.0,False
81338-1WC-140,55.0,False
81338-1WC-150,56.0,False
81338-1WC-160,45.0,False
81338-1WC-85,100.0,False
81338-1WC-90,100.0,False
81338-2LZ-100,70.0,False
81338-2LZ-110,65.0,False
81338-2LZ-130,55.0,False
81338-2LZ-140,50.0,False
81338-2LZ-150,45.0,False
81338-2LZ-160,40.0,False
81338-2LZ-85,90.0,False
81338-2LZ-90,75.0,False
81338-2MA-110,65.0,False
81338-2MA-120,60.0,False
81338-2MA-130,55.0,False
81338-2MA-140,50.0,False
81338-2MA-150,50.0,False
81338-2MA-160,43.0,False
81338-2MA-85,69.0,False
81338-2MA-90,75.0,False
81338-2MB-110,75.0,False
81338-2MB-120,70.0,False
81338-2MB-130,67.0,False
81338-2MB-140,73.0,False
81338-2MB-150,50.0,False
81338-2MB-160,45.0,False
81338-2MC-130,71.0,False
81338-2MC-140,52.0,False
81338-2MC-150,44.0,False
81338-2MC-160,35.0,False
81338-2MJ-110,75.0,False
81338-2MJ-120,70.0,False
81338-2MJ-130,60.0,False
81338-2MJ-140,57.0,False
81338-2MJ-150,52.0,False
81338-2MJ-160,41.0,False
81338-2MJ-85,52.0,False
81338-2MN-150,21.0,False
81338-2MN-160,19.0,False
81338-2NC-100,85.0,False
81338-2NC-110,75.0,False
81338-2NC-120,76.0,False
81338-2NC-130,60.0,False
81338-2NC-140,57.0,False
81338-2NC-150,60.0,False
81338-2NC-160,45.0,False
81338-2NC-85,86.0,False
81338-2NC-90,101.0,False
81338-2NK-110,75.0,False
81338-2NK-120,66.0,False
81338-2NK-130,60.0,False
81338-2NK-140,43.0,False
81338-2NK-150,43.0,False
81338-2NK-160,39.0,False
81338-2NK-85,50.0,False
81338-2NK-90,90.0,False
81338-2NM-100,36.0,False
81338-2NM-110,30.0,False
81338-2NM-120,29.0,False
81338-2NM-130,27.0,False
81338-2NM-140,21.0,False
81338-2NM-150,21.0,False
81338-2NM-160,18.0,False
81338-2NM-85,40.0,False
81338-2NM-90,36.0,False
81338-2PC-110,83.0,False
81338-2PC-120,70.0,False
81338-2PC-130,60.0,False
81338-2PC-140,54.0,False
81338-2PC-150,55.0,False
81338-2PC-160,43.0,False
81338-2PC-85,59.0,False
81338-2PC-90,90.0,False
81338-38B-130,60.0,False
81338-38B-140,57.0,False
81338-38B-150,51.0,False
81338-38B-160,45.0,False
81338-38B-85,100.0,False
81338-38D-100,80.0,False
81338-38D-110,70.0,False
81338-38D-120,60.0,False
81338-38D-130,61.0,False
81338-38D-140,53.0,False
81338-38D-150,45.0,False
81338-38D-160,45.0,False
81338-38D-85,90.0,False
81338-38D-90,85.0,False
81338-38F-110,70.0,False
81338-38F-120,60.0,False
81338-38F-130,62.0,False
81338-38F-140,51.0,False
81338-38F-150,53.0,False
81338-38F-160,42.0,False
81338-38G-130,60.0,False
81338-38G-140,57.0,False
81338-38G-150,50.0,False
81338-38G-160,37.0,False
81338-38I-120,27.0,False
81338-38I-130,24.0,False
81338-38I-140,21.0,False
81338-38I-150,21.0,False
81338-38I-160,19.0,False
81338-38I-85,36.0,False
81338-38I-90,36.0,False
81338-38S-110,61.0,False
81338-38S-120,73.0,False
81338-38S-130,66.0,False
81338-38S-140,57.0,False
81338-38S-150,45.0,False
81338-38S-160,45.0,False
81338-38S-85,46.0,False
81338-38S-90,80.0,False
81338-3DR-110,30.0,False
81338-3DR-120,27.0,False
81338-3DR-130,24.0,False
81338-3DR-140,21.0,False
81338-3DR-150,20.0,False
81338-3DR-160,18.0,False
81338-3DS-100,37.0,False
81338-3DS-110,30.0,False
81338-3DS-120,27.0,False
81338-3DS-130,24.0,False
81338-3DS-140,24.0,False
81338-3DS-150,19.0,False
81338-3DS-160,18.0,False
81338-3DS-85,36.0,False
81338-3DS-90,36.0,False
81338-5K5-85,110.0,False
81338-5KB-150,50.0,False
81338-5KB-85,83.0,False
81338-5KB-90,100.0,False
81338-5KD-100,70.0,False
81338-5KD-110,60.0,False
81338-5KD-130,50.0,False
81338-5KD-140,45.0,False
81338-5KD-150,35.0,False
81338-5KD-85,64.0,False
81338-5KD-90,72.0,False
81338-5KE-130,50.0,False
81338-5KE-140,46.0,False
81338-5KE-150,46.0,False
81338-5KE-85,65.0,False
81338-5KE-90,80.0,False
81338-5LK-100,70.0,False
81338-5LK-120,60.0,False
81338-5LK-130,50.0,False
81338-5LK-140,45.0,False
81338-5LK-150,47.0,False
81338-5LK-85,84.0,False
81338-5LK-90,80.0,False
81338-5UD-150,46.0,False
81338-5UD-85,90.0,False
81338-6AN-150,18.0,False
81339-1OJ-160,28.0,False
81339-1WC-100,90.0,False
81339-1WC-110,85.0,False
81339-1WC-120,84.0,False
81339-1WC-130,75.0,False
81339-1WC-140,70.0,False
81339-1WC-150,60.0,False
81339-1WC-160,50.0,False
81339-1WC-85,100.0,False
81339-1WC-90,100.0,False
81339-1Y1-100,48.0,False
81339-1Y1-110,46.0,False
81339-1Y1-120,36.0,False
81339-1Y1-130,36.0,False
81339-1Y1-140,30.0,False
81339-1Y1-150,27.0,False
81339-1Y1-160,27.0,False
81339-1Y1-85,48.0,False
81339-1Y1-90,48.0,False
81339-2MB-110,94.0,False
81339-2MB-160,55.0,False
81339-2MC-110,62.0,False
81339-2MC-120,86.0,False
81339-2MC-130,80.0,False
81339-2MC-140,78.0,False
81339-2MC-150,36.0,False
81339-2MC-160,38.0,False
81339-2MC-85,55.0,False
81339-2MC-90,64.0,False
81339-2MJ-110,90.0,False
81339-2MJ-120,84.0,False
81339-2MJ-130,76.0,False
81339-2MJ-140,75.0,False
81339-2MJ-150,55.0,False
81339-2MJ-160,39.0,False
81339-2MJ-85,31.0,False
81339-2MJ-90,70.0,False
81339-2NC-160,55.0,False
81339-2NK-110,80.0,False
81339-2NK-120,95.0,False
81339-2NK-130,79.0,False
81339-2NK-140,57.0,False
81339-2NK-150,37.0,False
81339-2NK-160,44.0,False
81339-2NK-85,33.0,False
81339-2NK-90,113.0,False
81339-2NM-85,50.0,False
81339-2PC-110,106.0,False
81339-2PC-120,102.0,False
81339-2PC-130,103.0,False
81339-2PC-140,75.0,False
81339-2PC-150,55.0,False
81339-2PC-160,57.0,False
81339-2PC-85,47.0,False
81339-2PC-90,80.0,False
81339-38B-150,60.0,False
81339-38B-160,55.0,False
81339-38B-85,110.0,False
81339-38D-100,130.0,False
81339-38D-110,120.0,False
81339-38D-120,110.0,False
81339-38D-130,100.0,False
81339-38D-140,90.0,False
81339-38D-150,80.0,False
81339-38D-160,70.0,False
81339-38D-85,160.0,False
81339-38D-90,150.0,False
81339-38F-110,120.0,False
81339-38F-150,85.0,False
81339-38G-120,80.0,False
81339-38G-130,75.0,False
81339-38G-140,70.0,False
81339-38G-150,61.0,False
81339-38G-160,57.0,False
81339-38I-140,31.0,False
81339-38I-160,27.0,False
81339-3DR-160,28.0,False
81339-3DS-100,49.0,False
81339-3DS-110,45.0,False
81339-3DS-120,36.0,False
81339-3DS-130,36.0,False
81339-3DS-140,30.0,False
81339-3DS-150,29.0,False
81339-3DS-160,28.0,False
81339-3DS-85,50.0,False
81339-3DS-90,48.0,False
81339-3HZ-160,27.0,False
81339-3IA-100,48.0,False
81339-3IA-110,45.0,False
81339-3IA-120,37.0,False
81339-3IA-130,36.0,False
81339-3IA-140,30.0,False
81339-3IA-150,27.0,False
81339-3IA-160,27.0,False
81339-3IA-85,48.0,False
81339-3IA-90,48.0,False
81339-3IN-100,130.0,False
81339-3IN-110,108.0,False
81339-3IN-120,97.0,False
81339-3IN-130,80.0,False
81339-3IN-140,91.0,False
81339-3IN-150,75.0,False
81339-3IN-160,69.0,False
81339-3IN-85,59.0,False
81339-3IN-90,89.0,False
81339-3LR-100,120.0,False
81339-3LR-110,110.0,False
81339-3LR-120,90.0,False
81339-3LR-130,85.0,False
81339-3LR-140,80.0,False
81339-3LR-150,70.0,False
81339-3LR-160,65.0,False
81339-3LR-85,140.0,False
81339-3LR-90,130.0,False
81339-3LS-160,29.0,False
81339-3MO-140,30.0,False
81339-3MO-150,27.0,False
81339-3MO-85,48.0,False
81339-41A-100,110.0,False
81339-41A-110,100.0,False
81339-41A-120,90.0,False
81339-41A-130,85.0,False
81339-41A-140,80.0,False
81339-41A-150,70.0,False
81339-41A-160,65.0,False
81339-41A-85,130.0,False
81339-41A-90,120.0,False
81339-41W-150,70.0,False
81339-41W-160,65.0,False
81339-41W-85,130.0,False
81339-41Y-100,113.0,False
81339-41Y-110,111.0,False
81339-41Y-120,113.0,False
81339-41Y-130,87.0,False
81339-41Y-140,68.0,False
81339-41Y-150,65.0,False
81339-41Y-160,77.0,False
81339-41Y-85,53.0,False
81339-41Y-90,92.0,False
81339-42C-100,90.0,False
81339-42C-110,85.0,False
81339-42C-120,80.0,False
81339-42C-130,75.0,False
81339-42C-140,70.0,False
81339-42C-150,60.0,False
81339-42C-160,50.0,False
81339-42C-85,100.0,False
81339-42C-90,100.0,False
81339-42K-120,98.0,False
81339-42K-140,80.0,False
81339-42K-150,70.0,False
81339-42K-160,65.0,False
81339-42K-85,121.0,False
81339-42K-90,120.0,False
81339-42L-100,110.0,False
81339-42L-110,100.0,False
81339-42L-120,90.0,False
81339-42L-130,85.0,False
81339-42L-140,80.0,False
81339-42L-150,70.0,False
81339-42L-160,65.0,False
81339-42L-85,130.0,False
81339-42L-90,120.0,False
81339-43R-100,124.0,False
81339-43R-110,110.0,False
81339-43R-120,100.0,False
81339-43R-130,90.0,False
81339-43R-140,85.0,False
81339-43R-150,75.0,False
81339-43R-160,71.0,False
81339-43R-85,160.0,False
81339-43R-90,140.0,False
81339-44G-100,138.0,False
81339-44G-85,135.0,False
81339-44G-90,139.0,False
81339-45W-100,48.0,False
81339-45W-110,46.0,False
81339-45W-120,36.0,False
81339-45W-130,36.0,False
81339-45W-140,30.0,False
81339-45W-150,27.0,False
81339-45W-160,27.0,False
81339-45W-85,48.0,False
81339-45W-90,48.0,False
81339-46S-100,120.0,False
81339-46S-110,110.0,False
81339-46S-120,100.0,False
81339-46S-130,90.0,False
81339-46S-140,84.0,False
81339-46S-150,70.0,False
81339-46S-160,70.0,False
81339-46S-85,160.0,False
81339-46S-90,140.0,False
81339-46U-100,120.0,False
81339-46U-110,110.0,False
81339-46U-120,100.0,False
81339-46U-130,90.0,False
81339-46U-140,80.0,False
81339-46U-150,70.0,False
81339-46U-160,70.0,False
81339-46U-85,162.0,False
81339-46U-90,140.0,False
81339-49B-100,91.0,False
81339-49B-110,97.0,False
81339-49B-120,110.0,False
81339-49B-130,100.0,False
81339-49B-140,87.0,False
81339-49B-150,87.0,False
81339-49B-160,75.0,False
81339-49B-85,50.0,False
81339-49B-90,91.0,False
81339-49O-100,95.0,False
81339-49O-110,90.0,False
81339-49O-120,75.0,False
81339-49O-140,60.0,False
81339-49O-150,60.0,False
81339-49O-160,45.0,False
81339-49O-90,100.0,False
81339-49Q-100,100.0,False
81339-49Q-110,90.0,False
81339-49Q-120,75.0,False
81339-49Q-150,60.0,False
81339-49Q-85,118.0,False
81339-49R-100,120.0,False
81339-49R-110,110.0,False
81339-49R-120,100.0,False
81339-49R-130,90.0,False
81339-49R-140,80.0,False
81339-49R-150,70.0,False
81339-49R-160,56.0,False
81339-49R-85,95.0,False
81339-49R-90,130.0,False
81339-49Y-100,100.0,False
81339-49Y-120,90.0,False
81339-49Y-140,70.0,False
81339-49Y-150,65.0,False
81339-49Y-160,55.0,False
81339-49Y-85,113.0,False
81339-49Y-90,110.0,False
81339-4A4-100,95.0,False
81339-4A4-110,90.0,False
81339-4A4-140,60.0,False
81339-4A4-150,60.0,False
81339-4A4-160,45.0,False
81339-4A4-85,86.0,False
81339-4A4-90,100.0,False
81339-4AC-100,95.0,False
81339-4AC-110,90.0,False
81339-4AC-120,75.0,False
81339-4AC-130,65.0,False
81339-4AC-140,60.0,False
81339-4AC-150,63.0,False
81339-4AC-160,45.0,False
81339-4AC-85,96.0,False
81339-4AC-90,100.0,False
81339-4AE-100,95.0,False
81339-4AE-110,90.0,False
81339-4AE-120,75.0,False
81339-4AE-130,65.0,False
81339-4AE-150,60.0,False
81339-4AE-160,45.0,False
81339-4AE-90,100.0,False
81339-4AF-100,95.0,False
81339-4AF-110,90.0,False
81339-4AF-120,75.0,False
81339-4AF-150,60.0,False
81339-4AF-160,45.0,False
81339-4AF-85,82.0,False
81339-4AF-90,100.0,False
81339-4AH-100,95.0,False
81339-4AH-110,90.0,False
81339-4AH-120,75.0,False
81339-4AH-130,65.0,False
81339-4AH-140,60.0,False
81339-4AH-160,45.0,False
81339-4AH-85,71.0,False
81339-4AH-90,100.0,False
81339-4AI-100,95.0,False
81339-4AI-110,90.0,False
81339-4AI-120,75.0,False
81339-4AI-130,65.0,False
81339-4AI-140,60.0,False
81339-4AI-160,45.0,False
81339-4AI-85,84.0,False
81339-4AI-90,100.0,False
81339-4SY-150,27.0,False
81339-4SY-160,27.0,False
81339-4SY-90,48.0,False
81339-WF9-140,80.0,False
81339-WF9-150,70.0,False
81339-WF9-160,70.0,False
81340-1OJ-50,63.0,False
81340-1OJ-60,60.0,False
81340-1OJ-70,61.0,False
81340-1OJ-75,55.0,False
81340-1OJ-80,50.0,False
81340-1OJ-85,45.0,False
81340-1OJ-90,44.0,False
81340-2MN-50,60.0,False
81340-2MN-60,60.0,False
81340-2MN-70,60.0,False
81340-2MN-75,55.0,False
81340-2MN-80,50.0,False
81340-2MN-85,45.0,False
81340-2MN-90,49.0,False
81340-2NM-50,31.0,False
81340-2NM-60,61.0,False
81340-2NM-70,55.0,False
81340-2NM-75,55.0,False
81340-2NM-80,50.0,False
81340-2NM-85,50.0,False
81340-2NM-90,42.0,False
81340-38I-50,62.0,False
81340-38I-60,60.0,False
81340-38I-70,56.0,False
81340-38I-75,55.0,False
81340-38I-80,50.0,False
81340-38I-85,45.0,False
81340-38I-90,46.0,False
81340-3DR-50,62.0,False
81340-3DR-60,60.0,False
81340-3DR-70,55.0,False
81340-3DR-75,55.0,False
81340-3DR-80,50.0,False
81340-3DR-85,45.0,False
81340-3DR-90,43.0,False
81345-35R-XXL,8.0,False
81345-45W-L,24.0,False
81345-45W-M,24.0,False
81345-45W-S,27.0,False
81345-45W-XL,22.0,False
81345-45W-XS,27.0,False
81345-45W-XXL,20.0,False
81345-4MM-L,40.0,False
81345-4MM-M,45.0,False
81345-4MM-S,45.0,False
81345-4MM-XL,24.0,False
81345-4MT-L,40.0,False
81345-4MT-M,49.0,False
81345-4MT-S,45.0,False
81345-4MT-XL,28.0,False
81345-4MT-XS,33.0,False
81345-4MT-XXL,13.0,False
81345-4MT-XXS,15.0,False
81345-4MZ-L,48.0,False
81345-4MZ-M,45.0,False
81345-4MZ-S,45.0,False
81345-4MZ-XL,21.0,False
81345-4MZ-XS,27.0,False
81345-4MZ-XXL,13.0,False
81346-1FZ-100,55.0,False
81346-1FZ-110,48.0,False
81346-1FZ-120,45.0,False
81346-1FZ-130,42.0,False
81346-1FZ-140,39.0,False
81346-1FZ-150,36.0,False
81346-1FZ-85,55.0,False
81346-1FZ-90,60.0,False
81346-1GF-100,100.0,False
81346-1GF-110,100.0,False
81346-1GF-120,95.0,False
81346-1GF-130,78.0,False
81346-1GF-140,70.0,False
81346-1GF-150,60.0,False
81346-1GF-85,58.0,False
81346-1GF-90,124.0,False
81346-1GR-100,55.0,False
81346-1GR-110,48.0,False
81346-1GR-120,45.0,False
81346-1GR-130,42.0,False
81346-1GR-140,39.0,False
81346-1GR-150,36.0,False
81346-1GR-85,55.0,False
81346-1GR-90,60.0,False
81346-2KD-100,50.0,False
81346-2KD-110,48.0,False
81346-2KD-120,45.0,False
81346-2KD-130,38.0,False
81346-2KD-140,36.0,False
81346-2KD-150,32.0,False
81346-2KD-85,47.0,False
81346-2KD-90,55.0,False
81346-32H-100,55.0,False
81346-32H-110,48.0,False
81346-32H-120,45.0,False
81346-32H-130,42.0,False
81346-32H-140,39.0,False
81346-32H-150,36.0,False
81346-32H-85,55.0,False
81346-32H-90,55.0,False
81346-32J-100,55.0,False
81346-32J-110,52.0,False
81346-32J-120,45.0,False
81346-32J-130,42.0,False
81346-32J-140,39.0,False
81346-32J-150,36.0,False
81346-32J-85,55.0,False
81346-32J-90,55.0,False
81346-5H5-110,100.0,False
81346-5H5-120,95.0,False
81346-5H5-85,84.0,False
81346-5HP-120,96.0,False
81346-5HP-130,87.0,False
81347-1D1-100,55.0,False
81347-1D1-110,60.0,False
81347-1D1-120,50.0,False
81347-1D1-130,40.0,False
81347-1D1-140,40.0,False
81347-1D1-150,36.0,False
81347-1D1-85,78.0,False
81347-1D1-90,60.0,False
81347-1DN-100,56.0,False
81347-1DN-110,57.0,False
81347-1DN-120,50.0,False
81347-1DN-130,40.0,False
81347-1DN-140,40.0,False
81347-1DN-150,33.0,False
81347-1DN-85,63.0,False
81347-1DN-90,60.0,False
81347-1ZV-100,65.0,False
81347-1ZV-110,55.0,False
81347-1ZV-120,50.0,False
81347-1ZV-130,45.0,False
81347-1ZV-140,41.0,False
81347-1ZV-150,35.0,False
81347-1ZV-85,61.0,False
81347-1ZV-90,63.0,False
81347-22T-100,56.0,False
81347-22T-110,57.0,False
81347-22T-120,50.0,False
81347-22T-130,40.0,False
81347-22T-140,40.0,False
81347-22T-150,35.0,False
81347-22T-85,60.0,False
81347-22T-90,60.0,False
81347-2AI-100,65.0,False
81347-2AI-110,60.0,False
81347-2AI-120,55.0,False
81347-2AI-130,50.0,False
81347-2AI-140,45.0,False
81347-2AI-150,30.0,False
81347-2AI-85,90.0,False
81347-2AI-90,70.0,False
81347-2MA-100,65.0,False
81347-2MA-110,60.0,False
81347-2MA-120,55.0,False
81347-2MA-130,53.0,False
81347-2MA-140,48.0,False
81347-2MA-150,23.0,False
81347-2MA-85,51.0,False
81347-2MA-90,86.0,False
81347-2MQ-100,65.0,False
81347-2MQ-110,60.0,False
81347-2MQ-120,50.0,False
81347-2MQ-130,45.0,False
81347-2MQ-140,52.0,False
81347-2MQ-150,40.0,False
81347-2MQ-85,90.0,False
81347-2MQ-90,80.0,False
81347-2NB-100,65.0,False
81347-2NB-110,60.0,False
81347-2NB-120,50.0,False
81347-2NB-130,52.0,False
81347-2NB-140,42.0,False
81347-2NB-150,40.0,False
81347-2NB-85,90.0,False
81347-2NB-90,80.0,False
81347-2PK-100,65.0,False
81347-2PK-110,60.0,False
81347-2PK-120,50.0,False
81347-2PK-130,52.0,False
81347-2PK-140,45.0,False
81347-2PK-150,45.0,False
81347-2PK-85,90.0,False
81347-2PK-90,80.0,False
81347-2PL-100,65.0,False
81347-2PL-110,60.0,False
81347-2PL-120,55.0,False
81347-2PL-130,50.0,False
81347-2PL-140,40.0,False
81347-2PL-150,26.0,False
81347-2PL-85,80.0,False
81347-2PL-90,80.0,False
81347-2SR-100,55.0,False
81347-2SR-110,50.0,False
81347-2SR-120,50.0,False
81347-2SR-130,40.0,False
81347-2SR-140,40.0,False
81347-2SR-150,37.0,False
81347-2SR-85,68.0,False
81347-2SR-90,68.0,False
81347-32Z-100,69.0,False
81347-32Z-110,60.0,False
81347-32Z-120,50.0,False
81347-32Z-130,45.0,False
81347-32Z-140,30.0,False
81347-32Z-150,14.0,False
81347-32Z-85,39.0,False
81347-32Z-90,62.0,False
81347-3GW-100,50.0,False
81347-3GW-110,58.0,False
81347-3GW-120,50.0,False
81347-3GW-130,50.0,False
81347-3GW-140,45.0,False
81347-3GW-150,22.0,False
81347-3GW-85,43.0,False
81347-3GW-90,69.0,False
81347-3P3-100,72.0,False
81347-3P3-110,60.0,False
81347-3P3-120,50.0,False
81347-3P3-130,50.0,False
81347-3P3-140,45.0,False
81347-3P3-150,45.0,False
81347-3P3-85,90.0,False
81347-3P3-90,80.0,False
81347-3TA-100,70.0,False
81347-3TA-110,60.0,False
81347-3TA-120,60.0,False
81347-3TA-130,50.0,False
81347-3TA-140,45.0,False
81347-3TA-150,45.0,False
81347-3TA-85,90.0,False
81347-3TA-90,80.0,False
81347-3TV-100,70.0,False
81347-3TV-110,65.0,False
81347-3TV-120,60.0,False
81347-3TV-130,50.0,False
81347-3TV-140,50.0,False
81347-3TV-150,45.0,False
81347-3TV-85,90.0,False
81347-3TV-90,80.0,False
81347-4KA-100,70.0,False
81347-4KA-110,60.0,False
81347-4KA-120,55.0,False
81347-4KA-130,50.0,False
81347-4KA-140,45.0,False
81347-4KA-150,40.0,False
81347-4KA-85,90.0,False
81347-4KA-90,80.0,False
81347-4KF-100,70.0,False
81347-4KF-110,60.0,False
81347-4KF-120,62.0,False
81347-4KF-130,53.0,False
81347-4KF-140,50.0,False
81347-4KF-150,45.0,False
81347-4KF-85,90.0,False
81347-4KF-90,80.0,False
81347-4KV-100,65.0,False
81347-4KV-110,60.0,False
81347-4KV-120,55.0,False
81347-4KV-130,50.0,False
81347-4KV-140,45.0,False
81347-4KV-150,45.0,False
81347-4KV-85,85.0,False
81347-4KV-90,75.0,False
81351-32B-100,55.0,False
81351-32B-140,36.0,False
81351-32B-150,44.0,False
81351-3RX-100,55.0,False
81351-3RX-110,50.0,False
81351-3RX-120,45.0,False
81351-3RX-130,43.0,False
81351-3RX-140,36.0,False
81351-3RX-150,33.0,False
81351-3RX-85,49.0,False
81351-3RX-90,52.0,False
81351-5HW-110,38.0,False
81351-PM7-85,66.0,False
81356-SR4-100,50.0,False
81356-SR4-110,43.0,False
81356-SR4-120,40.0,False
81356-SR4-130,40.0,False
81356-SR4-140,41.0,False
81356-SR4-150,35.0,False
81356-SR4-85,60.0,False
81356-SR4-90,60.0,False
81360-WB3-100,25.0,False
81360-WB3-110,17.0,False
81360-WB3-60,21.0,False
81360-WB3-70,36.0,False
81360-WB3-75,35.0,False
81360-WB3-80,30.0,False
81360-WB3-85,30.0,False
81360-WB3-90,34.0,False
81360-WB6-100,29.0,False
81360-WB6-110,25.0,False
81360-WB6-60,35.0,False
81360-WB6-70,35.0,False
81360-WB6-75,30.0,False
81360-WB6-80,34.0,False
81360-WB6-85,30.0,False
81360-WB6-90,30.0,False
81368-36X-100,90.0,False
81368-36X-110,90.0,False
81368-36X-120,70.0,False
81368-36X-130,70.0,False
81368-36X-140,60.0,False
81368-36X-150,60.0,False
81368-36X-85,97.0,False
81368-36X-90,100.0,False
81368-36Y-100,90.0,False
81368-36Y-110,90.0,False
81368-36Y-120,76.0,False
81368-36Y-130,70.0,False
81368-36Y-140,60.0,False
81368-36Y-150,60.0,False
81368-36Y-85,86.0,False
81368-36Y-90,100.0,False
81368-A21-100,90.0,False
81368-A21-110,90.0,False
81368-A21-120,70.0,False
81368-A21-130,70.0,False
81368-A21-140,60.0,False
81368-A21-150,60.0,False
81368-A21-85,86.0,False
81368-A21-90,100.0,False
81376-26B-100,100.0,False
81376-26B-110,117.0,False
81376-26B-120,116.0,False
81376-26B-130,129.0,False
81376-26B-140,96.0,False
81376-26B-150,69.0,False
81376-26B-85,65.0,False
81376-26B-90,119.0,False
81378-33B-100,80.0,False
81378-33B-110,80.0,False
81378-33B-120,69.0,False
81378-33B-130,68.0,False
81378-33B-140,60.0,False
81378-33B-150,50.0,False
81378-33B-85,115.0,False
81378-33B-90,100.0,False
81378-33H-100,80.0,False
81378-33H-110,80.0,False
81378-33H-120,60.0,False
81378-33H-130,60.0,False
81378-33H-140,52.0,False
81378-33H-150,50.0,False
81378-33H-85,82.0,False
81378-33H-90,100.0,False
81378-33K-100,80.0,False
81378-33K-110,97.0,False
81378-33K-120,60.0,False
81378-33K-130,60.0,False
81378-33K-140,55.0,False
81378-33K-150,50.0,False
81378-33K-85,100.0,False
81378-33K-90,100.0,False
81378-33N-100,80.0,False
81378-33N-110,80.0,False
81378-33N-120,60.0,False
81378-33N-130,60.0,False
81378-33N-140,53.0,False
81378-33N-150,51.0,False
81378-33N-85,100.0,False
81378-33N-90,100.0,False
81378-33O-100,80.0,False
81378-33O-110,80.0,False
81378-33O-120,77.0,False
81378-33O-130,60.0,False
81378-33O-140,53.0,False
