SKU,Velocity_Old,Velocity_New,SlotTier_Old,SlotTier_New,ProductGroupCode_Old,ProductGroupCode_New,SizeGroupCode_Old,SizeGroupCode_New,FD14_Old,FD14_New,FD14Delta,RankDelta,PutawayIndicator_Old,PutawayIndicator_New
83167-066-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
83189-6XY-130,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
83212-6VY-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
83212-GG7-110,A,AA,BOYSA,BOYSAA,BOY,BOY,S,S,0,0,0,1,0,0
83212-GG7-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
83212-SR4-110,A,AA,BOYSA,BOYSAA,BOY,BOY,S,S,0,0,0,1,0,0
83212-SR4-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
83278-6SX-150,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
83279-7GQ-85,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
83279-SR4-120,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
83279-SR4-150,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
83279-SR4-85,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
83279-SR4-90,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
83339-3KH-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83339-6KS-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83339-6KS-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83339-6PH-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
83339-6PH-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83339-6PH-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83339-6PH-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83339-6PH-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83340-3KH-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83340-3KH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83340-3KH-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83340-6KS-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83340-6KS-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83340-6KS-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83340-6KS-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83340-6PH-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83340-6PH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83340-6PH-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83340-SR4-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
83340-SR4-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83340-SR4-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83340-SR4-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83340-SR4-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6OQ-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6OQ-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6OQ-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6OQ-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6OQ-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6UV-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6UV-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6UV-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6UV-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6UV-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6YH-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YH-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YH-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6YH-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6YH-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6YM-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YM-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YM-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6YM-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6YM-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6ZD-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6ZD-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6ZD-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-6ZD-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6ZD-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-6ZD-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-72J-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83344-72J-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-72J-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83344-72J-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-72J-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83344-72J-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83369-76X-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
83369-76X-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83369-SR4-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
83369-SR4-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83369-SR4-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83402-3ST-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83403-3PM-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
83403-4VN-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83403-4VN-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83425-3IU-100,C,B,CSLSC,CSLSB,CSL,CSL,S,S,0,0,0,1,0,0
83425-3IU-110,B,A,CSLSB,CSLSA,CSL,CSL,S,S,0,0,0,1,0,0
83425-3IU-85,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
83426-PG5-110,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
83426-PG5-85,A,AA,CSLXA,CSLXAA,CSL,CSL,X,X,0,0,0,1,0,0
83504-3KP-100,B,A,BOYSB,BOYSA,BOY,BOY,S,S,0,0,0,1,0,0
83504-3LO-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
83509-3KK-90,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
83536-6MH-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83536-6MH-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
83536-6OC-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83536-6OC-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83536-6OC-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
83536-7CJ-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83536-7CJ-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
83536-7CJ-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
83539-7AO-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83539-7AO-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83561-6NV-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
83561-6NV-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
83561-6NW-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
83561-6NW-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
83613-3KM-S,B,A,ASLSB,ASLSA,ASL,ASL,S,S,0,0,0,1,0,0
83613-3KM-XL,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
83613-3KM-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
83613-3V3-S,B,A,ASLSB,ASLSA,ASL,ASL,S,S,0,0,0,1,0,0
83613-3V3-XL,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
83613-3V3-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
83644-4BT-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
83649-3WU-140,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
83649-3WU-160,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
83653-3WV-75,C,B,COLIC,COLIB,COL,COL,I,I,0,0,0,1,0,0
83748-2EL-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83748-2EL-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83748-2EL-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83748-2EL-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83748-SR4-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83748-SR4-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83748-SR4-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83756-6PH-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6PH-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6PH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6PH-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83756-6YO-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6YO-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6YO-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
83756-6YO-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83756-6YO-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
83854-5GT-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83854-AN8-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
83854-AN8-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
84022-5BC-80,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84022-5BC-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84045-5IO-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84046-5IO-100,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
84046-5IO-90,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
84046-5IP-100,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
84046-5IP-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84049-5IO-85,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84051-5IO-85,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84091-5KH-100,B,A,KUSSB,KUSSA,KUS,KUS,S,S,0,0,0,1,0,0
84091-5KL-100,C,B,KUSSC,KUSSB,KUS,KUS,S,S,0,0,0,1,0,0
84115-4CS-140,C,B,KNILC,KNILB,KNI,KNI,L,L,0,0,0,1,0,0
84115-5HW-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84115-5HW-130,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84115-5HW-150,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84115-5HW-90,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84131-3KK-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84131-3V3-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84155-6LH-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84155-6OP-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84155-6OP-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84155-6OP-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
84155-6UV-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84155-6UV-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
84280-5KV-120,B,A,GIRMB,GIRMA,GIR,GIR,M,M,0,0,0,1,0,0
84280-5KV-150,C,B,GIRLC,GIRLB,GIR,GIR,L,L,0,0,0,1,0,0
84303-015-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84303-SR4-85,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84305-011-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84305-015-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84305-GK3-85,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84321-SR4-70,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84460-62I-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84525-6AW-130,C,B,BOYMC,BOYMB,BOY,BOY,M,M,0,0,0,1,0,0
84537-35W-100,A,AA,BOYSA,BOYSAA,BOY,BOY,S,S,0,0,0,1,0,0
84537-35W-85,B,A,BOYXB,BOYXA,BOY,BOY,X,X,0,0,0,1,0,0
84537-JG8-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84537-JG8-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84538-64A-OS,B,A,BAPOB,BAPOA,BAP,BAP,O,O,0,0,0,1,0,0
84612-5VS-85,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84612-5VT-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84650-6OZ-OS,B,A,BAPOB,BAPOA,BAP,BAP,O,O,0,0,0,1,0,0
84652-6EZ-OS,C,B,BAPOC,BAPOB,BAP,BAP,O,O,0,0,0,1,0,0
84655-68K-90,C,B,BOYXC,BOYXB,BOY,BOY,X,X,0,0,0,1,0,0
84658-60J-OS,B,A,BAPOB,BAPOA,BAP,BAP,O,O,0,0,0,1,0,0
84669-6ID-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84669-6ID-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84669-6ID-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84669-6IE-90,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
84678-6IB-80,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84678-6IB-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84679-6IB-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84679-6IB-140,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84679-6IC-100,B,A,CSLSB,CSLSA,CSL,CSL,S,S,0,0,0,1,0,0
84679-6IC-110,B,A,CSLSB,CSLSA,CSL,CSL,S,S,0,0,0,1,0,0
84679-6IC-130,B,A,CSLMB,CSLMA,CSL,CSL,M,M,0,0,0,1,0,0
84679-6IC-140,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
84679-6IC-150,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
84679-6IC-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84679-6IC-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84681-6IK-140,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84681-6IL-120,B,A,CSLMB,CSLMA,CSL,CSL,M,M,0,0,0,1,0,0
84681-6IL-140,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
84682-6IK-130,B,A,CSLMB,CSLMA,CSL,CSL,M,M,0,0,0,1,0,0
84682-6IK-150,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
84682-6IK-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84682-6IK-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84684-6IL-100,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
84684-6IL-150,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84686-6IK-100,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
84686-6IK-150,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84688-6IL-S,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
84688-6IL-XL,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84688-6IL-XS,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84689-6IG-100,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84689-6IG-110,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84689-6IG-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84691-6IX-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84691-6IX-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84691-6IX-120,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84691-6IX-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84691-6IX-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84691-6IX-90,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
84691-6IY-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84691-6IY-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84692-6IG-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84692-6IG-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84694-6IC-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84694-6IC-150,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84697-6IN-50,B,A,CSLIB,CSLIA,CSL,CSL,I,I,0,0,0,1,0,0
84697-6IN-70,A,AA,CSLIA,CSLIAA,CSL,CSL,I,I,0,0,0,1,0,0
84697-6IN-75,A,AA,CSLIA,CSLIAA,CSL,CSL,I,I,0,0,0,1,0,0
84697-6IO-50,B,A,CSLIB,CSLIA,CSL,CSL,I,I,0,0,0,1,0,0
84697-6IO-70,A,AA,CSLIA,CSLIAA,CSL,CSL,I,I,0,0,0,1,0,0
84697-6IO-75,A,AA,CSLIA,CSLIAA,CSL,CSL,I,I,0,0,0,1,0,0
84698-6IN-100,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84698-6IN-110,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84698-6IN-130,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84698-6IN-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84698-6IN-90,A,AA,CSLXA,CSLXAA,CSL,CSL,X,X,0,0,0,1,0,0
84698-6IO-140,A,AA,CSLLA,CSLLAA,CSL,CSL,L,L,0,0,0,1,0,0
84698-6IO-150,A,AA,CSLLA,CSLLAA,CSL,CSL,L,L,0,0,0,1,0,0
84700-6KF-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84700-6KF-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84700-6KF-150,A,AA,COLLA,COLLAA,COL,COL,L,L,0,0,0,1,0,0
84700-6KF-90,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
84702-6IO-L,A,AA,CSLLA,CSLLAA,CSL,CSL,L,L,0,0,0,1,0,0
84702-6IO-M,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84702-6IO-XXL,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84705-6IF-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84705-6IF-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84705-6IJ-100,C,B,COLSC,COLSB,COL,COL,S,S,0,0,0,1,0,0
84705-6IJ-110,C,B,COLSC,COLSB,COL,COL,S,S,0,0,0,1,0,0
84706-6IF-100,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84706-6IF-110,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84706-6IF-80,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84706-6IF-85,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84708-6IF-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84708-6IF-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84710-6IF-70,C,B,COLIC,COLIB,COL,COL,I,I,0,0,0,1,0,0
84710-6IF-75,C,B,COLIC,COLIB,COL,COL,I,I,0,0,0,1,0,0
84711-6ID-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84711-6ID-140,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84711-6ID-150,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84711-6IE-100,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84711-6IE-110,A,AA,CSLSA,CSLSAA,CSL,CSL,S,S,0,0,0,1,0,0
84711-6IE-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84711-6IE-130,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84711-6IE-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84711-6IE-90,A,AA,CSLXA,CSLXAA,CSL,CSL,X,X,0,0,0,1,0,0
84712-6ID-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84712-6ID-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84712-6ID-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84712-6IE-120,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
84712-6IE-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84713-6IP-140,B,A,CSLLB,CSLLA,CSL,CSL,L,L,0,0,0,1,0,0
84714-6IP-130,B,A,CSLMB,CSLMA,CSL,CSL,M,M,0,0,0,1,0,0
84714-6IP-150,C,B,CSLLC,CSLLB,CSL,CSL,L,L,0,0,0,1,0,0
84714-6IP-85,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
84714-6IP-90,B,A,CSLXB,CSLXA,CSL,CSL,X,X,0,0,0,1,0,0
84715-3IU-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84715-3IU-120,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84719-6JD-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84719-6JD-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84719-6JD-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84719-6JE-150,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84719-6JE-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84719-6JF-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84719-6JF-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84719-6JF-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84719-6JG-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84719-6JG-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
