SKU,Velocity_Old,Velocity_New,SlotTier_Old,SlotTier_New,ProductGroupCode_Old,ProductGroupCode_New,SizeGroupCode_Old,SizeGroupCode_New,FD14_Old,FD14_New,FD14Delta,RankDelta,PutawayIndicator_Old,PutawayIndicator_New
84828-6TP-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84828-6TP-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84828-6TP-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84831-76K-100,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84834-76K-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
84836-011-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84839-6MH-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
84839-7CJ-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
84840-6Q6-85,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84840-6RF-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84842-7CK-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84843-6QM-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84843-6RX-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84843-6SX-85,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
84845-6SG-85,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
84847-6L6-130,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84856-6SK-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84856-CB8-110,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84863-CB8-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84869-6XY-110,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84869-6XY-130,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84876-015-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84876-181-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84876-3KH-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84876-6PF-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84878-28B-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84880-6OG-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84880-6OG-130,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84880-6SX-150,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84881-6XY-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84881-6XY-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84884-6LV-120,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84884-6OG-120,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84889-6PW-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84889-6RT-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84893-6QL-130,B,A,GIRMB,GIRMA,GIR,GIR,M,M,0,0,0,1,0,0
84895-6MH-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84895-6NU-85,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84897-6LU-90,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
84897-6OG-100,B,A,GIRSB,GIRSA,GIR,GIR,S,S,0,0,0,1,0,0
84897-6QW-90,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
84899-76K-90,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
84901-6RA-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84901-6WV-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84901-6WW-110,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84901-6WW-85,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
84903-6OG-120,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84903-6QW-120,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
84903-6SX-100,B,A,GIRSB,GIRSA,GIR,GIR,S,S,0,0,0,1,0,0
84910-6PX-90,A,AA,GIRXA,GIRXAA,GIR,GIR,X,X,0,0,0,1,0,0
84917-6LA-S,B,A,ASLSB,ASLSA,ASL,ASL,S,S,0,0,0,1,0,0
84917-6LA-XL,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84917-6LA-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
84918-6LA-S,B,A,ASLSB,ASLSA,ASL,ASL,S,S,0,0,0,1,0,0
84918-6LA-XL,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84918-6LA-XS,C,B,ASLXC,ASLXB,ASL,ASL,X,X,0,0,0,1,0,0
84918-6QT-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84918-6QT-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84918-6QT-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84918-6QT-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84921-SR4-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84932-7CD-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
84933-6LA-100,B,A,GIRSB,GIRSA,GIR,GIR,S,S,0,0,0,1,0,0
84933-6LA-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84933-6LA-85,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
84938-6NP-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6NP-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6NP-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6OK-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6OK-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6OK-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6OP-50,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6PR-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6PR-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6PR-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-6UV-50,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-7CL-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-7CL-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84938-7CL-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84942-4QP-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84942-4QP-60,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84942-4QP-65,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84942-4QP-NB,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84942-5GW-NB,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6LH-85,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6MK-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6MK-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6MK-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6MK-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6OS-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6OS-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6OS-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6OS-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6QZ-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6SJ-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6SJ-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6SJ-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6SJ-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6SL-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6SL-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84944-6UT-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84944-6UT-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84945-6QB-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84945-6WX-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84945-6WY-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84947-3BD-50,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-3BD-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-3BD-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84947-3BD-NB,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84947-4QP-50,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-4QP-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84947-4QP-NB,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84947-5GW-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-5GW-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-5GW-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84947-5GW-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84947-6WR-80,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84947-6WR-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LA-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LA-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LA-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LA-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6LW-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LW-60,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6LW-80,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6LW-85,C,B,BSLXC,BSLXB,BSL,BSL,X,X,0,0,0,1,0,0
84949-6OQ-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6OQ-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6OQ-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6OQ-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
84949-6PS-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6PS-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6PS-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
84949-6QQ-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6QQ-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6QQ-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6QT-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6QT-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6R6-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6R6-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6R6-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6R6-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6SU-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6SU-75,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-6SU-85,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
84949-6SU-NB,C,B,BSLIC,BSLIB,BSL,BSL,I,I,0,0,0,1,0,0
84949-7CM-50,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84949-7CM-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84949-7CM-NB,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84950-6WP-90,B,A,KNIXB,KNIXA,KNI,KNI,X,X,0,0,0,1,0,0
84954-7BC-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84954-7BD-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84954-7BE-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84954-7BF-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
84954-7C7-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84959-3PM-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84959-3PM-65,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
84959-3PM-NB,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84961-6VB-90,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84961-6VD-150,C,B,KNILC,KNILB,KNI,KNI,L,L,0,0,0,1,0,0
84961-6WC-90,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84961-6WE-150,C,B,KNILC,KNILB,KNI,KNI,L,L,0,0,0,1,0,0
84970-6RB-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84970-6TX-140,B,A,GIRLB,GIRLA,GIR,GIR,L,L,0,0,0,1,0,0
84974-6LU-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84974-6LU-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84974-6OE-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84974-6OE-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84975-6OC-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84975-6OC-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84975-6QT-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84976-3BD-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84976-3BD-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84976-3BD-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84976-VH9-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84976-VH9-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84976-VH9-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84977-3KH-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84977-3KH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84977-SR4-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84977-SR4-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84978-6ND-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84978-6ND-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84978-6YF-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84979-6LA-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84979-6LA-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84979-6LU-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84979-6LU-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84979-6PZ-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84979-6RS-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84979-6RS-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84979-6SF-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84979-6SF-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84979-6ZD-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84980-6PT-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
84980-6PT-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84980-6PU-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84980-6PU-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84980-6PU-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
84980-6PU-85,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84983-6LU-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84983-6SO-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
84984-6SO-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84984-6SR-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84986-6NW-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84990-CB8-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
84990-CB8-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
84990-CB8-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
84990-CB8-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
84993-6US-60,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
84993-6US-80,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84993-6US-85,A,AA,BSLXA,BSLXAA,BSL,BSL,X,X,0,0,0,1,0,0
84995-6YA-XS,A,AA,ACCXA,ACCXAA,ACC,ACC,X,X,0,0,0,1,0,0
84995-6YA-XXS,C,B,ACCXC,ACCXB,ACC,ACC,X,X,0,0,0,1,0,0
84995-6YC-S,A,AA,ACCSA,ACCSAA,ACC,ACC,S,S,0,0,0,1,0,0
84995-6YE-XXS,A,AA,ACCXA,ACCXAA,ACC,ACC,X,X,0,0,0,1,0,0
84999-7AL-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85003-7GR-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85004-6RS-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85004-6RS-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85004-6RS-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85004-6UU-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85004-6UU-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85004-6UU-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85004-6UU-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85004-6UU-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85004-6UU-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85006-6VU-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85006-A91-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85007-C52-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85007-C52-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85008-76X-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85008-76X-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85009-6RB-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85009-6RB-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85009-6UP-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-79I-100,A,AA,BAPSA,BAPSAA,BAP,BAP,S,S,0,0,0,1,0,0
85012-79I-110,A,AA,BAPSA,BAPSAA,BAP,BAP,S,S,0,0,0,1,0,0
85012-79I-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-79J-110,A,AA,BAPSA,BAPSAA,BAP,BAP,S,S,0,0,0,1,0,0
85012-79J-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-79J-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-79K-110,A,AA,BAPSA,BAPSAA,BAP,BAP,S,S,0,0,0,1,0,0
85012-79K-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-79K-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85012-7AB-100,B,A,BAPSB,BAPSA,BAP,BAP,S,S,0,0,0,1,0,0
85014-76K-90,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85014-AD5-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85023-6WP-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85023-6WP-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85024-6PJ-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85024-6PJ-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85024-6PJ-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85024-C52-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85024-C52-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85024-C52-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85025-6OS-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85025-6OS-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85028-6MD-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85028-6MD-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85028-6MD-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-015-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85029-015-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85029-015-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-015-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-181-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85029-181-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85029-181-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85029-181-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-181-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-2EL-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85029-3KH-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85029-3KH-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85029-3KH-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85029-3KH-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85029-6PF-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85030-73K-100,B,A,GIRSB,GIRSA,GIR,GIR,S,S,0,0,0,1,0,0
