Policy,Windows,WAPE,BiasPct,ZeroForecastSoldUnitPct,AvgCoverage
fixed__hybrid_ml_hgb_absolute_log_raw_min_20p0_units_recent_w0p1_cap_recent_x0p85,26,0.8055002254212297,-0.06871680973751285,0.025157284154221367,0.9664162350011385
fixed__hybrid_ml_hgb_absolute_log_raw_min_20p0_units_recent_w0p1_cap_recent_x1p0,26,0.821194255828691,-0.020161244176998803,0.025157284154221367,0.9664162350011385
fixed__hybrid_ml_hgb_absolute_log_raw_min_20p0_units_recent_w0p1_cap_recent_x1p1,26,0.8333905819077261,3.484237219340749e-05,0.025157284154221367,0.9664162350011385
self_calibrating_recency_brake,26,0.8378160490196015,0.006839700632044227,0.025157284154221367,0.9664162350011385
fixed__hybrid_ml_hgb_absolute_log_raw_min_20p0_units_recent_w0p1_cap_recent_x1p25,26,0.8416193996685217,0.011430396146716983,0.025157284154221367,0.9664162350011385
fixed__recent_no_ml_no_promo_floor,26,1.1140030616964,0.394349523130151,0.02545532780984542,0.9660072863759226
fixed__corporate,26,1.1329258343040884,0.055406670069763485,0.4630907154356618,0.43861267268140924
