ForecastStartDate,LowestWAPECandidate,WAPE,BiasPctForecastMinusActual
2025-11-25,corporate,0.49561718804350346,0.1883310530343436
2025-12-02,corporate,0.4261539065164443,-0.04016829092357793
2025-12-09,corporate,0.6595268042367799,0.2767744841120754
2025-12-16,corporate,0.7843522107882679,0.29649938112951213
2025-12-23,corporate,1.267786644006612,0.5494856519055845
2025-12-30,corporate,0.8906790253721409,0.14407036453852357
2026-01-07,corporate,0.7268285209762863,-0.10124091887664186
2026-01-13,corporate,0.7135773452950787,-0.15110779901974836
2026-01-21,corporate,0.7453969575368926,-0.2770475490546772
2026-01-27,corporate,0.8815323726971209,-0.1650826388695337
2026-02-03,corporate,1.7452433681410227,0.21523630604255087
2026-02-10,corporate,1.6568151583791753,0.06934407171706276
2026-02-18,recent_no_ml_no_promo_floor,1.3389368099655201,0.37397401813390296
2026-02-24,recent_no_ml,1.1231075186040544,0.12410187323582243
2026-03-03,recent_no_ml_no_promo_floor,1.023989678674725,0.13137481956187244
2026-03-10,recent_no_ml_no_promo_floor,0.8395293911826452,0.021426211025581215
2026-03-17,recent_no_ml_no_promo_floor,0.7431531117534133,-0.10705067362987077
2026-03-24,recent_no_ml_no_promo_floor,0.7368491222082383,0.13962008575268245
2026-03-31,recent_no_ml_no_promo_floor,1.0947951558876579,0.4458902344756506
2026-04-07,recent_no_ml_no_promo_floor,0.9525728654305143,0.1609862892782272
2026-04-14,recent_no_ml_no_promo_floor,0.7364169805853376,-0.16623603464374256
2026-04-21,recent_no_ml_no_promo_floor,0.681453611995549,-0.3556909449469521
2026-04-28,recent_no_ml_no_promo_floor,0.5911980374275224,-0.1537045574621165
2026-05-05,recent_no_ml_no_promo_floor,0.6582185884483458,0.2724705945323895
2026-05-12,recent_no_ml_no_promo_floor,0.5892562325804332,-0.14885408098656142
2026-05-19,recent_no_ml_no_promo_floor,0.5712032154323786,-0.23511523645146495
