Candidate,Windows,ForecastUnits,SoldUnits,AbsErrorUnits,ZeroForecastSoldUnits,OvergeneratedZeroDemandUnits,MissedHighVolumeUnitsSoldGE10,AvgForecastedSKUs,AvgSoldUnitForecastCoveragePct,WAPE,BiasUnitsForecastMinusActual,BiasPctForecastMinusActual,ZeroForecastSoldUnitPct
recent_no_ml_no_promo_floor,26,10226851.0,7334496.0,8170651.0,186702.0,922655.0,91303.0,16611.76923076923,0.9660072863759226,1.1140030616964,2892355.0,0.394349523130151,0.02545532780984542
corporate,26,7740876.0,7334496.0,8309440.0,3396537.0,432106.0,2926728.0,6510.692307692308,0.4386126726814093,1.1329258343040884,406380.0,0.055406670069763485,0.4630907154356618
seasonal_no_ml_no_promo_floor,26,11441236.0,7334496.0,9349476.0,181788.0,2373343.0,88889.0,22389.53846153846,0.9667939169314882,1.27472644337116,4106740.0,0.5599212270345502,0.0247853431237811
recent_no_ml,26,34893974.0,7334496.0,29979778.0,164303.0,4522037.0,82794.0,18658.115384615383,0.9698961015424454,4.087503490355711,27559478.0,3.757514899455941,0.02240140290484854
seasonal_no_ml,26,36102623.0,7334496.0,31168447.0,161586.0,5900012.0,81699.0,24001.153846153848,0.9703919311522325,4.249569022874919,28768127.0,3.922304545533872,0.022030961636627794
