schema_name,table_name,column_id,column_name,data_type,is_nullable,is_identity,is_computed,default_definition,column_description,is_primary_key,primary_key_names,references_columns
dbo,OTB_Plan_Parameters,5,StartCalendarDate,date,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,6,Sales_Index_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,7,Sales_Index_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,8,Sales_Index_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,9,Sales_Index_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,10,Sales_Index_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,11,Sales_Index_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,12,Sales_Index_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,13,Sales_Index_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,14,Sales_Index_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,15,Sales_Index_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,16,Sales_Index_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,17,Sales_Index_12,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,18,Unit_Index_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,19,Unit_Index_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,20,Unit_Index_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,21,Unit_Index_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,22,Unit_Index_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,23,Unit_Index_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,24,Unit_Index_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,25,Unit_Index_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,26,Unit_Index_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,27,Unit_Index_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,28,Unit_Index_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,29,Unit_Index_12,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,30,Cost_Index_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,31,Cost_Index_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,32,Cost_Index_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,33,Cost_Index_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,34,Cost_Index_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,35,Cost_Index_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,36,Cost_Index_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,37,Cost_Index_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,38,Cost_Index_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,39,Cost_Index_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,40,Cost_Index_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,41,Cost_Index_12,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,42,Sales_Trend_Factor,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,43,Units_Trend_Factor,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,44,Cost_Trend_Factor,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,45,Sales_Adj_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,46,Sales_Adj_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,47,Sales_Adj_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,48,Sales_Adj_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,49,Sales_Adj_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,50,Sales_Adj_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,51,Sales_Adj_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,52,Sales_Adj_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,53,Sales_Adj_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,54,Sales_Adj_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,55,Sales_Adj_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,56,Sales_Adj_12,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,57,Units_Adj_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,58,Units_Adj_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,59,Units_Adj_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,60,Units_Adj_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,61,Units_Adj_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,62,Units_Adj_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,63,Units_Adj_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,64,Units_Adj_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,65,Units_Adj_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,66,Units_Adj_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,67,Units_Adj_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,68,Units_Adj_12,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,69,Cost_Adj_1,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,70,Cost_Adj_2,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,71,Cost_Adj_3,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,72,Cost_Adj_4,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,73,Cost_Adj_5,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,74,Cost_Adj_6,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,75,Cost_Adj_7,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,76,Cost_Adj_8,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,77,Cost_Adj_9,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,78,Cost_Adj_10,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,79,Cost_Adj_11,float,True,False,False,,,0,,
dbo,OTB_Plan_Parameters,80,Cost_Adj_12,float,True,False,False,,,0,,
dbo,PFS_System_Parameters,1,Inventory_Carry_Cost,float,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,1,sku,nvarchar(60),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,2,offer,nvarchar(40),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,3,style,nvarchar(20),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,4,colorid,nvarchar(20),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,5,sizeid,nvarchar(20),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,6,itemname,nvarchar(60),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,7,artwork_name,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,8,product_detail,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,9,colorname,nvarchar(60),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,10,gender,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,11,life_cycle,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,12,material_group,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,13,fabric_group,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,14,sleeve_length,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,15,family_match,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,16,pack_size,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,17,vendor,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,18,licensed_property,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,19,licensor,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,20,division,nvarchar(500),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,21,division_specific,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,22,department,nvarchar(500),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,23,class,nvarchar(500),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,24,key_category_view,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,25,exec_view,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,26,pyramid,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,27,season,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,28,season_code,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,29,sub_season,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,30,theme,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,31,capsule,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,32,collection,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,33,start_date,date,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,34,end_date,date,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,35,original_start_date,date,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,36,flow_date,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,37,go_live_date,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,38,gots_cert_date,date,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,39,grs_cert_date,date,True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,40,created_date,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,41,lastmodified,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,42,royalty_code,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,43,_fivetran_deleted,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,44,_fivetran_synced,nvarchar(255),True,False,False,,,0,,
dbo,Product_Dimensions_Hierarchy_Attributes,45,dbt_loaded_at,datetime2(7),True,False,False,,,0,,
dbo,Promo_Model_Detail,1,Promo_ID,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Detail,2,Promo_Level,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Detail,3,Level_Value,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers,1,Promo_ID,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers,2,Promo_Channel,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers,3,Promo_Name,varchar(200),True,False,False,,,0,,
dbo,Promo_Model_Headers,4,Promo_type,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers,5,Promo_Implied_Value,"decimal(18,2)",True,False,False,,,0,,
dbo,Promo_Model_Headers,6,Promo_Start,date,True,False,False,,,0,,
dbo,Promo_Model_Headers,7,Promo_End,date,True,False,False,,,0,,
dbo,Promo_Model_Headers,8,Promo_Lift,"decimal(18,2)",True,False,False,,,0,,
dbo,Promo_Model_Headers,9,Promo_Notes,varchar(1000),True,False,False,,,0,,
dbo,Promo_Model_Headers,10,Last_Update_Date,datetime,True,False,False,,,0,,
dbo,Promo_Model_Headers,11,Last_Update_User,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers,12,Status,nvarchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,1,Promo_ID,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,2,Promo_type,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,3,Promo_Implied_Value,"decimal(18,2)",True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,4,Promo_Start,date,True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,5,Promo_End,date,True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,6,Promo_Lift,"decimal(18,2)",True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,7,Last_Update_Date,datetime,True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,8,Last_Update_User,varchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,9,Status,nvarchar(50),True,False,False,,,0,,
dbo,Promo_Model_Headers_Additional_Waves,10,ID,int,False,True,False,,,0,,
dbo,Promo_Rank_Calculations,1,promo_id,varchar(50),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,2,channel,varchar(50),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,3,offerid,nvarchar(50),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,4,division,nvarchar(50),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,5,department,nvarchar(50),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,6,style,nvarchar(5),True,False,False,,,0,,
dbo,Promo_Rank_Calculations,7,promo_lift,"decimal(18,2)",True,False,False,,,0,,
dbo,Promo_Rank_Calculations,8,level,int,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,9,promo_start,date,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,10,promo_end,date,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,11,Promo_Implied_Value,float,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,12,fiscalyear,smallint,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,13,fiscalWeekOfYear,tinyint,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,14,Nbr_Week_Days,int,True,False,False,,,0,,
dbo,Promo_Rank_Calculations,15,Percent_of_Week,"decimal(38,4)",True,False,False,,,0,,
dbo,Promo_Rank_Calculations,16,Final_Week_Promo_Lift,"decimal(38,6)",True,False,False,,,0,,
dbo,Promo_Rank_Calculations,17,Promo_Rank,bigint,True,False,False,,,0,,
dbo,Receipt_History,1,FiscalYear,smallint,True,False,False,,,0,,
dbo,Receipt_History,2,FiscalPeriodMonth,tinyint,True,False,False,,,0,,
dbo,Receipt_History,3,Inventory_Status,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History,4,Division,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History,5,Department,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History,6,SeasonParentCode,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History,7,Received_Qty,float,True,False,False,,,0,,
dbo,Receipt_History,8,Received_Amt,float,True,False,False,,,0,,
dbo,Receipt_History_Backup,1,FiscalYear,smallint,True,False,False,,,0,,
dbo,Receipt_History_Backup,2,FiscalPeriodMonth,tinyint,True,False,False,,,0,,
dbo,Receipt_History_Backup,3,Inventory_Status,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Backup,4,Division,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Backup,5,Department,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Backup,6,SeasonParentCode,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Backup,7,Received_Qty,float,True,False,False,,,0,,
dbo,Receipt_History_Backup,8,Received_Amt,float,True,False,False,,,0,,
dbo,Receipt_History_Sept2019,1,FiscalYear,smallint,True,False,False,,,0,,
dbo,Receipt_History_Sept2019,2,FiscalPeriodMonth,tinyint,True,False,False,,,0,,
dbo,Receipt_History_Sept2019,3,Inventory_Status,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Sept2019,4,Division,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Sept2019,5,Department,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Sept2019,6,SeasonParentCode,nvarchar(50),True,False,False,,,0,,
dbo,Receipt_History_Sept2019,7,Received_Qty,float,True,False,False,,,0,,
dbo,Receipt_History_Sept2019,8,Received_Amt,float,True,False,False,,,0,,
dbo,SalesDatabyMonth,1,merchplanningchannel,nvarchar(50),True,False,False,,,0,,
dbo,SalesDatabyMonth,2,SeasonParentCode,nvarchar(50),True,False,False,,,0,,
dbo,SalesDatabyMonth,3,division,nvarchar(50),True,False,False,,,0,,
dbo,SalesDatabyMonth,4,Department,nvarchar(50),True,False,False,,,0,,
dbo,SalesDatabyMonth,5,Fiscal_Year,smallint,True,False,False,,,0,,
dbo,SalesDatabyMonth,6,Fiscal_Month,tinyint,True,False,False,,,0,,
dbo,SalesDatabyMonth,7,Demand_Qty,int,True,False,False,,,0,,
dbo,SalesDatabyMonth,8,Retail_Amt,float,True,False,False,,,0,,
dbo,SalesDatabyMonth,9,Cost_Amt,float,True,False,False,,,0,,
dbo,Seasonal_Profile_Index_Library,1,ModelID,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Index_Library,2,Fiscal_Week,bigint,False,False,False,,,0,,
dbo,Seasonal_Profile_Index_Library,3,Index_Value,float,True,False,False,,,0,,
dbo,Seasonal_Profile_Library,1,ModelID,nvarchar(50),False,False,False,,,0,,
dbo,Seasonal_Profile_Library,2,Status,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,3,Name,nvarchar(200),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,4,Channel,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,5,Division,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,6,Department,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,7,Class,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,8,Life Weeks Range,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,9,Order Month,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,10,Notes,nvarchar(500),True,False,False,,,0,,
dbo,Seasonal_Profile_Library,11,Last Updated Date,datetime,True,False,False,,,0,,
dbo,Seasonal_Profile_Library,12,Last Updated Userid,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,1,Channel,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,2,division,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,3,department,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,4,Class,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,5,Style,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,6,OfferID,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,7,Life Weeks Range,varchar(61),False,False,False,,,0,,
dbo,Seasonal_Profile_Sales,8,order_month,int,True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,9,offer_count,int,True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,10,1,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,11,2,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,12,3,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,13,4,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,14,5,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,15,6,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,16,7,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,17,8,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,18,9,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,19,10,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,20,11,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,21,12,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,22,13,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,23,14,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,24,15,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,25,16,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,26,17,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,27,18,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,28,19,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,29,20,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,30,21,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,31,22,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,32,23,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,33,24,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,34,25,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,35,26,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,36,27,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,37,28,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,38,29,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,39,30,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,40,31,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,41,32,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,42,33,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,43,34,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,44,35,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,45,36,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,46,37,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,47,38,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,48,39,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,49,40,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,50,41,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,51,42,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,52,43,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,53,44,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,54,45,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,55,46,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,56,47,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,57,48,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,58,49,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,59,50,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,60,51,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales,61,52,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,1,Channel,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,2,division,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,3,department,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,4,Class,nvarchar(50),True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,5,Life Weeks Range,varchar(61),False,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,6,order_month,int,True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,7,offer_count,int,True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,8,1,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,9,2,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,10,3,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,11,4,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,12,5,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,13,6,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,14,7,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,15,8,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,16,9,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,17,10,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,18,11,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,19,12,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,20,13,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,21,14,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,22,15,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,23,16,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,24,17,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,25,18,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,26,19,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,27,20,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,28,21,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,29,22,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,30,23,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,31,24,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,32,25,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,33,26,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,34,27,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,35,28,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,36,29,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,37,30,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,38,31,"numeric(38,16)",True,False,False,,,0,,
dbo,Seasonal_Profile_Sales_old,39,32,"numeric(38,16)",True,False,False,,,0,,
