roundtrip_status,command,ingestion_output_dir,forward_demand_csv,required_slots_csv,forward_demand_rows,forward_demand_columns,missing_forward_demand_columns,extra_forward_demand_columns,duplicate_item_color_size_keys,fd1_to_fd14_units,required_slot_tiers,required_slots_total,logs
pass,"['C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\.venv\\Scripts\\python.exe', 'C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\scripts\\python\\ingestion_pipeline.py', '--source-file', 'C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\Output\\ForecastAccuracy\\replacement_contract\\no_ml_baseline_2026-06-15_v2\\input\\Product Info for BRG_2026-06-01__no_ml_baseline_2026-06-15_v2.xlsx', '--output-dir', 'C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\Output\\ForecastAccuracy\\replacement_contract\\no_ml_baseline_2026-06-15_v2\\ingestion_output']",C:\Users\labreu\Documents\Projects\ha-zoning-slotting\Output\ForecastAccuracy\replacement_contract\no_ml_baseline_2026-06-15_v2\ingestion_output,C:\Users\labreu\Documents\Projects\ha-zoning-slotting\Output\ForecastAccuracy\replacement_contract\no_ml_baseline_2026-06-15_v2\ingestion_output\FwdDemandCSV_2026-06-15.csv,C:\Users\labreu\Documents\Projects\ha-zoning-slotting\Output\ForecastAccuracy\replacement_contract\no_ml_baseline_2026-06-15_v2\ingestion_output\RequiredSlots_2026-06-15.csv,36908,36,[],[],0,446554.0,226,20237.2,"{'stdout': 'C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\Output\\ForecastAccuracy\\replacement_contract\\no_ml_baseline_2026-06-15_v2\\logs\\ingestion_stdout.log', 'stderr': 'C:\\Users\\labreu\\Documents\\Projects\\ha-zoning-slotting\\Output\\ForecastAccuracy\\replacement_contract\\no_ml_baseline_2026-06-15_v2\\logs\\ingestion_stderr.log'}"
