Division,Department,Class,KeyCategoryView,Sale2025Units,Baseline2025Units,Baseline2025DailyUnits,BaselineExpected2025Units,CategoryLift2025,Sale2025Share,CurrentBaselineObservedDays,CurrentBaselineDailyUnits,CurrentExpectedBy2025Lift,hybrid_ml_raw_min20_recent_w0p05,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x0p85,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x1p0,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x1p1,hybrid_ml_raw_min20_recent_w0p1,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x0p85,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x1p0,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x1p1,recent_no_ml_no_promo_floor,CurrentPromoSkuDays,CurrentPromoSKUs,CurrentMaxDiscount,CurrentAvgDiscount,CurrentPDLAvailInv,GapVsHybrid10Cap085,LiftExpectedToHybridRatio
Collab Apparel,C Baby/Toddler,C BT jkt/vest,Collab Baby,91.0,87.0,3.107142857142857,43.5,2.0919540229885056,0.00019191429234240883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Collab Apparel,C Baby/Toddler,C BT set,Collab Baby,131.0,81.0,2.892857142857143,40.5,3.234567901234568,0.0002762722230423688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4819803010459465,79.0,11.0,0.7000000000000001,0.5840826873385013,1357.0,0.0,
Boys,B top,B SL top,Top,21.0,23.0,0.8214285714285714,11.5,1.826086956521739,4.4287913617478964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,11.0,0.0,0.0,0.0,0.0,
Baby Apparel,Bby short,Bby w short,Short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,
Baby Apparel,Bby outerwear,Bby vest,Jacket,1.0,0.0,0.0,0.0,0.0,2.1089482674989982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Collab Apparel,C Baby-Toddler,C BT jkt-vest,Collab Baby,182.0,215.0,7.678571428571429,107.5,1.6930232558139535,0.00038382858468481766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Collab Sleepwear,CS W sleep,CS W nightgown,Sleep,72.0,26.0,0.9285714285714286,13.0,5.538461538461538,0.00015184427525992788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Girls,G skirt,G w skirt,Skirt,2.0,0.0,0.0,0.0,0.0,4.2178965349979965e-06,19.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.948515145845562,112.0,16.0,0.7000000000000001,0.7000000000000001,0.0,0.0,
Girls,G 1pc,G LS 1pc,1pc,14.0,15.0,0.5357142857142857,7.5,1.8666666666666667,2.9525275744985977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,11.0,0.0,0.0,0.0,0.0,
Girls,G 1pc,G SS 1pc,1pc,67.0,43.0,1.5357142857142858,21.5,3.116279069767442,0.00014129953392243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,0.0,0.0,
W Kids Unisex Sleep,WS KU non cotton,WS KU non cttn nightgown,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1972280244917,84.0,12.0,0.0,0.0,0.0,0.0,
W Kids Unisex Sleep,WS KU SJ,WS KU SJ stripe,M&B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497425757292278,0.0,0.0,0.0,0.0,0.0,0.0,
W Kids Unisex Slee,WS KU SJ,WS KU SJ print,M+B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497425757292278,35.0,5.0,0.0,0.0,0.0,0.0,
W Kids Unisex Slee,WS KU non cotton,WS KU non cttn PJ,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,
Kids Unders,U G underwear,U G unders top,Underwear,1014.0,1544.0,55.142857142857146,772.0,1.3134715025906736,0.002138473543243984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,11.0,0.0,0.0,0.0,0.0,
Kids Accessories,KA shoes,KA G shoe,Accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,
Kids Unisex Sleep,S KU non cotton,S KU non cttn 1pc,Sleep,0.0,8.0,0.2857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,15.0,0.0,0.0,0.0,0.0,
Kids Unisex Sleep,S KU LJ,S KU LJ misc,Sleep,401.0,87.0,3.107142857142857,43.5,9.218390804597702,0.0008456882552670983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
W Baby Apparel,WBby dress,WBby LS dress,M&B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,
W Baby Apparel,WBby dress,WBby SL dress,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.601981044305987,0.0,0.0,0.0,0.0,0.0,0.0,
W Baby Apparel,WBby 1pc,WBby SS 1pc,M&B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4613863593841705,0.0,0.0,0.0,0.0,0.0,0.0,
W Baby Apparel,WBby bodysuit,WBby LS bodysuit,M&B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740990150522973,0.0,0.0,0.0,0.0,0.0,0.0,
Kids Unders,U B underwear,U B unders top,Underwear,85.0,55.0,1.9642857142857142,27.5,3.090909090909091,0.00017926060273741484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,
W Baby Apparel,WBby pant,WBby k pant,M&B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.212673480738031,56.0,8.0,0.0,0.0,0.0,0.0,
Kids Accessories,KA costume accessories,KA costume accessories misc,Accessories,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,16.663762869291315,98.0,8.0,0.7000000000000001,0.2384615384615385,805.0,-1.0,0.0
Collab Apparel,C Baby,C Bby dress,Collab Baby,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14.176634082829924,42.0,6.0,0.6,0.6,488.0,-1.0,0.0
Collab Apparel,C Kids Unisex,C KU pant,Collab Kids Uni,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,14.425346961476063,112.0,16.0,0.5002500000000001,0.5002500000000001,25.0,-2.0,0.0
Kids Unisex,KU outerwear,KU vest,Jacket,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.210526315789474,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,34.32237725316718,168.0,24.0,0.6000000000000001,0.6000000000000002,1107.0,-3.0,0.0
Collab Sleepwear,CS Baby sleep,CS Bby footed,Sleep,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.3157894736842106,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,36.80950603962858,42.0,6.0,0.5,0.5,76.0,-3.0,0.0
Collab Apparel,C Girl,C G set,Collab Girl,0.0,4.0,0.14285714285714285,2.0,0.0,0.0,19.0,6.052631578947368,0.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,86.55208176885638,140.0,14.0,0.62,0.5995652173913043,4443.0,-8.0,0.0
W Baby Accessories,WBA hats,WBA pilot/knot hat,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,148.23287567309887,0.0,0.0,0.0,0.0,0.0,-9.0,0.0
Adult Sleep,S AU sleepwear,S AU misc,Sleep,6.0,3.0,0.10714285714285714,1.5,4.0,1.265368960499399e-05,19.0,0.2631578947368421,14.736842105263158,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,5.969109087507337,154.0,20.0,0.5001,0.3909727272727273,6.0,-13.263157894736842,0.5263157894736842
Boys,B sweater,B swtr cardigan,Sweater,2.0,13.0,0.4642857142857143,6.5,0.3076923076923077,4.2178965349979965e-06,19.0,4.105263157894737,17.68421052631579,29.0,29.0,29.0,29.0,36.0,36.0,36.0,36.0,69.14218026362664,448.0,64.0,0.7000000000000001,0.7000000000000001,355.0,-18.31578947368421,0.4912280701754386
Collab Apparel,C Girl,C G top,Collab Girl,42.0,73.0,2.607142857142857,36.5,1.1506849315068493,8.857582723495793e-05,0.0,0.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,112.0,16.0,0.0,0.0,0.0,-24.0,0.0
Baby Apparel,Bby 1pc,Bby LS 1pc,1pc,119.0,99.0,3.5357142857142856,49.5,2.404040404040404,0.00025096484383238077,19.0,5.368421052631579,180.68261562998407,204.0,204.0,204.0,204.0,207.0,207.0,207.0,207.0,96.74930979334808,924.0,122.0,0.7000000000000001,0.4799023998004903,919.0,-26.31738437001593,0.8728628774395366
Baby Accessories,BA hats,BA sweater hat,Accessories,23.0,19.0,0.6785714285714286,9.5,2.4210526315789473,4.850581015247696e-05,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,49.0,7.0,0.7000000000000001,0.7000000000000001,2.0,-28.0,0.0
Adult Apparel,O unisex apparel,O unisex apparel top,Top,0.0,1.0,0.03571428571428571,0.5,0.0,0.0,19.0,0.47368421052631576,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,13.927921204183786,280.0,33.0,0.6000000000000001,0.3280952380952381,2003.0,-28.0,0.0
Kids Unisex,KU sweater,KU swtr cardigan,Sweater,3.0,0.0,0.0,0.0,0.0,6.326844802496995e-06,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.746138635938417,112.0,16.0,0.0,0.0,0.0,-28.0,0.0
Collab Accessories,CA misc,CA misc sock-tight,Collab Access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,56.0,8.0,0.5003846153846154,0.5003846153846154,3.0,-28.0,0.0
Collab Apparel,C Baby-Toddler,C BT swimwear,Collab Baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,12.43564393230695,49.0,7.0,0.52,0.52,224.0,-28.0,0.0
Collab Apparel,C Baby,C Bby 1pc,Collab Baby,321.0,244.0,8.714285714285714,121.99999999999999,2.6311475409836067,0.0006769723938671784,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.248712878646139,91.0,13.0,0.0,0.0,0.0,-28.0,0.0
Baby Accessories,BA hats,BA sun hat,Accessories,742.0,545.0,19.464285714285715,272.5,2.7229357798165137,0.0015648396144842566,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,28.0,4.0,0.0,0.0,0.0,-29.0,0.0
Collab Apparel,C Boy,C B jkt-vest,Collab Boy,0.0,2.0,0.07142857142857142,1.0,0.0,0.0,19.0,0.7894736842105263,0.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,8.953663631261005,21.0,3.0,0.5,0.5,66.0,-29.0,0.0
Baby Apparel,Bby outerwear,Bby OW,Outerwear,9.0,255.0,9.107142857142858,127.5,0.07058823529411765,1.8980534407490985e-05,19.0,1.368421052631579,1.3523219814241487,28.0,28.0,28.0,28.0,31.0,31.0,31.0,31.0,29.348119680244405,273.0,34.0,0.6000000000000001,0.49705882352941183,1482.0,-29.647678018575853,0.04362328972335964
Kids Unisex,KU top,KU SL top,Top,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.68421052631579,0.0,15.0,15.0,15.0,15.0,31.0,31.0,31.0,31.0,290.4966422586904,112.0,16.0,0.48,0.48,98.0,-31.0,0.0
Kids Accessories,KA hats,KA sun hat,Accessories,1115.0,1590.0,56.785714285714285,795.0,1.4025157232704402,0.002351477318261383,19.0,0.8947368421052632,17.56835484938762,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,18.15604014116815,84.0,12.0,0.53,0.53,28.0,-35.43164515061238,0.3314783933846721
Collab Apparel,C Boy,C B set,Collab Boy,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.368421052631579,0.0,32.0,32.0,32.0,32.0,39.0,39.0,39.0,39.0,104.4594090313784,96.0,8.0,0.5001249999999999,0.5001041666666666,652.0,-39.0,0.0
Collab Apparel,C Boy,C B jkt/vest,Collab Boy,1.0,8.0,0.2857142857142857,4.0,0.25,2.1089482674989982e-06,0.0,0.0,0.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,35.0,5.0,0.5,0.5,66.0,-42.0,0.0
Collab Apparel,C Girl,C G skirt,Collab Girl,39.0,41.0,1.4642857142857142,20.5,1.9024390243902438,8.224898243246093e-05,19.0,0.631578947368421,16.821566110397942,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,9.202376509907143,224.0,32.0,0.6000000000000001,0.6000000000000002,0.0,-42.17843388960206,0.2851112900067448
Other,S Pet Johns,S pet johns stripe,Sleep,132.0,63.0,2.25,31.5,4.190476190476191,0.0002783811713098678,0.0,0.0,0.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,1.492277271876834,175.0,25.0,0.0,0.0,0.0,-43.0,0.0
Adult Apparel,O womens apparel,O womens apparel top,Top,22.0,100.0,3.5714285714285716,50.0,0.44,4.639686188497796e-05,19.0,2.8421052631578947,17.507368421052632,58.0,58.0,58.0,58.0,62.0,62.0,62.0,62.0,51.23485300110464,224.0,32.0,0.49,0.48999999999999994,146.0,-44.49263157894737,0.28237691001697796
Girls,G sets,G LS set,Set,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.94736842105263,0.0,34.0,34.0,34.0,34.0,56.0,56.0,56.0,56.0,311.6372369436122,462.0,66.0,0.6068539325842697,0.5222558168192053,919.0,-56.0,0.0
Kids Accessories,KA hats,KA sweater hat,Accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.994851514584556,56.0,8.0,0.0,0.0,0.0,-56.0,0.0
Collab Apparel,C Girl,C G short,Collab Girl,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.2631578947368425,0.0,53.0,53.0,53.0,53.0,57.0,57.0,57.0,57.0,52.72713027298147,112.0,8.0,0.2,0.2,559.0,-57.0,0.0
Collab Apparel,C Kids Unisex,C KU jkt/vest,Collab Kids Uni,166.0,178.0,6.357142857142857,89.0,1.8651685393258426,0.00035008541240483373,0.0,0.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,154.0,22.0,0.7000000000000001,0.7000000000000001,210.0,-59.0,0.0
Collab Apparel,C Baby-Toddler,C BT pant,Collab Baby,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.8947368421052633,0.0,56.0,56.0,56.0,56.0,59.0,59.0,59.0,59.0,54.96554618079672,35.0,5.0,0.5,0.5,467.0,-59.0,0.0
Collab Apparel,C Adult,C Womens,Collab Adult,1.0,3.0,0.10714285714285714,1.5,0.6666666666666666,2.1089482674989982e-06,19.0,0.05263157894736842,0.49122807017543857,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,9.699802267199422,84.0,12.0,0.2,0.2,166.0,-63.50877192982456,0.007675438596491228
Baby Apparel,Bby top,Bby SL top,Top,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,49.0,7.0,0.0,0.0,0.0,-70.0,0.0
Baby Accessories,BA hats,BA pilot/knot hat,Accessories,263.0,219.0,7.821428571428571,109.5,2.401826484018265,0.0005546533943522365,19.0,0.15789473684210525,5.30930064888248,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,7.4613863593841705,70.0,9.0,0.7000000000000001,0.6450000000000001,1364.0,-72.69069935111752,0.06806795703695487
Collab Sleepwear,CS W sleep,CS W SJ,Sleep,74.0,45.0,1.6071428571428572,22.5,3.2888888888888888,0.00015606217179492586,0.0,0.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0
Collab Apparel,C Baby-Toddler,C BT set,Collab Baby,0.0,3.0,0.10714285714285714,1.5,0.0,0.0,19.0,24.736842105263158,0.0,68.0,68.0,68.0,68.0,86.0,86.0,86.0,86.0,304.92198922016644,491.0,53.0,0.7000000000000001,0.3640431253170979,1357.0,-86.0,0.0
Kids Unisex,KU sweater,KU swtr pullover,Sweater,0.0,9.0,0.32142857142857145,4.5,0.0,0.0,19.0,3.8421052631578947,0.0,87.0,87.0,87.0,87.0,89.0,89.0,89.0,89.0,50.240001486520086,728.0,88.0,0.7000000000000001,0.38333333333333336,2336.0,-89.0,0.0
Kids Unisex,KU outerwear,KU ow,Outerwear,3.0,0.0,0.0,0.0,0.0,6.326844802496995e-06,19.0,12.157894736842104,0.0,79.0,79.0,79.0,79.0,93.0,93.0,93.0,93.0,241.99763092269328,896.0,88.0,0.7000000000000001,0.4253623188405796,4433.0,-93.0,0.0
Collab Apparel,C Baby/Toddler,C BT top,Collab Baby,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.05263157894736842,0.0,119.0,119.0,119.0,119.0,120.0,120.0,120.0,120.0,18.902178777106567,168.0,24.0,0.7000000000000001,0.5583333333333333,614.0,-120.0,0.0
Collab Apparel,C Adult,C Adult Unisex,Collab Adult,255.0,380.0,13.571428571428571,190.0,1.3421052631578947,0.0005377818082122445,19.0,7.684210526315789,144.38227146814404,261.0,261.0,261.0,261.0,267.0,267.0,267.0,267.0,121.86931053660813,413.0,58.0,0.6026923076923076,0.5366646316646317,526.0,-122.61772853185596,0.5407575710417379
Girls,G outerwear,G jkt,Jacket,0.0,1.0,0.03571428571428571,0.5,0.0,0.0,19.0,5.842105263157895,0.0,130.0,130.0,130.0,130.0,137.0,137.0,137.0,137.0,139.77663779913013,357.0,51.0,0.7000000000000001,0.6350505050505051,343.0,-137.0,0.0
Collab Apparel,C Kids Unisex,C KU set,Collab Kids Uni,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.894736842105264,0.0,150.0,150.0,150.0,150.0,157.0,157.0,157.0,157.0,182.3065400476199,176.0,24.0,0.58,0.508,218.0,-157.0,0.0
Collab Sleepwear,CS AU sleep,CS AU Pajama,Sleep,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.368421052631579,0.0,154.0,154.0,154.0,154.0,164.0,164.0,164.0,164.0,154.94812339654462,728.0,104.0,0.6000000000000001,0.4988181818181818,1723.0,-164.0,0.0
Girls,G sweater,G swtr pullover,Sweater,22.0,51.0,1.8214285714285714,25.5,0.8627450980392157,4.639686188497796e-05,19.0,15.105263157894736,182.44788441692467,348.0,348.0,348.0,348.0,358.0,358.0,358.0,358.0,260.89980969979985,1309.0,163.0,0.7000000000000001,0.4875000000000001,2772.0,-175.55211558307533,0.5096309620584488
Kids Unisex,KU short,KU w short,Short,0.0,0.0,0.0,0.0,0.0,0.0,19.0,38.05263157894737,0.0,157.0,157.0,157.0,157.0,180.0,180.0,180.0,180.0,518.3176390985537,352.0,40.0,0.56,0.42977272727272725,1085.0,-180.0,0.0
Adult Sleep,S AU sleepwear,S AU SJ,Sleep,289.0,1049.0,37.464285714285715,524.5,0.5510009532888466,0.0006094860493072105,19.0,7.526315789473684,58.05810044654057,257.0,257.0,257.0,257.0,270.0,270.0,270.0,270.0,294.4760483170286,524.0,72.0,0.5001249999999999,0.47672499999999995,0.0,-211.94189955345942,0.21503000165385397
Baby Apparel,Bby sweater,Bby swtr cardigan,Sweater,24.0,65.0,2.3214285714285716,32.5,0.7384615384615385,5.061475841997596e-05,19.0,15.578947368421053,161.06234817813765,375.0,375.0,375.0,375.0,387.0,387.0,387.0,387.0,268.361196059184,882.0,119.0,0.7000000000000001,0.5384159694699009,2048.0,-225.93765182186235,0.4161817782380818
Baby Apparel,Bby top,Bby LS top,Top,4.0,0.0,0.0,0.0,0.0,8.435793069995993e-06,19.0,8.631578947368421,0.0,314.0,314.0,314.0,314.0,321.0,321.0,321.0,321.0,134.05624159026894,749.0,107.0,0.6001818181818181,0.5745627313862608,414.0,-321.0,0.0
Baby Apparel,Bby top,Bby SS top,Top,0.0,0.0,0.0,0.0,0.0,0.0,19.0,151.8421052631579,0.0,878.0,878.0,878.0,878.0,964.0,964.0,964.0,964.0,2644.066612887104,952.0,111.0,0.55,0.37717898832684826,1581.0,-964.0,0.0
