PickYear,LocProfileId,SourceLocation,SourceZone,SKU,PickLines,DistinctOrders,PickUnits,FirstPickDate,LastPickDate,SourceSchema
2023,invalid,16-127Z,Invalid,67403-359-150,1,1,1.0,2023-11-30,2023-11-30,DAX_Archive.arc
2022,W001,07-146X,W001,62027-TW3-80,1,1,1.0,2022-02-11,2022-02-11,DAX_Archive.arc
2022,invalid,07-001D,Invalid,48879-FX7-S,15,15,15.0,2022-01-09,2022-07-13,DAX_Archive.arc
2022,W001,07-060W,W001,66982-PJ9-120,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2025,invalid,34-018Y,Invalid,82815-2RR-130,33,33,33.0,2025-01-21,2025-03-17,DAX_Archive.arc
2023,invalid,17-047Z,Invalid,80057-015-120,60,60,62.0,2023-01-03,2023-01-05,DAX_Archive.arc
2022,invalid,17-132Y,Invalid,60008-TN7-60,102,102,106.0,2022-05-12,2022-09-25,DAX_Archive.arc
2022,W001,07-121W,W001,66954-011-90,3,3,3.0,2022-02-11,2022-02-13,DAX_Archive.arc
2025,invalid,34-002Z,Invalid,82816-2RS-110,38,37,39.0,2025-01-21,2025-05-09,DAX_Archive.arc
2022,invalid,19-139W,Invalid,66736-XE4-140,5,5,5.0,2022-07-23,2022-07-27,DAX_Archive.arc
2022,W001,07-030W,W001,67247-GF2-75,1,1,1.0,2022-01-22,2022-01-22,DAX_Archive.arc
2022,W001,07-118C,W001,67188-GF2-130,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,invalid,18-130C,Invalid,67377-VX9-90,127,127,128.0,2022-12-09,2022-12-30,DAX_Archive.arc
2025,W001,07-146B,W001,82585-3BA-80,5,5,9.0,2025-02-03,2025-12-28,DAX_Archive.arc
2022,invalid,09-145D,Invalid,47319-QE5-140,1,1,1.0,2022-02-07,2022-02-07,DAX_Archive.arc
2024,W001,07-020Z,W001,82816-2RS-110,20,20,20.0,2024-11-18,2024-11-19,DAX_Archive.arc
2022,invalid,29-138Z,Invalid,67390-WL0-130,8,8,9.0,2022-01-04,2022-01-17,DAX_Archive.arc
2022,W001,07-110W,W001,44403-VK3-XS,13,13,13.0,2022-01-19,2022-04-01,DAX_Archive.arc
2022,invalid,17-129D,Invalid,60600-VW2-160,34,34,34.0,2022-03-13,2022-03-28,DAX_Archive.arc
2022,W001,07-016Z,W001,67855-VZ1-140,4,4,4.0,2022-07-09,2022-07-10,DAX_Archive.arc
2022,invalid,18-129C,Invalid,80022-025-XL,57,57,58.0,2022-11-23,2022-12-30,DAX_Archive.arc
2022,W001,07-060Y,W001,66949-JG8-60,1,1,1.0,2022-01-28,2022-01-28,DAX_Archive.arc
2022,W001,07-070W,W001,44223-CW2-85,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2023,invalid,17-136X,Invalid,80053-021-S,1,1,1.0,2023-11-04,2023-11-04,DAX_Archive.arc
2022,W001,07-050W,W001,67243-GF2-70,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2022,W001,07-143D,W001,57826-A91-100,1,1,1.0,2022-01-27,2022-01-27,DAX_Archive.arc
2022,invalid,26-135C,Invalid,67472-011-130,151,151,156.0,2022-07-12,2022-07-20,DAX_Archive.arc
2022,invalid,07-004B,Invalid,67602-WS9-130,490,490,512.0,2022-06-21,2022-08-01,DAX_Archive.arc
2022,invalid,18-128B,Invalid,68014-XH6-90,59,59,60.0,2022-10-10,2022-11-27,DAX_Archive.arc
2022,W001,07-071Y,W001,66961-VD8-85,1,1,1.0,2022-01-03,2022-01-03,DAX_Archive.arc
2022,W001,07-044W,W001,67124-QR7-XL,1,1,1.0,2022-02-25,2022-02-25,DAX_Archive.arc
2022,invalid,17-048Z,Invalid,60008-XS9-70,1,1,1.0,2022-12-20,2022-12-20,DAX_Archive.arc
2022,invalid,19-138C,Invalid,65291-B42-130,2,2,2.0,2022-01-02,2022-01-02,DAX_Archive.arc
2022,invalid,07-005D,Invalid,67396-WV1-140,1,1,1.0,2022-06-10,2022-06-10,DAX_Archive.arc
2022,W001,07-035C,W001,67468-BD4-100,1,1,1.0,2022-02-26,2022-02-26,DAX_Archive.arc
2022,W001,07-031A,W001,67844-C20-120,1,1,1.0,2022-06-16,2022-06-16,DAX_Archive.arc
2022,invalid,07-017D,Invalid,67711-VZ2-70,1,1,1.0,2022-06-25,2022-06-25,DAX_Archive.arc
2022,invalid,22-139Y,Invalid,67540-VW2-120,54,54,55.0,2022-01-23,2022-03-28,DAX_Archive.arc
2022,W001,07-142Z,W001,65602-VM8-75,1,1,1.0,2022-02-18,2022-02-18,DAX_Archive.arc
2022,W001,07-045D,W001,61961-SX2-110,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2023,invalid,18-120C,Invalid,81148-75Z-90,29,29,29.0,2023-10-30,2023-11-15,DAX_Archive.arc
2022,W001,07-105Y,W001,60312-A91-110,1,1,1.0,2022-02-07,2022-02-07,DAX_Archive.arc
2022,W001,07-098Z,W001,59852-VM2-120,2,2,2.0,2022-01-25,2022-01-26,DAX_Archive.arc
2022,W001,07-026X,W001,67214-GF2-120,1,1,1.0,2022-01-30,2022-01-30,DAX_Archive.arc
2022,W001,07-025B,W001,60363-UT6-100,1,1,1.0,2022-01-30,2022-01-30,DAX_Archive.arc
2026,invalid,07-003A,Invalid,83917-4CF-130,24,24,24.0,2026-01-09,2026-01-20,DAX_Archive.arc
2025,invalid,34-026Z,Invalid,82791-39T-85,82,82,82.0,2025-07-02,2025-08-31,DAX_Archive.arc
2022,invalid,18-137C,Invalid,46239-B42-140,77,77,81.0,2022-04-18,2022-05-11,DAX_Archive.arc
2022,invalid,07-005A,Invalid,60284-A91-120,1,1,1.0,2022-02-23,2022-02-23,DAX_Archive.arc
2022,invalid,17-129X,Invalid,67706-WY2-90,31,31,33.0,2022-05-25,2022-06-24,DAX_Archive.arc
2022,W001,07-038X,W001,42067-75Z-150,20,20,21.0,2022-01-12,2022-02-17,DAX_Archive.arc
2022,W001,07-089X,W001,67234-M23-80,3,3,3.0,2022-01-10,2022-01-12,DAX_Archive.arc
2022,invalid,20-134D,Invalid,67395-WH8-140,93,93,95.0,2022-01-17,2022-03-07,DAX_Archive.arc
2022,W001,07-139B,W001,67201-VK3-90,1,1,1.0,2022-02-02,2022-02-02,DAX_Archive.arc
2022,invalid,08-045W,Invalid,47107-FX9-1,21,21,21.0,2022-01-05,2022-06-21,DAX_Archive.arc
2022,W001,07-108Z,W001,65605-UC7-80,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2022,invalid,08-044Z,Invalid,65290-011-130,2,2,2.0,2022-01-06,2022-01-10,DAX_Archive.arc
2025,W001,07-128F,W001,82484-3AC-85,2,2,2.0,2025-03-28,2025-04-28,DAX_Archive.arc
2022,W001,07-105W,W001,67085-GF2-130,1,1,1.0,2022-02-05,2022-02-05,DAX_Archive.arc
2022,invalid,22-140C,Invalid,67408-78M-140,137,137,137.0,2022-04-05,2022-07-27,DAX_Archive.arc
2022,W001,07-110X,W001,52622-Q84-XS/S,1,1,1.0,2022-02-19,2022-02-19,DAX_Archive.arc
2024,invalid,17-136D,Invalid,80854-CK7-110,99,99,100.0,2024-01-04,2024-01-07,DAX_Archive.arc
2022,W001,07-054Z,W001,51194-011-130,2,2,2.0,2022-02-17,2022-02-19,DAX_Archive.arc
2022,invalid,19-136B,Invalid,67472-VX6-120,57,57,59.0,2022-05-02,2022-05-09,DAX_Archive.arc
2022,W001,07-029Z,W001,67048-F04-150,1,1,1.0,2022-01-07,2022-01-07,DAX_Archive.arc
2022,W001,07-097X,W001,67193-76X-110,1,1,1.0,2022-02-07,2022-02-07,DAX_Archive.arc
2022,W001,07-018W,W001,65593-M23-85,1,1,1.0,2022-02-06,2022-02-06,DAX_Archive.arc
2026,W001,07-075H,W001,82483-3AE-85,1,1,1.0,2026-02-25,2026-02-25,DAX_Archive.arc
2022,W001,07-080X,W001,43197-011-120,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2022,invalid,07-002D,Invalid,33081-VF3-90,1,1,1.0,2022-06-07,2022-06-07,DAX_Archive.arc
2022,W001,07-054X,W001,66921-76X-75,1,1,1.0,2022-01-27,2022-01-27,DAX_Archive.arc
2022,invalid,26-137B,Invalid,65602-PH7-50,80,80,84.0,2022-03-02,2022-03-17,DAX_Archive.arc
2022,W001,07-038C,W001,67179-76X-100,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2026,W001,07-032G,W001,82585-3BC-90,5,5,8.0,2026-01-30,2026-02-28,DAX_Archive.arc
2022,W001,07-039W,W001,65203-VJ7-XS,2,2,2.0,2022-01-14,2022-01-17,DAX_Archive.arc
2022,W001,07-003W,W001,47107-FX9-5,1,1,1.0,2022-03-23,2022-03-23,DAX_Archive.arc
2022,W001,07-116W,W001,67218-A79-100,1,1,1.0,2022-01-13,2022-01-13,DAX_Archive.arc
2023,invalid,16-132Y,Invalid,80408-C20-140,94,94,96.0,2023-05-21,2023-06-15,DAX_Archive.arc
2022,W001,07-139X,W001,65602-UU3-60,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,invalid,17-045W,Invalid,50754-NL1-M,162,162,198.0,2022-05-25,2022-06-18,DAX_Archive.arc
2026,W001,07-029Z,W001,84417-6BR-80,4,4,5.0,2026-05-12,2026-05-23,DAX_Archive.arc
2022,invalid,31-136A,Invalid,65602-UC3-70,1,1,1.0,2022-05-29,2022-05-29,DAX_Archive.arc
2022,invalid,07-040D,Invalid,67686-WY5-120,1,1,1.0,2022-06-10,2022-06-10,DAX_Archive.arc
2022,W001,07-133Z,W001,65605-UC7-70,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,invalid,34-007Z,Invalid,62618-RA9-130,677,677,739.0,2022-11-10,2022-12-30,DAX_Archive.arc
2022,W001,07-142W,W001,66982-RY2-110,1,1,1.0,2022-02-12,2022-02-12,DAX_Archive.arc
2022,invalid,30-136Y,Invalid,65203-FU8-XS,31,31,36.0,2022-04-08,2022-07-18,DAX_Archive.arc
2023,invalid,17-133B,Invalid,80461-296-110,94,94,95.0,2023-03-21,2023-06-24,DAX_Archive.arc
2023,invalid,16-136X,Invalid,80024-025-85,56,56,62.0,2023-11-15,2023-11-21,DAX_Archive.arc
2022,W001,07-054X,W001,67218-76X-120,1,1,1.0,2022-01-12,2022-01-12,DAX_Archive.arc
2022,W001,07-017Y,W001,67207-SR4-85,1,1,1.0,2022-01-14,2022-01-14,DAX_Archive.arc
2023,invalid,18-122D,Invalid,80653-437-85,49,49,49.0,2023-05-13,2023-06-28,DAX_Archive.arc
2022,invalid,23-140Y,Invalid,67255-75Z-S,8,8,8.0,2022-01-17,2022-01-18,DAX_Archive.arc
2025,W001,07-089G,W001,82486-3AZ-100,2,2,2.0,2025-05-07,2025-11-21,DAX_Archive.arc
2025,W001,07-039E,W001,83441-3NC-50,1,1,2.0,2025-10-01,2025-10-01,DAX_Archive.arc
2022,W001,07-026X,W001,66957-SR4-130,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2023,invalid,17-133Z,Invalid,80032-XU5-110,1,1,1.0,2023-10-05,2023-10-05,DAX_Archive.arc
2022,W001,07-073Y,W001,67066-SR4-120,1,1,1.0,2022-01-30,2022-01-30,DAX_Archive.arc
2022,W001,07-054A,W001,67011-GF2-110,1,1,1.0,2022-01-07,2022-01-07,DAX_Archive.arc
2023,invalid,08-048W,Invalid,40666-069-S,1,1,1.0,2023-01-22,2023-01-22,DAX_Archive.arc
2022,W001,07-002Z,W001,67474-W83-120,1,1,1.0,2022-05-11,2022-05-11,DAX_Archive.arc
2022,W001,07-099Y,W001,60599-XH5-140,2,2,3.0,2022-08-01,2022-08-01,DAX_Archive.arc
2022,invalid,21-135X,Invalid,67472-UQ2-150,190,190,193.0,2022-04-25,2022-07-27,DAX_Archive.arc
2022,invalid,07-015A,Invalid,67680-WY8-120,1,1,1.0,2022-07-19,2022-07-19,DAX_Archive.arc
2022,invalid,09-147D,Invalid,47433-VG3-120,1,1,1.0,2022-01-09,2022-01-09,DAX_Archive.arc
2022,W001,07-022X,W001,67385-G31-150,51,51,51.0,2022-07-14,2022-07-30,DAX_Archive.arc
2024,W001,07-070Z,W001,82486-3BA-100,2,2,2.0,2024-11-18,2024-12-10,DAX_Archive.arc
2023,invalid,17-130Z,Invalid,67517-SK3-110,4,4,4.0,2023-07-10,2023-07-11,DAX_Archive.arc
2022,W001,07-114D,W001,59818-015-140,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2022,W001,07-109X,W001,52706-NP0-140,2,2,2.0,2022-01-08,2022-01-10,DAX_Archive.arc
2022,invalid,19-137B,Invalid,45850-011-140,11,11,11.0,2022-04-04,2022-04-27,DAX_Archive.arc
2022,W001,07-037Y,W001,67547-78M-60,1,1,1.0,2022-06-05,2022-06-05,DAX_Archive.arc
2024,W001,07-013X,W001,82187-QX6-M,1,1,1.0,2024-11-12,2024-11-12,DAX_Archive.arc
2025,W001,07-007W,W001,82307-1WO-60,14,14,14.0,2025-01-21,2025-04-11,DAX_Archive.arc
2026,W001,07-134W,W001,82478-3AQ-70,7,7,8.0,2026-04-07,2026-06-08,DAX_Archive.arc
2022,invalid,32-134A,Invalid,67392-WC9-130,2,2,2.0,2022-06-28,2022-06-28,DAX_Archive.arc
2022,invalid,07-012C,Invalid,67180-NU3-100,2,2,2.0,2022-01-13,2022-01-15,DAX_Archive.arc
2022,invalid,24-134C,Invalid,52382-SR4-70,88,88,95.0,2022-01-09,2022-01-13,DAX_Archive.arc
2025,W001,07-053I,W001,82478-3MU-70,10,10,15.0,2025-09-26,2025-11-06,DAX_Archive.arc
2026,W001,07-082F,W001,84409-6BS-75,2,2,3.0,2026-04-08,2026-04-09,DAX_Archive.arc
2022,invalid,25-137C,Invalid,57822-A91-130,2,2,3.0,2022-07-28,2022-07-28,DAX_Archive.arc
2022,invalid,17-043X,Invalid,67408-78M-150,55,55,57.0,2022-07-18,2022-08-13,DAX_Archive.arc
2022,W001,07-059W,W001,66982-RY2-100,3,3,3.0,2022-02-02,2022-02-05,DAX_Archive.arc
2022,W001,07-057A,W001,67051-990-150,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2025,invalid,34-002X,Invalid,84001-2VA-S,106,104,112.0,2025-10-14,2025-11-25,DAX_Archive.arc
2022,invalid,09-143W,Invalid,67020-US8-130,1,1,1.0,2022-02-12,2022-02-12,DAX_Archive.arc
2022,W001,07-032A,W001,67871-VZ1-130,1,1,1.0,2022-07-01,2022-07-01,DAX_Archive.arc
2022,W001,07-028D,W001,67225-M23-90,3,3,3.0,2022-02-12,2022-03-08,DAX_Archive.arc
2022,W001,07-086X,W001,66947-UT3-75,1,1,1.0,2022-03-21,2022-03-21,DAX_Archive.arc
2023,invalid,17-133X,Invalid,81091-739-110,60,60,61.0,2023-11-27,2023-12-08,DAX_Archive.arc
2025,W001,07-039A,W001,82585-3NE-60,3,3,5.0,2025-04-25,2025-10-01,DAX_Archive.arc
2022,W001,07-037D,W001,47149-FU8-85,2,2,2.0,2022-02-16,2022-02-28,DAX_Archive.arc
2022,W001,07-126C,W001,50282-PF2-M,1,1,1.0,2022-01-09,2022-01-09,DAX_Archive.arc
2022,W001,07-139C,W001,47929-16N-L,21,21,22.0,2022-02-26,2022-04-12,DAX_Archive.arc
2022,W001,07-017X,W001,50265-QX6-XL,1,1,1.0,2022-01-11,2022-01-11,DAX_Archive.arc
2026,W001,07-078A,W001,84409-6BV-70,1,1,2.0,2026-05-21,2026-05-21,DAX_Archive.arc
2022,W001,07-073D,W001,60600-uw5-90,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2025,W001,07-130C,W001,82585-3AV-50,3,3,3.0,2025-02-03,2025-08-14,DAX_Archive.arc
2023,invalid,16-137Z,Invalid,80544-140-150,1,1,1.0,2023-08-01,2023-08-01,DAX_Archive.arc
2022,W001,07-016Z,W001,67210-SR4-100,1,1,1.0,2022-01-12,2022-01-12,DAX_Archive.arc
2026,W001,07-113H,W001,82476-3AQ-90,1,1,1.0,2026-04-08,2026-04-08,DAX_Archive.arc
2024,W001,07-003X,W001,82183-SR4-120,1,1,1.0,2024-10-05,2024-10-05,DAX_Archive.arc
2022,invalid,17-132C,Invalid,55492-AS3-XL,7,7,7.0,2022-01-18,2022-02-06,DAX_Archive.arc
2022,invalid,33-138C,Invalid,67490-WM4-100,402,402,410.0,2022-03-02,2022-07-06,DAX_Archive.arc
2022,W001,07-111B,W001,62515-CM4-150,1,1,1.0,2022-02-01,2022-02-01,DAX_Archive.arc
2022,W001,07-141X,W001,67213-SR4-90,1,1,1.0,2022-01-25,2022-01-25,DAX_Archive.arc
2022,invalid,07-004D,Invalid,67854-NV2-140,1,1,1.0,2022-07-30,2022-07-30,DAX_Archive.arc
2022,invalid,27-135W,Invalid,45346-VX9-130,973,972,1025.0,2022-01-12,2022-05-31,DAX_Archive.arc
2023,invalid,17-129Z,Invalid,60356-VU6-110,69,69,70.0,2023-07-18,2023-07-19,DAX_Archive.arc
2022,invalid,07-071B,Invalid,67867-WX3-140,1,1,1.0,2022-05-23,2022-05-23,DAX_Archive.arc
2022,W001,07-015Y,W001,65290-M23-90,1,1,1.0,2022-01-23,2022-01-23,DAX_Archive.arc
2025,W001,07-050Z,W001,82490-3BI-70,9,9,14.0,2025-01-20,2025-07-11,DAX_Archive.arc
2022,W001,07-064D,W001,51836-69U-90,1,1,1.0,2022-07-21,2022-07-21,DAX_Archive.arc
2022,W001,07-055W,W001,67873-XA4-110,1,1,1.0,2022-06-19,2022-06-19,DAX_Archive.arc
2022,W001,07-087C,W001,60612-RC5-90,1,1,1.0,2022-01-22,2022-01-22,DAX_Archive.arc
2023,invalid,17-137X,Invalid,59852-XT2-130,39,39,45.0,2023-09-23,2023-10-03,DAX_Archive.arc
2022,W001,07-048D,W001,60008-QY4-75,2,2,2.0,2022-01-24,2022-01-24,DAX_Archive.arc
2022,invalid,08-107Z,Invalid,68026-GF2-130,24,24,24.0,2022-10-26,2022-10-28,DAX_Archive.arc
2025,W001,07-063Z,W001,82487-3BH-70,1,1,2.0,2025-02-06,2025-02-06,DAX_Archive.arc
2025,invalid,07-108E,Invalid,83069-3AE-75,9,9,9.0,2025-05-01,2025-06-21,DAX_Archive.arc
2026,W001,07-029E,W001,82485-3BJ-60,26,26,29.0,2026-01-07,2026-06-05,DAX_Archive.arc
2025,W001,07-083E,W001,83069-3AG-80,4,4,4.0,2025-05-01,2025-08-23,DAX_Archive.arc
2022,W001,07-013W,W001,67759-WU4-85,1,1,1.0,2022-06-20,2022-06-20,DAX_Archive.arc
2023,invalid,18-123B,Invalid,43205-A91-90,6,6,6.0,2023-06-21,2023-06-28,DAX_Archive.arc
2022,W001,07-056D,W001,67392-VV2-110,3,3,3.0,2022-06-30,2022-07-02,DAX_Archive.arc
2023,invalid,18-120B,Invalid,46153-GK3-85,122,122,141.0,2023-04-27,2023-10-01,DAX_Archive.arc
2024,invalid,16-136W,Invalid,80969-886-150,32,32,35.0,2024-01-02,2024-01-04,DAX_Archive.arc
2023,invalid,18-133B,Invalid,80343-EY5-130,28,28,28.0,2023-01-19,2023-03-18,DAX_Archive.arc
2022,W001,07-115X,W001,45359-DW1-85,1,1,1.0,2022-01-04,2022-01-04,DAX_Archive.arc
2022,W001,07-031Y,W001,67414-VU6-85,1,1,1.0,2022-02-27,2022-02-27,DAX_Archive.arc
2022,W001,07-018W,W001,65203-VJ6-XL,5,5,6.0,2022-01-13,2022-01-16,DAX_Archive.arc
2022,W001,07-045W,W001,67608-PH1-150,3,3,3.0,2022-07-26,2022-07-26,DAX_Archive.arc
2024,W001,07-111Y,W001,82484-3AG-75,3,3,3.0,2024-10-08,2024-10-14,DAX_Archive.arc
2023,invalid,17-131C,Invalid,59852-VJ7-140,43,43,50.0,2023-11-24,2023-11-26,DAX_Archive.arc
2022,W001,07-028A,W001,67871-V98-110,1,1,1.0,2022-06-17,2022-06-17,DAX_Archive.arc
2022,W001,07-101W,W001,36086-GK3-110,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2024,invalid,17-132Y,Invalid,81121-742-100,16,16,16.0,2024-01-02,2024-01-05,DAX_Archive.arc
2023,invalid,16-128X,Invalid,68119-906-140,1,1,1.0,2023-10-02,2023-10-02,DAX_Archive.arc
2022,W001,07-105A,W001,59818-015-110,1,1,1.0,2022-02-12,2022-02-12,DAX_Archive.arc
2022,invalid,19-139D,Invalid,67157-82F-90,57,57,57.0,2022-04-03,2022-07-27,DAX_Archive.arc
2026,W001,07-047Z,W001,84400-6CC-70,6,6,11.0,2026-04-08,2026-05-12,DAX_Archive.arc
2022,W001,07-130C,W001,67392-78M-100,38,38,39.0,2022-07-06,2022-07-31,DAX_Archive.arc
2022,W001,07-042X,W001,44403-TN7-S,1,1,1.0,2022-01-14,2022-01-14,DAX_Archive.arc
2022,W001,07-038W,W001,60600-WT7-110,1,1,1.0,2022-05-14,2022-05-14,DAX_Archive.arc
2022,invalid,18-130A,Invalid,68125-QX6-90,1,1,1.0,2022-12-13,2022-12-13,DAX_Archive.arc
2022,W001,07-090B,W001,65592-011-60,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2022,W001,07-111B,W001,65577-SR4-60,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2025,W001,07-145C,W001,82482-3AJ-120,1,1,1.0,2025-08-23,2025-08-23,DAX_Archive.arc
2025,invalid,34-003Z,Invalid,83844-4VO-50,58,57,60.0,2025-09-16,2025-12-03,DAX_Archive.arc
2022,W001,07-085A,W001,66994-Q84-S,1,1,1.0,2022-01-05,2022-01-05,DAX_Archive.arc
2022,invalid,18-124B,Invalid,67210-SR4-140,29,29,29.0,2022-01-06,2022-03-26,DAX_Archive.arc
2022,W001,07-024A,W001,30810-WQ4-L,1,1,1.0,2022-06-05,2022-06-05,DAX_Archive.arc
2022,W001,07-128W,W001,52382-M23-75,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,W001,07-073D,W001,67117-DW1-100,1,1,1.0,2022-01-17,2022-01-17,DAX_Archive.arc
2023,invalid,17-138X,Invalid,67470-119-150,40,40,40.0,2023-05-26,2023-06-04,DAX_Archive.arc
2022,W001,07-023A,W001,67399-WV5-130,1,1,1.0,2022-07-25,2022-07-25,DAX_Archive.arc
2022,invalid,07-010B,Invalid,67087-76X-110,1,1,1.0,2022-02-11,2022-02-11,DAX_Archive.arc
2022,W001,07-014W,W001,51042-SR4-75,1,1,1.0,2022-05-13,2022-05-13,DAX_Archive.arc
2022,W001,07-094Y,W001,65290-011-110,1,1,1.0,2022-02-11,2022-02-11,DAX_Archive.arc
2022,invalid,22-137Y,Invalid,47629-HB9-XL,39,39,62.0,2022-01-13,2022-03-10,DAX_Archive.arc
2022,W001,07-135C,W001,42026-FV7-160,1,1,1.0,2022-01-17,2022-01-17,DAX_Archive.arc
2022,W001,07-118D,W001,67068-VB3-150,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2023,invalid,17-134X,Invalid,81091-740-110,118,118,119.0,2023-11-26,2023-12-13,DAX_Archive.arc
2025,W001,07-090I,W001,82487-3BA-120,1,1,2.0,2025-06-25,2025-06-25,DAX_Archive.arc
2022,invalid,08-111X,Invalid,54901-VP6-S,10,10,11.0,2022-03-11,2022-03-16,DAX_Archive.arc
2022,W001,07-080Y,W001,65605-XK8-NB,1,1,1.0,2022-07-27,2022-07-27,DAX_Archive.arc
2022,W001,07-145Y,W001,66953-990-60,1,1,1.0,2022-02-05,2022-02-05,DAX_Archive.arc
2022,invalid,07-040A,Invalid,61956-WX6-100,1,1,1.0,2022-06-21,2022-06-21,DAX_Archive.arc
2022,W001,07-054Z,W001,67011-PJ9-140,1,1,1.0,2022-02-01,2022-02-01,DAX_Archive.arc
2022,invalid,27-138Z,Invalid,66719-XR7-120,12,12,12.0,2022-07-19,2022-07-27,DAX_Archive.arc
2023,invalid,17-134A,Invalid,80655-450-100,25,25,25.0,2023-10-19,2023-10-29,DAX_Archive.arc
2022,W001,07-130Y,W001,66352-UK3-XXL,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,W001,07-049D,W001,62515-015-90,1,1,1.0,2022-01-12,2022-01-12,DAX_Archive.arc
2026,W001,07-025A,W001,82476-3NA-75,1,1,1.0,2026-01-29,2026-01-29,DAX_Archive.arc
2022,W001,07-125Y,W001,58660-NL3-L,1,1,1.0,2022-01-21,2022-01-21,DAX_Archive.arc
2022,invalid,21-136C,Invalid,67987-XH9-120,8,8,8.0,2022-07-12,2022-07-27,DAX_Archive.arc
2022,W001,07-145Y,W001,60008-VP1-90,1,1,1.0,2022-02-02,2022-02-02,DAX_Archive.arc
2022,invalid,07-006A,Invalid,67576-WD9-100,1,1,1.0,2022-06-22,2022-06-22,DAX_Archive.arc
2022,W001,07-145A,W001,67514-WT8-L,1,1,1.0,2022-07-23,2022-07-23,DAX_Archive.arc
2022,invalid,08-047X,Invalid,67028-SR4-120,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2022,invalid,07-142B,Invalid,66971-FJ0-85,1,1,1.0,2022-02-01,2022-02-01,DAX_Archive.arc
2022,W001,07-145D,W001,46239-GK3-120,1,1,1.0,2022-01-13,2022-01-13,DAX_Archive.arc
2022,W001,07-052B,W001,44403-VM2-L,4,4,4.0,2022-01-17,2022-01-19,DAX_Archive.arc
2022,W001,07-022D,W001,66840-UZ3-110,1,1,1.0,2022-02-13,2022-02-13,DAX_Archive.arc
2022,W001,07-134A,W001,67234-M23-50,1,1,1.0,2022-02-13,2022-02-13,DAX_Archive.arc
2022,W001,07-072B,W001,67241-GF2-90,1,1,1.0,2022-01-10,2022-01-10,DAX_Archive.arc
2022,invalid,08-107Y,Invalid,66994-75Z-M,48,48,50.0,2022-09-20,2022-09-26,DAX_Archive.arc
2022,W001,07-104B,W001,66963-015-110,1,1,1.0,2022-02-25,2022-02-25,DAX_Archive.arc
2025,W001,07-065W,W001,82585-3BC-70,3,3,5.0,2025-01-20,2025-02-07,DAX_Archive.arc
2022,invalid,07-040A,Invalid,67054-PV4-110,1,1,1.0,2022-01-06,2022-01-06,DAX_Archive.arc
2022,invalid,17-129Y,Invalid,68125-QX6-100,1,1,1.0,2022-11-09,2022-11-09,DAX_Archive.arc
2022,invalid,22-134A,Invalid,57822-82F-140,42,42,42.0,2022-01-25,2022-03-15,DAX_Archive.arc
2022,W001,07-002W,W001,47761-WM7-110,1,1,1.0,2022-04-12,2022-04-12,DAX_Archive.arc
2022,W001,07-029A,W001,65203-VK5-XXL,1,1,1.0,2022-01-11,2022-01-11,DAX_Archive.arc
2022,invalid,07-147A,Invalid,47929-U74-L,1,1,1.0,2022-01-06,2022-01-06,DAX_Archive.arc
2022,W001,07-096A,W001,59956-JD1-85,1,1,1.0,2022-06-12,2022-06-12,DAX_Archive.arc
2022,invalid,07-010A,Invalid,67867-WW6-110,81,81,83.0,2022-06-21,2022-07-01,DAX_Archive.arc
2025,W001,07-063W,W001,82477-3AQ-90,3,3,3.0,2025-02-03,2025-05-07,DAX_Archive.arc
2022,W001,07-101D,W001,67194-M23-120,1,1,1.0,2022-01-12,2022-01-12,DAX_Archive.arc
2022,invalid,31-139Z,Invalid,65591-WM4-80,101,101,103.0,2022-02-03,2022-04-23,DAX_Archive.arc
2022,W001,07-115X,W001,66844-PG5-120,1,1,1.0,2022-02-06,2022-02-06,DAX_Archive.arc
2022,W001,07-110A,W001,59781-GF2-140,1,1,1.0,2022-01-04,2022-01-04,DAX_Archive.arc
2022,W001,07-092A,W001,65290-011-140,1,1,1.0,2022-02-19,2022-02-19,DAX_Archive.arc
