PickYear,LocProfileId,SourceLocation,SourceZone,SKU,PickLines,DistinctOrders,PickUnits,FirstPickDate,LastPickDate,SourceSchema
2022,invalid,30-135A,Invalid,58660-WQ8-M,57,57,60.0,2022-06-28,2022-07-04,DAX_Archive.arc
2023,invalid,08-110W,Invalid,80132-VZ3-120,1,1,1.0,2023-01-18,2023-01-18,DAX_Archive.arc
2022,W001,07-140W,W001,51057-M23-85,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2024,W001,07-032Y,W001,82485-3BA-50,1,1,2.0,2024-12-11,2024-12-11,DAX_Archive.arc
2022,W001,07-129X,W001,50265-VJ9-XS,1,1,1.0,2022-01-08,2022-01-08,DAX_Archive.arc
2022,invalid,23-134Y,Invalid,67475-WL6-130,211,211,212.0,2022-01-26,2022-07-25,DAX_Archive.arc
2022,invalid,09-143C,Invalid,66073-KL4-140,105,105,105.0,2022-07-09,2022-07-15,DAX_Archive.arc
2022,W001,07-146Z,W001,57822-A91-130,2,2,2.0,2022-01-12,2022-01-12,DAX_Archive.arc
2022,W001,07-080Y,W001,67200-M23-150,1,1,1.0,2022-01-08,2022-01-08,DAX_Archive.arc
2026,W001,07-130C,W001,82585-3AV-50,2,2,3.0,2026-02-12,2026-05-14,DAX_Archive.arc
2022,W001,07-147W,W001,67867-WX9-85,1,1,1.0,2022-05-21,2022-05-21,DAX_Archive.arc
2024,invalid,17-133Y,Invalid,81366-1CT-110,44,44,45.0,2024-01-11,2024-03-07,DAX_Archive.arc
2022,invalid,07-020C,Invalid,66689-WY2-90,81,81,84.0,2022-04-20,2022-06-23,DAX_Archive.arc
2022,W001,07-009Z,W001,67762-WV5-75,1,1,1.0,2022-07-07,2022-07-07,DAX_Archive.arc
2022,W001,07-145Z,W001,67120-PT0-M,4,4,4.0,2022-01-09,2022-01-13,DAX_Archive.arc
2022,W001,07-032B,W001,59818-SR4-130,2,2,2.0,2022-02-10,2022-02-11,DAX_Archive.arc
2022,W001,07-001Y,W001,66986-VF5-S,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,invalid,17-132A,Invalid,68014-XE4-110,1,1,1.0,2022-11-07,2022-11-07,DAX_Archive.arc
2022,invalid,09-146W,Invalid,62618-VL2-130,1,1,1.0,2022-02-15,2022-02-15,DAX_Archive.arc
2022,W001,07-135A,W001,59845-QX6-L,12,12,13.0,2022-01-16,2022-02-10,DAX_Archive.arc
2022,W001,07-067D,W001,65635-A91-120,1,1,1.0,2022-01-02,2022-01-02,DAX_Archive.arc
2022,W001,07-067W,W001,67176-M23-120,1,1,1.0,2022-02-07,2022-02-07,DAX_Archive.arc
2022,invalid,18-132B,Invalid,80033-XT1-85,69,69,72.0,2022-12-13,2022-12-27,DAX_Archive.arc
2022,W001,07-135W,W001,67359-WD5-110,60,60,60.0,2022-03-09,2022-03-14,DAX_Archive.arc
2022,invalid,32-138C,Invalid,65788-TU9-2,59,58,63.0,2022-01-02,2022-01-06,DAX_Archive.arc
2022,invalid,10-141B,Invalid,65580-DD4-50,1,1,1.0,2022-01-16,2022-01-16,DAX_Archive.arc
2022,W001,07-068X,W001,62027-VK6-80,1,1,1.0,2022-02-17,2022-02-17,DAX_Archive.arc
2022,invalid,20-136B,Invalid,66640-NU7-120,68,68,68.0,2022-04-03,2022-05-07,DAX_Archive.arc
2022,W001,07-003X,W001,67903-XH0-110,17,17,17.0,2022-07-13,2022-07-31,DAX_Archive.arc
2022,W001,07-050X,W001,67051-B42-120,1,1,1.0,2022-01-13,2022-01-13,DAX_Archive.arc
2022,invalid,08-109W,Invalid,56587-PL5-L,19,19,20.0,2022-03-09,2022-03-26,DAX_Archive.arc
2022,W001,07-013Z,W001,67855-VZ1-100,3,3,3.0,2022-07-04,2022-07-04,DAX_Archive.arc
2022,W001,07-105X,W001,68133-XB2-130,20,20,20.0,2022-07-14,2022-08-01,DAX_Archive.arc
2022,W001,07-147X,W001,67254-VN7-L/XL,1,1,1.0,2022-02-13,2022-02-13,DAX_Archive.arc
2022,invalid,31-134C,Invalid,60356-VU7-130,157,157,159.0,2022-06-07,2022-07-21,DAX_Archive.arc
2022,W001,07-059Y,W001,30810-GN1-XS,3,3,5.0,2022-07-28,2022-08-03,DAX_Archive.arc
2024,W001,07-033W,W001,37028-20V-110,29,29,30.0,2024-10-10,2024-10-11,DAX_Archive.arc
2023,invalid,17-129D,Invalid,80902-910-100,1,1,1.0,2023-12-21,2023-12-21,DAX_Archive.arc
2022,W001,07-123B,W001,60611-TX4-75,1,1,1.0,2022-01-27,2022-01-27,DAX_Archive.arc
2022,W001,07-115B,W001,67200-M23-150,1,1,1.0,2022-01-24,2022-01-24,DAX_Archive.arc
2022,W001,07-042Z,W001,67188-M23-140,2,2,2.0,2022-01-15,2022-01-15,DAX_Archive.arc
2023,invalid,17-129C,Invalid,59852-TN9-160,15,15,18.0,2023-11-25,2023-11-27,DAX_Archive.arc
2023,invalid,17-134Y,Invalid,67537-365-110,20,20,21.0,2023-05-17,2023-05-24,DAX_Archive.arc
2026,W001,07-098F,W001,82560-3B3-70,2,2,4.0,2026-02-05,2026-03-13,DAX_Archive.arc
2022,W001,07-057D,W001,60008-VK5-90,3,3,3.0,2022-02-12,2022-02-15,DAX_Archive.arc
2024,W001,07-074A,W001,82482-3AG-100,2,2,2.0,2024-12-09,2024-12-10,DAX_Archive.arc
2022,invalid,08-110W,Invalid,67113-VN5-160,2,2,2.0,2022-01-13,2022-01-13,DAX_Archive.arc
2022,W001,07-037D,W001,59852-VK1-150,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2022,invalid,17-133W,Invalid,68116-XG7-110,70,70,71.0,2022-11-09,2022-11-30,DAX_Archive.arc
2022,W001,07-055Z,W001,67873-XA4-130,1,1,1.0,2022-06-07,2022-06-07,DAX_Archive.arc
2022,invalid,07-147B,Invalid,68009-VH3-85,2,2,2.0,2022-07-18,2022-07-27,DAX_Archive.arc
2022,invalid,09-143Y,Invalid,65642-WM4-90,80,80,80.0,2022-03-10,2022-03-31,DAX_Archive.arc
2022,invalid,23-136X,Invalid,47681-VP5-90,236,236,244.0,2022-01-30,2022-02-06,DAX_Archive.arc
2024,invalid,34-003Y,Invalid,82036-1UN-NB,35,35,35.0,2024-08-10,2024-12-30,DAX_Archive.arc
2022,W001,07-049A,W001,42067-75Z-160,16,16,18.0,2022-01-19,2022-03-14,DAX_Archive.arc
2022,invalid,07-005C,Invalid,67392-78M-140,157,157,159.0,2022-03-28,2022-07-04,DAX_Archive.arc
2022,invalid,16-139W,Invalid,80134-036-110,73,73,73.0,2022-09-20,2022-12-16,DAX_Archive.arc
2022,W001,07-026B,W001,67858-WX3-110,1,1,1.0,2022-06-10,2022-06-10,DAX_Archive.arc
2025,W001,07-069A,W001,82585-3ND-75,7,7,9.0,2025-04-25,2025-10-01,DAX_Archive.arc
2022,W001,07-073W,W001,67861-WW6-100,1,1,1.0,2022-05-12,2022-05-12,DAX_Archive.arc
2022,invalid,29-140D,Invalid,65591-WM4-50,156,156,163.0,2022-04-26,2022-07-15,DAX_Archive.arc
2025,W001,07-027E,W001,82489-3MZ-60,6,5,10.0,2025-08-14,2025-11-25,DAX_Archive.arc
2022,W001,07-066D,W001,67534-85H-110,1,1,1.0,2022-02-15,2022-02-15,DAX_Archive.arc
2022,invalid,09-145B,Invalid,65203-Q84-M,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,invalid,31-136C,Invalid,65788-AN8-2,54,54,56.0,2022-06-12,2022-07-21,DAX_Archive.arc
2022,invalid,07-008B,Invalid,52382-AN8-50,1,1,1.0,2022-02-23,2022-02-23,DAX_Archive.arc
2022,W001,07-027Z,W001,66926-990-75,3,3,3.0,2022-01-13,2022-01-15,DAX_Archive.arc
2022,W001,07-081W,W001,65593-PV4-80,1,1,1.0,2022-01-19,2022-01-19,DAX_Archive.arc
2022,invalid,07-002D,Invalid,57388-RC0-L,1,1,1.0,2022-07-14,2022-07-14,DAX_Archive.arc
2022,invalid,24-135A,Invalid,67361-VU6-90,1,1,1.0,2022-05-17,2022-05-17,DAX_Archive.arc
2023,invalid,18-128D,Invalid,67284-NH9-85,32,32,34.0,2023-09-22,2023-12-04,DAX_Archive.arc
2022,W001,07-086Y,W001,66935-BD4-70,1,1,1.0,2022-02-19,2022-02-19,DAX_Archive.arc
2022,W001,07-106C,W001,65714-85H-130,17,17,17.0,2022-01-03,2022-01-20,DAX_Archive.arc
2022,invalid,07-011D,Invalid,67788-WW6-80,1,1,1.0,2022-07-27,2022-07-27,DAX_Archive.arc
2026,W001,07-018Z,W001,82482-3NC-90,2,1,3.0,2026-01-30,2026-01-30,DAX_Archive.arc
2022,W001,07-036W,W001,65291-B42-100,1,1,1.0,2022-01-28,2022-01-28,DAX_Archive.arc
2022,invalid,08-044X,Invalid,65788-EF5-5,100,100,101.0,2022-11-01,2022-11-27,DAX_Archive.arc
2023,invalid,16-136W,Invalid,80457-004-150,2,2,2.0,2023-10-29,2023-10-30,DAX_Archive.arc
2022,invalid,30-137Y,Invalid,65591-WC3-50,18,18,18.0,2022-02-12,2022-03-03,DAX_Archive.arc
2022,W001,07-004Y,W001,67630-990-120,1,1,1.0,2022-05-26,2022-05-26,DAX_Archive.arc
2022,invalid,07-002D,Invalid,67391-WH8-100,1,1,1.0,2022-05-06,2022-05-06,DAX_Archive.arc
2025,W001,07-056G,W001,82478-3MU-NB,8,7,11.0,2025-09-27,2025-11-06,DAX_Archive.arc
2022,invalid,18-127C,Invalid,67025-JB3-M,59,59,60.0,2022-01-06,2022-01-21,DAX_Archive.arc
2022,W001,07-041X,W001,67183-M23-120,1,1,1.0,2022-01-02,2022-01-02,DAX_Archive.arc
2022,invalid,16-132Z,Invalid,67284-NJ1-150,25,25,27.0,2022-11-27,2022-12-29,DAX_Archive.arc
2022,invalid,07-015D,Invalid,66929-BD4-80,1,1,1.0,2022-01-10,2022-01-10,DAX_Archive.arc
2022,W001,07-105C,W001,65290-011-110,1,1,1.0,2022-01-24,2022-01-24,DAX_Archive.arc
2022,W001,07-009Z,W001,66986-VF5-S,1,1,1.0,2022-02-15,2022-02-15,DAX_Archive.arc
2022,W001,07-050A,W001,67745-ST5-75,1,1,1.0,2022-07-01,2022-07-01,DAX_Archive.arc
2022,W001,07-049D,W001,67071-FX7-XXL,8,8,8.0,2022-01-29,2022-07-16,DAX_Archive.arc
2022,W001,07-106Z,W001,36086-C57-120,1,1,1.0,2022-02-14,2022-02-14,DAX_Archive.arc
2022,invalid,27-137C,Invalid,67161-GD4-120,9,9,9.0,2022-01-03,2022-01-08,DAX_Archive.arc
2022,W001,07-047W,W001,67873-WW6-90,1,1,1.0,2022-06-07,2022-06-07,DAX_Archive.arc
2022,invalid,07-147B,Invalid,67781-WV4-80,76,76,78.0,2022-06-24,2022-07-10,DAX_Archive.arc
2025,W001,07-135A,W001,82490-3AH-90,16,15,21.0,2025-01-22,2025-12-16,DAX_Archive.arc
2022,invalid,24-136Y,Invalid,48080-HI2-110,195,195,200.0,2022-03-30,2022-07-23,DAX_Archive.arc
2022,W001,07-086Y,W001,65593-GF2-75,1,1,1.0,2022-02-14,2022-02-14,DAX_Archive.arc
2022,invalid,09-141A,Invalid,62515-76X-110,1,1,1.0,2022-01-10,2022-01-10,DAX_Archive.arc
2022,W001,07-050W,W001,67061-AN8-90,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2025,W001,07-008Z,W001,82777-2KD-120,1,1,1.0,2025-04-12,2025-04-12,DAX_Archive.arc
2026,W001,07-079C,W001,82585-3AZ-90,1,1,1.0,2026-01-23,2026-01-23,DAX_Archive.arc
2022,W001,07-010Z,W001,67685-WL5-110,1,1,1.0,2022-06-21,2022-06-21,DAX_Archive.arc
2022,W001,07-109Z,W001,67175-M23-100,3,3,3.0,2022-01-31,2022-01-31,DAX_Archive.arc
2025,W001,07-081A,W001,82585-3AZ-60,2,2,2.0,2025-08-23,2025-10-01,DAX_Archive.arc
2022,W001,07-014Z,W001,55461-TK4-90,3,3,3.0,2022-05-18,2022-05-22,DAX_Archive.arc
2023,invalid,16-140Z,Invalid,81030-545-70,2,2,2.0,2023-11-28,2023-12-11,DAX_Archive.arc
2025,invalid,34-012Z,Invalid,81553-EF5-50,38,38,38.0,2025-01-02,2025-02-16,DAX_Archive.arc
2022,invalid,18-129B,Invalid,67445-75M-60,73,73,74.0,2022-05-23,2022-06-25,DAX_Archive.arc
2022,W001,07-052W,W001,65290-011-110,1,1,1.0,2022-02-11,2022-02-11,DAX_Archive.arc
2022,W001,07-111B,W001,66716-SR4-85,1,1,1.0,2022-02-09,2022-02-09,DAX_Archive.arc
2022,W001,07-114A,W001,61979-WX6-75,1,1,1.0,2022-06-10,2022-06-10,DAX_Archive.arc
2023,invalid,16-135X,Invalid,66708-280-140,51,51,51.0,2023-04-05,2023-04-26,DAX_Archive.arc
2025,W001,07-044Y,W001,82485-3BH-70,15,15,17.0,2025-01-02,2025-12-16,DAX_Archive.arc
2022,invalid,12-030A,Invalid,67374-VU6-120,1,1,1.0,2022-07-25,2022-07-25,DAX_Archive.arc
2022,invalid,07-040D,Invalid,67238-GF2-75,1,1,1.0,2022-02-14,2022-02-14,DAX_Archive.arc
2022,invalid,23-135Y,Invalid,67523-C57-90,86,86,86.0,2022-01-19,2022-05-10,DAX_Archive.arc
2022,W001,07-099Z,W001,66707-UQ2-120,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,W001,07-071X,W001,67871-G31-85,209,209,213.0,2022-04-05,2022-07-01,DAX_Archive.arc
2022,invalid,08-044Z,Invalid,62027-VL8-70,3,3,3.0,2022-01-22,2022-01-23,DAX_Archive.arc
2022,invalid,29-138Y,Invalid,67485-SR4-100,8,8,8.0,2022-01-03,2022-01-19,DAX_Archive.arc
2022,W001,07-061A,W001,66073-GE1-90,1,1,1.0,2022-08-01,2022-08-01,DAX_Archive.arc
2022,W001,07-126C,W001,66708-WW3-110,270,270,280.0,2022-04-07,2022-07-12,DAX_Archive.arc
2022,W001,07-084W,W001,67866-VU9-130,1,1,1.0,2022-06-07,2022-06-07,DAX_Archive.arc
2022,invalid,17-140C,Invalid,67335-AH9-110,62,62,66.0,2022-03-15,2022-05-20,DAX_Archive.arc
2022,W001,07-083X,W001,66952-VA4-85,1,1,1.0,2022-01-27,2022-01-27,DAX_Archive.arc
2022,invalid,16-137X,Invalid,67513-SK3-XL,61,61,61.0,2022-01-10,2022-03-15,DAX_Archive.arc
2026,W001,07-006X,W001,82487-3NF-80,1,1,1.0,2026-02-06,2026-02-06,DAX_Archive.arc
2023,invalid,18-123B,Invalid,67377-461-85,1,1,1.0,2023-11-14,2023-11-14,DAX_Archive.arc
2022,W001,07-078D,W001,47052-NN9-160,5,5,5.0,2022-01-27,2022-02-27,DAX_Archive.arc
2026,W001,07-123G,W001,84395-6BS-100,4,4,7.0,2026-04-08,2026-05-08,DAX_Archive.arc
2022,invalid,08-045X,Invalid,67961-06G-140,1,1,1.0,2022-12-30,2022-12-30,DAX_Archive.arc
2022,W001,07-068Z,W001,67410-VS9-110,1,1,1.0,2022-07-23,2022-07-23,DAX_Archive.arc
2022,W001,07-052B,W001,44403-VJ6-L,2,2,2.0,2022-02-23,2022-02-23,DAX_Archive.arc
2023,invalid,17-135D,Invalid,80408-A71-110,85,85,87.0,2023-11-06,2023-12-31,DAX_Archive.arc
2022,invalid,17-049X,Invalid,67300-WD8-110,40,40,40.0,2022-01-03,2022-01-17,DAX_Archive.arc
2022,W001,07-014Z,W001,55461-TK4-100,1,1,1.0,2022-06-25,2022-06-25,DAX_Archive.arc
2023,invalid,17-131A,Invalid,67403-413-110,1,1,1.0,2023-07-21,2023-07-21,DAX_Archive.arc
2022,W001,07-001Z,W001,67486-SR4-150,1,1,1.0,2022-06-24,2022-06-24,DAX_Archive.arc
2023,invalid,16-128Z,Invalid,67501-015-100,1,1,1.0,2023-10-03,2023-10-03,DAX_Archive.arc
2022,invalid,08-047W,Invalid,67196-M23-90,1,1,1.0,2022-01-13,2022-01-13,DAX_Archive.arc
2023,invalid,18-128B,Invalid,68045-015-90,1,1,1.0,2023-09-13,2023-09-13,DAX_Archive.arc
2022,invalid,17-129Y,Invalid,68119-XD5-110,183,183,188.0,2022-10-08,2022-10-28,DAX_Archive.arc
2023,invalid,17-137X,Invalid,67470-117-150,40,40,40.0,2023-05-25,2023-06-05,DAX_Archive.arc
2022,invalid,26-138B,Invalid,67559-QN4-120,385,384,395.0,2022-02-26,2022-06-04,DAX_Archive.arc
2022,invalid,18-134C,Invalid,67449-WH8-S,168,168,172.0,2022-04-27,2022-07-25,DAX_Archive.arc
2022,W001,07-043A,W001,66994-QY5-XXL,1,1,1.0,2022-01-12,2022-01-12,DAX_Archive.arc
2022,W001,07-058W,W001,67484-DY2-110,1,1,1.0,2022-06-17,2022-06-17,DAX_Archive.arc
2022,W001,07-026A,W001,67216-JB3-110,1,1,1.0,2022-06-20,2022-06-20,DAX_Archive.arc
2022,W001,07-110C,W001,67719-WX6-80,136,136,138.0,2022-06-04,2022-06-28,DAX_Archive.arc
2022,invalid,07-015A,Invalid,66997-HI7-140,1,1,1.0,2022-01-03,2022-01-03,DAX_Archive.arc
2022,W001,07-142X,W001,67253-75Z-S,8,8,10.0,2022-01-30,2022-02-14,DAX_Archive.arc
2022,W001,07-081W,W001,66932-EF5-75,1,1,1.0,2022-01-13,2022-01-13,DAX_Archive.arc
2022,W001,07-005X,W001,36086-C57-140,1,1,1.0,2022-02-17,2022-02-17,DAX_Archive.arc
2022,W001,07-035A,W001,67193-76X-110,1,1,1.0,2022-02-07,2022-02-07,DAX_Archive.arc
2026,invalid,34-013X,Invalid,83270-2KE-50,72,72,74.0,2026-01-17,2026-05-28,DAX_Archive.arc
2022,W001,07-124A,W001,67113-VN3-160,1,1,1.0,2022-01-10,2022-01-10,DAX_Archive.arc
2024,invalid,16-131Y,Invalid,67377-SR4-150,31,31,41.0,2024-02-10,2024-02-18,DAX_Archive.arc
2025,W001,07-047X,W001,82562-3AT-80,4,4,5.0,2025-10-01,2025-11-25,DAX_Archive.arc
2022,W001,07-056A,W001,67407-001-140,1,1,1.0,2022-06-12,2022-06-12,DAX_Archive.arc
2022,W001,07-142Y,W001,39973-CG8-110,42,42,43.0,2022-03-14,2022-05-03,DAX_Archive.arc
2022,W001,07-082A,W001,67239-SR4-75,1,1,1.0,2022-01-20,2022-01-20,DAX_Archive.arc
2022,W001,07-147X,W001,46239-G44-90,5,5,5.0,2022-07-21,2022-07-27,DAX_Archive.arc
2022,W001,07-034B,W001,66995-NB1-M,2,2,2.0,2022-02-13,2022-02-14,DAX_Archive.arc
2022,W001,07-015Y,W001,67272-SR4-130,1,1,1.0,2022-02-26,2022-02-26,DAX_Archive.arc
2022,invalid,17-136W,Invalid,67860-WV1-110,63,63,63.0,2022-05-19,2022-06-09,DAX_Archive.arc
2022,W001,07-049X,W001,65592-SR4-60,1,1,1.0,2022-02-14,2022-02-14,DAX_Archive.arc
2022,invalid,10-144D,Invalid,58665-NL3-S,3,3,3.0,2022-01-26,2022-01-28,DAX_Archive.arc
2025,W001,07-044E,W001,82482-3N3-90,3,3,3.0,2025-07-31,2025-08-05,DAX_Archive.arc
2025,W001,07-100A,W001,82477-3AQ-80,1,1,1.0,2025-02-03,2025-02-03,DAX_Archive.arc
2023,invalid,17-127W,Invalid,80261-307-110,77,77,78.0,2023-05-27,2023-06-14,DAX_Archive.arc
2022,invalid,17-128D,Invalid,68027-193-110,1,1,1.0,2022-09-01,2022-09-01,DAX_Archive.arc
2022,W001,07-069W,W001,67213-J81-110,2,2,2.0,2022-01-25,2022-01-26,DAX_Archive.arc
2022,invalid,07-005B,Invalid,67023-NB1-150,1,1,1.0,2022-07-02,2022-07-02,DAX_Archive.arc
2022,W001,07-040Z,W001,67192-VM1-120,3,3,3.0,2022-01-24,2022-01-26,DAX_Archive.arc
2022,W001,07-139B,W001,66975-EF5-130,1,1,1.0,2022-01-28,2022-01-28,DAX_Archive.arc
2022,W001,07-114B,W001,67853-WX2-130,2,2,2.0,2022-06-09,2022-06-10,DAX_Archive.arc
2022,W001,07-118C,W001,67036-990-140,1,1,1.0,2022-01-18,2022-01-18,DAX_Archive.arc
2023,invalid,18-123C,Invalid,68125-744-85,2,2,2.0,2023-11-11,2023-11-12,DAX_Archive.arc
2025,invalid,07-074H,Invalid,82484-3AH-NB,19,19,21.0,2025-01-02,2025-06-16,DAX_Archive.arc
2024,invalid,16-132W,Invalid,80128-560-150,1,1,1.0,2024-02-02,2024-02-02,DAX_Archive.arc
2024,W001,07-102Z,W001,82485-3BC-NB,4,4,5.0,2024-10-08,2024-10-08,DAX_Archive.arc
2023,invalid,17-098B,Invalid,68125-TN9-110,64,64,64.0,2023-01-05,2023-01-20,DAX_Archive.arc
2026,W001,07-049X,W001,84418-6BU-70,4,4,6.0,2026-04-09,2026-06-10,DAX_Archive.arc
2022,invalid,08-047W,Invalid,65203-VP1-L,1,1,1.0,2022-01-11,2022-01-11,DAX_Archive.arc
2026,W001,07-045Z,W001,84400-6BR-70,5,5,8.0,2026-04-08,2026-05-13,DAX_Archive.arc
2025,W001,07-092G,W001,82489-3AJ-70,3,3,4.0,2025-02-03,2025-10-01,DAX_Archive.arc
2022,invalid,08-046Z,Invalid,67086-VH4-120,3,3,3.0,2022-01-20,2022-01-23,DAX_Archive.arc
2022,W001,07-054D,W001,62125-UK7-XL,1,1,1.0,2022-07-22,2022-07-22,DAX_Archive.arc
2022,invalid,12-127A,Invalid,67983-VX9-120,20,20,20.0,2022-08-26,2022-09-05,DAX_Archive.arc
2022,W001,07-143A,W001,67201-B42-150,1,1,1.0,2022-01-27,2022-01-27,DAX_Archive.arc
2022,invalid,07-012D,Invalid,67248-A79-80,1,1,1.0,2022-02-26,2022-02-26,DAX_Archive.arc
2022,invalid,10-145Z,Invalid,66994-VJ5-S,10,10,10.0,2022-01-22,2022-01-26,DAX_Archive.arc
2026,W001,07-124E,W001,82484-3BI-80,2,2,2.0,2026-01-23,2026-02-05,DAX_Archive.arc
2022,W001,07-108Y,W001,65064-TR8-50,3,3,3.0,2022-01-12,2022-01-13,DAX_Archive.arc
2022,W001,07-002Y,W001,67189-A79-140,1,1,1.0,2022-01-15,2022-01-15,DAX_Archive.arc
2023,invalid,08-049Y,Invalid,65788-G44-5,7,7,10.0,2023-01-02,2023-01-02,DAX_Archive.arc
2022,invalid,09-145D,Invalid,65720-C57-80,1,1,1.0,2022-01-06,2022-01-06,DAX_Archive.arc
2022,invalid,10-141Y,Invalid,67241-SR4-70,79,79,80.0,2022-02-05,2022-02-22,DAX_Archive.arc
2022,invalid,07-008A,Invalid,67217-VJ7-85,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2022,invalid,16-129W,Invalid,80223-U74-L,54,54,58.0,2022-12-06,2022-12-28,DAX_Archive.arc
2022,W001,07-123B,W001,50265-QY5-L,3,3,3.0,2022-03-27,2022-04-22,DAX_Archive.arc
2022,W001,07-025W,W001,67535-C57-120,1,1,1.0,2022-06-13,2022-06-13,DAX_Archive.arc
2022,W001,07-114W,W001,51057-A91-90,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,W001,07-101X,W001,62423-10F-110,1,1,1.0,2022-02-13,2022-02-13,DAX_Archive.arc
2022,W001,07-025C,W001,60695-62S-4Y,90,89,93.0,2022-07-07,2022-07-18,DAX_Archive.arc
2023,invalid,17-131W,Invalid,80523-144-110,1,1,1.0,2023-05-11,2023-05-11,DAX_Archive.arc
2022,W001,07-110Y,W001,58712-76X-130,1,1,1.0,2022-02-01,2022-02-01,DAX_Archive.arc
2022,W001,07-059Y,W001,67686-WJ8-90,1,1,1.0,2022-05-16,2022-05-16,DAX_Archive.arc
2022,W001,07-143Y,W001,67461-WL4-1Y,83,83,87.0,2022-04-24,2022-05-30,DAX_Archive.arc
2022,invalid,07-018D,Invalid,62944-NJ1-140,1,1,1.0,2022-01-28,2022-01-28,DAX_Archive.arc
2022,W001,07-075D,W001,67866-VU9-150,1,1,1.0,2022-05-20,2022-05-20,DAX_Archive.arc
2024,invalid,17-135Y,Invalid,81464-1NW-110,71,71,71.0,2024-02-06,2024-03-06,DAX_Archive.arc
2022,W001,07-081W,W001,67866-VU9-110,2,2,2.0,2022-06-30,2022-06-30,DAX_Archive.arc
2023,invalid,16-134Z,Invalid,33218-WF4-120,1,1,1.0,2023-06-14,2023-06-14,DAX_Archive.arc
2022,W001,07-034B,W001,67172-B42-100,1,1,1.0,2022-02-19,2022-02-19,DAX_Archive.arc
2022,W001,07-053Z,W001,67392-VV2-110,1,1,1.0,2022-06-28,2022-06-28,DAX_Archive.arc
2022,invalid,08-048Y,Invalid,52733-M23-5,1,1,1.0,2022-11-15,2022-11-15,DAX_Archive.arc
2026,W001,07-099B,W001,82478-3AL-85,1,1,3.0,2026-02-05,2026-02-05,DAX_Archive.arc
2022,W001,07-094C,W001,47929-16N-XXL,25,25,25.0,2022-01-03,2022-07-26,DAX_Archive.arc
2022,W001,07-024X,W001,51042-NV2-60,52,52,52.0,2022-04-05,2022-05-04,DAX_Archive.arc
2022,W001,07-118W,W001,67158-76X-110,1,1,1.0,2022-02-12,2022-02-12,DAX_Archive.arc
2022,W001,07-032Y,W001,65203-75Z-L,1,1,1.0,2022-01-14,2022-01-14,DAX_Archive.arc
2022,W001,07-101B,W001,66994-Q84-M,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,invalid,31-139X,Invalid,67128-QR7-120,145,145,148.0,2022-01-04,2022-01-10,DAX_Archive.arc
2022,invalid,16-132W,Invalid,68118-XJ5-130,140,140,142.0,2022-10-01,2022-10-24,DAX_Archive.arc
2022,W001,07-088A,W001,67189-VH3-110,1,1,1.0,2022-02-11,2022-02-11,DAX_Archive.arc
2023,invalid,34-008Z,Invalid,67501-015-90,530,528,558.0,2023-01-03,2023-09-30,DAX_Archive.arc
2022,W001,07-059Y,W001,65018-TL8-130,1,1,1.0,2022-02-18,2022-02-18,DAX_Archive.arc
2026,W001,07-113W,W001,82485-3BJ-50,5,5,5.0,2026-01-07,2026-01-29,DAX_Archive.arc
2022,W001,07-075B,W001,52081-GA5-85,2,2,2.0,2022-07-18,2022-07-19,DAX_Archive.arc
2022,invalid,07-108D,Invalid,60604-UT3-S,1,1,1.0,2022-02-23,2022-02-23,DAX_Archive.arc
2022,W001,07-024A,W001,40152-M23-10,1,1,1.0,2022-01-31,2022-01-31,DAX_Archive.arc
2025,W001,07-153Z,W001,82481-3AP-80,1,1,1.0,2025-10-29,2025-10-29,DAX_Archive.arc
2022,W001,07-083Y,W001,67129-TS1-S,1,1,1.0,2022-01-24,2022-01-24,DAX_Archive.arc
2022,invalid,17-136C,Invalid,67767-WZ1-90,228,228,232.0,2022-05-16,2022-07-15,DAX_Archive.arc
2024,W001,07-111D,W001,82490-3AJ-75,1,1,1.0,2024-10-08,2024-10-08,DAX_Archive.arc
2022,invalid,17-129D,Invalid,46239-A91-110,59,59,63.0,2022-11-22,2022-11-29,DAX_Archive.arc
2022,W001,07-006X,W001,66716-SR4-120,1,1,1.0,2022-02-19,2022-02-19,DAX_Archive.arc
2022,W001,07-005X,W001,67278-VR7-130,1,1,1.0,2022-02-15,2022-02-15,DAX_Archive.arc
2022,W001,07-131W,W001,67419-A71-90,1,1,1.0,2022-07-21,2022-07-21,DAX_Archive.arc
2022,W001,07-031Z,W001,67514-WT8-L,3,3,3.0,2022-07-23,2022-07-25,DAX_Archive.arc
2022,W001,07-011Y,W001,52408-Q84-120,1,1,1.0,2022-02-22,2022-02-22,DAX_Archive.arc
2022,W001,07-044W,W001,47433-VG3-130,1,1,1.0,2022-02-23,2022-02-23,DAX_Archive.arc
