PickYear,LocProfileId,SourceLocation,PickUnits,PickLines,DistinctSKUs
2022,invalid,12-098D,93.0,92,5
2022,invalid,21-136B,93.0,87,4
2022,invalid,26-137A,93.0,91,1
2022,W001,07-009Y,92.0,88,10
2022,W001,07-033Z,92.0,92,22
2022,W001,07-097C,92.0,88,10
2022,W001,07-144A,92.0,88,6
2022,invalid,07-007A,92.0,92,8
2022,invalid,07-108C,92.0,92,16
2022,invalid,21-140Y,92.0,85,2
2022,invalid,32-135A,92.0,91,7
2022,invalid,32-135D,92.0,92,1
2022,W001,07-073B,91.0,91,18
2022,W001,07-128Y,91.0,91,17
2022,invalid,16-060W,91.0,87,3
2022,invalid,21-134A,91.0,88,2
2022,invalid,24-134W,91.0,91,2
2022,invalid,24-137Z,91.0,90,11
2022,invalid,24-139B,91.0,86,1
2022,invalid,26-134A,91.0,91,2
2022,invalid,26-135A,91.0,91,2
2022,invalid,27-139A,91.0,90,2
2022,invalid,30-134D,91.0,80,3
2022,W001,07-100D,90.0,89,7
2022,W001,07-106W,90.0,85,17
2022,W001,07-136W,90.0,90,20
2022,invalid,20-053Y,90.0,89,2
2022,invalid,20-139D,90.0,72,3
2022,invalid,22-139A,90.0,89,3
2022,invalid,22-139Z,90.0,86,1
2022,invalid,24-134Y,90.0,90,4
2022,invalid,27-137Y,90.0,89,3
2022,invalid,30-138W,90.0,89,3
2022,W001,07-114Y,89.0,76,1
2022,W001,07-145A,89.0,87,17
2022,invalid,08-046Z,89.0,88,35
2022,invalid,17-137C,89.0,79,3
2022,invalid,29-138W,89.0,87,4
2022,W001,07-049Z,88.0,88,23
2022,invalid,09-147A,88.0,83,1
2022,invalid,10-143Z,88.0,86,9
2022,invalid,18-124A,88.0,87,5
2022,invalid,18-137B,88.0,87,4
2022,invalid,20-138D,88.0,86,4
2022,invalid,25-137A,88.0,86,2
2022,invalid,27-140W,88.0,84,4
2022,W001,07-093Y,87.0,87,11
2022,W001,07-114D,87.0,86,6
2022,invalid,10-141X,87.0,86,3
2022,invalid,17-048X,87.0,87,2
2022,invalid,26-140A,87.0,87,2
2022,invalid,28-137W,87.0,85,3
2022,invalid,28-140W,87.0,86,1
2022,invalid,30-136A,87.0,84,3
2022,W001,07-100C,86.0,84,12
2022,invalid,09-141Y,86.0,81,19
2022,invalid,19-140A,86.0,85,1
2022,invalid,21-138A,86.0,85,3
2022,invalid,24-135B,86.0,84,4
2022,invalid,26-136W,86.0,82,2
2022,W001,07-019Y,85.0,85,8
2022,invalid,17-137B,85.0,82,1
2022,invalid,18-120A,85.0,85,4
2022,invalid,19-137X,85.0,83,3
2022,invalid,20-140Z,85.0,83,2
2022,invalid,26-134Y,85.0,84,3
2022,invalid,33-137D,85.0,85,2
2022,invalid,09-144Z,84.0,84,12
2022,invalid,24-137W,84.0,84,4
2022,invalid,26-135W,84.0,83,1
2022,invalid,30-139A,84.0,83,1
2022,W001,07-003Z,83.0,82,4
2022,W001,07-044Z,83.0,80,17
2022,W001,07-046X,83.0,79,4
2022,invalid,09-143A,83.0,82,4
2022,invalid,17-139Z,83.0,83,1
2022,invalid,18-138W,83.0,83,2
2022,invalid,19-140Z,83.0,83,1
2022,invalid,22-135X,83.0,78,1
2022,invalid,30-135Z,83.0,83,3
2022,W001,07-134A,82.0,79,19
2022,invalid,07-021D,82.0,77,24
2022,invalid,10-141A,82.0,80,6
2022,invalid,20-139C,82.0,81,1
2022,invalid,21-137B,82.0,79,3
2022,invalid,23-136Y,82.0,82,1
2022,invalid,32-137A,82.0,79,3
2022,W001,07-086Y,81.0,79,15
2022,W001,07-102W,81.0,81,11
2022,W001,07-107D,81.0,80,19
2022,W001,07-124Z,81.0,81,2
2022,invalid,23-140Y,81.0,80,2
2022,invalid,31-135A,81.0,79,4
2022,invalid,21-137X,80.0,78,4
2022,invalid,31-139D,80.0,80,2
2022,invalid,32-138D,80.0,76,7
2022,W001,07-130D,79.0,79,11
2022,invalid,27-138W,79.0,78,2
2022,invalid,28-140Z,79.0,77,3
2022,W001,07-133Y,78.0,78,20
2022,invalid,20-139Z,78.0,74,1
2022,invalid,22-137A,78.0,73,3
2022,W001,07-030X,77.0,76,4
2022,W001,07-111D,77.0,75,5
2022,W001,07-134X,77.0,73,2
2022,W001,07-141W,77.0,74,12
2022,invalid,07-012B,77.0,72,5
2022,W001,07-061A,76.0,65,11
2022,W001,07-061X,76.0,74,2
2022,W001,07-123X,76.0,76,22
2022,invalid,21-136X,76.0,75,3
2022,invalid,31-137D,76.0,75,3
2022,W001,07-038D,75.0,67,25
2022,W001,07-086C,75.0,74,2
2022,invalid,21-140D,75.0,72,3
2022,invalid,25-140W,74.0,72,4
2022,invalid,27-137W,74.0,70,2
2022,W001,07-055Z,73.0,72,9
2022,W001,07-114Z,73.0,73,24
2022,W001,07-118B,73.0,73,22
2022,invalid,17-134C,73.0,72,4
2022,invalid,23-137B,73.0,72,1
2022,invalid,28-139A,73.0,72,2
2022,W001,07-079B,72.0,72,20
2022,W001,07-092A,72.0,65,19
2022,W001,07-125D,72.0,70,4
2022,invalid,28-140A,72.0,66,2
2022,invalid,32-138Z,72.0,70,3
2022,W001,07-016Y,71.0,70,10
2022,invalid,09-141W,71.0,71,10
2022,invalid,18-140X,71.0,69,3
2022,invalid,20-135A,71.0,70,1
2022,invalid,20-137A,71.0,62,2
2022,invalid,21-134X,71.0,69,3
2022,invalid,24-137A,71.0,69,7
2022,W001,07-017Y,70.0,70,22
2022,W001,07-081Y,70.0,70,1
2022,W001,07-131W,70.0,68,20
2022,invalid,17-138Z,70.0,70,2
2022,invalid,24-139Y,70.0,70,1
2022,W001,07-045D,69.0,68,23
2022,W001,07-047Y,69.0,64,21
2022,W001,07-053Z,69.0,65,16
2022,W001,07-114A,69.0,67,27
2022,invalid,17-137Z,69.0,69,2
2022,invalid,18-125B,69.0,65,2
2022,invalid,21-135D,69.0,66,3
2022,invalid,30-134A,69.0,66,1
2022,invalid,07-013B,68.0,66,14
2022,invalid,21-137D,68.0,68,2
2022,invalid,27-134W,68.0,68,3
2022,invalid,27-138A,68.0,68,2
2022,W001,07-138W,67.0,66,9
2022,invalid,07-015A,67.0,63,7
2022,invalid,26-136D,67.0,66,2
2022,invalid,30-135W,67.0,67,2
2022,invalid,30-140Y,67.0,64,2
2022,invalid,32-136A,67.0,65,8
2022,W001,07-056Z,66.0,64,6
2022,W001,07-085B,66.0,59,4
2022,W001,07-089D,66.0,65,19
2022,W001,07-107W,66.0,66,10
2022,W001,07-125W,66.0,62,10
2022,invalid,24-136B,66.0,65,7
2022,invalid,32-140A,66.0,63,3
2022,W001,07-068Z,65.0,63,14
2022,invalid,19-136Y,65.0,65,2
2022,invalid,20-135C,65.0,62,2
2022,invalid,20-137Z,65.0,65,2
2022,invalid,21-135Y,65.0,64,3
2022,invalid,25-134W,65.0,64,2
2022,invalid,31-135Y,65.0,64,1
2022,invalid,32-138W,65.0,65,1
2022,W001,07-005W,64.0,64,50
2022,W001,07-021W,64.0,58,8
2022,W001,07-033A,64.0,63,23
2022,W001,07-099B,64.0,58,19
2022,W001,07-101Y,64.0,55,13
2022,W001,07-140A,64.0,63,18
2022,invalid,30-135A,64.0,61,2
2022,invalid,30-140W,64.0,62,4
2022,invalid,31-137Z,64.0,59,7
2022,invalid,32-136W,64.0,62,8
2022,W001,07-021B,63.0,62,4
2022,W001,07-048Y,63.0,61,7
2022,W001,07-070Z,63.0,61,13
2022,W001,07-142W,63.0,58,22
2022,invalid,07-013C,63.0,63,2
2022,invalid,10-144D,63.0,62,8
2022,invalid,19-139X,63.0,63,2
2022,invalid,20-139W,63.0,61,3
2022,invalid,23-139W,63.0,57,3
2022,W001,07-044W,62.0,55,15
2022,W001,07-050D,62.0,61,17
2022,W001,07-127W,62.0,62,12
2022,invalid,07-004A,62.0,59,12
2022,invalid,07-011A,62.0,60,38
2022,invalid,12-060D,62.0,61,2
2022,invalid,18-135Z,62.0,62,2
2022,invalid,21-137Y,62.0,61,1
2022,invalid,22-137D,62.0,58,3
2022,invalid,24-138Y,62.0,62,1
2022,W001,07-046C,61.0,55,1
2022,W001,07-047B,61.0,60,13
2022,invalid,24-138W,61.0,57,8
2022,invalid,26-138Z,61.0,60,1
2022,invalid,30-135Y,61.0,60,5
2022,W001,07-047X,60.0,59,2
2022,W001,07-073Y,60.0,58,28
2022,W001,07-096B,60.0,60,12
2022,W001,07-103Y,60.0,60,16
2022,W001,07-137A,60.0,58,20
2022,W001,07-139W,60.0,59,8
2022,invalid,07-020D,60.0,56,3
2022,invalid,17-136A,60.0,60,2
2022,invalid,19-134A,60.0,60,1
2022,invalid,19-135D,60.0,60,2
2022,invalid,19-136Z,60.0,59,2
2022,invalid,26-137Z,60.0,60,1
2022,invalid,26-140D,60.0,60,1
2022,W001,07-009Z,59.0,59,41
2022,W001,07-026W,59.0,54,6
2022,W001,07-069W,59.0,59,36
2022,invalid,09-145D,59.0,59,10
2022,invalid,17-140A,59.0,59,1
2022,invalid,18-126A,59.0,59,1
2022,invalid,23-137D,59.0,58,2
2022,W001,07-049W,58.0,58,34
2022,W001,07-050W,58.0,56,31
2022,W001,07-111Z,58.0,54,6
2022,invalid,07-005D,58.0,58,41
2022,invalid,25-137Z,58.0,56,2
2022,invalid,30-139Y,58.0,57,2
2022,invalid,32-135B,58.0,56,2
2022,W001,07-004Z,57.0,55,28
2022,W001,07-011X,57.0,56,7
2022,W001,07-048D,57.0,57,35
2022,W001,07-131D,57.0,49,14
2022,W001,07-131Z,57.0,55,22
2022,W001,07-132A,57.0,53,20
2022,invalid,19-139D,57.0,57,1
2022,invalid,27-140A,57.0,55,3
2022,W001,07-018W,56.0,55,36
2022,W001,07-038B,56.0,54,2
2022,W001,07-103B,56.0,56,1
2022,W001,07-143D,56.0,54,27
2022,invalid,07-011D,56.0,56,12
2022,invalid,07-016A,56.0,55,33
2022,invalid,20-137W,56.0,53,3
2022,invalid,27-139D,56.0,56,1
2022,invalid,29-136A,56.0,52,3
2022,W001,07-020Z,55.0,54,35
2022,W001,07-075Y,55.0,52,8
2022,W001,07-029A,54.0,53,15
2022,W001,07-047D,54.0,54,31
2022,W001,07-097A,54.0,54,21
2022,invalid,07-014D,54.0,54,34
2022,invalid,07-040A,54.0,50,14
2022,invalid,17-138A,54.0,53,3
2022,invalid,17-139C,54.0,52,4
2022,invalid,21-137A,54.0,53,2
2022,invalid,21-139A,54.0,54,3
2022,invalid,24-134Z,54.0,53,7
2022,invalid,29-136W,54.0,54,2
2022,invalid,29-137Z,54.0,54,2
2022,invalid,33-140A,54.0,54,2
2022,W001,07-006W,53.0,52,16
2022,W001,07-036Y,53.0,52,39
2022,W001,07-037W,53.0,53,27
2022,W001,07-066D,53.0,53,26
2022,W001,07-084W,53.0,53,14
2022,W001,07-102Z,53.0,52,17
2022,W001,07-107A,53.0,53,6
2022,W001,07-117A,53.0,52,17
2022,W001,07-133Z,53.0,50,21
2022,invalid,10-144Z,53.0,50,6
2022,invalid,10-146A,53.0,52,9
2022,invalid,18-136Z,53.0,49,3
2022,invalid,19-138X,53.0,52,2
2022,invalid,25-136D,53.0,52,4
2022,invalid,27-140Z,53.0,51,3
2022,invalid,31-136Z,53.0,52,5
2022,invalid,33-134D,53.0,53,3
2022,W001,07-036A,52.0,52,41
2022,W001,07-044Y,52.0,50,15
2022,W001,07-143W,52.0,52,10
2022,W001,07-146Z,52.0,48,9
2022,invalid,03-098Y,52.0,51,1
2022,invalid,23-136B,52.0,52,1
2022,invalid,23-139Z,52.0,45,2
2022,invalid,29-138A,52.0,52,2
2022,invalid,30-135C,52.0,51,1
2022,W001,07-024D,51.0,51,38
2022,W001,07-038W,51.0,51,43
2022,W001,07-101W,51.0,50,28
2022,invalid,09-142W,51.0,49,12
2022,invalid,19-138W,51.0,50,2
2022,invalid,23-135Z,51.0,49,1
2022,invalid,23-140W,51.0,50,1
2022,invalid,27-140D,51.0,49,1
2022,invalid,28-138D,51.0,50,1
2022,invalid,29-134Z,51.0,51,2
2022,W001,07-001W,50.0,49,27
2022,W001,07-027Z,50.0,50,21
2022,W001,07-063Y,50.0,45,1
2022,W001,07-071Y,50.0,48,5
2022,W001,07-079W,50.0,50,28
2022,W001,07-080Y,50.0,49,28
2022,invalid,09-142A,50.0,49,1
2022,invalid,10-145X,50.0,49,4
2022,invalid,27-135Y,50.0,50,3
2022,W001,07-016Z,49.0,49,28
2022,W001,07-030W,49.0,47,30
2022,W001,07-050Y,49.0,47,4
2022,W001,07-083W,49.0,48,27
2022,W001,07-098Z,49.0,49,25
2022,W001,07-105D,49.0,48,12
2022,W001,07-110Z,49.0,47,23
2022,W001,07-124D,49.0,49,7
2022,W001,07-128W,49.0,48,7
2022,invalid,07-009D,49.0,49,26
2022,invalid,09-144Y,49.0,46,12
2022,invalid,12-060A,49.0,47,5
2022,invalid,18-135D,49.0,47,2
2022,invalid,23-134Z,49.0,48,1
2022,W001,07-022D,48.0,48,38
2022,W001,07-024A,48.0,48,34
2022,W001,07-026Z,48.0,48,38
2022,W001,07-029Y,48.0,47,26
2022,W001,07-044X,48.0,45,3
2022,W001,07-067W,48.0,48,32
2022,W001,07-082W,48.0,47,22
2022,W001,07-104C,48.0,45,4
2022,W001,07-106Z,48.0,47,30
2022,W001,07-127Y,48.0,45,14
2022,invalid,07-005A,48.0,47,38
2022,invalid,07-016D,48.0,48,20
2022,invalid,07-147A,48.0,47,11
2022,invalid,19-139W,48.0,46,3
2022,invalid,22-140Z,48.0,42,1
2022,invalid,23-138A,48.0,48,2
2022,invalid,29-135W,48.0,42,2
2022,W001,07-035W,47.0,47,32
2022,W001,07-039W,47.0,47,35
2022,W001,07-050A,47.0,47,31
2022,W001,07-068D,47.0,47,28
2022,W001,07-121X,47.0,44,3
2022,invalid,07-008D,47.0,47,33
2022,invalid,25-137W,47.0,46,4
2022,W001,07-003W,46.0,46,35
2022,W001,07-014W,46.0,46,41
2022,W001,07-025Z,46.0,45,24
2022,W001,07-032Y,46.0,46,30
2022,W001,07-075A,46.0,46,25
2022,W001,07-086Z,46.0,46,19
2022,W001,07-093Z,46.0,46,20
2022,W001,07-109W,46.0,45,1
2022,invalid,07-003A,46.0,45,25
2022,invalid,33-138A,46.0,46,2
2022,W001,07-030Z,45.0,45,29
2022,W001,07-043B,45.0,45,23
2022,W001,07-073W,45.0,44,10
2022,W001,07-074D,45.0,45,25
2022,W001,07-076W,45.0,44,30
2022,W001,07-101B,45.0,45,14
2022,W001,07-107Z,45.0,44,2
2022,W001,07-124W,45.0,43,12
2022,invalid,07-002A,45.0,45,24
2022,invalid,09-141C,45.0,44,2
2022,invalid,20-136A,45.0,45,2
2022,invalid,25-136W,45.0,45,1
2022,invalid,26-136A,45.0,45,1
2022,invalid,29-134X,45.0,42,1
2022,invalid,29-137C,45.0,45,1
2022,invalid,32-136Z,45.0,44,8
2022,W001,07-007Z,44.0,44,32
2022,W001,07-023A,44.0,44,13
2022,W001,07-044C,44.0,38,6
2022,W001,07-047Z,44.0,44,14
2022,W001,07-051A,44.0,44,29
2022,W001,07-086D,44.0,43,7
2022,W001,07-091Z,44.0,42,7
2022,W001,07-119Z,44.0,41,14
2022,invalid,07-041A,44.0,43,21
2022,invalid,10-144W,44.0,42,1
2022,invalid,16-130Z,44.0,44,2
2022,invalid,24-136A,44.0,44,9
2022,invalid,27-138Z,44.0,42,3
2022,W001,07-006Y,43.0,43,33
2022,W001,07-074A,43.0,43,22
2022,W001,07-075W,43.0,41,2
2022,W001,07-084D,43.0,42,12
2022,W001,07-094W,43.0,42,29
2022,invalid,07-071A,43.0,42,17
2022,invalid,26-134B,43.0,41,1
2022,invalid,27-136A,43.0,43,2
2022,invalid,29-135Z,43.0,42,2
2022,invalid,29-137D,43.0,40,2
2022,invalid,33-136A,43.0,42,1
2022,W001,07-012Z,42.0,41,17
2022,W001,07-027W,42.0,42,21
2022,W001,07-036D,42.0,39,24
2022,W001,07-041Z,42.0,42,35
2022,W001,07-042Z,42.0,41,30
2022,W001,07-049Y,42.0,42,19
2022,W001,07-053D,42.0,42,33
2022,W001,07-054B,42.0,42,7
2022,W001,07-100A,42.0,42,9
2022,W001,07-116Z,42.0,42,17
2022,invalid,19-136X,42.0,42,3
2022,W001,07-046A,41.0,41,22
2022,W001,07-054A,41.0,40,14
2022,W001,07-065X,41.0,41,19
2022,W001,07-087Y,41.0,38,6
2022,W001,07-097Z,41.0,41,3
2022,W001,07-125A,41.0,41,23
2022,W001,07-134Z,41.0,39,15
2022,invalid,18-139X,41.0,40,3
2022,invalid,22-140W,41.0,40,1
2022,invalid,23-137A,41.0,39,1
2022,invalid,24-140Z,41.0,41,9
2022,invalid,25-140Z,41.0,40,1
2022,invalid,30-137D,41.0,40,1
2022,invalid,32-140W,41.0,39,2
2022,W001,07-010Y,40.0,40,22
2022,W001,07-012Y,40.0,40,23
2022,W001,07-046W,40.0,40,35
2022,W001,07-047W,40.0,39,23
2022,W001,07-079A,40.0,40,26
2022,W001,07-089W,40.0,39,30
2022,W001,07-095A,40.0,40,26
2022,W001,07-134D,40.0,40,22
2022,invalid,24-140W,40.0,40,3
2022,W001,07-009W,39.0,39,1
2022,W001,07-013W,39.0,39,19
2022,W001,07-014X,39.0,39,20
2022,W001,07-022Z,39.0,39,34
2022,W001,07-024W,39.0,39,23
2022,W001,07-035A,39.0,39,30
2022,W001,07-040W,39.0,39,30
2022,W001,07-059Z,39.0,39,14
2022,W001,07-061W,39.0,39,15
2022,W001,07-063D,39.0,37,18
2022,W001,07-076A,39.0,39,34
2022,W001,07-102C,39.0,38,1
2022,invalid,07-017A,39.0,39,18
2022,invalid,07-018A,39.0,39,34
2022,invalid,07-018D,39.0,38,26
2022,invalid,17-139A,39.0,39,2
2022,invalid,18-134Z,39.0,38,2
2022,invalid,28-140X,39.0,35,1
2022,invalid,29-139B,39.0,38,1
2022,invalid,33-135A,39.0,39,2
2022,W001,07-026A,38.0,37,28
2022,W001,07-037B,38.0,35,2
2022,W001,07-040Z,38.0,38,28
2022,W001,07-043D,38.0,38,19
2022,W001,07-049B,38.0,38,11
2022,W001,07-051W,38.0,38,28
2022,W001,07-066W,38.0,38,24
2022,W001,07-082A,38.0,38,29
2022,W001,07-084A,38.0,37,16
2022,W001,07-090W,38.0,38,27
2022,W001,07-102D,38.0,37,14
2022,W001,07-121W,38.0,38,28
2022,invalid,07-007D,38.0,31,2
2022,invalid,07-010B,38.0,37,22
2022,invalid,07-040D,38.0,38,28
2022,invalid,12-030A,38.0,38,15
2022,invalid,22-135D,38.0,35,3
2022,invalid,26-140Z,38.0,38,1
2022,invalid,27-137A,38.0,38,2
2022,invalid,28-135Z,38.0,38,3
2022,W001,07-017X,37.0,37,22
2022,W001,07-025D,37.0,33,1
2022,W001,07-033Y,37.0,36,20
2022,W001,07-041D,37.0,35,13
2022,W001,07-057Y,37.0,37,13
2022,W001,07-065D,37.0,37,15
2022,W001,07-094Z,37.0,37,20
2022,W001,07-129W,37.0,36,7
2022,W001,07-139A,37.0,36,24
2022,W001,07-146C,37.0,34,1
2022,invalid,17-135C,37.0,35,2
2022,invalid,21-135A,37.0,37,1
2022,invalid,21-135Z,37.0,37,1
2022,W001,07-025A,36.0,36,28
2022,W001,07-032A,36.0,36,27
2022,W001,07-034A,36.0,36,30
2022,W001,07-038A,36.0,35,10
2022,W001,07-045W,36.0,36,25
2022,W001,07-048W,36.0,35,1
2022,W001,07-051Z,36.0,36,24
2022,W001,07-058W,36.0,36,28
2022,W001,07-069B,36.0,36,24
2022,W001,07-073D,36.0,36,27
2022,W001,07-099Z,36.0,36,20
2022,invalid,10-144A,36.0,35,10
2022,invalid,16-128W,36.0,35,2
2022,invalid,23-138Z,36.0,35,1
2022,invalid,28-139Z,36.0,36,1
2022,W001,07-012W,35.0,35,23
2022,W001,07-013Z,35.0,32,16
2022,W001,07-079Z,35.0,35,22
2022,W001,07-085W,35.0,35,29
2022,W001,07-090A,35.0,35,27
2022,W001,07-112Y,35.0,33,3
2022,W001,07-120Z,35.0,35,27
2022,W001,07-137Y,35.0,35,21
2022,invalid,07-002D,35.0,35,29
2022,invalid,07-010C,35.0,34,2
2022,invalid,07-071B,35.0,35,27
2022,invalid,07-071D,35.0,35,25
2022,invalid,26-139Z,35.0,34,1
2022,invalid,32-135W,35.0,35,6
2022,invalid,32-140Y,35.0,34,1
2022,W001,07-001Z,34.0,34,26
2022,W001,07-014Z,34.0,34,25
2022,W001,07-028W,34.0,33,18
2022,W001,07-037A,34.0,33,26
2022,W001,07-039D,34.0,34,26
2022,W001,07-046D,34.0,34,23
2022,W001,07-048Z,34.0,33,18
2022,W001,07-088B,34.0,34,17
2022,W001,07-091Y,34.0,34,21
2022,W001,07-130A,34.0,34,8
2022,invalid,07-012D,34.0,33,22
2022,invalid,21-140A,34.0,34,1
2022,W001,07-008W,33.0,31,3
2022,W001,07-023C,33.0,33,4
2022,W001,07-029Z,33.0,33,28
2022,W001,07-034B,33.0,32,23
2022,W001,07-039Z,33.0,33,27
2022,W001,07-055A,33.0,33,25
2022,W001,07-062A,33.0,33,24
2022,W001,07-087Z,33.0,33,13
2022,W001,07-088W,33.0,33,27
2022,W001,07-093W,33.0,32,10
2022,W001,07-097B,33.0,33,11
2022,W001,07-121Z,33.0,33,19
2022,invalid,07-018B,33.0,33,12
2022,invalid,07-142A,33.0,33,20
2022,invalid,07-142D,33.0,33,1
2022,invalid,18-135A,33.0,32,1
2022,invalid,24-139Z,33.0,33,5
2022,W001,07-036Z,32.0,32,19
2022,W001,07-038Z,32.0,32,21
2022,W001,07-054D,32.0,32,23
2022,W001,07-062D,32.0,32,24
2022,W001,07-064W,32.0,32,23
2022,W001,07-074W,32.0,32,11
2022,W001,07-075D,32.0,32,23
2022,W001,07-081D,32.0,31,26
2022,W001,07-096Z,32.0,32,23
2022,W001,07-099A,32.0,32,17
2022,W001,07-104A,32.0,32,23
2022,W001,07-116W,32.0,26,10
2022,W001,07-125Z,32.0,32,30
2022,W001,07-127Z,32.0,31,9
2022,W001,07-136Z,32.0,32,17
2022,invalid,07-006A,32.0,32,30
2022,invalid,32-138A,32.0,32,8
2022,W001,07-044A,31.0,31,23
2022,W001,07-046Y,31.0,30,16
2022,W001,07-050Z,31.0,30,16
2022,W001,07-083D,31.0,31,18
2022,W001,07-104Z,31.0,30,2
2022,W001,07-119Y,31.0,31,6
2022,W001,07-121A,31.0,30,18
2022,invalid,09-141A,31.0,31,14
2022,invalid,20-136Y,31.0,31,2
2022,invalid,23-138D,31.0,31,2
2022,invalid,28-138A,31.0,30,2
2022,invalid,31-136D,31.0,31,1
2022,W001,07-009X,30.0,29,6
2022,W001,07-018X,30.0,29,23
2022,W001,07-048A,30.0,30,25
2022,W001,07-053Y,30.0,29,6
2022,W001,07-066A,30.0,30,22
2022,W001,07-085A,30.0,30,21
2022,W001,07-116A,30.0,29,6
2022,W001,07-128Z,30.0,30,22
2022,W001,07-141D,30.0,30,24
2022,W001,07-147W,30.0,30,20
2022,invalid,07-020B,30.0,30,25
2022,invalid,27-138Y,30.0,29,2
2022,invalid,28-134A,30.0,29,1
2022,invalid,28-135X,30.0,30,1
2022,invalid,31-135Z,30.0,29,2
2022,invalid,33-138D,30.0,28,2
2022,W001,07-002Z,29.0,29,26
2022,W001,07-010X,29.0,28,3
2022,W001,07-013Y,29.0,28,11
2022,W001,07-034W,29.0,28,12
2022,W001,07-037Y,29.0,29,11
2022,W001,07-042W,29.0,29,8
2022,W001,07-043A,29.0,28,19
2022,W001,07-049A,29.0,27,9
2022,W001,07-062W,29.0,29,18
2022,W001,07-063X,29.0,29,2
2022,W001,07-074Z,29.0,29,7
2022,W001,07-078W,29.0,29,15
2022,invalid,07-004D,29.0,29,24
2022,invalid,23-134D,29.0,29,1
2022,invalid,25-135D,29.0,29,1
2022,invalid,29-140W,29.0,22,2
2022,W001,07-010W,28.0,27,21
2022,W001,07-035Z,28.0,28,17
2022,W001,07-056A,28.0,28,17
2022,W001,07-071Z,28.0,28,22
2022,W001,07-077A,28.0,28,27
2022,W001,07-077D,28.0,28,3
2022,W001,07-077Y,28.0,28,17
2022,W001,07-081A,28.0,27,11
2022,W001,07-092Z,28.0,28,17
2022,W001,07-101D,28.0,28,26
2022,W001,07-103A,28.0,26,4
2022,W001,07-108W,28.0,28,3
2022,W001,07-109Z,28.0,28,23
2022,W001,07-122A,28.0,28,23
2022,invalid,07-006B,28.0,26,7
2022,invalid,07-017D,28.0,28,22
2022,invalid,07-019B,28.0,28,16
2022,invalid,10-142W,28.0,28,5
2022,invalid,17-043Z,28.0,27,2
2022,invalid,19-135A,28.0,28,1
2022,invalid,20-134A,28.0,28,1
2022,invalid,25-138W,28.0,28,2
2022,invalid,29-135A,28.0,27,1
2022,invalid,30-140D,28.0,26,1
2022,invalid,31-136Y,28.0,28,1
2022,W001,07-015Y,27.0,27,24
2022,W001,07-023X,27.0,26,2
2022,W001,07-025Y,27.0,25,2
2022,W001,07-044B,27.0,25,5
2022,W001,07-046Z,27.0,27,24
2022,W001,07-057A,27.0,26,19
2022,W001,07-063W,27.0,27,21
2022,W001,07-091D,27.0,27,24
2022,W001,07-095D,27.0,26,17
2022,W001,07-126A,27.0,27,5
2022,invalid,07-015D,27.0,27,21
2022,W001,07-017W,26.0,26,18
2022,W001,07-026D,26.0,26,21
2022,W001,07-067A,26.0,26,22
2022,W001,07-068W,26.0,26,24
2022,W001,07-080A,26.0,26,23
2022,W001,07-100W,26.0,26,17
2022,W001,07-105A,26.0,26,6
2022,W001,07-108Z,26.0,26,20
2022,W001,07-110W,26.0,26,13
2022,W001,07-113D,26.0,26,3
2022,invalid,31-138W,26.0,26,4
2022,invalid,33-139B,26.0,26,1
2022,W001,07-044D,25.0,25,19
2022,W001,07-055W,25.0,25,15
2022,W001,07-067Y,25.0,25,4
2022,W001,07-068Y,25.0,25,15
2022,W001,07-094C,25.0,25,1
2022,W001,07-110A,25.0,25,17
2022,W001,07-113A,25.0,25,3
2022,W001,07-119A,25.0,25,16
2022,W001,07-119X,25.0,24,3
2022,W001,07-132Z,25.0,25,23
2022,W001,07-135Z,25.0,24,13
2022,W001,07-136A,25.0,25,14
2022,invalid,07-013D,25.0,22,2
2022,invalid,18-131C,25.0,24,1
2022,invalid,18-137Z,25.0,25,1
2022,invalid,18-140Z,25.0,25,1
2022,invalid,30-139C,25.0,25,1
2022,invalid,32-140D,25.0,25,1
2022,W001,07-014Y,24.0,24,21
2022,W001,07-039A,24.0,24,20
2022,W001,07-073Z,24.0,23,4
2022,W001,07-087A,24.0,21,12
2022,W001,07-091A,24.0,23,7
2022,W001,07-093A,24.0,24,4
2022,W001,07-097D,24.0,24,2
2022,W001,07-120A,24.0,24,8
2022,W001,07-120D,24.0,24,11
2022,W001,07-128X,24.0,24,1
2022,W001,07-137X,24.0,22,8
2022,W001,07-145Z,24.0,23,5
2022,invalid,08-112Z,24.0,24,13
2022,invalid,17-137A,24.0,24,1
2022,W001,07-004W,23.0,23,2
2022,W001,07-035B,23.0,22,12
2022,W001,07-042A,23.0,23,10
2022,W001,07-045Z,23.0,23,16
2022,W001,07-056W,23.0,23,13
2022,W001,07-070D,23.0,23,13
2022,W001,07-072D,23.0,23,22
2022,W001,07-079D,23.0,23,16
2022,W001,07-081W,23.0,22,15
2022,W001,07-082D,23.0,22,2
2022,W001,07-085Z,23.0,22,4
2022,W001,07-096D,23.0,20,18
2022,W001,07-103W,23.0,23,7
2022,W001,07-134W,23.0,23,13
2022,invalid,07-147D,23.0,21,9
2022,invalid,09-141X,23.0,22,14
2022,invalid,27-135A,23.0,23,2
2022,W001,07-022W,22.0,22,17
2022,W001,07-073A,22.0,22,17
2022,W001,07-077C,22.0,22,1
2022,W001,07-080W,22.0,22,21
