PickYear,LocProfileId,SourceLocation,PickUnits,PickLines,DistinctSKUs
2022,W001,07-080Z,22.0,22,8
2022,W001,07-096Y,22.0,22,3
2022,W001,07-103D,22.0,21,9
2022,W001,07-112Z,22.0,22,15
2022,W001,07-146X,22.0,22,15
2022,invalid,05-005Y,22.0,22,1
2022,invalid,07-019D,22.0,22,19
2022,invalid,10-147D,22.0,22,1
2022,invalid,16-128Z,22.0,21,3
2022,invalid,24-136Z,22.0,22,10
2022,invalid,27-135Z,22.0,22,2
2022,invalid,29-136X,22.0,18,1
2022,invalid,31-138C,22.0,22,1
2022,W001,07-016W,21.0,21,15
2022,W001,07-019W,21.0,21,3
2022,W001,07-034Z,21.0,21,13
2022,W001,07-052Z,21.0,21,11
2022,W001,07-053X,21.0,20,7
2022,W001,07-066Z,21.0,21,7
2022,W001,07-067D,21.0,20,3
2022,W001,07-084Y,21.0,21,9
2022,W001,07-098W,21.0,21,10
2022,W001,07-137B,21.0,21,7
2022,W001,07-144W,21.0,21,18
2022,invalid,07-005B,21.0,21,11
2022,invalid,07-019A,21.0,20,10
2022,invalid,10-141Z,21.0,20,7
2022,invalid,17-140W,21.0,19,2
2022,invalid,18-134A,21.0,21,1
2022,invalid,21-139Z,21.0,21,2
2022,invalid,24-140A,21.0,21,11
2022,invalid,31-136A,21.0,21,6
2022,W001,07-002W,20.0,20,17
2022,W001,07-036W,20.0,20,13
2022,W001,07-058A,20.0,20,10
2022,W001,07-065W,20.0,20,16
2022,W001,07-111W,20.0,20,10
2022,W001,07-115W,20.0,20,1
2022,W001,07-132D,20.0,19,4
2022,W001,07-144Y,20.0,19,5
2022,invalid,08-109Y,20.0,19,11
2022,invalid,09-147B,20.0,16,1
2022,invalid,10-145Z,20.0,20,9
2022,invalid,10-146Z,20.0,19,2
2022,invalid,20-138B,20.0,20,1
2022,invalid,21-137Z,20.0,18,1
2022,W001,07-031W,19.0,19,15
2022,W001,07-037X,19.0,19,12
2022,W001,07-053W,19.0,19,16
2022,W001,07-084Z,19.0,16,6
2022,W001,07-086W,19.0,19,11
2022,W001,07-088D,19.0,19,3
2022,W001,07-099W,19.0,17,8
2022,W001,07-115Y,19.0,19,5
2022,W001,07-117Z,19.0,18,2
2022,W001,07-131A,19.0,18,1
2022,W001,07-135A,19.0,18,7
2022,invalid,07-010D,19.0,19,11
2022,invalid,26-139Y,19.0,15,1
2022,W001,07-022Y,18.0,18,14
2022,W001,07-027A,18.0,18,16
2022,W001,07-027Y,18.0,18,3
2022,W001,07-037D,18.0,17,11
2022,W001,07-077Z,18.0,18,8
2022,W001,07-138A,18.0,18,6
2022,invalid,07-006D,18.0,18,10
2022,invalid,07-009B,18.0,18,6
2022,invalid,07-012A,18.0,18,10
2022,invalid,18-129A,18.0,18,1
2022,invalid,21-136Z,18.0,18,1
2022,invalid,24-137C,18.0,18,1
2022,invalid,25-139Z,18.0,18,1
2022,invalid,30-138A,18.0,18,1
2022,W001,07-032W,17.0,15,3
2022,W001,07-062Y,17.0,15,7
2022,W001,07-076Z,17.0,17,12
2022,W001,07-081Z,17.0,17,4
2022,W001,07-086A,17.0,17,10
2022,W001,07-087D,17.0,17,15
2022,W001,07-087X,17.0,17,1
2022,W001,07-092D,17.0,17,7
2022,invalid,24-134A,17.0,17,7
2022,W001,07-013X,16.0,16,1
2022,W001,07-028D,16.0,15,7
2022,W001,07-043Z,16.0,16,16
2022,W001,07-067Z,16.0,16,5
2022,W001,07-082Z,16.0,16,14
2022,W001,07-095W,16.0,15,1
2022,W001,07-101Z,16.0,16,12
2022,W001,07-123W,16.0,16,2
2022,invalid,07-001D,16.0,16,2
2022,invalid,07-017B,16.0,16,8
2022,invalid,09-142Z,16.0,15,2
2022,invalid,09-146C,16.0,16,2
2022,invalid,18-137A,16.0,16,1
2022,invalid,20-053W,16.0,16,1
2022,invalid,25-135C,16.0,16,2
2022,invalid,25-138Z,16.0,16,2
2022,invalid,27-135C,16.0,15,1
2022,invalid,33-139A,16.0,16,1
2022,W001,07-057B,15.0,15,9
2022,W001,07-058D,15.0,15,6
2022,W001,07-070A,15.0,15,6
2022,W001,07-077B,15.0,15,2
2022,W001,07-112W,15.0,15,13
2022,W001,07-113Y,15.0,15,8
2022,W001,07-118A,15.0,15,3
2022,W001,07-141A,15.0,15,9
2022,invalid,07-003D,15.0,14,9
2022,invalid,07-009A,15.0,15,13
2022,invalid,10-143W,15.0,15,1
2022,invalid,24-135Z,15.0,14,14
2022,invalid,24-138Z,15.0,15,5
2022,invalid,24-139A,15.0,15,10
2022,invalid,27-137Z,15.0,15,2
2022,invalid,30-137C,15.0,13,1
2022,invalid,31-140A,15.0,15,1
2022,W001,07-030Y,14.0,14,4
2022,W001,07-041Y,14.0,14,2
2022,W001,07-045A,14.0,14,9
2022,W001,07-057D,14.0,14,12
2022,W001,07-064Y,14.0,12,2
2022,W001,07-072Z,14.0,14,8
2022,W001,07-075Z,14.0,14,12
2022,W001,07-078Z,14.0,13,3
2022,W001,07-102A,14.0,14,6
2022,W001,07-102Y,14.0,14,7
2022,W001,07-106A,14.0,14,14
2022,W001,07-116Y,14.0,14,1
2022,invalid,07-071C,14.0,13,5
2022,invalid,24-138A,14.0,14,10
2022,invalid,25-135W,14.0,14,1
2022,W001,07-023D,13.0,13,7
2022,W001,07-049D,13.0,13,6
2022,W001,07-060W,13.0,13,11
2022,W001,07-083Z,13.0,13,9
2022,W001,07-088Z,13.0,13,12
2022,W001,07-089A,13.0,13,4
2022,W001,07-115Z,13.0,12,5
2022,W001,07-130Z,13.0,13,9
2022,invalid,31-138Y,13.0,12,1
2022,W001,07-021Z,12.0,12,9
2022,W001,07-022A,12.0,12,10
2022,W001,07-023B,12.0,12,8
2022,W001,07-027D,12.0,12,7
2022,W001,07-034X,12.0,12,9
2022,W001,07-066X,12.0,12,10
2022,W001,07-083A,12.0,12,11
2022,W001,07-091W,12.0,11,5
2022,W001,07-094D,12.0,12,10
2022,W001,07-111A,12.0,12,8
2022,W001,07-123A,12.0,12,7
2022,W001,07-129Y,12.0,12,1
2022,invalid,19-135Z,12.0,12,1
2022,invalid,29-134W,12.0,10,1
2022,invalid,33-137A,12.0,12,1
2022,W001,07-031A,11.0,11,11
2022,W001,07-032X,11.0,11,1
2022,W001,07-057Z,11.0,11,11
2022,W001,07-059X,11.0,11,5
2022,W001,07-063A,11.0,11,9
2022,W001,07-064A,11.0,11,8
2022,W001,07-069D,11.0,11,9
2022,W001,07-078D,11.0,11,6
2022,W001,07-090Z,11.0,11,8
2022,W001,07-118Z,11.0,8,3
2022,W001,07-140Z,11.0,11,9
2022,invalid,07-020A,11.0,11,9
2022,invalid,26-136X,11.0,11,1
2022,invalid,28-139X,11.0,11,1
2022,invalid,32-135Z,11.0,11,8
2022,invalid,32-139Z,11.0,11,7
2022,W001,07-011W,10.0,10,8
2022,W001,07-069A,10.0,9,6
2022,W001,07-085D,10.0,10,8
2022,W001,07-087W,10.0,10,7
2022,W001,07-119D,10.0,10,4
2022,W001,07-137Z,10.0,10,2
2022,invalid,10-143A,10.0,10,9
2022,invalid,17-139X,10.0,10,1
2022,invalid,23-140C,10.0,10,1
2022,invalid,26-139W,10.0,10,1
2022,invalid,31-136W,10.0,10,3
2022,W001,07-031Z,9.0,9,5
2022,W001,07-042Y,9.0,8,2
2022,W001,07-053A,9.0,9,9
2022,W001,07-056D,9.0,9,6
2022,W001,07-065A,9.0,9,9
2022,W001,07-081X,9.0,9,1
2022,W001,07-097W,9.0,9,2
2022,W001,07-115D,9.0,8,5
2022,W001,07-129Z,9.0,9,7
2022,W001,07-146D,9.0,9,4
2022,invalid,09-145Z,9.0,9,8
2022,invalid,10-141W,9.0,9,2
2022,invalid,10-147X,9.0,9,7
2022,invalid,10-147Z,9.0,9,3
2022,invalid,23-134A,9.0,9,1
2022,invalid,25-135Z,9.0,9,1
2022,invalid,26-140B,9.0,9,1
2022,invalid,30-136W,9.0,9,2
2022,invalid,31-135X,9.0,6,1
2022,invalid,32-137Z,9.0,9,6
2022,invalid,32-139B,9.0,6,1
2022,W001,07-055D,8.0,8,1
2022,W001,07-095X,8.0,8,5
2022,W001,07-122Z,8.0,8,7
2022,W001,07-141C,8.0,8,2
2022,invalid,10-142A,8.0,8,7
2022,invalid,20-139B,8.0,8,2
2022,invalid,25-134B,8.0,8,1
2022,W001,07-015W,7.0,7,5
2022,W001,07-041W,7.0,7,2
2022,W001,07-061Z,7.0,7,6
2022,W001,07-064Z,7.0,7,4
2022,W001,07-076D,7.0,7,4
2022,W001,07-085Y,7.0,7,3
2022,W001,07-100Z,7.0,7,6
2022,W001,07-117C,7.0,7,1
2022,invalid,23-137Z,7.0,7,1
2022,invalid,25-135A,7.0,7,1
2022,invalid,26-139C,7.0,7,1
2022,invalid,29-135Y,7.0,7,1
2022,invalid,30-135B,7.0,7,1
2022,W001,07-024C,6.0,5,4
2022,W001,07-061D,6.0,6,4
2022,W001,07-068A,6.0,6,4
2022,W001,07-070Y,6.0,6,5
2022,W001,07-077W,6.0,6,2
2022,W001,07-096A,6.0,6,3
2022,W001,07-124A,6.0,6,4
2022,W001,07-129A,6.0,6,4
2022,invalid,09-143Z,6.0,6,5
2022,invalid,23-136A,6.0,6,2
2022,W001,07-026Y,5.0,5,1
2022,W001,07-062Z,5.0,5,4
2022,W001,07-070X,5.0,5,1
2022,W001,07-089C,5.0,5,1
2022,W001,07-094A,5.0,5,5
2022,W001,07-095Y,5.0,5,3
2022,W001,07-144D,5.0,5,3
2022,invalid,07-001A,5.0,5,4
2022,invalid,09-147W,5.0,5,2
2022,invalid,19-138A,5.0,5,1
2022,invalid,21-136A,5.0,5,1
2022,W001,07-024Y,4.0,4,3
2022,W001,07-057W,4.0,4,1
2022,W001,07-058Z,4.0,4,4
2022,W001,07-065Z,4.0,4,4
2022,W001,07-090D,4.0,4,3
2022,W001,07-095Z,4.0,4,3
2022,W001,07-099D,4.0,4,2
2022,invalid,07-108A,4.0,4,4
2022,invalid,09-141D,4.0,4,3
2022,invalid,09-141Z,4.0,3,1
2022,invalid,09-147Y,4.0,4,2
2022,invalid,26-134Z,4.0,4,1
2022,invalid,26-139B,4.0,4,1
2022,invalid,32-139W,4.0,4,1
2022,W001,07-032D,3.0,3,3
2022,W001,07-033D,3.0,3,3
2022,W001,07-034D,3.0,3,3
2022,W001,07-035D,3.0,3,3
2022,W001,07-072X,3.0,3,3
2022,W001,07-092B,3.0,3,1
2022,W001,07-128A,3.0,3,2
2022,W001,07-134C,3.0,3,1
2022,W001,07-139Z,3.0,3,1
2022,invalid,20-138A,3.0,3,1
2022,invalid,25-136Z,3.0,3,3
2022,invalid,27-134Z,3.0,3,1
2022,invalid,28-137A,3.0,3,2
2022,W001,07-031D,2.0,2,2
2022,W001,07-057C,2.0,2,1
2022,W001,07-064D,2.0,2,2
2022,W001,07-128D,2.0,2,2
2022,W001,07-133A,2.0,2,2
2022,W001,07-133D,2.0,2,2
2022,W001,07-133X,2.0,2,1
2022,W001,07-138Y,2.0,2,1
2022,invalid,07-021A,2.0,2,2
2022,invalid,09-144X,2.0,2,2
2022,invalid,12-053D,2.0,2,2
2022,invalid,23-139A,2.0,2,1
2022,invalid,23-140A,2.0,2,1
2022,invalid,25-134Z,2.0,2,1
2022,invalid,27-136D,2.0,2,1
2022,No LP Track,MMV,1.0,1,1
2022,W001,07-126Y,1.0,1,1
2022,W001,07-138Z,1.0,1,1
2022,invalid,07-109A,1.0,1,1
2022,invalid,09-144A,1.0,1,1
2022,invalid,21-134Y,1.0,1,1
2022,invalid,27-136X,1.0,1,1
2022,invalid,28-134Z,1.0,1,1
2022,invalid,28-135A,1.0,1,1
2022,invalid,31-134W,1.0,1,1
2022,invalid,31-138D,1.0,1,1
2022,invalid,32-136D,1.0,1,1
2022,invalid,32-137W,1.0,1,1
2023,invalid,34-005Z,2097.0,1926,4
2023,invalid,34-010Z,1581.0,1437,1
2023,invalid,34-004Z,1515.0,1376,9
2023,invalid,34-003Z,1305.0,1147,4
2023,invalid,34-001Z,979.0,897,6
2023,invalid,34-002Z,909.0,841,4
2023,invalid,34-008Z,854.0,824,2
2023,invalid,34-007Z,827.0,777,1
2023,invalid,17-129D,812.0,799,20
2023,invalid,34-013Z,808.0,782,3
2023,invalid,17-129C,789.0,735,14
2023,invalid,18-124B,770.0,760,10
2023,invalid,18-133C,770.0,730,15
2023,invalid,17-127X,765.0,717,10
2023,invalid,17-128Y,758.0,734,5
2023,invalid,18-128C,741.0,716,11
2023,invalid,17-128C,723.0,676,10
2023,invalid,18-125C,718.0,691,13
2023,invalid,17-129Z,708.0,689,12
2023,invalid,17-128X,705.0,685,7
2023,invalid,34-012Z,676.0,556,2
2023,invalid,17-138C,660.0,606,12
2023,invalid,18-124D,654.0,636,12
2023,invalid,17-131C,626.0,576,16
2023,invalid,18-130B,616.0,608,9
2023,invalid,16-138X,608.0,579,10
2023,invalid,18-132C,606.0,575,12
2023,invalid,17-130Z,591.0,578,13
2023,invalid,17-132X,582.0,559,11
2023,invalid,17-131Z,568.0,560,14
2023,invalid,18-121B,568.0,553,11
2023,invalid,18-122B,561.0,551,11
2023,invalid,17-137X,553.0,536,11
2023,invalid,17-139D,552.0,542,5
2023,invalid,18-126B,551.0,544,14
2023,invalid,18-128B,547.0,540,16
2023,invalid,17-138Y,543.0,519,7
2023,invalid,17-133X,540.0,522,9
2023,invalid,17-132B,536.0,517,6
2023,invalid,17-138X,536.0,517,12
2023,invalid,18-127C,535.0,524,4
2023,invalid,17-131W,529.0,523,10
2023,invalid,17-130X,524.0,514,9
2023,invalid,17-136X,519.0,516,6
2023,invalid,17-139B,519.0,484,6
2023,invalid,17-133D,518.0,492,13
2023,invalid,17-134D,518.0,506,7
2023,invalid,17-137W,518.0,507,8
2023,invalid,18-129C,512.0,501,10
2023,invalid,17-130W,496.0,489,16
2023,invalid,18-122C,495.0,470,12
2023,invalid,17-133C,493.0,467,9
2023,invalid,18-123C,490.0,468,16
2023,invalid,16-127X,489.0,479,6
2023,invalid,17-131X,482.0,475,11
2023,invalid,17-134X,481.0,470,7
2023,invalid,16-135X,475.0,425,5
2023,invalid,17-131B,472.0,459,6
2023,invalid,16-137X,468.0,460,6
2023,invalid,17-127Y,468.0,464,7
2023,invalid,17-136B,465.0,457,4
2023,invalid,17-132Y,464.0,450,8
2023,invalid,17-135W,464.0,452,5
2023,invalid,18-123B,462.0,450,12
2023,invalid,17-129B,454.0,448,5
2023,invalid,18-133B,454.0,447,6
2023,invalid,16-136X,451.0,442,8
2023,invalid,18-129B,449.0,441,7
2023,invalid,17-133Y,445.0,429,5
2023,invalid,17-136D,440.0,430,7
2023,invalid,17-140X,434.0,420,12
2023,invalid,17-137B,429.0,417,7
2023,invalid,17-137Y,427.0,415,7
2023,invalid,17-134W,426.0,422,9
2023,invalid,18-123D,425.0,412,13
2023,invalid,16-138Y,423.0,409,3
2023,invalid,17-129W,421.0,411,13
2023,invalid,18-130D,418.0,408,8
2023,invalid,16-130Z,417.0,405,20
2023,invalid,17-135X,414.0,391,5
2023,invalid,17-133W,413.0,403,10
2023,invalid,17-140Y,412.0,406,4
2023,invalid,34-009Z,411.0,370,1
2023,invalid,17-135B,408.0,377,7
2023,invalid,17-127Z,407.0,402,13
2023,invalid,16-132Y,404.0,391,6
2023,invalid,17-131Y,401.0,385,7
2023,invalid,17-132Z,401.0,391,11
2023,invalid,17-140D,399.0,382,3
2023,invalid,17-136W,395.0,391,4
2023,invalid,17-130Y,394.0,385,9
2023,invalid,18-132B,394.0,389,8
2023,invalid,17-128B,390.0,387,10
2023,invalid,17-138B,390.0,388,4
2023,invalid,17-139X,386.0,382,9
2023,invalid,17-140C,385.0,372,7
2023,invalid,17-133B,378.0,373,7
2023,invalid,17-139Y,378.0,368,5
2023,invalid,17-140W,377.0,371,4
2023,invalid,17-135C,373.0,366,7
2023,invalid,17-127W,371.0,364,7
2023,invalid,17-130D,366.0,361,15
2023,invalid,16-133W,363.0,358,5
2023,invalid,17-134C,361.0,356,5
2023,invalid,18-121C,359.0,345,9
2023,invalid,18-124C,358.0,350,3
2023,invalid,18-130A,355.0,343,10
2023,invalid,34-006Z,354.0,323,1
2023,invalid,16-127Y,347.0,331,7
2023,invalid,18-131D,347.0,336,7
2023,invalid,16-136Y,346.0,338,7
2023,invalid,17-131A,346.0,342,10
2023,invalid,17-128A,345.0,337,17
2023,invalid,16-131Y,344.0,343,4
2023,invalid,18-120C,344.0,336,9
2023,invalid,17-140A,341.0,334,7
2023,invalid,18-125A,341.0,338,20
2023,invalid,18-127B,339.0,333,4
2023,invalid,18-131C,333.0,324,8
2023,invalid,34-014Z,330.0,324,2
2023,invalid,17-139C,328.0,318,8
2023,invalid,17-138Z,325.0,322,5
2023,invalid,17-134Y,317.0,312,7
2023,invalid,17-134B,316.0,307,3
2023,invalid,18-133D,315.0,306,10
2023,invalid,18-120D,310.0,306,9
2023,invalid,16-132W,309.0,290,6
2023,invalid,18-131B,308.0,301,7
2023,invalid,17-132C,307.0,289,8
2023,invalid,17-137D,304.0,299,5
2023,invalid,16-131W,302.0,288,10
2023,invalid,17-129A,302.0,298,6
2023,invalid,17-128W,300.0,295,11
2023,invalid,17-129X,298.0,294,5
2023,invalid,18-128D,298.0,293,13
2023,invalid,17-128D,297.0,288,9
2023,invalid,18-122A,296.0,293,7
2023,invalid,17-136C,294.0,281,2
2023,invalid,16-133Y,293.0,290,4
2023,invalid,17-135A,292.0,255,4
2023,invalid,18-130C,290.0,283,9
2023,invalid,16-137W,289.0,283,9
2023,invalid,17-131D,286.0,283,16
2023,invalid,17-136Y,285.0,282,3
2023,invalid,18-121A,284.0,281,4
2023,invalid,18-123A,284.0,278,12
2023,invalid,16-135Y,283.0,279,5
2023,invalid,17-133Z,281.0,276,13
2023,invalid,16-134W,278.0,274,7
2023,invalid,16-137Z,278.0,275,9
2023,invalid,16-127W,276.0,266,12
2023,invalid,16-134X,274.0,271,9
2023,invalid,17-140Z,274.0,268,8
2023,invalid,17-130C,272.0,265,8
2023,invalid,17-138D,272.0,266,4
2023,invalid,17-139A,272.0,268,6
2023,invalid,18-120A,271.0,263,11
2023,invalid,17-136A,270.0,265,9
2023,invalid,17-140B,268.0,259,6
2023,invalid,16-128W,266.0,263,10
2023,invalid,16-128X,265.0,256,7
2023,invalid,18-121D,260.0,250,10
2023,invalid,17-138A,259.0,254,5
2023,invalid,17-138W,259.0,253,6
2023,invalid,17-135Z,258.0,251,7
2023,invalid,17-139W,258.0,255,4
2023,invalid,16-133X,256.0,249,5
2023,invalid,17-137A,253.0,249,5
2023,invalid,16-129X,251.0,246,3
2023,invalid,16-128Y,249.0,247,5
2023,invalid,16-140W,245.0,239,9
2023,invalid,17-134A,244.0,242,10
2023,invalid,08-049Y,241.0,231,4
2023,invalid,16-130X,241.0,240,3
2023,invalid,16-138W,238.0,235,6
2023,invalid,17-129Y,238.0,234,4
2023,invalid,18-120B,236.0,215,4
2023,invalid,17-132D,235.0,234,10
2023,invalid,17-135Y,234.0,229,3
2023,invalid,16-127Z,233.0,228,8
2023,invalid,16-060W,225.0,223,7
2023,invalid,16-130Y,224.0,217,3
2023,invalid,16-140Z,224.0,222,12
2023,invalid,16-137Y,223.0,220,6
2023,invalid,18-129D,223.0,216,5
2023,invalid,16-139Y,222.0,219,3
2023,invalid,16-139W,221.0,215,13
2023,invalid,17-059D,221.0,218,3
2023,invalid,16-136Z,220.0,219,12
2023,invalid,18-126D,218.0,215,4
2023,invalid,12-098C,208.0,203,5
2023,invalid,16-139X,208.0,204,4
2023,invalid,17-128Z,207.0,204,8
2023,invalid,34-011Z,205.0,195,1
2023,invalid,17-047W,203.0,201,3
2023,invalid,18-125D,200.0,200,6
2023,invalid,18-128A,200.0,198,14
2023,invalid,12-098A,192.0,190,4
2023,invalid,17-135D,189.0,187,2
2023,invalid,17-137C,189.0,187,1
2023,invalid,16-132Z,183.0,172,7
2023,invalid,17-049X,182.0,180,4
2023,invalid,17-133A,181.0,176,7
2023,invalid,16-135Z,180.0,176,11
2023,invalid,16-128Z,178.0,174,10
2023,invalid,17-098D,177.0,172,4
2023,invalid,17-130B,175.0,171,10
2023,invalid,16-134Z,171.0,170,13
2023,invalid,08-043W,170.0,148,4
2023,invalid,16-139Z,168.0,165,10
2023,invalid,18-125B,165.0,161,5
2023,invalid,17-134Z,160.0,159,5
2023,invalid,17-132A,158.0,157,9
2023,invalid,17-132W,158.0,157,14
2023,invalid,17-130A,157.0,150,6
2023,invalid,08-045W,156.0,127,4
2023,invalid,18-129A,156.0,156,4
2023,invalid,16-132X,155.0,152,2
2023,invalid,16-131X,154.0,154,5
2023,invalid,08-045X,148.0,147,2
2023,invalid,08-107Y,148.0,145,3
2023,invalid,16-129W,146.0,141,4
2023,invalid,16-129Y,146.0,142,5
2023,invalid,17-136Z,143.0,142,2
2023,invalid,18-131A,142.0,140,8
2023,invalid,17-043Y,141.0,138,4
2023,invalid,08-049X,138.0,130,3
2023,invalid,18-122D,137.0,133,4
2023,invalid,16-135W,135.0,134,3
2023,invalid,16-140Y,134.0,117,2
2023,invalid,17-046Y,128.0,125,7
2023,invalid,08-109Z,127.0,124,5
2023,invalid,17-049W,123.0,119,5
2023,invalid,18-132A,122.0,121,11
2023,invalid,12-098D,115.0,114,8
2023,invalid,18-127D,114.0,114,14
2023,invalid,08-048Y,113.0,109,2
2023,invalid,16-131Z,113.0,110,9
2023,invalid,16-136W,109.0,106,10
2023,invalid,08-045Y,107.0,88,5
2023,invalid,16-133Z,106.0,105,4
2023,invalid,18-126C,106.0,102,2
2023,invalid,18-133A,106.0,103,4
2023,invalid,17-044W,100.0,96,5
2023,invalid,16-138Z,95.0,95,8
2023,invalid,08-046Y,94.0,92,1
2023,invalid,17-044X,93.0,90,3
2023,invalid,12-098B,92.0,89,2
2023,invalid,16-129Z,92.0,91,2
2023,invalid,17-060A,92.0,86,5
2023,invalid,17-137Z,91.0,91,4
2023,invalid,17-045Z,89.0,86,4
2023,invalid,16-134Y,88.0,87,3
2023,invalid,17-047Y,86.0,84,2
2023,invalid,17-098B,86.0,86,4
2023,invalid,17-044Y,83.0,82,2
2023,invalid,17-139Z,82.0,76,3
2023,invalid,17-044Z,76.0,76,5
2023,invalid,17-059A,73.0,71,5
2023,invalid,18-127A,72.0,72,8
2023,invalid,16-140X,71.0,69,2
2023,invalid,17-046X,70.0,67,4
2023,invalid,08-108W,69.0,69,2
2023,invalid,18-132D,69.0,67,5
2023,invalid,08-049W,65.0,65,1
2023,invalid,17-046Z,65.0,64,5
2023,invalid,17-047Z,65.0,63,3
2023,invalid,17-098A,65.0,64,6
2023,invalid,16-130W,61.0,60,3
2023,invalid,18-126A,60.0,60,3
2023,invalid,08-048W,57.0,55,8
2023,invalid,08-106W,57.0,56,1
2023,invalid,08-112X,56.0,52,2
2023,invalid,17-098C,56.0,56,3
2023,invalid,08-110X,53.0,51,2
2023,invalid,17-059B,53.0,50,1
2023,invalid,08-112W,50.0,49,2
2023,invalid,08-048X,45.0,43,3
2023,invalid,18-124A,45.0,45,3
2023,invalid,08-111Z,44.0,40,7
2023,invalid,17-127A,42.0,41,1
2023,invalid,08-043Y,41.0,41,1
2023,invalid,08-043X,39.0,37,3
2023,invalid,08-111Y,38.0,33,3
2023,invalid,17-048X,36.0,35,1
2023,invalid,17-127B,36.0,36,2
2023,invalid,08-045Z,33.0,32,12
2023,invalid,08-046W,33.0,32,3
2023,invalid,17-048Y,33.0,33,3
2023,invalid,08-107X,32.0,32,1
2023,invalid,08-044Y,28.0,28,2
2023,invalid,17-045Y,28.0,27,1
2023,invalid,17-047X,27.0,23,1
2023,invalid,08-044X,25.0,24,4
2023,invalid,08-109X,24.0,24,1
2023,invalid,17-045W,23.0,23,5
2023,invalid,08-111W,22.0,22,1
2023,invalid,17-060C,21.0,21,2
2023,invalid,17-048Z,20.0,20,3
2023,invalid,08-047X,18.0,17,3
2023,invalid,08-110Y,17.0,17,2
2023,invalid,17-049Y,16.0,16,3
2023,invalid,08-112Y,13.0,13,1
2023,invalid,08-047Y,12.0,12,3
2023,invalid,17-060D,12.0,12,1
2023,invalid,08-106Y,11.0,11,1
2023,invalid,08-111X,11.0,11,1
2023,invalid,17-043Z,11.0,11,1
2023,invalid,17-048W,11.0,11,3
2023,invalid,17-059C,11.0,11,2
2023,invalid,08-106X,9.0,9,1
2023,invalid,08-106Z,9.0,8,4
2023,invalid,17-127C,9.0,10,1
2023,invalid,08-047Z,8.0,8,7
2023,invalid,17-046W,8.0,8,4
2023,invalid,08-044W,7.0,7,2
2023,invalid,08-046Z,6.0,6,2
2023,invalid,08-049Z,6.0,6,3
2023,invalid,08-109W,6.0,6,1
2023,invalid,08-047W,5.0,5,4
2023,invalid,08-108X,5.0,5,3
2023,invalid,08-107Z,4.0,4,2
2023,invalid,08-110W,4.0,4,3
2023,invalid,08-044Z,3.0,3,3
2023,invalid,08-107W,3.0,3,1
2023,invalid,17-043X,3.0,3,1
2023,invalid,17-060B,3.0,3,2
2023,invalid,17-127D,3.0,3,1
2023,invalid,08-046X,2.0,2,2
2023,invalid,08-048Z,2.0,2,2
2023,invalid,08-108Z,2.0,2,2
2023,invalid,17-049Z,2.0,2,2
2023,invalid,08-110Z,1.0,1,1
2023,invalid,08-112Z,1.0,1,1
2024,invalid,34-007Z,598.0,537,3
2024,invalid,34-008Z,540.0,508,5
2024,invalid,34-003X,530.0,484,2
2024,invalid,34-001Z,524.0,502,7
2024,invalid,34-012Z,473.0,441,7
2024,W001,07-008X,469.0,408,7
2024,invalid,34-005X,458.0,446,1
2024,invalid,34-004Z,448.0,406,4
2024,invalid,34-004X,415.0,398,2
2024,invalid,34-022X,411.0,384,2
2024,W001,07-003Y,402.0,373,5
2024,invalid,34-011Z,362.0,349,4
2024,invalid,07-020A,345.0,329,3
2024,invalid,34-006Y,305.0,297,3
2024,invalid,34-007X,302.0,285,2
2024,invalid,34-002Z,296.0,292,3
2024,invalid,34-028X,271.0,257,2
2024,invalid,34-013Z,256.0,246,2
2024,invalid,18-129B,254.0,244,2
2024,invalid,17-128C,250.0,247,2
2024,invalid,17-133Z,247.0,238,2
2024,invalid,17-140Z,245.0,243,3
2024,invalid,34-009Z,234.0,230,4
2024,invalid,07-018A,231.0,215,1
2024,invalid,07-021A,230.0,214,1
2024,invalid,34-020X,223.0,204,1
2024,invalid,34-002X,217.0,208,1
2024,invalid,17-140A,212.0,209,2
2024,invalid,18-120B,212.0,208,3
2024,invalid,17-130W,209.0,203,4
2024,invalid,07-019A,205.0,188,3
2024,invalid,17-139X,201.0,198,2
2024,invalid,34-005Z,201.0,194,2
2024,invalid,17-127Y,199.0,199,1
2024,W001,07-019Y,195.0,173,2
2024,invalid,34-019X,183.0,179,1
2024,invalid,18-122B,179.0,176,2
2024,invalid,34-014Z,179.0,166,3
2024,invalid,34-021Z,174.0,172,2
2024,invalid,34-016X,173.0,163,1
2024,invalid,18-121B,172.0,168,2
2024,invalid,17-131A,171.0,171,2
2024,invalid,17-129D,170.0,167,4
2024,invalid,17-139Z,168.0,166,3
2024,invalid,17-130B,167.0,166,2
2024,W001,07-018X,162.0,144,6
2024,invalid,18-127B,159.0,157,2
2024,invalid,34-006X,159.0,152,1
2024,invalid,18-132A,158.0,156,4
2024,invalid,34-011X,156.0,147,2
2024,invalid,17-137W,155.0,154,2
2024,invalid,34-001X,155.0,150,1
2024,W001,07-001W,154.0,146,3
2024,invalid,17-129Z,154.0,154,4
2024,invalid,17-130Y,154.0,149,3
2024,invalid,34-017X,154.0,141,1
2024,invalid,17-129Y,153.0,152,2
2024,invalid,34-020Y,153.0,153,2
2024,invalid,17-140D,152.0,152,2
2024,invalid,17-137Y,146.0,146,2
2024,invalid,18-128B,146.0,145,2
