ForecastName,Rows,ActualUnits,ForecastUnits,BiasUnits,BiasPct,WAPE,ZeroForecastSoldUnits,ZeroForecastSoldUnitPct
CorporateBaselineQty,298056,569111.0,686286.0,117175.0,0.2058912936140753,1.7877830511095376,399656.0,0.7022461347610571
Recent28BaselineQty,298056,569111.0,567365.7729466384,-1745.2270533615956,-0.0030665846440529098,0.7200187148419417,897.0,0.0015761424396998126
Recent7BaselineQty,298056,569111.0,575992.0333333333,6881.033333333326,0.012090845781110056,0.6625655000267334,3397.0,0.005968958603857596
HybridBaselineQty,298056,569111.0,680125.2967439183,111014.29674391833,0.19506615887571727,0.8605108665219682,839.0,0.001474229104691352
