Date,SKU,SoldUnits,CorporateBaselineQty,Recent28BaselineQty,Recent7BaselineQty,HybridBaselineQty,HasAnyPromotion,Division,Department,Class,KeyCategoryView,HybridAbsError
2026-05-22,80617-65Z-80,27.0,0.0,12.392857142857142,12.0,9.294642857142858,True,Baby Apparel,Bby sets,Bby SS set,Set,17.705357142857142
2026-06-02,80681-6GV-110,1.0,0.0,24.928571428571427,1.7142857142857142,18.69642857142857,True,Girls,G dress,G SL dress,Dress,17.69642857142857
2026-05-25,81338-5UD-120,24.0,0.0,4.821428571428571,8.428571428571429,6.321428571428571,True,Kids Unisex Sleep,S KU LJ,S KU LJ print,Sleep,17.67857142857143
2026-05-22,84306-61J-75,24.0,0.0,5.75,8.428571428571429,6.321428571428571,True,Baby Sleepwear,BS footless sleeper,BS footless print,Sleep,17.67857142857143
2026-05-21,50754-4SL-S,2.0,53.0,3.892857142857143,8.571428571428571,19.67857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.67857142857143
2026-05-18,83154-4QH-120,1.0,64.0,3.5714285714285716,2.0,18.67857142857143,True,Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,Sleep,17.67857142857143
2026-05-24,67377-SR4-100,4.0,70.0,4.928571428571429,5.571428571428571,21.67857142857143,True,Girls,G pant,G k pant,Pant,17.67857142857143
2026-05-17,84428-6GQ-130,21.0,0.0,4.464285714285714,4.285714285714286,3.3482142857142856,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.651785714285715
2026-05-21,84434-66I-120,29.0,0.0,8.571428571428571,15.142857142857142,11.357142857142858,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.642857142857142
2026-05-20,58663-4TA-L,11.0,88.0,3.25,8.857142857142858,28.642857142857142,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.642857142857142
2026-05-13,67377-015-100,4.0,72.0,4.821428571428571,3.142857142857143,21.616071428571427,True,Girls,G pant,G k pant,Pant,17.616071428571427
2026-05-25,81338-6AN-140,22.0,0.0,3.75,5.857142857142857,4.392857142857142,True,Kids Unisex Sleep,S KU LJ,S KU LJ print,Sleep,17.607142857142858
2026-05-26,84505-5ZX-110,37.0,0.0,15.678571428571429,25.857142857142858,19.392857142857142,True,Girls,G dress,G SL dress,Dress,17.607142857142858
2026-06-03,80681-6GV-110,1.0,0.0,24.785714285714285,0.8571428571428571,18.589285714285715,True,Girls,G dress,G SL dress,Dress,17.589285714285715
2026-05-22,82778-5HO-120,27.0,0.0,8.821428571428571,12.571428571428571,9.428571428571429,True,Boys,B swimwear,B swim rash guard,Swim,17.57142857142857
2026-05-23,43205-015-130,3.0,60.0,6.714285714285714,7.428571428571429,20.57142857142857,True,Girls,G short,G k short,Short,17.57142857142857
2026-05-24,67501-SR4-120,7.0,73.0,6.5,8.428571428571429,24.57142857142857,True,Boys,B pant,B k pant,Pant,17.57142857142857
2026-05-23,45346-SR4-130,6.0,65.0,9.321428571428571,9.714285714285714,23.535714285714285,True,Girls,G short,G k short,Short,17.535714285714285
2026-05-24,83403-3PS-50,2.0,73.0,1.0714285714285714,1.7142857142857142,19.535714285714285,True,Baby Sleepwear,BS footless sleeper,BS footless print,Sleep,17.535714285714285
2026-05-21,83154-4QH-150,2.0,70.0,2.7142857142857144,1.5714285714285714,19.535714285714285,True,Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,Sleep,17.535714285714285
2026-05-24,48080-SR4-120,4.0,63.0,5.785714285714286,7.714285714285714,21.535714285714285,True,Boys,B short,B w short,Short,17.535714285714285
2026-05-24,82248-4YJ-110,2.0,73.0,1.7142857142857142,1.4285714285714286,19.535714285714285,True,Kids Unisex,KU top,KU LS top,Top,17.535714285714285
2026-05-31,82912-2RO-130,14.0,46.0,16.285714285714285,26.714285714285715,31.535714285714285,True,Girls,G dress,G SL dress,Dress,17.535714285714285
2026-05-14,58660-4ON-S,9.0,70.0,12.035714285714286,3.4285714285714284,26.526785714285715,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.526785714285715
2026-05-22,83154-4QH-140,6.0,84.0,3.357142857142857,3.142857142857143,23.517857142857142,True,Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,Sleep,17.517857142857142
2026-05-26,84628-6GV-130,28.0,0.0,9.178571428571429,14.0,10.5,True,Girls,G top,G SL top,Top,17.5
2026-06-03,43205-5HC-110,4.0,35.0,15.25,17.0,21.5,True,Girls,G short,G k short,Short,17.5
2026-05-21,84621-6HA-120,22.0,0.0,5.142857142857143,6.0,4.5,True,Girls,G dress,G SL dress,Dress,17.5
2026-05-28,84428-1WC-140,38.0,4.0,15.678571428571429,26.0,20.5,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.5
2026-05-25,50764-4SV-L,1.0,64.0,3.3214285714285716,1.0,18.49107142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.49107142857143
2026-05-17,43205-5HC-110,27.0,0.0,12.678571428571429,7.142857142857143,9.508928571428571,True,Girls,G short,G k short,Short,17.49107142857143
2026-05-17,67377-3KM-110,5.0,65.0,8.321428571428571,5.0,22.49107142857143,True,Girls,G pant,G k pant,Pant,17.49107142857143
2026-05-29,84662-1NV-110,9.0,0.0,17.892857142857142,35.285714285714285,26.464285714285715,True,Girls,G dress,G SS dress,Dress,17.464285714285715
2026-05-25,84090-5KM-120,33.0,0.0,18.214285714285715,20.714285714285715,15.535714285714286,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.464285714285715
2026-05-15,67377-SR4-120,5.0,52.0,12.607142857142858,8.142857142857142,22.455357142857142,True,Girls,G pant,G k pant,Pant,17.455357142857142
2026-05-14,58665-4TD-S,5.0,63.0,8.928571428571429,4.0,22.44642857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.44642857142857
2026-06-04,82912-2RO-130,4.0,35.0,16.928571428571427,13.142857142857142,21.44642857142857,True,Girls,G dress,G SL dress,Dress,17.44642857142857
2026-05-15,58665-4TG-XS,5.0,74.0,5.25,1.4285714285714286,22.4375,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.4375
2026-05-23,50754-4SN-S,18.0,95.0,7.928571428571429,15.571428571428571,35.42857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.42857142857143
2026-05-22,84082-6GS-110,26.0,0.0,7.178571428571429,11.428571428571429,8.571428571428571,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.42857142857143
2026-05-17,81718-68I-130,26.0,0.0,11.428571428571429,8.285714285714286,8.571428571428571,True,Girls,G dress,G SL dress,Dress,17.42857142857143
2026-05-20,58665-4TG-S,7.0,72.0,5.178571428571429,8.571428571428571,24.42857142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.42857142857143
2026-05-24,58662-4SM-M,10.0,78.0,4.785714285714286,10.571428571428571,27.42857142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.42857142857143
2026-05-20,67377-SR4-110,5.0,68.0,7.214285714285714,5.428571428571429,22.410714285714285,True,Girls,G pant,G k pant,Pant,17.410714285714285
2026-05-14,45346-SR4-130,4.0,58.0,9.214285714285714,3.4285714285714284,21.410714285714285,True,Girls,G short,G k short,Short,17.410714285714285
2026-05-20,58663-4T4-M,7.0,78.0,6.535714285714286,6.428571428571429,24.401785714285715,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.401785714285715
2026-06-03,84460-5ZO-100,2.0,6.0,22.821428571428573,23.857142857142858,19.392857142857142,True,Girls,G dress,G SL dress,Dress,17.392857142857142
2026-05-29,84434-65Z-120,8.0,0.0,17.178571428571427,33.857142857142854,25.39285714285714,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.39285714285714
2026-05-24,82677-GK3-130,2.0,63.0,4.821428571428571,4.142857142857143,19.366071428571427,True,Girls,G top,G SS top,Top,17.366071428571427
2026-05-23,84460-5ZO-110,45.0,0.0,22.928571428571427,36.857142857142854,27.64285714285714,True,Girls,G dress,G SL dress,Dress,17.35714285714286
2026-05-30,43205-5HC-110,8.0,35.0,15.964285714285714,22.142857142857142,25.357142857142858,True,Girls,G short,G k short,Short,17.357142857142858
2026-05-22,81700-5ZA-120,27.0,0.0,10.857142857142858,12.857142857142858,9.642857142857142,True,Girls,G short,G k short,Short,17.357142857142858
2026-05-21,83403-3PS-60,3.0,77.0,1.4642857142857142,1.1428571428571428,20.348214285714285,True,Baby Sleepwear,BS footless sleeper,BS footless print,Sleep,17.348214285714285
2026-05-18,84434-66I-120,23.0,0.0,6.607142857142857,7.571428571428571,5.678571428571429,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.32142857142857
2026-05-21,81718-68I-130,29.0,0.0,12.892857142857142,15.571428571428571,11.678571428571429,True,Girls,G dress,G SL dress,Dress,17.32142857142857
2026-05-21,84505-6H6-110,32.0,0.0,12.107142857142858,19.571428571428573,14.67857142857143,True,Girls,G dress,G SL dress,Dress,17.32142857142857
2026-05-20,45346-SR4-130,6.0,65.0,9.428571428571429,7.571428571428571,23.32142857142857,True,Girls,G short,G k short,Short,17.32142857142857
2026-05-19,84082-6DC-130,25.0,0.0,10.25,6.285714285714286,7.6875,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.3125
2026-05-13,58660-4NA-S,6.0,37.0,18.75,8.571428571428571,23.3125,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.3125
2026-05-22,84460-6GW-110,31.0,0.0,12.964285714285714,18.285714285714285,13.714285714285714,True,Girls,G dress,G SL dress,Dress,17.285714285714285
2026-05-21,84428-1WC-120,37.0,0.0,15.607142857142858,26.285714285714285,19.714285714285715,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.285714285714285
2026-05-25,84620-6GV-130,31.0,0.0,12.785714285714286,18.285714285714285,13.714285714285714,True,Girls,G short,G w short,Short,17.285714285714285
2026-05-28,84460-5ZO-130,40.0,6.0,14.571428571428571,28.285714285714285,22.714285714285715,True,Girls,G dress,G SL dress,Dress,17.285714285714285
2026-05-17,84505-5ZU-130,21.0,0.0,4.535714285714286,5.0,3.75,True,Girls,G dress,G SL dress,Dress,17.25
2026-05-17,81718-68I-100,27.0,0.0,13.0,10.0,9.75,True,Girls,G dress,G SL dress,Dress,17.25
2026-05-28,84448-61J-120,37.0,1.0,17.535714285714285,26.0,19.75,True,Girls,G dress,G SL dress,Dress,17.25
2026-06-06,84460-6GS-110,5.0,0.0,29.642857142857142,17.285714285714285,22.232142857142858,True,Girls,G dress,G SL dress,Dress,17.232142857142858
2026-05-13,58660-4NA-M,3.0,36.0,14.964285714285714,6.0,20.223214285714285,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.223214285714285
2026-05-23,82897-1SA-130,9.0,80.0,6.642857142857143,8.285714285714286,26.214285714285715,True,Girls,G swimwear,G swim 1pc,Swim,17.214285714285715
2026-05-15,58660-4NA-L,1.0,50.0,7.607142857142857,2.5714285714285716,18.205357142857142,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.205357142857142
2026-06-03,82912-2RO-90,7.0,41.0,18.607142857142858,16.0,24.205357142857142,True,Girls,G dress,G SL dress,Dress,17.205357142857142
2026-05-14,58660-4NA-L,3.0,58.0,7.607142857142857,2.5714285714285716,20.205357142857142,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.205357142857142
2026-05-20,81718-68I-120,33.0,0.0,21.071428571428573,21.0,15.80357142857143,True,Girls,G dress,G SL dress,Dress,17.19642857142857
2026-06-01,58661-4NA-S,25.0,0.0,6.5,10.428571428571429,7.821428571428571,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.17857142857143
2026-05-24,83000-1SA-75,3.0,55.0,5.428571428571429,8.571428571428571,20.17857142857143,True,Baby Apparel,Bby 1pc,Bby SL 1pc,1pc,17.17857142857143
2026-05-24,84434-65Z-110,31.0,0.0,9.392857142857142,18.428571428571427,13.82142857142857,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.17857142857143
2026-06-05,84460-6GS-120,2.0,0.0,25.535714285714285,17.142857142857142,19.151785714285715,True,Girls,G dress,G SL dress,Dress,17.151785714285715
2026-05-15,67377-3KT-110,3.0,61.0,6.535714285714286,2.2857142857142856,20.151785714285715,True,Girls,G pant,G k pant,Pant,17.151785714285715
2026-06-06,58663-4SX-S,12.0,78.0,9.535714285714286,12.857142857142858,29.142857142857142,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.142857142857142
2026-05-23,52309-4SL-L,10.0,82.0,5.678571428571429,8.857142857142858,27.142857142857142,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.142857142857142
2026-05-25,84434-66I-120,36.0,0.0,11.714285714285714,25.142857142857142,18.857142857142858,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.142857142857142
2026-05-21,84460-5ZO-130,27.0,0.0,11.142857142857142,13.142857142857142,9.857142857142858,True,Girls,G dress,G SL dress,Dress,17.142857142857142
2026-05-25,84433-68I-140,32.0,0.0,14.071428571428571,19.857142857142858,14.892857142857142,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.107142857142858
2026-05-22,84460-6GS-90,29.0,0.0,10.392857142857142,15.857142857142858,11.892857142857142,True,Girls,G dress,G SL dress,Dress,17.107142857142858
2026-05-19,82912-2RO-110,43.0,143.0,14.678571428571429,32.42857142857143,60.07142857142857,True,Girls,G dress,G SL dress,Dress,17.07142857142857
2026-06-06,84460-5ZO-110,5.0,9.0,26.428571428571427,15.571428571428571,22.07142857142857,True,Girls,G dress,G SL dress,Dress,17.07142857142857
2026-05-17,84460-65Z-120,28.0,0.0,14.571428571428571,11.142857142857142,10.928571428571429,True,Girls,G dress,G SL dress,Dress,17.07142857142857
2026-05-22,84448-61J-130,25.0,0.0,10.214285714285714,10.571428571428571,7.928571428571429,True,Girls,G dress,G SL dress,Dress,17.07142857142857
2026-05-28,84433-68I-130,36.0,2.0,16.785714285714285,24.571428571428573,18.92857142857143,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,17.07142857142857
2026-06-04,84460-5ZO-120,6.0,6.0,28.75,26.285714285714285,23.0625,True,Girls,G dress,G SL dress,Dress,17.0625
2026-06-03,84460-5ZO-110,6.0,6.0,26.964285714285715,28.714285714285715,23.035714285714285,True,Girls,G dress,G SL dress,Dress,17.035714285714285
2026-05-20,82897-1SA-110,1.0,58.0,3.857142857142857,4.714285714285714,18.035714285714285,True,Girls,G swimwear,G swim 1pc,Swim,17.035714285714285
2026-05-18,82787-64I-120,24.0,0.0,9.285714285714286,8.714285714285714,6.964285714285715,True,Girls,G sets,G SL set,Set,17.035714285714285
2026-05-24,52309-4SR-XL,5.0,70.0,4.142857142857143,6.0,22.0,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.0
2026-05-25,84628-6GV-120,29.0,0.0,10.678571428571429,16.0,12.0,True,Girls,G top,G SL top,Top,17.0
2026-05-22,67377-015-85,3.0,74.0,1.7857142857142858,2.0,20.0,True,Girls,G pant,G k pant,Pant,17.0
2026-05-23,67377-SR4-110,6.0,68.0,7.178571428571429,8.0,23.0,True,Girls,G pant,G k pant,Pant,17.0
2026-05-23,58661-4PX-S,4.0,72.0,4.0,3.5714285714285716,21.0,True,Kids Unders,U G underwear,U G unders bottom,Underwear,17.0
2026-05-25,84329-5MZ-130,23.0,0.0,4.714285714285714,8.0,6.0,True,Girls,G swimwear,G swim 2pc,Swim,17.0
2026-05-26,81338-5NF-120,29.0,0.0,7.928571428571429,16.0,12.0,True,Kids Unisex Sleep,S KU LJ,S KU LJ print,Sleep,17.0
2026-06-03,58663-4SX-S,9.0,53.0,9.5,17.0,26.0,True,Kids Unders,U B underwear,U B unders bottom,Underwear,17.0
2026-05-25,84460-5ZO-110,50.0,0.0,24.714285714285715,44.0,33.0,True,Girls,G dress,G SL dress,Dress,17.0
2026-06-08,81644-1SA-90,29.0,0.0,12.285714285714286,16.0,12.0,True,Kids Unisex,KU top,KU SS top,Top,17.0
2026-05-18,84605-SR4-130,21.0,0.0,5.357142857142857,5.285714285714286,4.017857142857142,True,Boys,B short,B w short,Short,16.982142857142858
2026-06-07,81644-1SA-110,26.0,0.0,12.035714285714286,11.0,9.026785714285715,True,Kids Unisex,KU top,KU SS top,Top,16.973214285714285
2026-05-24,82897-1SA-150,2.0,60.0,4.035714285714286,5.285714285714286,18.964285714285715,True,Girls,G swimwear,G swim 1pc,Swim,16.964285714285715
2026-05-21,84433-68I-140,28.0,0.0,13.285714285714286,14.714285714285714,11.035714285714285,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.964285714285715
2026-05-26,84434-65K-120,25.0,0.0,8.25,10.714285714285714,8.035714285714285,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.964285714285715
2026-05-15,81766-1QH-110,2.0,54.0,7.285714285714286,3.2857142857142856,18.964285714285715,True,Kids Unisex,KU top,KU SS top,Top,16.964285714285715
2026-06-01,82912-2RO-130,12.0,46.0,16.571428571428573,23.285714285714285,28.964285714285715,True,Girls,G dress,G SL dress,Dress,16.964285714285715
2026-05-18,84505-5ZX-130,24.0,0.0,9.392857142857142,7.285714285714286,7.044642857142857,True,Girls,G dress,G SL dress,Dress,16.955357142857142
2026-05-22,80681-6GV-150,24.0,0.0,4.0,9.428571428571429,7.071428571428571,True,Girls,G dress,G SL dress,Dress,16.92857142857143
2026-05-25,58662-4SU-S,9.0,72.0,8.607142857142858,10.571428571428571,25.92857142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.92857142857143
2026-05-25,52309-4SR-L,10.0,76.0,5.714285714285714,10.571428571428571,26.92857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.92857142857143
2026-05-22,58660-4PX-XL,10.0,97.0,2.9642857142857144,3.5714285714285716,26.92857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.92857142857143
2026-05-12,67377-015-150,4.0,65.0,6.214285714285714,4.571428571428571,20.910714285714285,True,Girls,G pant,G k pant,Pant,16.910714285714285
2026-05-21,84433-66J-110,27.0,0.0,13.464285714285714,10.428571428571429,10.098214285714285,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.901785714285715
2026-06-06,58662-4SU-M,1.0,57.0,4.857142857142857,3.0,17.892857142857142,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.892857142857142
2026-05-26,82912-2RO-85,33.0,19.0,6.5,15.142857142857142,16.107142857142858,True,Girls,G dress,G SL dress,Dress,16.892857142857142
2026-05-30,84620-6GV-120,3.0,2.0,16.464285714285715,25.857142857142858,19.892857142857142,True,Girls,G short,G w short,Short,16.892857142857142
2026-05-18,84460-61J-110,27.0,0.0,13.5,13.0,10.125,True,Girls,G dress,G SL dress,Dress,16.875
2026-05-21,84505-5ZX-130,25.0,0.0,10.571428571428571,10.857142857142858,8.142857142857142,True,Girls,G dress,G SL dress,Dress,16.857142857142858
2026-05-17,58661-4ON-M,4.0,50.0,11.142857142857142,3.7142857142857144,20.857142857142858,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.857142857142858
2026-05-30,84434-65Z-120,5.0,0.0,16.892857142857142,29.142857142857142,21.857142857142858,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.857142857142858
2026-06-06,58661-4PQ-S,4.0,62.0,7.107142857142857,3.142857142857143,20.830357142857142,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.830357142857142
2026-05-14,58662-4SQ-M,3.0,57.0,7.428571428571429,4.571428571428571,19.82142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.82142857142857
2026-05-24,84628-6GV-120,27.0,0.0,10.071428571428571,13.571428571428571,10.178571428571429,True,Girls,G top,G SL top,Top,16.82142857142857
2026-05-21,84460-6GS-120,36.0,0.0,20.035714285714285,25.571428571428573,19.17857142857143,True,Girls,G dress,G SL dress,Dress,16.82142857142857
2026-05-22,33218-1AY-100,22.0,1.0,2.7857142857142856,6.571428571428571,5.178571428571429,True,Kids Unisex Sleep,S KU SJ,S KU SJ stripe,Sleep,16.82142857142857
2026-06-04,82912-2RO-90,7.0,39.0,18.75,12.571428571428571,23.8125,True,Girls,G dress,G SL dress,Dress,16.8125
2026-05-16,43205-GK3-120,5.0,57.0,10.071428571428571,3.4285714285714284,21.80357142857143,True,Girls,G short,G k short,Short,16.80357142857143
2026-06-05,84460-5ZO-120,6.0,6.0,28.392857142857142,20.0,22.794642857142858,True,Girls,G dress,G SL dress,Dress,16.794642857142858
2026-05-17,84434-66I-110,20.0,0.0,4.285714285714286,2.7142857142857144,3.2142857142857144,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.785714285714285
2026-05-15,58660-4NA-XS,3.0,50.0,9.714285714285714,3.857142857142857,19.785714285714285,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.785714285714285
2026-05-22,43205-5HC-90,26.0,0.0,7.928571428571429,12.285714285714286,9.214285714285715,True,Girls,G short,G k short,Short,16.785714285714285
2026-05-17,58665-4TF-S,1.0,51.0,6.714285714285714,2.857142857142857,17.785714285714285,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.785714285714285
2026-06-08,84460-5ZO-120,7.0,8.0,29.035714285714285,11.857142857142858,23.776785714285715,True,Girls,G dress,G SL dress,Dress,16.776785714285715
2026-05-30,58662-4O4-S,9.0,46.0,15.214285714285714,19.0,25.75,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.75
2026-05-22,84428-1WC-110,34.0,0.0,12.357142857142858,23.0,17.25,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.75
2026-05-23,50754-4SL-M,7.0,68.0,4.785714285714286,9.0,23.75,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.75
2026-05-26,84608-6CN-140,24.0,0.0,9.678571428571429,9.142857142857142,7.258928571428571,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.74107142857143
2026-05-24,67377-011-120,8.0,78.0,6.964285714285714,6.571428571428571,24.723214285714285,True,Girls,G pant,G k pant,Pant,16.723214285714285
2026-06-01,84428-1WC-110,4.0,4.0,17.964285714285715,26.285714285714285,20.714285714285715,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.714285714285715
2026-05-22,84505-5ZU-90,27.0,0.0,5.535714285714286,13.714285714285714,10.285714285714285,True,Girls,G dress,G SL dress,Dress,16.714285714285715
2026-05-17,67377-SR4-130,6.0,66.0,8.285714285714286,3.2857142857142856,22.714285714285715,True,Girls,G pant,G k pant,Pant,16.714285714285715
2026-05-25,58661-4ON-L,5.0,72.0,4.928571428571429,4.0,21.696428571428573,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.696428571428573
2026-05-18,58660-4SK-S,28.0,0.0,15.071428571428571,13.857142857142858,11.303571428571429,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.69642857142857
2026-06-07,45346-5HB-110,7.0,49.0,15.25,7.571428571428571,23.6875,True,Girls,G short,G k short,Short,16.6875
2026-05-18,81700-5ZA-120,24.0,0.0,9.75,7.571428571428571,7.3125,True,Girls,G short,G k short,Short,16.6875
2026-05-25,84428-6GE-110,26.0,0.0,7.25,12.428571428571429,9.321428571428571,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.67857142857143
2026-05-22,84450-6DU-120,23.0,0.0,4.357142857142857,8.428571428571429,6.321428571428571,True,Girls,G dress,G SL dress,Dress,16.67857142857143
2026-05-29,58660-4NA-S,44.0,51.0,14.571428571428571,19.428571428571427,27.32142857142857,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.67857142857143
2026-05-21,58663-4T4-M,8.0,78.0,6.678571428571429,6.857142857142857,24.642857142857142,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.642857142857142
2026-05-19,84460-5ZO-110,31.0,0.0,19.142857142857142,19.142857142857142,14.357142857142858,True,Girls,G dress,G SL dress,Dress,16.642857142857142
2026-05-26,84306-66I-70,31.0,0.0,11.035714285714286,19.142857142857142,14.357142857142858,True,Baby Sleepwear,BS footless sleeper,BS footless print,Sleep,16.642857142857142
2026-05-16,67377-3KM-110,4.0,58.0,8.178571428571429,4.857142857142857,20.63392857142857,True,Girls,G pant,G k pant,Pant,16.63392857142857
2026-06-08,45346-5HB-110,6.0,44.0,15.5,7.0,22.625,True,Girls,G short,G k short,Short,16.625
2026-05-20,82891-1SA-120,1.0,55.0,3.5,5.142857142857143,17.607142857142858,True,Girls,G swimwear,G swim 2pc,Swim,16.607142857142858
2026-06-05,58660-4NA-M,4.0,28.0,11.821428571428571,18.142857142857142,20.607142857142858,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.607142857142858
2026-06-05,58661-4NA-M,7.0,49.0,9.785714285714286,15.142857142857142,23.607142857142858,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.607142857142858
2026-05-16,58662-4SP-S,8.0,59.0,3.9642857142857144,13.142857142857142,24.607142857142858,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.607142857142858
2026-05-21,58661-4PQ-M,24.0,0.0,5.964285714285714,9.857142857142858,7.392857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.607142857142858
2026-05-25,83884-3WG-L/XL,2.0,70.0,1.4642857142857142,1.0,18.598214285714285,True,Collab Accessories,CA non clothing,CA nc misc,Collab Access,16.598214285714285
2026-05-21,58663-4TA-M,14.0,85.0,4.678571428571429,12.428571428571429,30.57142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.57142857142857
2026-05-20,58665-4TD-XS,9.0,77.0,7.5,8.428571428571429,25.57142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,16.57142857142857
2026-05-25,58660-4SK-S,35.0,0.0,14.464285714285714,24.571428571428573,18.42857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,16.57142857142857
2026-06-06,43205-GK3-120,1.0,38.0,10.75,5.142857142857143,17.5625,True,Girls,G short,G k short,Short,16.5625
2026-05-26,84505-5ZX-100,31.0,0.0,12.714285714285714,19.285714285714285,14.464285714285714,True,Girls,G dress,G SL dress,Dress,16.535714285714285
2026-05-21,84130-461-120,25.0,0.0,5.142857142857143,11.285714285714286,8.464285714285715,True,Girls,G dress,G SL dress,Dress,16.535714285714285
2026-06-07,81718-1SA-110,22.0,0.0,6.107142857142857,7.285714285714286,5.464285714285714,True,Girls,G dress,G SL dress,Dress,16.535714285714285
2026-06-07,81718-1SA-100,21.0,0.0,5.964285714285714,5.428571428571429,4.473214285714286,True,Girls,G dress,G SL dress,Dress,16.526785714285715
2026-05-15,45346-SR4-120,7.0,64.0,10.0,3.7142857142857144,23.5,True,Girls,G short,G k short,Short,16.5
2026-05-26,84460-5ZO-100,45.0,0.0,20.714285714285715,38.0,28.5,True,Girls,G dress,G SL dress,Dress,16.5
2026-05-18,82717-5XY-75,21.0,0.0,6.035714285714286,5.857142857142857,4.526785714285714,True,Baby Apparel,Bby swimwear,Bby swim rash guard,Swim,16.473214285714285
2026-05-30,43205-5HC-130,3.0,23.0,11.928571428571429,18.285714285714285,19.464285714285715,True,Girls,G short,G k short,Short,16.464285714285715
2026-05-18,84090-5KM-150,23.0,0.0,8.714285714285714,5.857142857142857,6.535714285714285,True,Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,16.464285714285715
2026-06-02,84460-5ZO-100,7.0,6.0,23.25,29.285714285714285,23.464285714285715,True,Girls,G dress,G SL dress,Dress,16.464285714285715
2026-05-24,84460-6GW-110,34.0,0.0,14.035714285714286,23.428571428571427,17.57142857142857,True,Girls,G dress,G SL dress,Dress,16.42857142857143
