Date,SKU,SoldUnits,CorporateBaselineQty,Recent28BaselineQty,Recent7BaselineQty,HybridBaselineQty,HasAnyPromotion,Division,Department,Class,KeyCategoryView,HybridAbsError
2026-05-24,58662-4O4-S,12.0,1035.0,17.0,12.857142857142858,271.5,True,Kids Unders,U B underwear,U B unders bottom,Underwear,259.5
2026-05-24,58663-4SX-S,11.0,885.0,9.678571428571429,6.142857142857143,228.50892857142858,True,Kids Unders,U B underwear,U B unders bottom,Underwear,217.50892857142858
2026-05-24,67377-015-120,16.0,810.0,14.785714285714286,12.714285714285714,213.58928571428572,True,Girls,G pant,G k pant,Pant,197.58928571428572
2026-05-25,58662-4O4-S,29.0,828.0,16.785714285714285,13.571428571428571,219.58928571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,190.58928571428572
2026-05-23,58663-4SX-S,5.0,708.0,9.571428571428571,6.0,184.17857142857142,True,Kids Unders,U B underwear,U B unders bottom,Underwear,179.17857142857142
2026-05-25,58663-4SX-S,9.0,708.0,9.714285714285714,6.714285714285714,184.28571428571428,True,Kids Unders,U B underwear,U B unders bottom,Underwear,175.28571428571428
2026-05-23,58662-4O4-S,16.0,690.0,16.821428571428573,11.0,185.11607142857144,True,Kids Unders,U B underwear,U B unders bottom,Underwear,169.11607142857144
2026-05-24,58662-4O4-M,6.0,668.0,6.928571428571429,5.714285714285714,172.19642857142858,True,Kids Unders,U B underwear,U B unders bottom,Underwear,166.19642857142858
2026-05-20,67377-015-120,10.0,648.0,14.214285714285714,8.571428571428571,172.66071428571428,True,Girls,G pant,G k pant,Pant,162.66071428571428
2026-05-23,67377-015-120,14.0,648.0,14.571428571428571,12.0,172.92857142857142,True,Girls,G pant,G k pant,Pant,158.92857142857142
2026-05-20,58663-4SX-S,4.0,616.0,10.107142857142858,5.428571428571429,161.58035714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,157.58035714285714
2026-05-24,67377-015-130,12.0,628.0,12.178571428571429,10.285714285714286,166.13392857142858,True,Girls,G pant,G k pant,Pant,154.13392857142858
2026-05-25,67377-015-120,23.0,648.0,14.642857142857142,13.285714285714286,172.98214285714286,True,Girls,G pant,G k pant,Pant,149.98214285714286
2026-05-24,58663-4SX-M,5.0,560.0,8.75,5.285714285714286,146.5625,True,Kids Unders,U B underwear,U B unders bottom,Underwear,141.5625
2026-05-20,58662-4O4-S,10.0,530.0,18.0,9.0,146.0,True,Kids Unders,U B underwear,U B unders bottom,Underwear,136.0
2026-05-25,58662-4O4-M,5.0,534.0,6.928571428571429,5.857142857142857,138.69642857142858,True,Kids Unders,U B underwear,U B unders bottom,Underwear,133.69642857142858
2026-05-21,58662-4O4-S,13.0,530.0,17.571428571428573,8.571428571428571,145.67857142857144,True,Kids Unders,U B underwear,U B unders bottom,Underwear,132.67857142857144
2026-05-21,67377-015-120,14.0,540.0,14.285714285714286,9.428571428571429,145.71428571428572,True,Girls,G pant,G k pant,Pant,131.71428571428572
2026-05-21,58663-4SX-S,5.0,513.0,9.857142857142858,5.571428571428571,135.64285714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,130.64285714285714
2026-05-23,67377-015-130,6.0,502.0,12.178571428571429,10.285714285714286,134.63392857142858,True,Girls,G pant,G k pant,Pant,128.63392857142858
2026-05-20,67377-015-130,6.0,502.0,12.107142857142858,8.142857142857142,134.58035714285714,True,Girls,G pant,G k pant,Pant,128.58035714285714
2026-05-24,67377-015-110,16.0,540.0,8.642857142857142,9.571428571428571,142.17857142857142,True,Girls,G pant,G k pant,Pant,126.17857142857142
2026-05-25,67377-015-130,13.0,502.0,11.928571428571429,10.428571428571429,134.44642857142858,True,Girls,G pant,G k pant,Pant,121.44642857142858
2026-05-22,80681-6GV-120,180.0,0.0,26.892857142857142,78.14285714285714,58.607142857142854,True,Girls,G dress,G SL dress,Dress,121.39285714285714
2026-05-24,67377-015-140,7.0,475.0,8.392857142857142,7.285714285714286,125.04464285714286,True,Girls,G pant,G k pant,Pant,118.04464285714286
2026-05-23,58663-4SX-M,3.0,448.0,8.964285714285714,5.142857142857143,118.72321428571428,True,Kids Unders,U B underwear,U B unders bottom,Underwear,115.72321428571428
2026-05-23,58662-4O4-M,3.0,445.0,6.892857142857143,5.571428571428571,116.41964285714286,True,Kids Unders,U B underwear,U B unders bottom,Underwear,113.41964285714286
2026-05-20,67377-015-110,3.0,432.0,8.535714285714286,6.285714285714286,114.40178571428572,True,Girls,G pant,G k pant,Pant,111.40178571428572
2026-05-22,80681-6GV-110,158.0,0.0,21.178571428571427,63.0,47.25,True,Girls,G dress,G SL dress,Dress,110.75
2026-05-25,58663-4SX-M,10.0,448.0,8.464285714285714,5.285714285714286,118.34821428571428,True,Kids Unders,U B underwear,U B unders bottom,Underwear,108.34821428571428
2026-05-22,58662-4O4-S,19.0,454.0,17.035714285714285,8.714285714285714,126.27678571428571,True,Kids Unders,U B underwear,U B unders bottom,Underwear,107.27678571428571
2026-05-23,67377-015-110,8.0,432.0,8.5,8.857142857142858,114.64285714285714,True,Girls,G pant,G k pant,Pant,106.64285714285714
2026-05-22,67377-015-120,20.0,463.0,14.25,10.714285714285714,126.4375,True,Girls,G pant,G k pant,Pant,106.4375
2026-05-22,58663-4SX-S,12.0,440.0,9.714285714285714,4.857142857142857,117.28571428571428,True,Kids Unders,U B underwear,U B unders bottom,Underwear,105.28571428571428
2026-05-21,67377-015-130,10.0,418.0,12.071428571428571,8.285714285714286,113.55357142857143,True,Girls,G pant,G k pant,Pant,103.55357142857143
2026-05-24,58660-4PQ-S,32.0,465.0,15.107142857142858,23.428571428571427,133.82142857142856,True,Kids Unders,U G underwear,U G unders bottom,Underwear,101.82142857142856
2026-05-21,80681-6GV-120,146.0,0.0,22.035714285714285,60.285714285714285,45.214285714285715,True,Girls,G dress,G SL dress,Dress,100.78571428571428
2026-05-20,58663-4SX-M,5.0,390.0,9.535714285714286,3.4285714285714284,104.65178571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,99.65178571428572
2026-05-17,67377-015-120,12.0,405.0,13.821428571428571,9.142857142857142,111.61607142857143,True,Girls,G pant,G k pant,Pant,99.61607142857143
2026-05-25,67377-015-110,16.0,432.0,9.071428571428571,9.285714285714286,114.96428571428572,True,Girls,G pant,G k pant,Pant,98.96428571428572
2026-05-20,67377-015-140,3.0,380.0,8.75,6.571428571428571,101.5625,True,Girls,G pant,G k pant,Pant,98.5625
2026-05-24,58660-4PX-L,7.0,398.0,5.857142857142857,7.571428571428571,105.17857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,98.17857142857143
2026-05-17,58663-4SX-S,7.0,385.0,11.285714285714286,5.142857142857143,104.71428571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,97.71428571428572
2026-05-25,67377-015-140,9.0,380.0,8.357142857142858,7.714285714285714,101.26785714285714,True,Girls,G pant,G k pant,Pant,92.26785714285714
2026-05-16,67377-015-120,9.0,360.0,13.607142857142858,8.428571428571429,100.20535714285714,True,Girls,G pant,G k pant,Pant,91.20535714285714
2026-05-23,67377-015-140,10.0,380.0,8.214285714285714,6.0,101.16071428571428,True,Girls,G pant,G k pant,Pant,91.16071428571428
2026-05-24,58660-4PX-M,9.0,378.0,4.285714285714286,7.142857142857143,99.85714285714286,True,Kids Unders,U G underwear,U G unders bottom,Underwear,90.85714285714286
2026-05-16,58663-4SX-S,4.0,342.0,11.285714285714286,4.857142857142857,93.96428571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,89.96428571428572
2026-05-24,67377-015-100,10.0,378.0,5.75,6.0,99.0,True,Girls,G pant,G k pant,Pant,89.0
2026-05-24,82912-2RO-120,64.0,418.0,24.25,64.0,152.5,True,Girls,G dress,G SL dress,Dress,88.5
2026-05-21,67377-015-110,8.0,360.0,8.428571428571429,6.285714285714286,96.32142857142857,True,Girls,G pant,G k pant,Pant,88.32142857142857
2026-05-21,80681-6GV-110,122.0,0.0,17.357142857142858,48.285714285714285,36.214285714285715,True,Girls,G dress,G SL dress,Dress,85.78571428571428
2026-05-24,67377-015-150,5.0,340.0,6.714285714285714,6.0,90.03571428571429,True,Girls,G pant,G k pant,Pant,85.03571428571429
2026-05-22,67377-015-130,15.0,359.0,12.178571428571429,8.857142857142858,98.88392857142857,True,Girls,G pant,G k pant,Pant,83.88392857142857
2026-05-24,58663-4SX-XS,3.0,330.0,3.4285714285714284,1.1428571428571428,85.07142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,82.07142857142857
2026-05-18,67377-015-120,10.0,324.0,14.071428571428571,10.857142857142858,91.55357142857143,True,Girls,G pant,G k pant,Pant,81.55357142857143
2026-05-21,58663-4SX-M,8.0,325.0,9.321428571428571,3.857142857142857,88.24107142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,80.24107142857143
2026-05-18,58663-4SX-S,5.0,308.0,10.892857142857142,6.142857142857143,85.16964285714286,True,Kids Unders,U B underwear,U B unders bottom,Underwear,80.16964285714286
2026-05-23,58660-4PQ-S,16.0,310.0,14.535714285714286,22.571428571428573,94.42857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,78.42857142857143
2026-05-20,67377-015-100,3.0,302.0,5.607142857142857,5.0,79.70535714285714,True,Girls,G pant,G k pant,Pant,76.70535714285714
2026-05-25,58660-4PQ-S,35.0,372.0,15.857142857142858,24.714285714285715,111.53571428571428,True,Kids Unders,U G underwear,U G unders bottom,Underwear,76.53571428571428
2026-05-24,58662-4O4-XS,8.0,310.0,3.9642857142857144,8.857142857142858,84.14285714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,76.14285714285714
2026-05-17,67377-015-130,11.0,314.0,11.464285714285714,5.571428571428571,87.09821428571428,True,Girls,G pant,G k pant,Pant,76.09821428571428
2026-05-23,67377-015-100,4.0,302.0,5.607142857142857,5.428571428571429,79.70535714285714,True,Girls,G pant,G k pant,Pant,75.70535714285714
2026-05-21,67377-015-140,10.0,317.0,8.285714285714286,5.857142857142857,85.46428571428572,True,Girls,G pant,G k pant,Pant,75.46428571428572
2026-05-22,80681-6GV-100,104.0,0.0,12.857142857142858,39.714285714285715,29.785714285714285,True,Girls,G dress,G SL dress,Dress,74.21428571428572
2026-05-24,58660-4PX-XL,6.0,303.0,3.4642857142857144,5.571428571428571,79.92857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,73.92857142857143
2026-05-24,82912-2RO-110,86.0,430.0,25.785714285714285,69.42857142857143,159.57142857142856,True,Girls,G dress,G SL dress,Dress,73.57142857142856
2026-05-25,58660-4PX-L,12.0,318.0,5.892857142857143,7.857142857142857,85.39285714285714,True,Kids Unders,U G underwear,U G unders bottom,Underwear,73.39285714285714
2026-05-19,58662-4O4-S,7.0,265.0,18.678571428571427,10.0,80.25892857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,73.25892857142857
2026-05-22,80681-6GV-130,107.0,0.0,14.964285714285714,45.42857142857143,34.07142857142857,True,Girls,G dress,G SL dress,Dress,72.92857142857143
2026-05-20,80681-6GV-120,107.0,0.0,18.642857142857142,45.857142857142854,34.39285714285714,True,Girls,G dress,G SL dress,Dress,72.60714285714286
2026-05-14,67377-015-120,5.0,270.0,13.142857142857142,7.142857142857143,77.35714285714286,True,Girls,G pant,G k pant,Pant,72.35714285714286
2026-05-16,67377-015-130,6.0,279.0,11.357142857142858,4.857142857142857,78.26785714285714,True,Girls,G pant,G k pant,Pant,72.26785714285714
2026-05-24,82912-2RO-100,50.0,335.0,18.714285714285715,50.714285714285715,121.78571428571428,True,Girls,G dress,G SL dress,Dress,71.78571428571428
2026-05-22,58663-4SX-M,5.0,279.0,9.071428571428571,4.714285714285714,76.55357142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,71.55357142857143
2026-05-20,67377-015-150,3.0,272.0,7.071428571428571,5.714285714285714,73.30357142857143,True,Girls,G pant,G k pant,Pant,70.30357142857143
2026-05-24,58661-4PX-M,7.0,278.0,10.035714285714286,9.142857142857142,77.02678571428572,True,Kids Unders,U G underwear,U G unders bottom,Underwear,70.02678571428572
2026-05-24,58660-4PX-S,11.0,300.0,4.285714285714286,8.0,81.0,True,Kids Unders,U G underwear,U G unders bottom,Underwear,70.0
2026-05-25,58660-4PX-M,11.0,302.0,4.571428571428571,7.142857142857143,80.85714285714286,True,Kids Unders,U G underwear,U G unders bottom,Underwear,69.85714285714286
2026-05-19,67377-015-120,9.0,270.0,14.0,9.571428571428571,78.0,True,Girls,G pant,G k pant,Pant,69.0
2026-05-25,67377-015-150,5.0,272.0,6.535714285714286,5.571428571428571,72.90178571428571,True,Girls,G pant,G k pant,Pant,67.90178571428571
2026-05-22,67377-015-140,6.0,271.0,8.178571428571429,6.714285714285714,73.88392857142857,True,Girls,G pant,G k pant,Pant,67.88392857142857
2026-05-22,67377-015-110,16.0,309.0,8.321428571428571,6.714285714285714,83.49107142857143,True,Girls,G pant,G k pant,Pant,67.49107142857143
2026-05-24,67377-015-90,1.0,263.0,3.5357142857142856,3.2857142857142856,68.40178571428571,True,Girls,G pant,G k pant,Pant,67.40178571428571
2026-05-23,67377-015-150,6.0,272.0,6.642857142857143,5.857142857142857,72.98214285714286,True,Girls,G pant,G k pant,Pant,66.98214285714286
2026-05-19,58663-4SX-S,5.0,257.0,10.214285714285714,5.571428571428571,71.91071428571428,True,Kids Unders,U B underwear,U B unders bottom,Underwear,66.91071428571428
2026-05-23,58663-4SX-XS,2.0,264.0,3.5,0.8571428571428571,68.625,True,Kids Unders,U B underwear,U B unders bottom,Underwear,66.625
2026-05-19,80681-6GV-120,91.0,0.0,15.571428571428571,33.57142857142857,25.178571428571427,True,Girls,G dress,G SL dress,Dress,65.82142857142857
2026-05-24,58663-011-L,5.0,240.0,7.107142857142857,13.857142857142858,70.39285714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,65.39285714285714
2026-05-24,58661-4PX-L,9.0,265.0,9.0,10.857142857142858,74.39285714285714,True,Kids Unders,U G underwear,U G unders bottom,Underwear,65.39285714285714
2026-05-25,67377-015-100,15.0,302.0,5.928571428571429,6.142857142857143,80.10714285714286,True,Girls,G pant,G k pant,Pant,65.10714285714286
2026-05-31,80681-6GV-120,2.0,0.0,32.92857142857143,89.42857142857143,67.07142857142857,True,Girls,G dress,G SL dress,Dress,65.07142857142857
2026-05-23,58660-4PX-L,7.0,265.0,5.642857142857143,6.857142857142857,71.39285714285714,True,Kids Unders,U G underwear,U G unders bottom,Underwear,64.39285714285714
2026-05-21,67377-015-100,3.0,252.0,5.5,4.857142857142857,67.125,True,Girls,G pant,G k pant,Pant,64.125
2026-05-18,80681-6GV-120,82.0,0.0,12.75,24.142857142857142,18.107142857142858,True,Girls,G dress,G SL dress,Dress,63.89285714285714
2026-05-17,58663-4SX-M,5.0,244.0,10.25,2.857142857142857,68.6875,True,Kids Unders,U B underwear,U B unders bottom,Underwear,63.6875
2026-05-25,58663-4SX-XS,5.0,264.0,3.392857142857143,1.5714285714285714,68.54464285714286,True,Kids Unders,U B underwear,U B unders bottom,Underwear,63.54464285714286
2026-05-23,82912-2RO-110,58.0,287.0,23.857142857142858,65.57142857142857,120.92857142857143,True,Girls,G dress,G SL dress,Dress,62.92857142857143
2026-05-16,67377-015-110,3.0,240.0,7.821428571428571,3.5714285714285716,65.86607142857143,True,Girls,G pant,G k pant,Pant,62.86607142857143
2026-05-14,58663-4SX-S,10.0,257.0,11.0,5.285714285714286,72.5,True,Kids Unders,U B underwear,U B unders bottom,Underwear,62.5
2026-05-21,58662-4O4-M,6.0,252.0,7.25,4.285714285714286,68.4375,True,Kids Unders,U B underwear,U B unders bottom,Underwear,62.4375
2026-05-24,58663-4SZ-M,13.0,268.0,5.071428571428571,11.142857142857142,75.35714285714286,True,Kids Unders,U B underwear,U B unders bottom,Underwear,62.35714285714286
2026-05-17,67377-015-140,4.0,238.0,8.285714285714286,4.857142857142857,65.71428571428572,True,Girls,G pant,G k pant,Pant,61.71428571428572
2026-05-22,84505-5ZU-120,87.0,0.0,14.25,34.142857142857146,25.60714285714286,True,Girls,G dress,G SL dress,Dress,61.39285714285714
2026-05-24,58660-4NA-M,9.0,240.0,13.5,10.0,70.125,True,Kids Unders,U G underwear,U G unders bottom,Underwear,61.125
2026-05-17,80681-6GV-110,69.0,0.0,7.928571428571429,10.571428571428571,7.928571428571429,True,Girls,G dress,G SL dress,Dress,61.07142857142857
2026-05-20,58662-4O4-M,8.0,252.0,7.107142857142857,3.4285714285714284,68.33035714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,60.33035714285714
2026-05-16,58663-4SX-M,2.0,217.0,10.321428571428571,2.857142857142857,61.99107142857143,True,Kids Unders,U B underwear,U B unders bottom,Underwear,59.99107142857143
2026-05-24,58660-4NA-S,16.0,253.0,16.25,14.428571428571429,75.4375,True,Kids Unders,U G underwear,U G unders bottom,Underwear,59.4375
2026-05-15,58663-4SX-S,4.0,220.0,11.178571428571429,5.571428571428571,63.38392857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,59.38392857142857
2026-05-20,58663-4SX-XS,1.0,230.0,3.7857142857142856,1.1428571428571428,60.339285714285715,True,Kids Unders,U B underwear,U B unders bottom,Underwear,59.339285714285715
2026-05-24,58663-4TA-L,11.0,235.0,5.321428571428571,15.285714285714286,70.21428571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,59.21428571428572
2026-05-24,58660-4PQ-M,24.0,278.0,9.857142857142858,17.571428571428573,82.67857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,58.67857142857143
2026-05-16,67377-015-140,1.0,211.0,8.357142857142858,5.428571428571429,59.017857142857146,True,Girls,G pant,G k pant,Pant,58.017857142857146
2026-06-01,80681-6GV-120,1.0,0.0,32.464285714285715,78.0,58.5,True,Girls,G dress,G SL dress,Dress,57.5
2026-05-23,58660-4PX-M,10.0,252.0,4.107142857142857,5.714285714285714,67.28571428571429,True,Kids Unders,U G underwear,U G unders bottom,Underwear,57.28571428571429
2026-05-15,67377-015-120,11.0,231.0,13.25,7.428571428571429,67.6875,True,Girls,G pant,G k pant,Pant,56.6875
2026-05-21,80681-6GV-130,83.0,0.0,12.142857142857142,35.142857142857146,26.35714285714286,True,Girls,G dress,G SL dress,Dress,56.64285714285714
2026-05-24,67377-3KT-110,2.0,215.0,6.464285714285714,4.142857142857143,58.598214285714285,True,Girls,G pant,G k pant,Pant,56.598214285714285
2026-05-19,67377-015-130,5.0,209.0,12.178571428571429,8.142857142857142,61.38392857142857,True,Girls,G pant,G k pant,Pant,56.38392857142857
2026-05-25,58662-4O4-XS,13.0,248.0,4.25,9.0,68.75,True,Kids Unders,U B underwear,U B unders bottom,Underwear,55.75
2026-05-18,80681-6GV-110,71.0,0.0,10.214285714285714,20.428571428571427,15.32142857142857,True,Girls,G dress,G SL dress,Dress,55.67857142857143
2026-05-25,58660-4PX-XL,9.0,242.0,3.5357142857142856,5.571428571428571,64.67857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,55.67857142857143
2026-05-24,58662-4SQ-M,4.0,208.0,7.321428571428571,10.142857142857142,59.607142857142854,True,Kids Unders,U B underwear,U B unders bottom,Underwear,55.607142857142854
2026-05-17,67377-015-110,18.0,270.0,7.821428571428571,3.5714285714285716,73.36607142857143,True,Girls,G pant,G k pant,Pant,55.36607142857143
2026-05-23,80681-6GV-110,7.0,0.0,26.535714285714285,83.0,62.25,True,Girls,G dress,G SL dress,Dress,55.25
2026-05-24,58660-4PQ-XS,13.0,230.0,7.678571428571429,14.142857142857142,68.10714285714286,True,Kids Unders,U G underwear,U G unders bottom,Underwear,55.10714285714286
2026-05-21,67377-015-150,7.0,227.0,6.821428571428571,5.285714285714286,61.86607142857143,True,Girls,G pant,G k pant,Pant,54.86607142857143
2026-05-14,67377-015-130,6.0,209.0,11.214285714285714,5.142857142857143,60.660714285714285,True,Girls,G pant,G k pant,Pant,54.660714285714285
2026-05-23,80681-6GV-120,20.0,0.0,32.75,99.14285714285714,74.35714285714286,True,Girls,G dress,G SL dress,Dress,54.35714285714286
2026-05-25,67377-015-90,1.0,210.0,3.392857142857143,2.857142857142857,55.044642857142854,True,Girls,G pant,G k pant,Pant,54.044642857142854
2026-05-23,82912-2RO-120,60.0,278.0,22.392857142857142,59.285714285714285,113.96428571428572,True,Girls,G dress,G SL dress,Dress,53.96428571428572
2026-05-24,58663-4SX-L,1.0,210.0,3.0,0.8571428571428571,54.75,True,Kids Unders,U B underwear,U B unders bottom,Underwear,53.75
2026-05-27,80681-6GV-110,1.0,0.0,26.142857142857142,72.14285714285714,54.107142857142854,True,Girls,G dress,G SL dress,Dress,53.107142857142854
2026-05-23,67377-015-90,2.0,210.0,3.4642857142857144,3.2857142857142856,55.098214285714285,True,Girls,G pant,G k pant,Pant,53.098214285714285
2026-05-24,58663-4TA-M,16.0,228.0,6.321428571428571,15.857142857142858,68.89285714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,52.89285714285714
2026-05-20,67377-015-90,2.0,210.0,3.1785714285714284,2.2857142857142856,54.88392857142857,True,Girls,G pant,G k pant,Pant,52.88392857142857
2026-05-20,58662-4SP-S,2.0,175.0,6.142857142857143,14.428571428571429,54.57142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,52.57142857142857
2026-05-18,67377-015-130,19.0,251.0,11.75,7.142857142857143,71.5625,True,Girls,G pant,G k pant,Pant,52.5625
2026-05-25,58660-4PX-S,14.0,240.0,4.5,8.571428571428571,66.42857142857143,True,Kids Unders,U G underwear,U G unders bottom,Underwear,52.42857142857143
2026-05-18,58663-4SX-M,4.0,195.0,10.0,3.5714285714285716,56.25,True,Kids Unders,U B underwear,U B unders bottom,Underwear,52.25
2026-05-21,80681-6GV-100,75.0,0.0,10.392857142857142,30.571428571428573,22.92857142857143,True,Girls,G dress,G SL dress,Dress,52.07142857142857
2026-05-23,58662-4O4-XS,6.0,207.0,3.75,8.285714285714286,57.964285714285715,True,Kids Unders,U B underwear,U B unders bottom,Underwear,51.964285714285715
2026-05-19,80681-6GV-110,74.0,0.0,12.607142857142858,29.571428571428573,22.17857142857143,True,Girls,G dress,G SL dress,Dress,51.82142857142857
2026-05-20,82912-2RO-120,44.0,278.0,14.928571428571429,35.0,95.75,True,Girls,G dress,G SL dress,Dress,51.75
2026-05-24,58663-4SZ-S,19.0,240.0,6.821428571428571,14.285714285714286,70.71428571428572,True,Kids Unders,U B underwear,U B unders bottom,Underwear,51.71428571428572
2026-05-25,58660-4PQ-M,18.0,222.0,10.642857142857142,18.857142857142858,69.64285714285714,True,Kids Unders,U G underwear,U G unders bottom,Underwear,51.64285714285714
2026-05-25,58660-4NA-S,11.0,202.0,16.035714285714285,14.857142857142858,62.526785714285715,True,Kids Unders,U G underwear,U G unders bottom,Underwear,51.526785714285715
2026-05-20,82912-2RO-110,49.0,287.0,16.142857142857142,37.57142857142857,99.92857142857143,True,Girls,G dress,G SL dress,Dress,50.92857142857143
2026-05-29,82912-2RO-120,23.0,68.0,35.892857142857146,75.57142857142857,73.67857142857143,True,Girls,G dress,G SL dress,Dress,50.67857142857143
2026-05-18,67377-015-110,10.0,216.0,8.428571428571429,6.142857142857143,60.32142857142857,True,Girls,G pant,G k pant,Pant,50.32142857142857
2026-05-22,58662-4O4-M,9.0,216.0,6.964285714285714,4.285714285714286,59.223214285714285,True,Kids Unders,U B underwear,U B unders bottom,Underwear,50.223214285714285
2026-05-24,58665-4TD-XS,9.0,203.0,7.857142857142857,10.857142857142858,58.89285714285714,True,Kids Unders,U B underwear,U B unders bottom,Underwear,49.89285714285714
2026-05-21,58663-4SX-XS,1.0,192.0,3.642857142857143,0.8571428571428571,50.732142857142854,True,Kids Unders,U B underwear,U B unders bottom,Underwear,49.732142857142854
2026-05-30,82912-2RO-120,16.0,68.0,36.5,64.85714285714286,65.64285714285714,True,Girls,G dress,G SL dress,Dress,49.64285714285714
2026-05-23,58660-4PX-S,6.0,200.0,4.107142857142857,7.285714285714286,55.464285714285715,True,Kids Unders,U G underwear,U G unders bottom,Underwear,49.464285714285715
2026-05-15,67377-015-130,5.0,179.0,11.392857142857142,4.857142857142857,53.29464285714286,True,Girls,G pant,G k pant,Pant,48.29464285714286
2026-05-23,58660-4PX-XL,6.0,202.0,3.2857142857142856,4.857142857142857,54.14285714285714,True,Kids Unders,U G underwear,U G unders bottom,Underwear,48.14285714285714
2026-05-19,67377-015-110,4.0,180.0,8.607142857142858,7.0,51.455357142857146,True,Girls,G pant,G k pant,Pant,47.455357142857146
2026-05-21,84460-5ZO-120,65.0,0.0,21.035714285714285,24.0,18.0,True,Girls,G dress,G SL dress,Dress,47.0
2026-05-14,58663-4SX-M,2.0,163.0,10.428571428571429,3.2857142857142856,48.57142857142857,True,Kids Unders,U B underwear,U B unders bottom,Underwear,46.57142857142857
2026-05-22,67377-015-150,7.0,194.0,6.535714285714286,5.857142857142857,53.401785714285715,True,Girls,G pant,G k pant,Pant,46.401785714285715
2026-05-23,82912-2RO-100,45.0,223.0,17.321428571428573,47.42857142857143,91.32142857142857,True,Girls,G dress,G SL dress,Dress,46.32142857142857
2026-05-22,67377-015-100,12.0,216.0,5.464285714285714,4.857142857142857,58.098214285714285,True,Girls,G pant,G k pant,Pant,46.098214285714285
2026-05-20,67377-3KT-110,2.0,172.0,6.714285714285714,3.5714285714285716,48.035714285714285,True,Girls,G pant,G k pant,Pant,46.035714285714285
2026-05-17,82912-2RO-110,69.0,49.0,10.214285714285714,14.428571428571429,23.07142857142857,True,Girls,G dress,G SL dress,Dress,45.92857142857143
2026-06-02,80681-6GV-120,3.0,0.0,32.07142857142857,65.14285714285714,48.857142857142854,True,Girls,G dress,G SL dress,Dress,45.857142857142854
2026-05-14,67377-015-110,5.0,180.0,7.75,3.5714285714285716,50.8125,True,Girls,G pant,G k pant,Pant,45.8125
2026-05-24,58662-4SP-XS,16.0,225.0,6.428571428571429,7.285714285714286,61.714285714285715,True,Kids Unders,U B underwear,U B unders bottom,Underwear,45.714285714285715
2026-05-28,80681-6GV-110,1.0,0.0,25.857142857142858,62.142857142857146,46.60714285714286,True,Girls,G dress,G SL dress,Dress,45.60714285714286
2026-05-21,58662-4O4-XS,6.0,183.0,3.9642857142857144,7.714285714285714,51.535714285714285,True,Kids Unders,U B underwear,U B unders bottom,Underwear,45.535714285714285
2026-05-24,58663-011-M,9.0,195.0,6.142857142857143,7.142857142857143,54.10714285714286,True,Kids Unders,U B underwear,U B unders bottom,Underwear,45.10714285714286
2026-05-22,84460-5ZO-110,67.0,0.0,21.214285714285715,29.285714285714285,21.964285714285715,True,Girls,G dress,G SL dress,Dress,45.035714285714285
2026-05-25,58661-4PX-M,18.0,222.0,9.857142857142858,8.714285714285714,62.892857142857146,True,Kids Unders,U G underwear,U G unders bottom,Underwear,44.892857142857146
2026-05-24,58663-4T4-M,14.0,208.0,7.142857142857143,9.142857142857142,58.857142857142854,True,Kids Unders,U B underwear,U B unders bottom,Underwear,44.857142857142854
2026-05-23,58661-4PX-M,9.0,185.0,10.0,8.428571428571429,53.75,True,Kids Unders,U G underwear,U G unders bottom,Underwear,44.75
2026-06-01,82912-2RO-110,1.0,20.0,39.214285714285715,53.714285714285715,45.285714285714285,True,Girls,G dress,G SL dress,Dress,44.285714285714285
2026-05-13,67377-015-120,4.0,154.0,13.035714285714286,8.571428571428571,48.276785714285715,True,Girls,G pant,G k pant,Pant,44.276785714285715
2026-05-17,80681-6GV-130,50.0,0.0,5.142857142857143,7.714285714285714,5.785714285714286,True,Girls,G dress,G SL dress,Dress,44.214285714285715
2026-05-22,84460-5ZO-120,67.0,0.0,22.607142857142858,30.571428571428573,22.92857142857143,True,Girls,G dress,G SL dress,Dress,44.07142857142857
