Division,Department,Class,ForecastName,Rows,ActualUnits,ForecastUnits,BiasUnits,BiasPct,WAPE,ZeroForecastSoldUnits,ZeroForecastSoldUnitPct
Boys,B top,B LS top,Recent28BaselineQty,6114,4274.0,4451.321413093233,177.32141309323288,0.041488398009647376,0.9521392414023092,2.0,0.0004679457182966776
Girls,G sets,G SS set,Recent28BaselineQty,2650,3947.0,4108.360935144795,161.3609351447949,0.04088191921580818,0.74055653863568,24.0,0.006080567519635166
Girls,G skirt,G k skirt,Recent28BaselineQty,1753,3875.0,4321.882439882174,446.88243988217437,0.11532450061475467,0.6659796031626171,0.0,0.0
Boys,B pant,B k pant,Recent28BaselineQty,3178,3867.0,4542.99780864879,675.9978086487899,0.1748119494824903,0.9423545593580075,0.0,0.0
Kids Unisex,KU pant,KU w pant,Recent28BaselineQty,1655,3412.0,3667.770109434171,255.770109434171,0.07496193125268787,0.7267681584087036,0.0,0.0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,Recent28BaselineQty,4706,3294.0,4497.132368718238,1203.1323687182376,0.36524965656291364,1.2019501246841469,12.0,0.0036429872495446266
Girls,G 1pc,G SL 1pc,Recent28BaselineQty,1750,3161.0,2948.3153743464422,-212.68462565355776,-0.06728396888755386,0.715353730009578,5.0,0.0015817779183802593
Baby Apparel,Bby pant,Bby k pant,Recent28BaselineQty,2634,3065.0,3210.0568691234203,145.05686912342026,0.04732687410225783,0.8631099646512895,25.0,0.008156606851549755
Kids Accessories,KA sock,KA sock misc,Recent28BaselineQty,743,2806.0,2798.8214285714284,-7.1785714285715585,-0.0025582934528052595,0.6279274004683841,0.0,0.0
Baby Apparel,Bby 1pc,Bby SS 1pc,Recent28BaselineQty,869,2758.0,3650.7224407747526,892.7224407747526,0.32368471384146213,0.7934820518403952,0.0,0.0
Collab Apparel,C Girl,C G dress,Recent28BaselineQty,2318,2714.0,3228.072769733893,514.072769733893,0.18941516939347566,0.8502964296273009,17.0,0.006263817243920413
Kids Unisex,KU sets,KU SS set,Recent28BaselineQty,1312,2652.0,2154.738480783922,-497.2615192160779,-0.18750434359580614,0.6804383849263196,11.0,0.004147812971342383
Adult Sleep,S W sleepwear,S W pajama,Recent28BaselineQty,4719,2524.0,3140.6030770015695,616.6030770015695,0.24429598930331597,0.9543591122847478,11.0,0.004358161648177496
Baby Apparel,Bby bodysuit,Bby SS bodysuit,Recent28BaselineQty,851,2285.0,1988.6319589991328,-296.36804100086715,-0.12970154967215192,0.7799949901119153,0.0,0.0
Collab Sleepwear,CS Baby sleep,CS Bby footless,Recent28BaselineQty,2675,2214.0,2356.8316213339886,142.83162133398855,0.06451292743179247,0.943306997450804,25.0,0.011291779584462511
Girls,G pant,G w pant,Recent28BaselineQty,2491,2209.0,2628.0930602206654,419.0930602206654,0.18972071535566565,0.8614674597019361,0.0,0.0
Baby Apparel,Bby sets,Bby LS set,Recent28BaselineQty,2274,2182.0,1844.58990510702,-337.41009489297994,-0.15463340737533454,0.8551434313054462,0.0,0.0
Boys,B pant,B w pant,Recent28BaselineQty,2830,2158.0,2584.754886453889,426.75488645388896,0.19775481299994854,0.9080226785344502,1.0,0.0004633920296570899
Baby Apparel,Bby swimwear,Bby swim 1pc,Recent28BaselineQty,998,2074.0,2047.7517728082878,-26.248227191712203,-0.012655847247691516,0.6407748206859387,0.0,0.0
Girls,G top,G LS top,Recent28BaselineQty,2348,2006.0,2219.370486947344,213.37048694734403,0.10636614503855635,1.0257720369209478,3.0,0.0014955134596211367
Collab Accessories,CA underwear,CA G underwear,Recent28BaselineQty,1042,1999.0,2261.5,262.5,0.13131565782891447,0.7172157507325091,1.0,0.0005002501250625312
Baby Apparel,Bby dress,Bby SL dress set,Recent28BaselineQty,1005,1932.0,2344.5705705807877,412.5705705807877,0.21354584398591497,0.7386098148566643,0.0,0.0
Collab Apparel,C Kids Unisex,C KU top,Recent28BaselineQty,958,1896.0,1750.8375387560573,-145.16246124394274,-0.07656247955904154,0.6761325134401387,51.0,0.02689873417721519
Baby Apparel,Bby short,Bby k short,Recent28BaselineQty,667,1843.0,1679.5180703854658,-163.48192961453424,-0.08870424829871636,0.6468033907502334,0.0,0.0
Baby Apparel,Bby pant,Bby w pant,Recent28BaselineQty,844,1760.0,1932.38160751833,172.38160751832993,0.09794409518086927,0.7210960146738339,1.0,0.0005681818181818182
Baby Apparel,Bby dress,Bby SS dress,Recent28BaselineQty,1400,1555.0,1464.1856497379194,-90.81435026208055,-0.05840151142255984,0.7849623761789987,1.0,0.0006430868167202572
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,Recent28BaselineQty,1041,1546.0,1449.7730526719656,-96.22694732803438,-0.06224252737906493,0.7525275479624712,8.0,0.00517464424320828
Baby Apparel,Bby outerwear,Bby jkt,Recent28BaselineQty,1843,1346.0,1320.620225722115,-25.379774277884962,-0.018855701543748115,0.9109983476240061,0.0,0.0
Baby Sleepwear,BS footless sleeper,BS footless stripe,Recent28BaselineQty,798,1301.0,1560.2142857142858,259.2142857142858,0.19924234105633035,0.8282639727682004,0.0,0.0
Kids Unisex,KU outerwear,KU jkt,Recent28BaselineQty,2345,1272.0,1536.1415450915874,264.14154509158743,0.20765844739904674,1.0327120728997972,1.0,0.0007861635220125787
Adult Apparel,O womens apparel,O womens apparel swim,Recent28BaselineQty,457,1243.0,1123.607142857143,-119.39285714285711,-0.09605217791058497,0.6585162624985633,0.0,0.0
Baby Apparel,Bby bodysuit,Bby LS bodysuit,Recent28BaselineQty,793,1129.0,1091.642857142857,-37.35714285714289,-0.03308870049348352,0.7979881057826141,0.0,0.0
Kids Unisex,KU short,KU w short,Recent28BaselineQty,712,1122.0,1081.6156776765956,-40.384322323404376,-0.03599315715098429,0.6297162373173621,0.0,0.0
Boys,B sets,B SS set,Recent28BaselineQty,700,1086.0,987.4067231614748,-98.59327683852518,-0.09078570611282245,0.6811971742699775,0.0,0.0
Baby Apparel,Bby sets,Bby SL set,Recent28BaselineQty,487,1057.0,1064.034274035181,7.0342740351809425,0.006654942322782348,0.8112606646183685,0.0,0.0
Kids Unisex Sleep,S KU SJ,S KU SJ stripe,Recent28BaselineQty,489,1000.0,663.9285714285714,-336.07142857142856,-0.3360714285714286,0.8087857142857142,0.0,0.0
Collab Apparel,C Girl,C G swimwear,Recent28BaselineQty,878,995.0,1102.0474850818728,107.04748508187276,0.1075854121425857,0.8029035868057478,0.0,0.0
Collab Apparel,C Kids Unisex,C KU jkt-vest,Recent28BaselineQty,681,888.0,801.5714285714287,-86.42857142857133,-0.09732947232947221,0.8287483912483912,0.0,0.0
Baby Apparel,Bby dress,Bby SS dress set,Recent28BaselineQty,580,810.0,868.7962981462981,58.79629814629811,0.07258802240283718,0.7584133493392753,0.0,0.0
Baby Apparel,Bby dress,Bby LS dress set,Recent28BaselineQty,853,779.0,768.6107311262346,-10.389268873765445,-0.01333667377890301,0.9819021825443983,0.0,0.0
Girls,G sets,G LS set,Recent28BaselineQty,1169,774.0,609.1063607567955,-164.89363924320446,-0.21304087757519957,0.9312870633924448,0.0,0.0
Adult Sleep,S AU sleepwear,S AU LJ bottom,Recent28BaselineQty,2402,735.0,881.3976856014419,146.39768560144194,0.19918052462781216,1.3573309473084465,5.0,0.006802721088435374
Collab Apparel,C Baby-Toddler,C BT set,Recent28BaselineQty,691,716.0,655.670068319144,-60.32993168085602,-0.084259681118514,0.7591049975386625,0.0,0.0
Collab Apparel,C Baby,C Bby set,Recent28BaselineQty,689,694.0,543.083899610022,-150.91610038997806,-0.2174583579106312,0.8374507099667363,20.0,0.02881844380403458
Kids Unisex Sleep,S KU LJ,S KU LJ stripe,Recent28BaselineQty,989,680.0,727.4642857142858,47.46428571428578,0.06980042016806733,1.0749474789915965,8.0,0.011764705882352941
Baby Apparel,Bby bundle,Bby bundle misc,Recent28BaselineQty,1031,665.0,701.8558363538119,36.855836353811924,0.0554223103064841,0.9301778411880784,0.0,0.0
Baby Sleepwear,BS 1pc,BS misc,Recent28BaselineQty,464,629.0,587.5714285714286,-41.428571428571445,-0.06586418351124236,0.7107653872359755,0.0,0.0
Girls,G sweater,G swtr cardigan,Recent28BaselineQty,653,615.0,524.9285714285714,-90.07142857142856,-0.14645760743321717,0.7990708478513356,5.0,0.008130081300813009
Boys,B swimwear,B swim cover up,Recent28BaselineQty,216,611.0,501.03109483109483,-109.96890516890517,-0.17998184152030305,0.5329040178467347,0.0,0.0
Collab Apparel,C Baby-Toddler,C BT top,Recent28BaselineQty,796,553.0,556.8877614977615,3.8877614977615167,0.007030310122534389,0.8660396578841424,0.0,0.0
Kids Unisex,KU top,KU SL top,Recent28BaselineQty,283,542.0,567.8526734698473,25.852673469847332,0.047698659538463715,0.626163322642145,0.0,0.0
Baby Apparel,Bby dress,Bby LS dress,Recent28BaselineQty,1640,541.0,530.2118155444884,-10.788184455511555,-0.01994119123015075,1.2928148848192724,1.0,0.0018484288354898336
Baby Accessories,BA sock,BA sock misc,Recent28BaselineQty,467,499.0,563.75,64.75,0.12975951903807614,0.9745920412253078,0.0,0.0
Baby Apparel,Bby sweater,Bby swtr cardigan,Recent28BaselineQty,561,494.0,493.8492580307226,-0.15074196927741923,-0.0003051456867963952,0.8382296791459809,6.0,0.012145748987854251
Girls,G sweater,G swtr pullover,Recent28BaselineQty,884,464.0,608.0714285714287,144.07142857142867,0.31049876847290664,1.1745689655172413,3.0,0.00646551724137931
Adult Sleep,S AU sleepwear,S AU LJ top,Recent28BaselineQty,3066,452.0,603.3928571428571,151.3928571428571,0.3349399494310998,1.6525758533501895,13.0,0.028761061946902654
Baby Sleepwear,BS footed sleeper,BS footed print,Recent28BaselineQty,511,430.0,438.7857142857143,8.785714285714278,0.020431893687707623,0.9571428571428571,0.0,0.0
Collab Accessories,CA underwear,CA BT underwear,Recent28BaselineQty,112,423.0,385.92857142857144,-37.071428571428555,-0.08763931104356633,0.6067207024653833,0.0,0.0
Adult Sleep,S W sleepwear,S W LJ bottom,Recent28BaselineQty,866,387.0,431.9642857142858,44.96428571428578,0.11618678479143613,1.095514950166113,2.0,0.00516795865633075
Collab Apparel,C Kids Unisex,C KU swimwear,Recent28BaselineQty,303,370.0,345.0570756738114,-24.942924326188574,-0.06741330898969886,0.6988355592405936,0.0,0.0
Kids Unisex,KU outerwear,KU ow,Recent28BaselineQty,1064,365.0,529.1428571428571,164.1428571428571,0.4497064579256359,1.506457925636008,0.0,0.0
Boys,B sweater,B swtr pullover,Recent28BaselineQty,635,357.0,336.9918231354602,-20.00817686453979,-0.056045313346049834,0.9339871238328266,0.0,0.0
Adult Sleep,S AU sleepwear,S AU SJ,Recent28BaselineQty,221,349.0,428.70621466149703,79.70621466149703,0.2283845692306505,0.8307054836011123,0.0,0.0
Adult Sleep,S AU sleepwear,S AU Pajama,Recent28BaselineQty,947,346.0,455.51274061194033,109.51274061194033,0.3165108110171686,1.202113119288431,1.0,0.002890173410404624
Baby Accessories,BA hats,BA pilot-knot hat,Recent28BaselineQty,561,331.0,379.0,48.0,0.14501510574018128,1.0975399223133362,0.0,0.0
Collab Apparel,C Boy,C B swimwear,Recent28BaselineQty,315,331.0,388.15455460195665,57.15455460195665,0.17267237039866057,0.7010830588358191,0.0,0.0
Collab Sleepwear,CS W sleep,CS W pajama,Recent28BaselineQty,1310,325.0,415.643051179239,90.64305117923902,0.2789016959361201,1.2419004957039126,1.0,0.003076923076923077
W Baby Accessories,WBA hats,WBA pilot/knot hat,Recent28BaselineQty,214,308.0,309.22844689998885,1.2284468999888531,0.00398846396100277,0.38671435409153554,0.0,0.0
Collab Apparel,C Girl,C G pant,Recent28BaselineQty,108,294.0,229.49267676767673,-64.50732323232327,-0.21941266405552134,0.6220058758324065,22.0,0.07482993197278912
Collab Apparel,C Kids Unisex,C KU set,Recent28BaselineQty,273,288.0,334.19996283383887,46.19996283383887,0.16041653761749608,0.7343628510408635,0.0,0.0
Baby Apparel,Bby sweater,Bby swtr pullover,Recent28BaselineQty,381,275.0,291.7343814508231,16.734381450823093,0.06085229618481125,0.8368508702140074,3.0,0.01090909090909091
Collab Sleepwear,CS AU sleep,CS AU bottom,Recent28BaselineQty,1393,263.0,299.64892144892144,36.64892144892144,0.13934951121262906,1.4945912276710756,3.0,0.011406844106463879
Baby Apparel,Bby top,Bby LS top,Recent28BaselineQty,341,256.0,265.89285714285717,9.892857142857167,0.03864397321428581,0.9515904017857143,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU Pajama,Recent28BaselineQty,590,254.0,308.0179956114739,54.01799561147391,0.2126692740609209,1.1257652332198722,0.0,0.0
Collab Accessories,CA underwear,CA B underwear,Recent28BaselineQty,346,243.0,510.42857142857144,267.42857142857144,1.1005291005291007,1.692239858906526,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU SJ,Recent28BaselineQty,179,243.0,262.96676294247874,19.966762942478738,0.0821677487344804,0.7460989996866653,0.0,0.0
W Baby Sleepwear,WBS footless sleeper,WBS footless print,Recent28BaselineQty,189,232.0,270.6315699285783,38.6315699285783,0.16651538762318233,0.4206738311407456,10.0,0.04310344827586207
Collab Apparel,C Adult,C Adult Unisex,Recent28BaselineQty,198,222.0,242.31164370397005,20.31164370397005,0.09149389055842365,0.8249104412324563,13.0,0.05855855855855856
Adult Sleep,S W sleepwear,S W LJ top,Recent28BaselineQty,1398,206.0,253.10714285714283,47.10714285714283,0.22867545076282927,1.6888002773925102,0.0,0.0
Girls,G outerwear,G jkt,Recent28BaselineQty,289,204.0,321.8272021456804,117.82720214568042,0.5775843242435315,1.3346419298944874,0.0,0.0
Collab Accessories,CA non clothing,CA nc misc,Recent28BaselineQty,353,196.0,274.040396385321,78.040396385321,0.3981652876802092,1.215769875240548,0.0,0.0
Baby Apparel,Bby 1pc,Bby LS 1pc,Recent28BaselineQty,559,166.0,209.14285714285714,43.14285714285714,0.25989672977624784,1.3485370051635113,1.0,0.006024096385542169
Collab Apparel,C Girl,C G set,Recent28BaselineQty,157,158.0,159.96428571428572,1.9642857142857224,0.01243218806509951,0.9758137432188064,0.0,0.0
Boys,B outerwear,B jkt,Recent28BaselineQty,312,157.0,230.60714285714286,73.60714285714286,0.46883530482256597,1.2804822565969063,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU set,Recent28BaselineQty,774,155.0,176.64285714285717,21.642857142857167,0.1396313364055301,1.4,0.0,0.0
,,,Recent28BaselineQty,135,148.0,121.45059523809522,-26.549404761904782,-0.17938787001287015,0.9177807271557272,67.0,0.4527027027027027
Collab Apparel,C Boy,C B top,Recent28BaselineQty,54,143.0,106.4728752395807,-36.5271247604193,-0.25543443888405104,0.6332614326378182,0.0,0.0
Collab Apparel,C Boy,C B set,Recent28BaselineQty,133,135.0,226.78571428571428,91.78571428571428,0.6798941798941799,0.9746031746031747,0.0,0.0
Baby Accessories,BA moc-slipper,BA moc-slipper-misc,Recent28BaselineQty,225,133.0,155.28571428571428,22.285714285714278,0.1675617615467239,1.1358754027926958,1.0,0.007518796992481203
Collab Sleepwear,CS AU sleep,CS AU top,Recent28BaselineQty,2229,128.0,189.3928571428571,61.39285714285711,0.4796316964285712,1.9935825892857144,5.0,0.0390625
Boys,B sweater,B swtr cardigan,Recent28BaselineQty,238,124.0,120.14285714285714,-3.857142857142861,-0.03110599078341017,1.1607142857142858,0.0,0.0
Other,S Pet Johns,S pet johns print,Recent28BaselineQty,911,114.0,117.8214285714286,3.821428571428598,0.0335213032581456,1.663847117794486,7.0,0.06140350877192982
Collab Apparel,C Baby,C Bby jkt-vest,Recent28BaselineQty,248,112.0,95.60714285714286,-16.39285714285714,-0.14636479591836732,1.0628188775510206,1.0,0.008928571428571428
W Baby Apparel,WBby swimwear,WBby swim 1pc,Recent28BaselineQty,45,112.0,90.36666666666667,-21.633333333333326,-0.19315476190476183,0.6014880952380953,10.0,0.08928571428571429
Collab Apparel,C Girl,C G short,Recent28BaselineQty,81,109.0,86.17919302919302,-22.820806970806984,-0.20936520156703656,0.7301371411463153,17.0,0.1559633027522936
Collab Apparel,C Baby-Toddler,C BT pant,Recent28BaselineQty,79,102.0,101.78571428571428,-0.2142857142857224,-0.0021008403361345335,0.5910364145658265,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU misc,Recent28BaselineQty,400,97.0,129.0,32.0,0.32989690721649484,1.4521354933726067,2.0,0.020618556701030927
Kids Unisex,KU sweater,KU swtr pullover,Recent28BaselineQty,208,95.0,148.0,53.0,0.5578947368421052,1.4624060150375942,5.0,0.05263157894736842
W Baby Apparel,WBby dress,WBby SL dress,Recent28BaselineQty,72,92.0,110.08333333333333,18.08333333333333,0.1965579710144927,0.7219202898550725,12.0,0.13043478260869565
Collab Apparel,C Boy,C B sweater,Recent28BaselineQty,106,91.0,98.6465187985389,7.6465187985389065,0.08402767910482314,0.6858673687475613,0.0,0.0
Adult Apparel,O womens apparel,O womens apparel top,Recent28BaselineQty,84,90.0,86.21183557183558,-3.7881644281644213,-0.04209071586849357,0.727569845792068,0.0,0.0
W Baby Apparel,WBby swimwear,WBby swim 2pc,Recent28BaselineQty,37,85.0,76.03333333333333,-8.966666666666669,-0.1054901960784314,0.7913725490196079,12.0,0.1411764705882353
W Girls,WG dress,WG SS dress,Recent28BaselineQty,52,78.0,111.61666666666667,33.616666666666674,0.43098290598290606,0.4950854700854701,2.0,0.02564102564102564
Collab Accessories,CA misc,CA misc hat-glove,Recent28BaselineQty,107,77.0,113.57142857142856,36.571428571428555,0.47495361781076045,1.0677179962894245,0.0,0.0
Collab Sleepwear,CS Baby sleep,CS Bby footed,Recent28BaselineQty,68,73.0,68.35714285714285,-4.642857142857153,-0.0636007827788651,0.6301369863013698,0.0,0.0
Boys,B outerwear,B ow,Recent28BaselineQty,166,63.0,64.21428571428572,1.2142857142857224,0.019274376417233688,1.3185941043083897,0.0,0.0
Adult Sleep,S W sleepwear,S W nightgown,Recent28BaselineQty,496,59.0,84.14285714285714,25.14285714285714,0.42615012106537525,1.7820823244552058,1.0,0.01694915254237288
Collab Sleepwear,CS W sleep,CS W bottom,Recent28BaselineQty,295,56.0,87.14285714285715,31.142857142857153,0.5561224489795921,1.8341836734693877,0.0,0.0
Kids Unisex,KU outerwear,KU vest,Recent28BaselineQty,129,52.0,66.78571428571428,14.785714285714278,0.28434065934065916,1.3640109890109888,0.0,0.0
Baby Apparel,Bby outerwear,Bby OW,Recent28BaselineQty,162,49.0,59.39285714285714,10.392857142857139,0.2120991253644314,1.6246355685131195,0.0,0.0
W Baby Apparel,WBby sets,WBby SS set,Recent28BaselineQty,26,47.0,55.10000000000001,8.100000000000009,0.1723404255319151,0.6971631205673758,6.0,0.1276595744680851
W Baby Apparel,WBby dress,WBby SS dress,Recent28BaselineQty,33,46.0,64.05522854596384,18.055228545963843,0.3925049683905183,0.6429312258500238,0.0,0.0
W Kids Unisex Sleep,WS KU non cotton,WS KU non cttn PJ,Recent28BaselineQty,44,44.0,37.0,-7.0,-0.1590909090909091,0.5227272727272727,15.0,0.3409090909090909
W Baby Apparel,WBby sweater,WBby swtr cardigan,Recent28BaselineQty,25,39.0,25.5,-13.5,-0.34615384615384615,0.9102564102564102,21.0,0.5384615384615384
Kids Accessories,KA tight,KA tight footed,Recent28BaselineQty,84,37.0,69.71428571428572,32.71428571428572,0.8841698841698844,1.532818532818533,0.0,0.0
Collab Sleepwear,CS W sleep,CS W top,Recent28BaselineQty,409,35.0,52.82142857142857,17.82142857142857,0.5091836734693876,1.8948979591836734,0.0,0.0
Kids Accessories,KA hats,KA sun hat,Recent28BaselineQty,59,34.0,32.14285714285714,-1.8571428571428612,-0.054621848739495917,0.8718487394957983,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU nightgown,Recent28BaselineQty,81,29.0,29.96428571428571,0.9642857142857117,0.03325123152709351,1.126847290640394,0.0,0.0
W Kids Unisex Sleep,WS KU non cotton,WS KU non cttn nightgown,Recent28BaselineQty,28,28.0,20.0,-8.0,-0.2857142857142857,0.2857142857142857,8.0,0.2857142857142857
Collab Apparel,C Kids Unisex,C KU pant,Recent28BaselineQty,98,24.0,35.89285714285714,11.892857142857139,0.49553571428571414,1.4479166666666667,0.0,0.0
W Baby Apparel,WBby pant,WBby k pant,Recent28BaselineQty,18,23.0,25.204945054945057,2.204945054945057,0.095867176301959,0.31048733874820833,0.0,0.0
Kids Accessories,KA costume accessories,KA costume accessories misc,Recent28BaselineQty,83,22.0,27.67857142857143,5.678571428571431,0.2581168831168832,1.3522727272727273,0.0,0.0
W Baby Apparel,WBby 1pc,WBby SS 1pc,Recent28BaselineQty,20,22.0,22.25,0.25,0.011363636363636364,0.6477272727272728,7.0,0.3181818181818182
Collab Apparel,C Boy,C B jkt-vest,Recent28BaselineQty,49,20.0,15.571428571428571,-4.428571428571429,-0.22142857142857145,1.1607142857142858,0.0,0.0
Collab Apparel,C Girl,C G skirt,Recent28BaselineQty,41,20.0,25.249999999999996,5.2499999999999964,0.26249999999999984,1.0410714285714286,0.0,0.0
Adult Apparel,O unisex apparel,O unisex apparel top,Recent28BaselineQty,34,19.0,18.53571428571428,-0.46428571428571885,-0.02443609022556415,0.9605263157894737,0.0,0.0
W Baby Apparel,WBby sets,WBby LS set,Recent28BaselineQty,19,19.0,29.590201465201467,10.590201465201467,0.5573790244842878,0.6626421823790245,1.0,0.05263157894736842
Collab Apparel,C Baby,C Bby dress,Recent28BaselineQty,41,18.0,14.607142857142858,-3.3928571428571423,-0.18849206349206346,1.1924603174603174,0.0,0.0
Collab Apparel,C Baby,C Bby sweater,Recent28BaselineQty,72,17.0,15.964285714285714,-1.0357142857142865,-0.06092436974789921,1.3508403361344539,0.0,0.0
W Baby Sleepwear,WBS footless sleeper,WBS footless stripe,Recent28BaselineQty,12,15.0,15.833333333333334,0.8333333333333339,0.055555555555555594,0.7222222222222222,4.0,0.26666666666666666
Girls,G skirt,G w skirt,Recent28BaselineQty,51,12.0,17.71428571428572,5.714285714285719,0.47619047619047655,1.9464285714285718,0.0,0.0
Adult Sleep,S AU sleepwear,S AU misc,Recent28BaselineQty,19,9.0,17.608796105854932,8.608796105854932,0.956532900650548,1.6942607501431033,0.0,0.0
Collab Apparel,C Baby-Toddler,C BT swimwear,Recent28BaselineQty,7,8.0,6.955346301893616,-1.0446536981063836,-0.13058171226329796,0.48656804619080835,0.0,0.0
Collab Apparel,C Baby/Toddler,C BT top,Recent28BaselineQty,6,8.0,18.5,10.5,1.3125,1.3125,0.0,0.0
Collab Apparel,C Adult,C Womens,Recent28BaselineQty,7,5.0,6.05672268907563,1.05672268907563,0.21134453781512602,1.2970588235294118,0.0,0.0
W Kids Unisex Sleep,WS KU SJ,WS KU SJ print,Recent28BaselineQty,5,5.0,8.25,3.25,0.65,0.65,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,Recent28BaselineQty,7,4.0,4.392857142857142,0.39285714285714235,0.09821428571428559,0.8660714285714286,0.0,0.0
Kids Accessories,KA hats,KA sweater hat,Recent28BaselineQty,3,4.0,0.0,-4.0,-1.0,1.0,4.0,1.0
Baby Accessories,BA hats,BA pilot/knot hat,Recent28BaselineQty,19,3.0,11.357142857142858,8.357142857142858,2.785714285714286,3.7619047619047614,0.0,0.0
W Baby Apparel,WBby swimwear,WBby swim rash guard,Recent28BaselineQty,3,3.0,5.5,2.5,0.8333333333333334,0.8333333333333334,0.0,0.0
W Baby Apparel,WBby top,WBby LS top,Recent28BaselineQty,2,2.0,3.8030303030303028,1.8030303030303028,0.9015151515151514,0.9015151515151515,0.0,0.0
W Kids Unisex Slee,WS KU SJ,WS KU SJ print,Recent28BaselineQty,2,2.0,2.5,0.5,0.25,0.25,0.0,0.0
W Kids Unisex Sleep,WS KU SJ,WS KU SJ stripe,Recent28BaselineQty,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Girls,G outerwear,G vest,Recent28BaselineQty,2,1.0,0.6071428571428572,-0.3928571428571428,-0.3928571428571428,1.0357142857142858,0.0,0.0
W Baby Apparel,WBby bodysuit,WBby LS bodysuit,Recent28BaselineQty,1,1.0,2.3333333333333335,1.3333333333333335,1.3333333333333335,1.3333333333333335,0.0,0.0
Collab Accessories,CA misc,CA misc sock-tight,Recent28BaselineQty,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Girls,G dress,G SL dress,Recent7BaselineQty,11931,64531.0,64839.764285714286,308.7642857142855,0.004784743545184261,0.5771439123758164,78.0,0.0012087213897196696
Kids Unisex Sleep,S KU SJ,S KU SJ print,Recent7BaselineQty,19250,58419.0,57641.86666666667,-777.1333333333314,-0.01330274967618979,0.6158448123938803,150.0,0.0025676577825707388
Baby Sleepwear,BS footless sleeper,BS footless print,Recent7BaselineQty,13518,29679.0,30167.428571428572,488.42857142857247,0.016457042738251708,0.669261093702618,76.0,0.0025607331783415884
Kids Unisex,KU top,KU SS top,Recent7BaselineQty,9820,24623.0,25075.595238095237,452.5952380952367,0.018380994927313352,0.6119031180680857,107.0,0.00434553060147017
Girls,G short,G k short,Recent7BaselineQty,5835,23485.0,24048.285714285714,563.2857142857138,0.023984914383040824,0.5624562790839137,14.0,0.0005961251862891207
Girls,G dress,G SS dress,Recent7BaselineQty,8104,19940.0,21036.061904761904,1096.0619047619039,0.0549679992358026,0.6349634618140135,91.0,0.0045636910732196586
Girls,G swimwear,G swim 2pc,Recent7BaselineQty,6764,18445.0,18099.564285714285,-345.4357142857152,-0.018727878248073475,0.6013286604964566,2.0,0.00010843046896177825
Kids Unisex Sleep,S KU LJ,S KU LJ print,Recent7BaselineQty,15187,17562.0,17911.428571428572,349.42857142857247,0.019896855223127917,0.7912701124180455,219.0,0.012470105910488555
Boys,B top,B SS top,Recent7BaselineQty,9425,15526.0,15790.10238095238,264.10238095237946,0.01701032983075998,0.6870636351925802,11.0,0.0007084889862166688
Baby Apparel,Bby sets,Bby SS set,Recent7BaselineQty,4704,13603.0,13999.785714285714,396.78571428571377,0.02916898583295698,0.6315151069616997,16.0,0.0011762111298978166
Kids Unders,U G underwear,U G unders bottom,Recent7BaselineQty,2876,13390.0,12979.0,-411.0,-0.030694548170276326,0.5421849994665529,6.0,0.00044809559372666166
Boys,B swimwear,B swim trunk,Recent7BaselineQty,5629,12347.0,12184.142857142857,-162.85714285714312,-0.013190017239583957,0.5867243633502643,0.0,0.0
Boys,B swimwear,B swim rash guard,Recent7BaselineQty,4370,12111.0,12023.142857142857,-87.85714285714312,-0.007254326055415995,0.5773617844462531,1.0,8.25695648583932e-05
Girls,G swimwear,G swim 1pc,Recent7BaselineQty,5134,11716.0,11895.323809523808,179.32380952380845,0.015305890194930732,0.6258531271846397,4.0,0.0003414134516899966
Kids Unders,U B underwear,U B unders bottom,Recent7BaselineQty,2844,11105.0,10992.857142857141,-112.1428571428587,-0.010098411269055264,0.5827619476426321,17.0,0.001530841963079694
Boys,B short,B w short,Recent7BaselineQty,3233,8243.0,8378.571428571428,135.57142857142753,0.016446855340461912,0.6143221088022738,2.0,0.00024263011039670022
Girls,G pant,G k pant,Recent7BaselineQty,4706,8232.0,9015.285714285714,783.2857142857138,0.09515132583645697,0.7104505067333055,40.0,0.004859086491739553
Kids Unisex,KU top,KU LS top,Recent7BaselineQty,8025,8156.0,8424.007142857143,268.00714285714275,0.03286012050725144,0.7860380321819752,67.0,0.008214811181951937
Baby Apparel,Bby dress,Bby SL dress,Recent7BaselineQty,3150,6953.0,6910.630952380952,-42.369047619047706,-0.0060936354982090764,0.6561515070575907,23.0,0.003307924636847404
Girls,G top,G SL top,Recent7BaselineQty,2226,6647.0,6706.571428571428,59.57142857142844,0.008962152635990438,0.622042167250532,6.0,0.0009026628554234993
