Division,Department,Class,ForecastName,Rows,ActualUnits,ForecastUnits,BiasUnits,BiasPct,WAPE,ZeroForecastSoldUnits,ZeroForecastSoldUnitPct
Kids Unisex,KU sets,KU SS set,HybridBaselineQty,1312,2652.0,2115.6394329240366,-536.3605670759634,-0.20224757431220342,0.6770487011498205,11.0,0.004147812971342383
Adult Sleep,S W sleepwear,S W pajama,HybridBaselineQty,4719,2524.0,4148.365232634545,1624.3652326345446,0.6435678417727989,1.4110667223358075,4.0,0.001584786053882726
Baby Apparel,Bby bodysuit,Bby SS bodysuit,HybridBaselineQty,851,2285.0,2493.0552503052504,208.0552503052504,0.09105262595415772,0.8331233318104215,0.0,0.0
Collab Sleepwear,CS Baby sleep,CS Bby footless,HybridBaselineQty,2675,2214.0,3958.3536222023813,1744.3536222023813,0.7878742647707233,1.4431361315237894,25.0,0.011291779584462511
Girls,G pant,G w pant,HybridBaselineQty,2491,2209.0,3547.443656982852,1338.4436569828522,0.6059047790777964,1.195629394033285,0.0,0.0
Baby Apparel,Bby sets,Bby LS set,HybridBaselineQty,2274,2182.0,2796.9036136991026,614.9036136991026,0.2818073390005053,1.1044904546357392,0.0,0.0
Boys,B pant,B w pant,HybridBaselineQty,2830,2158.0,4053.3913258245884,1895.3913258245884,0.8783092334682986,1.4908999203654216,1.0,0.0004633920296570899
Baby Apparel,Bby swimwear,Bby swim 1pc,HybridBaselineQty,998,2074.0,1835.7933040309624,-238.20669596903758,-0.11485375890503259,0.6218332347490214,0.0,0.0
Girls,G top,G LS top,HybridBaselineQty,2348,2006.0,4526.831798079913,2520.831798079913,1.256645961156487,1.6949238901245625,3.0,0.0014955134596211367
Collab Accessories,CA underwear,CA G underwear,HybridBaselineQty,1042,1999.0,3800.625,1801.625,0.9012631315657829,1.2548953047952547,0.0,0.0
Baby Apparel,Bby dress,Bby SL dress set,HybridBaselineQty,1005,1932.0,2062.9450097426725,130.94500974267248,0.06777692015666277,0.7074646320569391,0.0,0.0
Collab Apparel,C Kids Unisex,C KU top,HybridBaselineQty,958,1896.0,1479.421792790543,-416.5782072094571,-0.2197142443087854,0.6624947400085849,51.0,0.02689873417721519
Baby Apparel,Bby short,Bby k short,HybridBaselineQty,667,1843.0,1588.8577807700385,-254.14221922996148,-0.1378959409820735,0.6140734139209514,0.0,0.0
Baby Apparel,Bby pant,Bby w pant,HybridBaselineQty,844,1760.0,1899.4761543852792,139.4761543852792,0.0792478149916359,0.7595065078386439,1.0,0.0005681818181818182
Baby Apparel,Bby dress,Bby SS dress,HybridBaselineQty,1400,1555.0,1601.9546451355661,46.954645135566125,0.03019591327046053,0.8754088945690739,1.0,0.0006430868167202572
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,HybridBaselineQty,1041,1546.0,1760.9358853646354,214.9358853646354,0.13902709273262315,0.8757807061954862,3.0,0.0019404915912031048
Baby Apparel,Bby outerwear,Bby jkt,HybridBaselineQty,1843,1346.0,2145.4810954789255,799.4810954789255,0.5939681244271363,1.2857271374872754,0.0,0.0
Baby Sleepwear,BS footless sleeper,BS footless stripe,HybridBaselineQty,798,1301.0,2403.044642857143,1102.0446428571431,0.8470750521576811,1.330370868562644,0.0,0.0
Kids Unisex,KU outerwear,KU jkt,HybridBaselineQty,2345,1272.0,2673.6837834321905,1401.6837834321905,1.1019526599309672,1.6446000332238773,0.0,0.0
Adult Apparel,O womens apparel,O womens apparel swim,HybridBaselineQty,457,1243.0,1042.3125,-200.6875,-0.1614541432019308,0.6160283300770026,0.0,0.0
Baby Apparel,Bby bodysuit,Bby LS bodysuit,HybridBaselineQty,793,1129.0,1654.625,525.625,0.46556687333923824,1.1054504618499306,0.0,0.0
Kids Unisex,KU short,KU w short,HybridBaselineQty,712,1122.0,936.5331001913294,-185.46689980867063,-0.16530026720915386,0.6406112470741299,0.0,0.0
Boys,B sets,B SS set,HybridBaselineQty,700,1086.0,903.5752536875675,-182.4247463124325,-0.1679785877646708,0.6890248531008643,0.0,0.0
Baby Apparel,Bby sets,Bby SL set,HybridBaselineQty,487,1057.0,1020.5642857142857,-36.43571428571431,-0.03447087444249226,0.764535748074064,0.0,0.0
Kids Unisex Sleep,S KU SJ,S KU SJ stripe,HybridBaselineQty,489,1000.0,1208.7232142857142,208.72321428571422,0.20872321428571422,0.9501875,0.0,0.0
Collab Apparel,C Girl,C G swimwear,HybridBaselineQty,878,995.0,1510.1447550497132,515.1447550497132,0.5177334221605158,1.0731286241052502,0.0,0.0
Collab Apparel,C Kids Unisex,C KU jkt-vest,HybridBaselineQty,681,888.0,1586.4107142857142,698.4107142857142,0.786498552123552,1.421975546975547,0.0,0.0
Baby Apparel,Bby dress,Bby SS dress set,HybridBaselineQty,580,810.0,741.1258866133867,-68.87411338661332,-0.08502976961310287,0.702798729048729,0.0,0.0
Baby Apparel,Bby dress,Bby LS dress set,HybridBaselineQty,853,779.0,1388.0343555900622,609.0343555900622,0.7818156040950734,1.2942892922922364,0.0,0.0
Girls,G sets,G LS set,HybridBaselineQty,1169,774.0,1249.0281135531134,475.02811355311337,0.6137314128593196,1.3375698053023635,0.0,0.0
Adult Sleep,S AU sleepwear,S AU LJ bottom,HybridBaselineQty,2402,735.0,1755.6239286298965,1020.6239286298965,1.3886039845304714,2.274459537707453,3.0,0.004081632653061225
Collab Apparel,C Baby-Toddler,C BT set,HybridBaselineQty,691,716.0,705.6184771073702,-10.381522892629846,-0.014499333648924365,0.8474477179212291,0.0,0.0
Collab Apparel,C Baby,C Bby set,HybridBaselineQty,689,694.0,759.8705816339234,65.8705816339234,0.09491438275781469,0.9913658419614352,20.0,0.02881844380403458
Kids Unisex Sleep,S KU LJ,S KU LJ stripe,HybridBaselineQty,989,680.0,1319.8660714285716,639.8660714285716,0.9409795168067229,1.56141018907563,8.0,0.011764705882352941
Baby Apparel,Bby bundle,Bby bundle misc,HybridBaselineQty,1031,665.0,1298.3048154849705,633.3048154849705,0.9523380683984519,1.5448707385693115,0.0,0.0
Baby Sleepwear,BS 1pc,BS misc,HybridBaselineQty,464,629.0,1242.080357142857,613.0803571428571,0.9746905518964342,1.5584970474676358,0.0,0.0
Girls,G sweater,G swtr cardigan,HybridBaselineQty,653,615.0,866.8482142857142,251.84821428571422,0.4095092915214865,1.235090011614402,5.0,0.008130081300813009
Boys,B swimwear,B swim cover up,HybridBaselineQty,216,611.0,457.31249999999994,-153.68750000000006,-0.2515343698854338,0.5485299275192892,0.0,0.0
Collab Apparel,C Baby-Toddler,C BT top,HybridBaselineQty,796,553.0,870.1390354090354,317.1390354090354,0.5734883099620893,1.1715686222557833,0.0,0.0
Kids Unisex,KU top,KU SL top,HybridBaselineQty,283,542.0,470.708289041876,-71.29171095812399,-0.13153452206295937,0.6084025699642177,0.0,0.0
Baby Apparel,Bby dress,Bby LS dress,HybridBaselineQty,1640,541.0,1294.6626373626373,753.6626373626373,1.3930917511324163,2.2924442932298756,1.0,0.0018484288354898336
Baby Accessories,BA sock,BA sock misc,HybridBaselineQty,467,499.0,1060.8482142857142,561.8482142857142,1.1259483252218723,1.5050279129687947,0.0,0.0
Baby Apparel,Bby sweater,Bby swtr cardigan,HybridBaselineQty,561,494.0,617.9760712254049,123.9760712254049,0.250963706934018,1.0573768560118082,6.0,0.012145748987854251
Girls,G sweater,G swtr pullover,HybridBaselineQty,884,464.0,923.8571428571428,459.8571428571428,0.9910714285714284,1.676493226600985,3.0,0.00646551724137931
Adult Sleep,S AU sleepwear,S AU LJ top,HybridBaselineQty,3066,452.0,2254.3571428571427,1802.3571428571427,3.987515802781289,4.883810050568901,7.0,0.015486725663716814
Baby Sleepwear,BS footed sleeper,BS footed print,HybridBaselineQty,511,430.0,996.5267857142857,566.5267857142857,1.3175041528239202,1.6754775747508308,0.0,0.0
Collab Accessories,CA underwear,CA BT underwear,HybridBaselineQty,112,423.0,487.6875,64.6875,0.1529255319148936,0.6408519081391423,0.0,0.0
Adult Sleep,S W sleepwear,S W LJ bottom,HybridBaselineQty,866,387.0,932.3482142857142,545.3482142857142,1.4091685123661866,1.997439091915836,2.0,0.00516795865633075
Collab Apparel,C Kids Unisex,C KU swimwear,HybridBaselineQty,303,370.0,310.7789143044629,-59.22108569553711,-0.16005698836631652,0.7240228307560722,0.0,0.0
Kids Unisex,KU outerwear,KU ow,HybridBaselineQty,1064,365.0,955.5892857142857,590.5892857142857,1.6180528375733854,2.275880626223092,0.0,0.0
Boys,B sweater,B swtr pullover,HybridBaselineQty,635,357.0,473.7112500620631,116.71125006206307,0.32692226908140914,1.3466445423980906,0.0,0.0
Adult Sleep,S AU sleepwear,S AU SJ,HybridBaselineQty,221,349.0,363.58719154034367,14.587191540343667,0.04179711043078415,0.7699892692748055,0.0,0.0
Adult Sleep,S AU sleepwear,S AU Pajama,HybridBaselineQty,947,346.0,690.7895164320469,344.78951643204687,0.9965014925781701,1.9280362561214281,1.0,0.002890173410404624
Baby Accessories,BA hats,BA pilot-knot hat,HybridBaselineQty,561,331.0,667.7857142857143,336.78571428571433,1.0174794993526113,1.607250755287009,0.0,0.0
Collab Apparel,C Boy,C B swimwear,HybridBaselineQty,315,331.0,399.15440786571304,68.15440786571304,0.20590455548553788,0.8783659013880319,0.0,0.0
Collab Sleepwear,CS W sleep,CS W pajama,HybridBaselineQty,1310,325.0,956.8067608128008,631.8067608128008,1.9440208025009256,2.835021132946326,0.0,0.0
W Baby Accessories,WBA hats,WBA pilot/knot hat,HybridBaselineQty,214,308.0,255.03855357877418,-52.961446421225816,-0.17195274812086303,0.3495411971209335,0.0,0.0
Collab Apparel,C Girl,C G pant,HybridBaselineQty,108,294.0,184.65430402930403,-109.34569597069597,-0.3719241359547482,0.6550752535446412,22.0,0.07482993197278912
Collab Apparel,C Kids Unisex,C KU set,HybridBaselineQty,273,288.0,274.8087019210785,-13.191298078921477,-0.045803118329588464,0.7189743334564,0.0,0.0
Baby Apparel,Bby sweater,Bby swtr pullover,HybridBaselineQty,381,275.0,303.90225563909775,28.902255639097746,0.10509911141490089,0.9645762132604238,3.0,0.01090909090909091
Collab Sleepwear,CS AU sleep,CS AU bottom,HybridBaselineQty,1393,263.0,1115.5045482295482,852.5045482295482,3.241462160568624,4.161817945468136,0.0,0.0
Baby Apparel,Bby top,Bby LS top,HybridBaselineQty,341,256.0,485.0625,229.0625,0.894775390625,1.4233747209821428,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU Pajama,HybridBaselineQty,590,254.0,483.1401098901099,229.1401098901099,0.9021264168901965,1.6798898935709958,0.0,0.0
Collab Accessories,CA underwear,CA B underwear,HybridBaselineQty,346,243.0,860.3839285714287,617.3839285714287,2.5406746031746037,2.953666960611405,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU SJ,HybridBaselineQty,179,243.0,220.98949547433244,-22.010504525667557,-0.09057820792455784,0.7336936496685558,0.0,0.0
W Baby Sleepwear,WBS footless sleeper,WBS footless print,HybridBaselineQty,189,232.0,206.0306968363575,-25.969303163642508,-0.1119366515674246,0.33890973488666387,10.0,0.04310344827586207
Collab Apparel,C Adult,C Adult Unisex,HybridBaselineQty,198,222.0,210.7639801601552,-11.2360198398448,-0.050612701981282884,0.8201253405156606,13.0,0.05855855855855856
Adult Sleep,S W sleepwear,S W LJ top,HybridBaselineQty,1398,206.0,1209.6964285714284,1003.6964285714284,4.872312760055478,5.755374479889042,0.0,0.0
Girls,G outerwear,G jkt,HybridBaselineQty,289,204.0,431.7275444664032,227.72754446640317,1.1163114924823685,1.7295353689894928,0.0,0.0
Collab Accessories,CA non clothing,CA nc misc,HybridBaselineQty,353,196.0,742.6411901461336,546.6411901461336,2.7889856640108857,3.1544149263284798,0.0,0.0
Baby Apparel,Bby 1pc,Bby LS 1pc,HybridBaselineQty,559,166.0,420.17857142857144,254.17857142857144,1.5311962134251291,2.342190189328744,0.0,0.0
Collab Apparel,C Girl,C G set,HybridBaselineQty,157,158.0,222.28571428571428,64.28571428571428,0.4068716094032549,1.0282549728752262,0.0,0.0
Boys,B outerwear,B jkt,HybridBaselineQty,312,157.0,303.42857142857144,146.42857142857144,0.9326660600545952,1.5820063694267514,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU set,HybridBaselineQty,774,155.0,486.82142857142856,331.82142857142856,2.1407834101382486,2.8815668202764977,0.0,0.0
,,,HybridBaselineQty,135,148.0,97.08928571428571,-50.91071428571429,-0.3439913127413128,0.8499034749034751,67.0,0.4527027027027027
Collab Apparel,C Boy,C B top,HybridBaselineQty,54,143.0,101.62033591408593,-41.37966408591407,-0.2893682803210774,0.6079247238775211,0.0,0.0
Collab Apparel,C Boy,C B set,HybridBaselineQty,133,135.0,171.45535714285717,36.45535714285717,0.27003968253968275,0.7476851851851852,0.0,0.0
Baby Accessories,BA moc-slipper,BA moc-slipper-misc,HybridBaselineQty,225,133.0,271.90178571428567,138.90178571428567,1.0443743286788396,1.7863184747583245,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU top,HybridBaselineQty,2229,128.0,1632.9732142857142,1504.9732142857142,11.757603236607142,12.648786272321427,0.0,0.0
Boys,B sweater,B swtr cardigan,HybridBaselineQty,238,124.0,316.9107142857143,192.91071428571428,1.5557315668202765,2.157690092165898,0.0,0.0
Other,S Pet Johns,S pet johns print,HybridBaselineQty,911,114.0,840.7857142857142,726.7857142857142,6.375313283208019,7.541040100250628,3.0,0.02631578947368421
Collab Apparel,C Baby,C Bby jkt-vest,HybridBaselineQty,248,112.0,218.89285714285714,106.89285714285714,0.9544005102040816,1.654496173469388,0.0,0.0
W Baby Apparel,WBby swimwear,WBby swim 1pc,HybridBaselineQty,45,112.0,67.775,-44.224999999999994,-0.3948660714285714,0.5756696428571428,10.0,0.08928571428571429
Collab Apparel,C Girl,C G short,HybridBaselineQty,81,109.0,67.41886446886447,-41.58113553113553,-0.3814783076250966,0.7385913780409193,17.0,0.1559633027522936
Collab Apparel,C Baby-Toddler,C BT pant,HybridBaselineQty,79,102.0,83.14285714285715,-18.857142857142847,-0.18487394957983183,0.6129201680672268,0.0,0.0
Collab Sleepwear,CS AU sleep,CS AU misc,HybridBaselineQty,400,97.0,366.49107142857144,269.49107142857144,2.778258468335788,3.30789764359352,2.0,0.020618556701030927
Kids Unisex,KU sweater,KU swtr pullover,HybridBaselineQty,208,95.0,186.4642857142857,91.4642857142857,0.9627819548872179,1.7291353383458645,5.0,0.05263157894736842
W Baby Apparel,WBby dress,WBby SL dress,HybridBaselineQty,72,92.0,82.5625,-9.4375,-0.10258152173913043,0.5599184782608696,12.0,0.13043478260869565
Collab Apparel,C Boy,C B sweater,HybridBaselineQty,106,91.0,80.87206872075294,-10.127931279247065,-0.11129594812359411,0.7202529252124393,0.0,0.0
Adult Apparel,O womens apparel,O womens apparel top,HybridBaselineQty,84,90.0,73.66681318681317,-16.333186813186828,-0.18147985347985365,0.7457655677655677,0.0,0.0
W Baby Apparel,WBby swimwear,WBby swim 2pc,HybridBaselineQty,37,85.0,57.025,-27.975,-0.32911764705882357,0.6747058823529412,12.0,0.1411764705882353
W Girls,WG dress,WG SS dress,HybridBaselineQty,52,78.0,83.71249999999999,5.7124999999999915,0.07323717948717938,0.3485576923076923,2.0,0.02564102564102564
Collab Accessories,CA misc,CA misc hat-glove,HybridBaselineQty,107,77.0,138.7053571428571,61.70535714285711,0.8013682745825599,1.4947820037105752,0.0,0.0
Collab Sleepwear,CS Baby sleep,CS Bby footed,HybridBaselineQty,68,73.0,58.63392857142858,-14.366071428571423,-0.19679549902152635,0.6862769080234834,0.0,0.0
Boys,B outerwear,B ow,HybridBaselineQty,166,63.0,134.34821428571428,71.34821428571428,1.1325113378684806,1.8745748299319727,0.0,0.0
Adult Sleep,S W sleepwear,S W nightgown,HybridBaselineQty,496,59.0,443.2142857142857,384.2142857142857,6.512106537530267,7.306295399515739,0.0,0.0
Collab Sleepwear,CS W sleep,CS W bottom,HybridBaselineQty,295,56.0,335.13392857142856,279.13392857142856,4.98453443877551,5.779177295918367,0.0,0.0
Kids Unisex,KU outerwear,KU vest,HybridBaselineQty,129,52.0,118.79464285714286,66.79464285714286,1.2845123626373627,2.036916208791209,0.0,0.0
Baby Apparel,Bby outerwear,Bby OW,HybridBaselineQty,162,49.0,133.32142857142856,84.32142857142856,1.7208454810495624,2.5524781341107867,0.0,0.0
W Baby Apparel,WBby sets,WBby SS set,HybridBaselineQty,26,47.0,41.325,-5.674999999999997,-0.12074468085106377,0.5813829787234043,6.0,0.1276595744680851
W Baby Apparel,WBby dress,WBby SS dress,HybridBaselineQty,33,46.0,48.49865355233002,2.498653552330019,0.054318555485435197,0.5410512920583254,0.0,0.0
W Kids Unisex Sleep,WS KU non cotton,WS KU non cttn PJ,HybridBaselineQty,44,44.0,27.75,-16.25,-0.3693181818181818,0.5852272727272727,15.0,0.3409090909090909
W Baby Apparel,WBby sweater,WBby swtr cardigan,HybridBaselineQty,25,39.0,19.125,-19.875,-0.5096153846153846,0.8173076923076923,21.0,0.5384615384615384
Kids Accessories,KA tight,KA tight footed,HybridBaselineQty,84,37.0,141.84821428571428,104.84821428571428,2.833735521235521,3.129102316602317,0.0,0.0
Collab Sleepwear,CS W sleep,CS W top,HybridBaselineQty,409,35.0,302.91964285714283,267.91964285714283,7.65484693877551,8.35484693877551,0.0,0.0
Kids Accessories,KA hats,KA sun hat,HybridBaselineQty,59,34.0,76.92857142857143,42.92857142857143,1.2626050420168067,1.7379201680672272,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU nightgown,HybridBaselineQty,81,29.0,53.28571428571428,24.285714285714278,0.83743842364532,1.6650246305418717,0.0,0.0
W Kids Unisex Sleep,WS KU non cotton,WS KU non cttn nightgown,HybridBaselineQty,28,28.0,15.0,-13.0,-0.4642857142857143,0.4642857142857143,8.0,0.2857142857142857
Collab Apparel,C Kids Unisex,C KU pant,HybridBaselineQty,98,24.0,93.79464285714286,69.79464285714286,2.908110119047619,3.095610119047619,0.0,0.0
W Baby Apparel,WBby pant,WBby k pant,HybridBaselineQty,18,23.0,19.005357142857143,-3.994642857142857,-0.1736801242236025,0.28781055900621116,0.0,0.0
Kids Accessories,KA costume accessories,KA costume accessories misc,HybridBaselineQty,83,22.0,156.3035714285714,134.3035714285714,6.10470779220779,6.969155844155844,0.0,0.0
W Baby Apparel,WBby 1pc,WBby SS 1pc,HybridBaselineQty,20,22.0,16.6875,-5.3125,-0.24147727272727273,0.5767045454545454,7.0,0.3181818181818182
Collab Apparel,C Boy,C B jkt-vest,HybridBaselineQty,49,20.0,37.94642857142857,17.94642857142857,0.8973214285714285,1.7455357142857142,0.0,0.0
Collab Apparel,C Girl,C G skirt,HybridBaselineQty,41,20.0,27.982142857142858,7.982142857142858,0.3991071428571429,1.3044642857142859,0.0,0.0
Adult Apparel,O unisex apparel,O unisex apparel top,HybridBaselineQty,34,19.0,15.910714285714286,-3.0892857142857135,-0.16259398496240599,0.9971804511278196,0.0,0.0
W Baby Apparel,WBby sets,WBby LS set,HybridBaselineQty,19,19.0,22.192651098901102,3.192651098901102,0.1680342683632159,0.40487637362637363,1.0,0.05263157894736842
Collab Apparel,C Baby,C Bby dress,HybridBaselineQty,41,18.0,24.044642857142854,6.044642857142854,0.33581349206349187,1.444940476190476,0.0,0.0
Collab Apparel,C Baby,C Bby sweater,HybridBaselineQty,72,17.0,40.05357142857143,23.05357142857143,1.35609243697479,2.4558823529411766,0.0,0.0
W Baby Sleepwear,WBS footless sleeper,WBS footless stripe,HybridBaselineQty,12,15.0,11.875,-3.125,-0.20833333333333334,0.5916666666666667,4.0,0.26666666666666666
Girls,G skirt,G w skirt,HybridBaselineQty,51,12.0,34.32142857142858,22.321428571428577,1.8601190476190481,2.93452380952381,0.0,0.0
Adult Sleep,S AU sleepwear,S AU misc,HybridBaselineQty,19,9.0,19.9003996003996,10.900399600399599,1.211155511155511,2.2332889332889336,0.0,0.0
Collab Apparel,C Baby-Toddler,C BT swimwear,HybridBaselineQty,7,8.0,5.216509726420212,-2.7834902735797877,-0.34793628419747347,0.5685245194915911,0.0,0.0
Collab Apparel,C Baby/Toddler,C BT top,HybridBaselineQty,6,8.0,13.875,5.875,0.734375,0.8950892857142858,0.0,0.0
Collab Apparel,C Adult,C Womens,HybridBaselineQty,7,5.0,5.3728991596638656,0.37289915966386555,0.07457983193277311,1.0039915966386554,0.0,0.0
W Kids Unisex Sleep,WS KU SJ,WS KU SJ print,HybridBaselineQty,5,5.0,6.1875,1.1875,0.2375,0.2625,0.0,0.0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,HybridBaselineQty,7,4.0,3.401785714285714,-0.598214285714286,-0.1495535714285715,0.8995535714285714,0.0,0.0
Kids Accessories,KA hats,KA sweater hat,HybridBaselineQty,3,4.0,0.0,-4.0,-1.0,1.0,4.0,1.0
Baby Accessories,BA hats,BA pilot/knot hat,HybridBaselineQty,19,3.0,22.50892857142857,19.50892857142857,6.50297619047619,7.663690476190477,0.0,0.0
W Baby Apparel,WBby swimwear,WBby swim rash guard,HybridBaselineQty,3,3.0,4.125,1.125,0.375,0.375,0.0,0.0
W Baby Apparel,WBby top,WBby LS top,HybridBaselineQty,2,2.0,2.8522727272727275,0.8522727272727275,0.42613636363636376,0.42613636363636365,0.0,0.0
W Kids Unisex Slee,WS KU SJ,WS KU SJ print,HybridBaselineQty,2,2.0,1.875,-0.125,-0.0625,0.1875,0.0,0.0
W Kids Unisex Sleep,WS KU SJ,WS KU SJ stripe,HybridBaselineQty,2,2.0,1.5,-0.5,-0.25,0.25,0.0,0.0
Girls,G outerwear,G vest,HybridBaselineQty,2,1.0,0.8571428571428571,-0.1428571428571429,-0.1428571428571429,1.0,0.0,0.0
W Baby Apparel,WBby bodysuit,WBby LS bodysuit,HybridBaselineQty,1,1.0,1.75,0.75,0.75,0.75,0.0,0.0
Collab Accessories,CA misc,CA misc sock-tight,HybridBaselineQty,108,0.0,108.0,108.0,0.0,0.0,0.0,0.0
Girls,G dress,G SL dress,Recent28BaselineQty,11931,64531.0,55139.357043779295,-9391.642956220705,-0.145536919561462,0.6814633506416463,69.0,0.0010692535370597077
Kids Unisex Sleep,S KU SJ,S KU SJ print,Recent28BaselineQty,19250,58419.0,55292.40447599516,-3126.5955240048424,-0.053520182201079146,0.6841501157691037,3.0,5.135315565141478e-05
Baby Sleepwear,BS footless sleeper,BS footless print,Recent28BaselineQty,13518,29679.0,28453.484868513315,-1225.5151314866853,-0.04129233233891591,0.7346886497936014,1.0,3.369385760975774e-05
Kids Unisex,KU top,KU SS top,Recent28BaselineQty,9820,24623.0,27982.17698632836,3359.176986328359,0.1364243587835909,0.6589641575586884,82.0,0.003330219713276205
Girls,G short,G k short,Recent28BaselineQty,5835,23485.0,24508.07179588084,1023.0717958808418,0.04356277606475801,0.6200208136611749,1.0,4.258037044922291e-05
Girls,G dress,G SS dress,Recent28BaselineQty,8104,19940.0,21790.45638800256,1850.4563880025598,0.092801223069336,0.7310008790581671,37.0,0.001855566700100301
Girls,G swimwear,G swim 2pc,Recent28BaselineQty,6764,18445.0,15379.984877428175,-3065.0151225718255,-0.16617051355770265,0.6215536124328417,1.0,5.421523448088913e-05
Kids Unisex Sleep,S KU LJ,S KU LJ print,Recent28BaselineQty,15187,17562.0,18062.052625119155,500.052625119155,0.02847355797284791,0.8727544876727356,7.0,0.0003985878601526022
Boys,B top,B SS top,Recent28BaselineQty,9425,15526.0,14370.574685797455,-1155.4253142025445,-0.07441873722803971,0.6910941544303607,0.0,0.0
Baby Apparel,Bby sets,Bby SS set,Recent28BaselineQty,4704,13603.0,14606.379690899119,1003.3796908991189,0.07376164749681093,0.6889048386761093,0.0,0.0
Kids Unders,U G underwear,U G unders bottom,Recent28BaselineQty,2876,13390.0,12367.607142857141,-1022.3928571428587,-0.07635495572388788,0.6303611437106582,0.0,0.0
Boys,B swimwear,B swim trunk,Recent28BaselineQty,5629,12347.0,11697.108120757723,-649.8918792422774,-0.05263561020833218,0.5809337864464927,0.0,0.0
Boys,B swimwear,B swim rash guard,Recent28BaselineQty,4370,12111.0,11600.176122062827,-510.82387793717317,-0.04217850532054935,0.5977107576313418,0.0,0.0
Girls,G swimwear,G swim 1pc,Recent28BaselineQty,5134,11716.0,11147.69184165093,-568.3081583490693,-0.048507012491385226,0.6323554479094678,2.0,0.0001707067258449983
Kids Unders,U B underwear,U B unders bottom,Recent28BaselineQty,2844,11105.0,10453.82142857143,-651.1785714285706,-0.05863832250594963,0.6867659355502669,0.0,0.0
Boys,B short,B w short,Recent28BaselineQty,3233,8243.0,8614.87836917776,371.87836917776076,0.04511444488387247,0.6483670580170602,0.0,0.0
Girls,G pant,G k pant,Recent28BaselineQty,4706,8232.0,11479.674515645384,3247.6745156453835,0.39451828421348195,0.8590321664336643,4.0,0.00048590864917395527
Kids Unisex,KU top,KU LS top,Recent28BaselineQty,8025,8156.0,9018.446753295288,862.4467532952876,0.10574383929564586,0.8163453087732161,2.0,0.0002452182442373713
Baby Apparel,Bby dress,Bby SL dress,Recent28BaselineQty,3150,6953.0,6288.237815637347,-664.762184362653,-0.0956079655346833,0.6558114693462643,22.0,0.003164101826549691
Girls,G top,G SL top,Recent28BaselineQty,2226,6647.0,6180.213020110465,-466.78697988953536,-0.07022521135693326,0.6472266517277367,0.0,0.0
Baby Apparel,Bby swimwear,Bby swim rash guard,Recent28BaselineQty,2432,6555.0,7098.967872952404,543.9678729524039,0.08298518275398992,0.6927465209601961,0.0,0.0
Girls,G sets,G SL set,Recent28BaselineQty,2741,6455.0,5832.41824488605,-622.5817551139498,-0.09644953603624319,0.700813565164485,0.0,0.0
Kids Unisex,KU pant,KU k pant,Recent28BaselineQty,2550,6425.0,7431.428571428572,1006.4285714285716,0.15664257921067262,0.6683935519733184,0.0,0.0
Girls,G swimwear,G swim rash guard,Recent28BaselineQty,2576,6024.0,4884.4298430825265,-1139.5701569174735,-0.1891716727950653,0.6537769032536743,0.0,0.0
Kids Unisex,KU short,KU k short,Recent28BaselineQty,2169,5623.0,6003.7243762678545,380.7243762678545,0.06770840765923075,0.6543548259770453,33.0,0.00586875333451894
Girls,G top,G SS top,Recent28BaselineQty,2856,5326.0,6175.428476108229,849.428476108229,0.15948713407965245,0.6853479587208866,0.0,0.0
Girls,G dress,G LS dress,Recent28BaselineQty,8203,5323.0,5108.802742709335,-214.19725729066522,-0.04023995064637709,1.1259042840731566,6.0,0.0011271839188427579
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,Recent28BaselineQty,6603,5269.0,5264.101328576401,-4.898671423598898,-0.0009297155861831274,0.9020952826984303,51.0,0.00967925602581135
Baby Apparel,Bby 1pc,Bby SL 1pc,Recent28BaselineQty,2550,5249.0,5403.25922936162,154.25922936161987,0.029388308127570942,0.7157446197085632,0.0,0.0
Girls,G swimwear,G swim cover up,Recent28BaselineQty,1443,4783.0,4952.821428571428,169.82142857142844,0.03550521191123321,0.5658209133538424,0.0,0.0
Baby Apparel,Bby top,Bby SS top,Recent28BaselineQty,1935,4631.0,5303.531736404029,672.5317364040293,0.1452238687981061,0.6907128542467388,26.0,0.0056143381559058516
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,Recent28BaselineQty,3251,4570.0,4724.11110939674,154.11110939674018,0.03372234341285343,0.7534316389503175,26.0,0.0056892778993435445
Boys,B short,B k short,Recent28BaselineQty,1847,4487.0,4727.890781553701,240.89078155370134,0.05368637877283293,0.643799383561707,0.0,0.0
Baby Apparel,Bby swimwear,Bby swim 2pc,Recent28BaselineQty,2703,4477.0,4074.3849106518333,-402.61508934816675,-0.08992966034133722,0.7140504622719341,0.0,0.0
Girls,G short,G w short,Recent28BaselineQty,845,4323.0,4108.208384208385,-214.7916157916152,-0.049685777421146236,0.581877315974008,0.0,0.0
