ForecastName,Windows,TotalActualUnits,TotalForecastUnits,MeanWAPE,MeanBiasPct
Recent7BaselineQty,2,569111.0,575992.0333333333,0.6828346776080236,0.06259178753414367
Recent28BaselineQty,2,569111.0,567365.7729466384,0.7372648287829848,0.031902580481694115
HorizonConsistentMLForecastQty,2,569111.0,494140.06976746453,0.8301596595526504,-0.03378920391844878
HybridBaselineQty,2,569111.0,680125.2967439183,0.8606485327386235,0.2181178037962999
FrozenChampionMLForecastQty,2,569111.0,674277.2874117048,1.0420526941629689,0.31725860550749135
CorporateBaselineQty,2,569111.0,686286.0,1.7077005139950634,0.14227703646918194
