Division,Department,Class,Subclass,KeyCategoryView,SKU,Item,Color,Size,ProductGroupCode,SizeGroupCode,Velocity,SlotTier,ReplenishmentThreshold,PutawayIndicator,ProductStatus,ProductStatusDate,ProductStage,ReturnAction,ReturnActionDate,NVARExpectedQty,ForecastStartDate,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14
Adult Sleep,S W sleepwear,S W LJ bottom,,Sleep,44403-XU1-XS,44403,XU1,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,47068-FU8-XS,47068,FU8,XS,ASL,X,C,ASLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-011-L,52399,011,L,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-011-M,52399,011,M,ASL,M,C,ASLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-011-XL,52399,011,XL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-011-XXL,52399,011,XXL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-L,52399,015,L,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-M,52399,015,M,ASL,M,C,ASLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-S,52399,015,S,ASL,S,C,ASLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-XL,52399,015,XL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-XXL,52399,015,XXL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-015-XXS,52399,015,XXS,ASL,X,C,ASLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3LA-L,52399,3LA,L,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3LA-M,52399,3LA,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3LA-XL,52399,3LA,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3LA-XXL,52399,3LA,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UU-L,52399,3UU,L,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UU-M,52399,3UU,M,ASL,M,C,ASLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UU-XL,52399,3UU,XL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UU-XXL,52399,3UU,XXL,ASL,L,C,ASLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UZ-M,52399,3UZ,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-3UZ-XXS,52399,3UZ,XXS,ASL,X,B,ASLXB,3,1,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,52399-M23-XXL,52399,M23,XXL,ASL,L,A,ASLLA,3,1,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,4,4,4,4,3,4,4,4,4,4,3,3,4,4
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-1BE-XL,59845,1BE,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-1BE-XXL,59845,1BE,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2BX-L,59845,2BX,L,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2BX-M,59845,2BX,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2BX-XL,59845,2BX,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2BX-XXL,59845,2BX,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-L,59845,2CF,L,ASL,L,B,ASLLB,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,1,1,2,2,2,2,2,1,1,2,2
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-M,59845,2CF,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-S,59845,2CF,S,ASL,S,C,ASLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-XL,59845,2CF,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-XS,59845,2CF,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CF-XXL,59845,2CF,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CH-L,59845,2CH,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CH-M,59845,2CH,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CH-S,59845,2CH,S,ASL,S,C,ASLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CH-XL,59845,2CH,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2CH-XXL,59845,2CH,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FO-L,59845,2FO,L,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FO-M,59845,2FO,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FO-S,59845,2FO,S,ASL,S,C,ASLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FO-XL,59845,2FO,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FO-XXL,59845,2FO,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-L,59845,2FV,L,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-M,59845,2FV,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-S,59845,2FV,S,ASL,S,C,ASLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-XL,59845,2FV,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-XS,59845,2FV,XS,ASL,X,C,ASLXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FV-XXL,59845,2FV,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FW-S,59845,2FW,S,ASL,S,C,ASLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FW-XL,59845,2FW,XL,ASL,L,C,ASLLC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2FW-XS,59845,2FW,XS,ASL,X,B,ASLXB,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2GX-L,59845,2GX,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2GX-M,59845,2GX,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2GX-XL,59845,2GX,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2GX-XXL,59845,2GX,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2HC-L,59845,2HC,L,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2HC-M,59845,2HC,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2HC-XL,59845,2HC,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-2HC-XXL,59845,2HC,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-L,59845,QX6,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-M,59845,QX6,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-S,59845,QX6,S,ASL,S,C,ASLSC,43,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-XL,59845,QX6,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-XS,59845,QX6,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-QX6-XXL,59845,QX6,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-L,59845,VJ7,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-M,59845,VJ7,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-S,59845,VJ7,S,ASL,S,C,ASLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-XL,59845,VJ7,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-XS,59845,VJ7,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-VJ7-XXL,59845,VJ7,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XS9-L,59845,XS9,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XS9-M,59845,XS9,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XS9-XL,59845,XS9,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XS9-XXL,59845,XS9,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XU1-L,59845,XU1,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XU1-M,59845,XU1,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XU1-XL,59845,XU1,XL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XU1-XS,59845,XU1,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S AU sleepwear,S AU LJ top,,Sleep,59845-XU1-XXL,59845,XU1,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2BX-M,60325,2BX,M,ASL,M,C,ASLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2BX-S,60325,2BX,S,ASL,S,C,ASLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2BX-XL,60325,2BX,XL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2BX-XS,60325,2BX,XS,ASL,X,C,ASLXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2BX-XXL,60325,2BX,XXL,ASL,L,C,ASLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2C2-XS,60325,2C2,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-L,60325,2CF,L,ASL,L,A,ASLLA,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-M,60325,2CF,M,ASL,M,C,ASLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-S,60325,2CF,S,ASL,S,C,ASLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-XL,60325,2CF,XL,ASL,L,C,ASLLC,23,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-XS,60325,2CF,XS,ASL,X,C,ASLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CF-XXL,60325,2CF,XXL,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sleep,S W sleepwear,S W LJ top,,Sleep,60325-2CH-L,60325,2CH,L,ASL,L,C,ASLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
