Date,remaining_volume_units,units_shipped_goal,shipped_units_powerbi,forecasted_demand_units,ops_imf_plan_forecasted_units,actual_demand_units,percentage_demand_vs_forecast,plan_vs_actual_demand_pct,powerbi_vs_actual_demand_pct,kpi_forecasted_demand_units,kpi_minus_actual_demand_units
2025-07-30,1373.0,10000,10256,9199.994322383609,,9200.0,1.0000006171325972,,1.1147826086956523,9199.994322383609,-0.005677616391039919
2025-07-31,317.0,10000,8948,8577.002277406911,,8577.0,0.9999997344751888,,1.043255217441996,8577.002277406911,0.002277406911161961
2025-08-01,-54.0,8000,4802,10383.998779948484,,10384.0,1.0000001174934185,,0.462442218798151,10383.998779948484,-0.0012200515157019254
2025-08-02,5528.0,8000,8651,10950.008011276359,,10950.0,0.9999992683771235,,0.7900456621004566,10950.008011276359,0.00801127635895682
2025-08-03,7827.0,15000,17949,12290.987155181525,,12291.0,1.0000010450599544,,1.4603368318281669,12290.987155181525,-0.012844818475059583
2025-08-04,2169.0,18000,11914,12309.005093407262,,12309.0,0.9999995862047969,,0.9679096595986676,12309.005093407262,0.005093407262393157
2025-08-05,2564.0,9000,12448,10177.008926477014,,10177.0,0.9999991228781385,,1.2231502407389212,10177.008926477014,0.008926477014028933
2025-08-06,5042.0,7000,10248,10417.011911549353,,10417.0,0.9999988565291608,,0.9837765191513872,10417.011911549353,0.011911549352589645
2025-08-07,5211.0,8000,10078,10348.996624906982,,10349.0,1.00000032612756,,0.9738138950623249,10348.996624906982,-0.0033750930178939598
2025-08-08,5482.0,6000,6700,10263.003051956877,,10263.0,0.9999997026253562,,0.6528305563675338,10263.003051956877,0.003051956877243356
2025-08-09,9045.0,7000,9518,20209.014272352637,,20209.0,0.9999992937630483,,0.47097827700529465,20209.014272352637,0.014272352636908181
2025-08-10,19736.0,25000,26923,21660.013709417122,,21660.0,0.999999367063322,,1.2429824561403509,21660.013709417122,0.013709417122299783
2025-08-11,14473.0,19000,22700,19741.9894806683,,19742.0,1.0000005328405077,,1.1498328436835175,19741.9894806683,-0.010519331699470058
2025-08-12,11515.0,12000,17358,11651.002874817224,,11651.0,0.9999997532558137,,1.4898291992103683,11651.002874817224,0.00287481722443772
2025-08-13,5808.0,7000,11417,11310.993118128888,,11311.0,1.0000006084232427,,1.00937140836354,11310.993118128888,-0.006881871111545479
2025-08-14,5702.0,10000,11578,10741.005938846103,,10741.0,0.9999994470866009,,1.0779257052415976,10741.005938846103,0.005938846103163087
2025-08-15,4865.0,7000,6757,10757.992334912286,,10758.0,1.0000007125016894,,0.6280907231827477,10757.992334912286,-0.007665087714485708
2025-08-16,8866.0,8000,10148,12232.99322919326,,12233.0,1.0000005534873284,,0.8295593885391973,12232.99322919326,-0.006770806739950785
