SKU,FD1ToFD14Units,ML14DayForecastUnits,Recent14DayUnits,SelectedByMLThreshold,RecentFallbackWeight
84433-68I-120,545,544.6862317759892,336.0110990509338,True,0.0
84433-68I-130,472,472.0641288428654,294.4760483170286,True,0.0
84433-68I-140,385,385.2714928864325,243.48990819457012,True,0.0
81644-1SA-90,358,357.7503458529077,195.23960973721913,True,0.0
58660-4ON-S,342,342.25593387706436,208.4213923054645,True,0.0
81644-1SA-120,341,341.03959643762164,227.82099683986334,True,0.0
81644-1SA-110,309,309.0821967711178,214.1417885143257,True,0.0
84433-68I-110,285,285.3070881184451,246.47446273832378,True,0.0
84433-68I-100,270,270.2735418052674,177.33228247469714,True,0.0
81718-1SA-120,264,263.8191463574382,141.76634082829923,True,0.0
58660-4ON-M,260,259.99323820909103,175.8400052028203,True,0.0
81644-1SA-130,250,249.9621552779173,157.68396506165215,True,0.0
81644-1SA-100,233,233.152376952587,195.23960973721913,True,0.0
84428-1WC-120,217,216.78391897793873,287.5120877149367,True,0.0
84433-6GT-120,215,214.94206207553378,110.67723099753186,True,0.0
84433-68I-90,212,212.4425669694969,139.527924920484,True,0.0
84433-66J-120,210,209.87567642303176,229.3132741117402,True,0.0
81718-1SA-100,209,209.40662069204362,104.70812191002453,True,0.0
81798-1VM-120,203,202.8043684750072,0.0,True,0.0
81718-1SA-110,202,202.29255565734923,109.43366660430117,True,0.0
58661-4NA-S,199,199.3970903130368,132.31525143974596,True,0.0
58660-4ON-XS,196,196.11328635811236,117.8899044782699,True,0.0
84620-6GV-120,196,195.9406617929726,195.23960973721913,True,0.0
84433-66J-130,194,194.35783467835688,200.7112930674342,True,0.0
58665-4TF-XS,193,193.15205147719996,155.19683627519075,True,0.0
81644-1SA-140,193,193.02569263347903,100.48000297304017,True,0.0
58663-4SX-S,190,190.387027419934,162.16079687728265,True,0.0
58660-4ON-L,189,189.36045634509176,95.75445827876352,True,0.0
82912-2RO-120,189,188.84547783156424,334.27010890041083,True,0.0
47684-5LW-150,188,187.95768736773437,0.0,True,0.0
81718-1SA-130,188,188.30393199915073,102.71841888085542,True,0.0
84433-66J-110,185,184.71402936681295,186.7833718632504,True,0.0
58661-4PX-L,184,184.0870542234788,137.5382218913149,True,0.0
84433-6GT-100,183,182.78544555459757,72.12673480738032,True,0.0
84433-6GT-150,179,178.73666430163667,67.15247723445754,True,0.0
58662-4O4-S,176,176.11831964947578,218.36990745131007,True,0.0
58663-85H-M,170,169.50834005952657,0.0,True,0.0
84433-66J-140,167,166.6519532010996,145.9944597652836,True,0.0
81766-1QH-110,163,163.45832605918224,134.05624159026894,True,0.0
84428-1WC-140,163,162.52722967888673,211.15723397057204,True,0.0
84433-6GT-110,161,160.91526591884485,87.54693328344094,True,0.0
58661-4NA-M,160,159.97968242502242,187.03208474189654,True,0.0
58663-011-L,158,157.89560090877362,116.89505296368533,True,0.0
58661-4ON-M,155,154.752065746475,128.33584538140772,True,0.0
82719-65Z-120,154,154.3652702806653,131.3203999251614,True,0.0
81718-1SA-90,153,153.0972524418933,68.89346738498051,True,0.0
82008-4KQ-110,151,150.99139547565738,0.0,True,0.0
81718-1SA-140,150,150.22166951062363,55.21425905944287,True,0.0
84433-6GT-130,147,146.5295676846138,89.78534919125619,True,0.0
84505-6H6-120,146,146.3590577469727,247.4693142529083,True,0.0
82912-2RO-100,145,144.62967132274377,258.1639680346923,True,0.0
81666-3HZ-90,141,140.76537794472827,0.0,True,0.0
83403-5MM-75,141,140.97566184524908,106.94653781783978,True,0.0
84628-6GV-120,141,140.80567028886634,142.76119234288382,True,0.0
81718-68I-110,140,139.59302343827528,207.42654079087993,True,0.0
84428-1WC-130,140,140.37282690903132,262.88951272896895,True,0.0
45346-5HB-120,139,138.9722539290341,259.65624530656913,True,0.0
58661-4NA-L,139,138.6505799767569,111.92079539076258,True,0.0
84505-5ZU-110,139,139.25986717396736,232.0491157768477,True,0.0
81766-1QH-100,138,138.36511372931182,121.62059765796198,True,0.0
84084-2MH-130,138,138.22724424295953,0.0,True,0.0
58661-4ON-L,137,136.52755019340538,71.38059617144191,True,0.0
81766-1QH-120,135,135.2669320979823,145.74574688663745,True,0.0
84433-66J-100,135,134.71429615505218,130.82297416786912,True,0.0
84551-66I-80,134,133.5674348662445,48.25029845735097,True,0.0
58660-3GD-L,132,132.33833879804348,0.0,True,0.0
81718-1SA-85,132,131.96926617629197,42.03247649119749,True,0.0
58661-4ON-S,131,130.58806963649675,85.05980449697954,True,0.0
