Date,SKU,pdl_sku_offer_rows,pdl_sku_active_events,pdl_sku_distinct_offer_colors,pdl_sku_max_discount_pct,pdl_sku_avg_discount_pct,pdl_sku_min_promo_price,pdl_sku_total_avail_inv,pdl_sku_total_avail_plus_oo,pdl_sku_lw_unit_sales,pdl_sku_has_markdown,pdl_sku_has_final_sale,pdl_sku_has_tier1_recommendation,pdl_sku_primary_sheet_type,pdl_sku_primary_scope,pdl_sku_primary_event_name,HasSkuPDLPromotion
2026-07-07,33175-SR4-140,2,1,1,0.3,0.3,34.25,4725.0,9450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33175-SR4-150,2,1,1,0.3,0.3,34.25,4725.0,9450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33175-SR4-160,2,1,1,0.3,0.3,34.25,4725.0,9450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33175-SR4-85,2,1,1,0.3,0.3,34.25,4725.0,9450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33175-SR4-90,2,1,1,0.3,0.3,34.25,4725.0,9450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-100,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-110,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-120,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-130,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-140,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-150,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-160,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-85,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-011-90,2,1,1,0.3571428571428571,0.3571428571428571,31.5,5043.0,10086.0,19.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-100,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-110,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-120,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-130,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-140,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-150,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-160,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-85,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,33218-2SZ-90,2,1,1,0.3,0.3,24.5,1725.0,3450.0,13.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-3QB-100,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-110,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-120,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-130,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-140,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-150,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-160,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-85,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-3QB-90,1,1,1,0.6000000000000001,0.6000000000000001,19.99,248.0,496.0,27.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-100,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-110,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-120,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-130,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-140,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-150,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-160,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-85,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4KZ-90,1,1,1,0.7000000000000001,0.7000000000000001,16.79,211.0,422.0,77.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-4LF-100,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-110,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-120,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-130,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-140,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-150,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-160,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-85,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-4LF-90,2,1,1,0.1,0.1,49.5,2391.0,4782.0,6.0,False,False,False,aggregate_promo_offers,Sleep/PJs,7.7.26 Xmas in July Sleep Starting @ $20 PDL,True
2026-07-07,37028-69U,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-69U-100,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-69U-110,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-69U-120,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-69U-130,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
2026-07-07,37028-69U-140,1,1,1,0.8,0.8,11.79,169.0,338.0,0.0,False,False,False,promo_detail,Sleep/PJs|Clearance,Clearance Offers,True
